RegioS,NettoArbeidsparticipatie_16,Perioden
CR01  ,69.7,2018JJ00
CR01  ,72.2,2019JJ00
CR01  ,69.2,2020JJ00
CR01  ,73.5,2021JJ00
CR01  ,78.1,2022JJ00
CR01  ,77.8,2023JJ00
CR02  ,64.7,2013JJ00
CR02  ,63.4,2014JJ00
CR02  ,64.6,2015JJ00
CR02  ,65.7,2016JJ00
CR02  ,68.0,2017JJ00
CR02  ,69.7,2018JJ00
CR02  ,72.0,2019JJ00
CR02  ,67.9,2020JJ00
CR02  ,73.0,2021JJ00
CR02  ,77.0,2022JJ00
CR02  ,75.7,2023JJ00
CR03  ,63.9,2013JJ00
CR03  ,60.8,2014JJ00
CR03  ,62.6,2015JJ00
CR03  ,62.6,2016JJ00
CR03  ,64.3,2017JJ00
CR03  ,64.9,2018JJ00
CR03  ,66.8,2019JJ00
CR03  ,63.2,2020JJ00
CR03  ,66.1,2021JJ00
CR03  ,72.0,2022JJ00
CR03  ,70.6,2023JJ00
CR04  ,66.0,2013JJ00
CR04  ,64.4,2014JJ00
CR04  ,66.1,2015JJ00
CR04  ,66.9,2016JJ00
CR04  ,67.1,2017JJ00
CR04  ,69.7,2018JJ00
CR04  ,73.1,2019JJ00
CR04  ,70.5,2020JJ00
CR04  ,71.2,2021JJ00
CR04  ,76.3,2022JJ00
CR04  ,78.4,2023JJ00
CR05  ,68.0,2013JJ00
CR05  ,66.6,2014JJ00
CR05  ,65.8,2015JJ00
CR05  ,69.0,2016JJ00
CR05  ,72.2,2017JJ00
CR05  ,73.6,2018JJ00
CR05  ,75.9,2019JJ00
CR05  ,73.3,2020JJ00
CR05  ,76.1,2021JJ00
CR05  ,80.1,2022JJ00
CR05  ,81.5,2023JJ00
CR06  ,65.8,2013JJ00
CR06  ,65.7,2014JJ00
CR06  ,66.4,2015JJ00
CR06  ,67.3,2016JJ00
CR06  ,68.4,2017JJ00
CR06  ,71.1,2018JJ00
CR06  ,73.8,2019JJ00
CR06  ,71.0,2020JJ00
CR06  ,73.5,2021JJ00
CR06  ,77.8,2022JJ00
CR06  ,79.2,2023JJ00
CR07  ,66.0,2013JJ00
CR07  ,65.1,2014JJ00
CR07  ,67.1,2015JJ00
CR07  ,67.9,2016JJ00
CR07  ,68.7,2017JJ00
CR07  ,71.6,2018JJ00
CR07  ,72.6,2019JJ00
CR07  ,69.3,2020JJ00
CR07  ,73.8,2021JJ00
CR07  ,77.4,2022JJ00
CR07  ,78.5,2023JJ00
CR08  ,65.3,2013JJ00
CR08  ,65.6,2014JJ00
CR08  ,67.1,2015JJ00
CR08  ,66.5,2016JJ00
CR08  ,67.6,2017JJ00
CR08  ,69.9,2018JJ00
CR08  ,73.6,2019JJ00
CR08  ,71.1,2020JJ00
CR08  ,75.0,2021JJ00
CR08  ,79.4,2022JJ00
CR08  ,78.0,2023JJ00
CR09  ,70.0,2013JJ00
CR09  ,68.0,2014JJ00
CR09  ,70.9,2015JJ00
CR09  ,71.0,2016JJ00
CR09  ,72.3,2017JJ00
CR09  ,74.0,2018JJ00
CR09  ,76.2,2019JJ00
CR09  ,73.0,2020JJ00
CR09  ,76.3,2021JJ00
CR09  ,79.7,2022JJ00
CR09  ,80.6,2023JJ00
CR10  ,73.1,2013JJ00
CR10  ,70.6,2014JJ00
CR10  ,71.0,2015JJ00
CR10  ,70.7,2016JJ00
CR10  ,72.4,2017JJ00
CR10  ,76.1,2018JJ00
CR10  ,76.3,2019JJ00
CR10  ,73.1,2020JJ00
CR10  ,76.7,2021JJ00
CR10  ,81.0,2022JJ00
CR10  ,82.0,2023JJ00
CR11  ,69.4,2013JJ00
CR11  ,67.7,2014JJ00
CR11  ,69.4,2015JJ00
CR11  ,67.5,2016JJ00
CR11  ,69.9,2017JJ00
CR11  ,72.5,2018JJ00
CR11  ,74.1,2019JJ00
CR11  ,71.4,2020JJ00
CR11  ,74.9,2021JJ00
CR11  ,78.0,2022JJ00
CR11  ,79.7,2023JJ00
CR12  ,68.2,2013JJ00
CR12  ,66.6,2014JJ00
CR12  ,68.4,2015JJ00
CR12  ,68.1,2016JJ00
CR12  ,69.9,2017JJ00
CR12  ,71.6,2018JJ00
CR12  ,73.1,2019JJ00
CR12  ,69.7,2020JJ00
CR12  ,73.8,2021JJ00
CR12  ,77.9,2022JJ00
CR12  ,79.4,2023JJ00
CR13  ,72.4,2013JJ00
CR13  ,70.4,2014JJ00
CR13  ,71.6,2015JJ00
CR13  ,71.6,2016JJ00
CR13  ,72.5,2017JJ00
CR13  ,74.1,2018JJ00
CR13  ,73.7,2019JJ00
CR13  ,73.3,2020JJ00
CR13  ,74.9,2021JJ00
CR13  ,78.4,2022JJ00
CR13  ,80.5,2023JJ00
CR14  ,70.1,2013JJ00
CR14  ,68.8,2014JJ00
CR14  ,70.4,2015JJ00
CR14  ,70.1,2016JJ00
CR14  ,71.4,2017JJ00
CR14  ,73.9,2018JJ00
CR14  ,74.5,2019JJ00
CR14  ,73.2,2020JJ00
CR14  ,76.7,2021JJ00
CR14  ,79.9,2022JJ00
CR14  ,81.0,2023JJ00
CR15  ,67.5,2013JJ00
CR15  ,65.2,2014JJ00
CR15  ,66.5,2015JJ00
CR15  ,66.7,2016JJ00
CR15  ,69.4,2017JJ00
CR15  ,69.9,2018JJ00
CR15  ,69.8,2019JJ00
CR15  ,68.4,2020JJ00
CR15  ,70.2,2021JJ00
CR15  ,74.5,2022JJ00
CR15  ,77.1,2023JJ00
CR16  ,71.3,2013JJ00
CR16  ,70.1,2014JJ00
CR16  ,71.7,2015JJ00
CR16  ,72.1,2016JJ00
CR16  ,73.3,2017JJ00
CR16  ,74.9,2018JJ00
CR16  ,75.3,2019JJ00
CR16  ,74.4,2020JJ00
CR16  ,77.0,2021JJ00
CR16  ,79.7,2022JJ00
CR16  ,81.2,2023JJ00
CR17  ,69.7,2013JJ00
CR17  ,67.9,2014JJ00
CR17  ,68.6,2015JJ00
CR17  ,70.0,2016JJ00
CR17  ,69.4,2017JJ00
CR17  ,72.3,2018JJ00
CR17  ,73.0,2019JJ00
CR17  ,69.8,2020JJ00
CR17  ,70.2,2021JJ00
CR17  ,75.3,2022JJ00
CR17  ,77.1,2023JJ00
CR18  ,74.0,2013JJ00
CR18  ,73.2,2014JJ00
CR18  ,74.8,2015JJ00
CR18  ,75.1,2016JJ00
CR18  ,76.1,2017JJ00
CR18  ,77.4,2018JJ00
CR18  ,78.4,2019JJ00
CR18  ,75.5,2020JJ00
CR18  ,77.6,2021JJ00
CR18  ,80.3,2022JJ00
CR18  ,81.6,2023JJ00
CR19  ,71.2,2013JJ00
CR19  ,69.3,2014JJ00
CR19  ,72.9,2015JJ00
CR19  ,72.6,2016JJ00
CR19  ,72.4,2017JJ00
CR19  ,74.1,2018JJ00
CR19  ,76.6,2019JJ00
CR19  ,74.3,2020JJ00
CR19  ,75.9,2021JJ00
CR19  ,78.8,2022JJ00
CR19  ,79.6,2023JJ00
CR20  ,71.9,2013JJ00
CR20  ,70.0,2014JJ00
CR20  ,72.8,2015JJ00
CR20  ,73.9,2016JJ00
CR20  ,75.2,2017JJ00
CR20  ,76.2,2018JJ00
CR20  ,76.2,2019JJ00
CR20  ,74.0,2020JJ00
CR20  ,75.8,2021JJ00
CR20  ,78.8,2022JJ00
CR20  ,80.2,2023JJ00
CR21  ,68.5,2013JJ00
CR21  ,67.3,2014JJ00
CR21  ,70.2,2015JJ00
CR21  ,69.1,2016JJ00
CR21  ,71.2,2017JJ00
CR21  ,74.4,2018JJ00
CR21  ,72.9,2019JJ00
CR21  ,68.7,2020JJ00
CR21  ,71.7,2021JJ00
CR21  ,74.9,2022JJ00
CR21  ,75.8,2023JJ00
CR22  ,68.5,2013JJ00
CR22  ,68.1,2014JJ00
CR22  ,71.8,2015JJ00
CR22  ,69.6,2016JJ00
CR22  ,71.4,2017JJ00
CR22  ,72.5,2018JJ00
CR22  ,75.1,2019JJ00
CR22  ,69.9,2020JJ00
CR22  ,73.2,2021JJ00
CR22  ,75.4,2022JJ00
CR22  ,76.8,2023JJ00
CR23  ,65.0,2013JJ00
CR23  ,66.4,2014JJ00
CR23  ,67.5,2015JJ00
CR23  ,68.6,2016JJ00
CR23  ,69.5,2017JJ00
CR23  ,68.9,2018JJ00
CR23  ,68.8,2019JJ00
CR23  ,65.8,2020JJ00
CR23  ,66.5,2021JJ00
CR23  ,70.8,2022JJ00
CR23  ,71.1,2023JJ00
CR24  ,67.1,2013JJ00
CR24  ,65.3,2014JJ00
CR24  ,67.2,2015JJ00
CR24  ,67.1,2016JJ00
CR24  ,68.5,2017JJ00
CR24  ,69.4,2018JJ00
CR24  ,70.5,2019JJ00
CR24  ,66.6,2020JJ00
CR24  ,70.4,2021JJ00
CR24  ,73.5,2022JJ00
CR24  ,75.1,2023JJ00
CR25  ,70.1,2013JJ00
CR25  ,69.2,2014JJ00
CR25  ,70.1,2015JJ00
CR25  ,69.6,2016JJ00
CR25  ,70.6,2017JJ00
CR25  ,71.2,2018JJ00
CR25  ,73.4,2019JJ00
CR25  ,69.2,2020JJ00
CR25  ,72.1,2021JJ00
CR25  ,75.5,2022JJ00
CR25  ,76.6,2023JJ00
CR26  ,60.3,2013JJ00
CR26  ,58.1,2014JJ00
CR26  ,60.8,2015JJ00
CR26  ,60.1,2016JJ00
CR26  ,61.1,2017JJ00
CR26  ,62.0,2018JJ00
CR26  ,65.1,2019JJ00
CR26  ,61.0,2020JJ00
CR26  ,62.2,2021JJ00
CR26  ,67.0,2022JJ00
CR26  ,68.6,2023JJ00
CR27  ,67.9,2013JJ00
CR27  ,66.7,2014JJ00
CR27  ,68.9,2015JJ00
CR27  ,68.2,2016JJ00
CR27  ,69.4,2017JJ00
CR27  ,69.1,2018JJ00
CR27  ,71.9,2019JJ00
CR27  ,67.8,2020JJ00
CR27  ,68.2,2021JJ00
CR27  ,71.3,2022JJ00
CR27  ,74.0,2023JJ00
CR28  ,71.0,2013JJ00
CR28  ,70.6,2014JJ00
CR28  ,70.6,2015JJ00
CR28  ,71.3,2016JJ00
CR28  ,72.5,2017JJ00
CR28  ,74.9,2018JJ00
CR28  ,76.6,2019JJ00
CR28  ,73.9,2020JJ00
CR28  ,75.3,2021JJ00
CR28  ,79.6,2022JJ00
CR28  ,79.9,2023JJ00
CR29  ,63.6,2013JJ00
CR29  ,61.5,2014JJ00
CR29  ,63.4,2015JJ00
CR29  ,63.0,2016JJ00
CR29  ,65.9,2017JJ00
CR29  ,67.6,2018JJ00
CR29  ,69.9,2019JJ00
CR29  ,66.7,2020JJ00
CR29  ,68.4,2021JJ00
CR29  ,72.9,2022JJ00
CR29  ,72.6,2023JJ00
CR30  ,69.5,2013JJ00
CR30  ,66.7,2014JJ00
CR30  ,68.6,2015JJ00
CR30  ,69.6,2016JJ00
CR30  ,71.3,2017JJ00
CR30  ,73.0,2018JJ00
CR30  ,74.8,2019JJ00
CR30  ,72.2,2020JJ00
CR30  ,74.3,2021JJ00
CR30  ,77.9,2022JJ00
CR30  ,78.9,2023JJ00
CR31  ,68.4,2013JJ00
CR31  ,68.8,2014JJ00
CR31  ,73.4,2015JJ00
CR31  ,71.7,2016JJ00
CR31  ,73.8,2017JJ00
CR31  ,74.7,2018JJ00
CR31  ,74.8,2019JJ00
CR31  ,73.5,2020JJ00
CR31  ,73.8,2021JJ00
CR31  ,76.6,2022JJ00
CR31  ,77.5,2023JJ00
CR32  ,71.3,2013JJ00
CR32  ,71.7,2014JJ00
CR32  ,74.6,2015JJ00
CR32  ,76.0,2016JJ00
CR32  ,75.6,2017JJ00
CR32  ,77.8,2018JJ00
CR32  ,78.6,2019JJ00
CR32  ,77.3,2020JJ00
CR32  ,76.9,2021JJ00
CR32  ,80.2,2022JJ00
CR32  ,81.3,2023JJ00
CR33  ,70.5,2013JJ00
CR33  ,70.4,2014JJ00
CR33  ,72.1,2015JJ00
CR33  ,70.8,2016JJ00
CR33  ,73.5,2017JJ00
CR33  ,75.4,2018JJ00
CR33  ,75.8,2019JJ00
CR33  ,73.0,2020JJ00
CR33  ,75.6,2021JJ00
CR33  ,78.3,2022JJ00
CR33  ,78.9,2023JJ00
CR34  ,72.0,2013JJ00
CR34  ,69.4,2014JJ00
CR34  ,73.6,2015JJ00
CR34  ,73.2,2016JJ00
CR34  ,74.4,2017JJ00
CR34  ,76.1,2018JJ00
CR34  ,76.8,2019JJ00
CR34  ,74.7,2020JJ00
CR34  ,75.1,2021JJ00
CR34  ,77.4,2022JJ00
CR34  ,78.4,2023JJ00
CR35  ,72.2,2013JJ00
CR35  ,70.9,2014JJ00
CR35  ,73.9,2015JJ00
CR35  ,73.5,2016JJ00
CR35  ,74.8,2017JJ00
CR35  ,77.2,2018JJ00
CR35  ,78.7,2019JJ00
CR35  ,77.2,2020JJ00
CR35  ,77.7,2021JJ00
CR35  ,80.2,2022JJ00
CR35  ,81.5,2023JJ00
CR36  ,70.7,2013JJ00
CR36  ,69.1,2014JJ00
CR36  ,72.1,2015JJ00
CR36  ,70.7,2016JJ00
CR36  ,73.3,2017JJ00
CR36  ,73.6,2018JJ00
CR36  ,75.8,2019JJ00
CR36  ,72.9,2020JJ00
CR36  ,73.6,2021JJ00
CR36  ,76.8,2022JJ00
CR36  ,78.0,2023JJ00
CR37  ,71.7,2013JJ00
CR37  ,70.3,2014JJ00
CR37  ,72.3,2015JJ00
CR37  ,73.8,2016JJ00
CR37  ,75.2,2017JJ00
CR37  ,76.6,2018JJ00
CR37  ,79.0,2019JJ00
CR37  ,76.4,2020JJ00
CR37  ,76.8,2021JJ00
CR37  ,79.6,2022JJ00
CR37  ,79.8,2023JJ00
CR38  ,68.7,2013JJ00
CR38  ,69.1,2014JJ00
CR38  ,70.7,2015JJ00
CR38  ,69.7,2016JJ00
CR38  ,71.9,2017JJ00
CR38  ,74.3,2018JJ00
CR38  ,77.3,2019JJ00
CR38  ,72.7,2020JJ00
CR38  ,75.2,2021JJ00
CR38  ,78.2,2022JJ00
CR38  ,78.2,2023JJ00
CR39  ,62.6,2013JJ00
CR39  ,62.8,2014JJ00
CR39  ,64.8,2015JJ00
CR39  ,64.3,2016JJ00
CR39  ,65.5,2017JJ00
CR39  ,68.1,2018JJ00
CR39  ,69.6,2019JJ00
CR39  ,64.2,2020JJ00
CR39  ,67.0,2021JJ00
CR39  ,70.0,2022JJ00
CR39  ,70.5,2023JJ00
CR40  ,63.3,2013JJ00
CR40  ,62.1,2014JJ00
CR40  ,64.9,2015JJ00
CR40  ,65.8,2016JJ00
CR40  ,67.7,2017JJ00
CR40  ,70.2,2018JJ00
CR40  ,71.0,2019JJ00
CR40  ,68.3,2020JJ00
CR40  ,70.1,2021JJ00
CR40  ,74.6,2022JJ00
CR40  ,75.0,2023JJ00
GM1680,68.0,2013JJ00
GM1680,65.8,2014JJ00
GM1680,66.9,2015JJ00
GM1680,68.6,2016JJ00
GM1680,70.3,2017JJ00
GM1680,72.6,2018JJ00
GM1680,74.2,2019JJ00
GM1680,69.8,2020JJ00
GM1680,74.8,2021JJ00
GM1680,78.7,2022JJ00
GM1680,80.8,2023JJ00
GM0358,73.0,2013JJ00
GM0358,72.4,2014JJ00
GM0358,72.4,2015JJ00
GM0358,73.7,2016JJ00
GM0358,75.3,2017JJ00
GM0358,76.5,2018JJ00
GM0358,75.7,2019JJ00
GM0358,73.3,2020JJ00
GM0358,74.7,2021JJ00
GM0358,79.1,2022JJ00
GM0358,80.6,2023JJ00
GM0197,70.1,2013JJ00
GM0197,70.7,2014JJ00
GM0197,72.2,2015JJ00
GM0197,70.5,2016JJ00
GM0197,73.0,2017JJ00
GM0197,74.8,2018JJ00
GM0197,75.8,2019JJ00
GM0197,73.8,2020JJ00
GM0197,78.0,2021JJ00
GM0197,80.9,2022JJ00
GM0197,82.0,2023JJ00
GM0059,67.7,2013JJ00
GM0059,64.3,2014JJ00
GM0059,65.0,2015JJ00
GM0059,69.4,2016JJ00
GM0059,68.8,2017JJ00
GM0059,71.0,2018JJ00
GM0059,74.2,2019JJ00
GM0059,71.1,2020JJ00
GM0059,74.3,2021JJ00
GM0059,78.8,2022JJ00
GM0059,79.0,2023JJ00
GM0482,72.3,2013JJ00
GM0482,69.8,2014JJ00
GM0482,71.1,2015JJ00
GM0482,73.0,2016JJ00
GM0482,73.2,2017JJ00
GM0482,75.1,2018JJ00
GM0482,76.4,2019JJ00
GM0482,74.5,2020JJ00
GM0482,77.0,2021JJ00
GM0482,80.4,2022JJ00
GM0482,81.3,2023JJ00
GM0613,66.2,2013JJ00
GM0613,66.7,2014JJ00
GM0613,67.9,2015JJ00
GM0613,68.7,2016JJ00
GM0613,68.5,2017JJ00
GM0613,69.5,2018JJ00
GM0613,72.3,2019JJ00
GM0613,68.1,2020JJ00
GM0613,71.9,2021JJ00
GM0613,77.0,2022JJ00
GM0613,77.6,2023JJ00
GM0361,71.4,2013JJ00
GM0361,67.9,2014JJ00
GM0361,73.3,2015JJ00
GM0361,72.2,2016JJ00
GM0361,70.9,2017JJ00
GM0361,74.8,2018JJ00
GM0361,76.1,2019JJ00
GM0361,73.6,2020JJ00
GM0361,74.7,2021JJ00
GM0361,77.8,2022JJ00
GM0361,78.7,2023JJ00
GM0141,65.9,2013JJ00
GM0141,61.0,2014JJ00
GM0141,64.6,2015JJ00
GM0141,64.6,2016JJ00
GM0141,67.2,2017JJ00
GM0141,71.0,2018JJ00
GM0141,72.5,2019JJ00
GM0141,67.4,2020JJ00
GM0141,71.8,2021JJ00
GM0141,76.4,2022JJ00
GM0141,78.6,2023JJ00
GM0034,59.2,2013JJ00
GM0034,58.5,2014JJ00
GM0034,60.4,2015JJ00
GM0034,61.9,2016JJ00
GM0034,65.0,2017JJ00
GM0034,67.5,2018JJ00
GM0034,67.6,2019JJ00
GM0034,65.2,2020JJ00
GM0034,66.3,2021JJ00
GM0034,71.6,2022JJ00
GM0034,71.9,2023JJ00
GM0484,71.7,2013JJ00
GM0484,70.2,2014JJ00
GM0484,71.4,2015JJ00
GM0484,71.2,2016JJ00
GM0484,71.4,2017JJ00
GM0484,75.7,2018JJ00
GM0484,75.2,2019JJ00
GM0484,73.6,2020JJ00
GM0484,75.2,2021JJ00
GM0484,80.4,2022JJ00
GM0484,80.4,2023JJ00
GM1723,75.9,2013JJ00
GM1723,75.8,2014JJ00
GM1723,76.5,2015JJ00
GM1723,75.7,2016JJ00
GM1723,76.2,2017JJ00
GM1723,78.8,2018JJ00
GM1723,78.9,2019JJ00
GM1723,76.1,2020JJ00
GM1723,78.0,2021JJ00
GM1723,81.8,2022JJ00
GM1723,80.5,2023JJ00
GM1959,73.6,2013JJ00
GM1959,72.1,2014JJ00
GM1959,73.6,2015JJ00
GM1959,73.8,2016JJ00
GM1959,75.6,2017JJ00
GM1959,77.0,2018JJ00
GM1959,80.5,2019JJ00
GM1959,76.6,2020JJ00
GM1959,80.2,2021JJ00
GM1959,82.1,2022JJ00
GM1959,83.0,2023JJ00
GM0060,75.7,2013JJ00
GM0060,73.9,2014JJ00
GM0060,76.5,2015JJ00
GM0060,78.6,2016JJ00
GM0060,80.9,2017JJ00
GM0060,81.7,2018JJ00
GM0060,84.4,2019JJ00
GM0060,82.4,2020JJ00
GM0060,81.6,2021JJ00
GM0060,83.8,2022JJ00
GM0060,85.7,2023JJ00
GM0307,67.9,2013JJ00
GM0307,67.0,2014JJ00
GM0307,67.4,2015JJ00
GM0307,69.0,2016JJ00
GM0307,67.8,2017JJ00
GM0307,71.4,2018JJ00
GM0307,71.8,2019JJ00
GM0307,70.2,2020JJ00
GM0307,68.2,2021JJ00
GM0307,75.5,2022JJ00
GM0307,76.2,2023JJ00
GM0362,63.2,2013JJ00
GM0362,63.1,2014JJ00
GM0362,66.0,2015JJ00
GM0362,65.3,2016JJ00
GM0362,66.3,2017JJ00
GM0362,66.8,2018JJ00
GM0362,68.6,2019JJ00
GM0362,63.9,2020JJ00
GM0362,66.5,2021JJ00
GM0362,69.4,2022JJ00
GM0362,70.8,2023JJ00
GM0363,63.1,2013JJ00
GM0363,66.1,2014JJ00
GM0363,66.6,2015JJ00
GM0363,68.0,2016JJ00
GM0363,68.5,2017JJ00
GM0363,66.5,2018JJ00
GM0363,66.2,2019JJ00
GM0363,63.2,2020JJ00
GM0363,63.6,2021JJ00
GM0363,68.3,2022JJ00
GM0363,68.0,2023JJ00
GM0200,70.4,2013JJ00
GM0200,69.4,2014JJ00
GM0200,69.2,2015JJ00
GM0200,69.3,2016JJ00
GM0200,70.8,2017JJ00
GM0200,72.8,2018JJ00
GM0200,71.5,2019JJ00
GM0200,71.4,2020JJ00
GM0200,72.4,2021JJ00
GM0200,76.7,2022JJ00
GM0200,80.7,2023JJ00
GM0202,65.2,2013JJ00
GM0202,60.5,2014JJ00
GM0202,64.0,2015JJ00
GM0202,63.4,2016JJ00
GM0202,66.4,2017JJ00
GM0202,67.7,2018JJ00
GM0202,65.4,2019JJ00
GM0202,66.0,2020JJ00
GM0202,65.4,2021JJ00
GM0202,70.7,2022JJ00
GM0202,74.6,2023JJ00
GM0106,64.5,2013JJ00
GM0106,63.4,2014JJ00
GM0106,65.0,2015JJ00
GM0106,66.9,2016JJ00
GM0106,67.9,2017JJ00
GM0106,71.5,2018JJ00
GM0106,71.3,2019JJ00
GM0106,66.9,2020JJ00
GM0106,71.9,2021JJ00
GM0106,76.0,2022JJ00
GM0106,76.4,2023JJ00
GM0743,75.9,2013JJ00
GM0743,76.2,2014JJ00
GM0743,78.6,2015JJ00
GM0743,76.2,2016JJ00
GM0743,77.1,2017JJ00
GM0743,79.3,2018JJ00
GM0743,79.9,2019JJ00
GM0743,78.3,2020JJ00
GM0743,78.5,2021JJ00
GM0743,81.6,2022JJ00
GM0743,82.9,2023JJ00
GM0744,73.5,2013JJ00
GM0744,73.0,2014JJ00
GM0744,72.8,2015JJ00
GM0744,73.5,2016JJ00
GM0744,75.5,2017JJ00
GM0744,77.7,2018JJ00
GM0744,77.3,2019JJ00
GM0744,72.7,2020JJ00
GM0744,76.9,2021JJ00
GM0744,80.2,2022JJ00
GM0744,78.6,2023JJ00
GM0308,68.4,2013JJ00
GM0308,66.8,2014JJ00
GM0308,68.8,2015JJ00
GM0308,69.2,2016JJ00
GM0308,71.2,2017JJ00
GM0308,71.4,2018JJ00
GM0308,72.6,2019JJ00
GM0308,67.7,2020JJ00
GM0308,71.8,2021JJ00
GM0308,76.3,2022JJ00
GM0308,77.6,2023JJ00
GM0489,65.9,2013JJ00
GM0489,65.7,2014JJ00
GM0489,70.1,2015JJ00
GM0489,67.3,2016JJ00
GM0489,67.8,2017JJ00
GM0489,69.6,2018JJ00
GM0489,73.9,2019JJ00
GM0489,68.7,2020JJ00
GM0489,71.9,2021JJ00
GM0489,75.4,2022JJ00
GM0489,76.9,2023JJ00
GM0203,76.7,2013JJ00
GM0203,74.6,2014JJ00
GM0203,75.9,2015JJ00
GM0203,77.5,2016JJ00
GM0203,77.0,2017JJ00
GM0203,80.2,2018JJ00
GM0203,78.6,2019JJ00
GM0203,79.0,2020JJ00
GM0203,78.9,2021JJ00
GM0203,82.2,2022JJ00
GM0203,83.8,2023JJ00
GM0888,69.0,2013JJ00
GM0888,68.2,2014JJ00
GM0888,68.1,2015JJ00
GM0888,70.6,2016JJ00
GM0888,72.8,2017JJ00
GM0888,74.8,2018JJ00
GM0888,75.9,2019JJ00
GM0888,72.7,2020JJ00
GM0888,75.5,2021JJ00
GM0888,78.7,2022JJ00
GM0888,79.1,2023JJ00
GM1954,67.8,2013JJ00
GM1954,67.1,2014JJ00
GM1954,70.5,2015JJ00
GM1954,69.4,2016JJ00
GM1954,70.4,2017JJ00
GM1954,73.4,2018JJ00
GM1954,75.7,2019JJ00
GM1954,67.8,2020JJ00
GM1954,73.4,2021JJ00
GM1954,77.9,2022JJ00
GM1954,78.8,2023JJ00
GM0889,70.0,2013JJ00
GM0889,70.4,2014JJ00
GM0889,70.7,2015JJ00
GM0889,69.8,2016JJ00
GM0889,74.4,2017JJ00
GM0889,74.7,2018JJ00
GM0889,79.3,2019JJ00
GM0889,73.9,2020JJ00
GM0889,77.2,2021JJ00
GM0889,80.3,2022JJ00
GM0889,80.9,2023JJ00
GM1945,69.3,2013JJ00
GM1945,68.9,2014JJ00
GM1945,66.7,2015JJ00
GM1945,67.7,2016JJ00
GM1945,71.0,2017JJ00
GM1945,72.9,2018JJ00
GM1945,73.4,2019JJ00
GM1945,69.6,2020JJ00
GM1945,75.6,2021JJ00
GM1945,78.8,2022JJ00
GM1945,78.6,2023JJ00
GM1724,73.5,2013JJ00
GM1724,73.0,2014JJ00
GM1724,77.4,2015JJ00
GM1724,76.7,2016JJ00
GM1724,75.8,2017JJ00
GM1724,79.3,2018JJ00
GM1724,80.9,2019JJ00
GM1724,78.0,2020JJ00
GM1724,81.2,2021JJ00
GM1724,83.3,2022JJ00
GM1724,82.7,2023JJ00
GM0893,74.6,2013JJ00
GM0893,74.7,2014JJ00
GM0893,77.1,2015JJ00
GM0893,76.2,2016JJ00
GM0893,78.1,2017JJ00
GM0893,77.6,2018JJ00
GM0893,79.8,2019JJ00
GM0893,77.8,2020JJ00
GM0893,79.4,2021JJ00
GM0893,83.1,2022JJ00
GM0893,81.9,2023JJ00
GM0373,71.1,2013JJ00
GM0373,68.6,2014JJ00
GM0373,69.2,2015JJ00
GM0373,72.2,2016JJ00
GM0373,72.8,2017JJ00
GM0373,73.9,2018JJ00
GM0373,75.3,2019JJ00
GM0373,72.2,2020JJ00
GM0373,76.1,2021JJ00
GM0373,79.0,2022JJ00
GM0373,79.1,2023JJ00
GM0748,68.6,2013JJ00
GM0748,65.4,2014JJ00
GM0748,67.5,2015JJ00
GM0748,68.8,2016JJ00
GM0748,70.3,2017JJ00
GM0748,72.0,2018JJ00
GM0748,73.2,2019JJ00
GM0748,72.2,2020JJ00
GM0748,73.2,2021JJ00
GM0748,77.4,2022JJ00
GM0748,76.7,2023JJ00
GM1859,71.6,2013JJ00
GM1859,71.4,2014JJ00
GM1859,73.9,2015JJ00
GM1859,71.6,2016JJ00
GM1859,75.0,2017JJ00
GM1859,78.4,2018JJ00
GM1859,75.8,2019JJ00
GM1859,74.8,2020JJ00
GM1859,78.9,2021JJ00
GM1859,81.8,2022JJ00
GM1859,82.3,2023JJ00
GM1721,73.3,2013JJ00
GM1721,71.6,2014JJ00
GM1721,75.4,2015JJ00
GM1721,74.6,2016JJ00
GM1721,74.7,2017JJ00
GM1721,76.8,2018JJ00
GM1721,80.8,2019JJ00
GM1721,77.3,2020JJ00
GM1721,79.9,2021JJ00
GM1721,82.4,2022JJ00
GM1721,83.8,2023JJ00
GM0753,70.3,2013JJ00
GM0753,68.5,2014JJ00
GM0753,71.3,2015JJ00
GM0753,71.5,2016JJ00
GM0753,72.9,2017JJ00
GM0753,75.6,2018JJ00
GM0753,78.1,2019JJ00
GM0753,76.1,2020JJ00
GM0753,75.6,2021JJ00
GM0753,78.0,2022JJ00
GM0753,81.9,2023JJ00
GM0209,68.5,2013JJ00
GM0209,68.0,2014JJ00
GM0209,70.5,2015JJ00
GM0209,71.4,2016JJ00
GM0209,73.0,2017JJ00
GM0209,72.5,2018JJ00
GM0209,75.3,2019JJ00
GM0209,74.9,2020JJ00
GM0209,76.1,2021JJ00
GM0209,79.3,2022JJ00
GM0209,80.4,2023JJ00
GM0375,71.2,2013JJ00
GM0375,67.8,2014JJ00
GM0375,69.9,2015JJ00
GM0375,72.9,2016JJ00
GM0375,73.9,2017JJ00
GM0375,75.7,2018JJ00
GM0375,76.8,2019JJ00
GM0375,71.8,2020JJ00
GM0375,73.7,2021JJ00
GM0375,78.6,2022JJ00
GM0375,78.9,2023JJ00
GM0310,66.7,2013JJ00
GM0310,64.7,2014JJ00
GM0310,63.3,2015JJ00
GM0310,67.1,2016JJ00
