RegioS,NettoArbeidsparticipatie_16,Perioden
GM0189,77.0,2020JJ00
GM0189,76.6,2021JJ00
GM0189,82.0,2022JJ00
GM0189,89.4,2023JJ00
GM0296,78.8,2013JJ00
GM0296,78.9,2014JJ00
GM0296,79.5,2015JJ00
GM0296,78.6,2016JJ00
GM0296,82.4,2017JJ00
GM0296,78.7,2018JJ00
GM0296,79.6,2019JJ00
GM0296,80.8,2020JJ00
GM0296,80.4,2021JJ00
GM0296,81.8,2022JJ00
GM0296,86.5,2023JJ00
GM1696,70.7,2013JJ00
GM1696,74.0,2014JJ00
GM1696,76.9,2015JJ00
GM1696,78.2,2016JJ00
GM1696,77.2,2017JJ00
GM1696,74.6,2018JJ00
GM1696,76.5,2019JJ00
GM1696,82.1,2020JJ00
GM1696,78.9,2021JJ00
GM1696,77.5,2022JJ00
GM1696,76.9,2023JJ00
GM0352,73.0,2013JJ00
GM0352,74.6,2014JJ00
GM0352,78.4,2015JJ00
GM0352,80.9,2016JJ00
GM0352,81.7,2017JJ00
GM0352,80.2,2018JJ00
GM0352,76.2,2019JJ00
GM0352,76.2,2020JJ00
GM0352,83.0,2021JJ00
GM0352,84.1,2022JJ00
GM0352,79.6,2023JJ00
GM0294,69.5,2013JJ00
GM0294,73.1,2014JJ00
GM0294,76.9,2015JJ00
GM0294,71.8,2016JJ00
GM0294,69.2,2017JJ00
GM0294,73.2,2018JJ00
GM0294,78.2,2019JJ00
GM0294,73.5,2020JJ00
GM0294,76.2,2021JJ00
GM0294,80.2,2022JJ00
GM0294,81.5,2023JJ00
GM0873,72.8,2013JJ00
GM0873,71.3,2014JJ00
GM0873,75.3,2015JJ00
GM0873,76.6,2016JJ00
GM0873,76.4,2017JJ00
GM0873,70.5,2018JJ00
GM0873,70.7,2019JJ00
GM0873,69.2,2020JJ00
GM0873,80.0,2021JJ00
GM0873,79.9,2022JJ00
GM0873,79.7,2023JJ00
GM0632,82.3,2013JJ00
GM0632,79.2,2014JJ00
GM0632,79.8,2015JJ00
GM0632,80.5,2016JJ00
GM0632,80.4,2017JJ00
GM0632,79.0,2018JJ00
GM0632,82.5,2019JJ00
GM0632,80.9,2020JJ00
GM0632,83.2,2021JJ00
GM0632,88.9,2022JJ00
GM0632,87.6,2023JJ00
GM1690,78.0,2013JJ00
GM1690,77.6,2014JJ00
GM1690,78.3,2015JJ00
GM1690,80.2,2016JJ00
GM1690,78.5,2017JJ00
GM1690,73.3,2018JJ00
GM1690,77.0,2019JJ00
GM1690,82.7,2020JJ00
GM1690,79.3,2021JJ00
GM1690,74.5,2022JJ00
GM1690,78.8,2023JJ00
GM0880,74.6,2013JJ00
GM0880,78.7,2014JJ00
GM0880,81.9,2015JJ00
GM0880,76.2,2016JJ00
GM0880,75.4,2017JJ00
GM0880,75.3,2018JJ00
GM0880,80.1,2019JJ00
GM0880,81.7,2020JJ00
GM0880,83.9,2021JJ00
GM0880,80.5,2022JJ00
GM0880,82.6,2023JJ00
GM0351,74.1,2013JJ00
GM0351,75.4,2014JJ00
GM0351,74.0,2015JJ00
GM0351,81.5,2016JJ00
GM0351,80.0,2017JJ00
GM0351,83.3,2018JJ00
GM0351,82.2,2019JJ00
GM0351,87.0,2020JJ00
GM0351,82.6,2021JJ00
GM0351,87.6,2022JJ00
GM0351,88.3,2023JJ00
GM0479,76.7,2013JJ00
GM0479,75.1,2014JJ00
GM0479,79.8,2015JJ00
GM0479,77.0,2016JJ00
GM0479,72.1,2017JJ00
GM0479,72.5,2018JJ00
GM0479,74.0,2019JJ00
GM0479,77.4,2020JJ00
GM0479,82.1,2021JJ00
GM0479,81.1,2022JJ00
GM0479,82.3,2023JJ00
GM0297,72.8,2013JJ00
GM0297,78.7,2014JJ00
GM0297,79.2,2015JJ00
GM0297,71.9,2016JJ00
GM0297,78.1,2017JJ00
GM0297,73.1,2018JJ00
GM0297,84.0,2019JJ00
GM0297,87.7,2020JJ00
GM0297,79.1,2021JJ00
GM0297,84.9,2022JJ00
GM0297,81.5,2023JJ00
GM0473,68.0,2013JJ00
GM0473,69.6,2014JJ00
GM0473,80.5,2015JJ00
GM0473,73.7,2016JJ00
GM0473,69.3,2017JJ00
GM0473,79.7,2018JJ00
GM0473,75.0,2019JJ00
GM0473,74.7,2020JJ00
GM0473,79.3,2021JJ00
GM0473,74.5,2022JJ00
GM0473,76.6,2023JJ00
GM0050,85.0,2013JJ00
GM0050,86.1,2014JJ00
GM0050,87.1,2015JJ00
GM0050,79.8,2016JJ00
GM0050,80.7,2017JJ00
GM0050,86.5,2018JJ00
GM0050,76.3,2019JJ00
GM0050,85.7,2020JJ00
GM0050,85.5,2021JJ00
GM0050,89.9,2022JJ00
GM0050,82.8,2023JJ00
GM0355,76.3,2013JJ00
GM0355,76.1,2014JJ00
GM0355,81.2,2015JJ00
GM0355,79.6,2016JJ00
GM0355,77.8,2017JJ00
GM0355,81.1,2018JJ00
GM0355,83.3,2019JJ00
GM0355,80.8,2020JJ00
GM0355,83.5,2021JJ00
GM0355,88.3,2022JJ00
GM0355,82.3,2023JJ00
GM0299,75.6,2013JJ00
GM0299,72.9,2014JJ00
GM0299,78.2,2015JJ00
GM0299,71.3,2016JJ00
GM0299,72.4,2017JJ00
GM0299,78.8,2018JJ00
GM0299,81.4,2019JJ00
GM0299,82.3,2020JJ00
GM0299,82.5,2021JJ00
GM0299,79.6,2022JJ00
GM0299,83.9,2023JJ00
GM0637,77.8,2013JJ00
GM0637,75.2,2014JJ00
GM0637,79.3,2015JJ00
GM0637,77.3,2016JJ00
GM0637,75.3,2017JJ00
GM0637,78.7,2018JJ00
GM0637,74.9,2019JJ00
GM0637,77.7,2020JJ00
GM0637,75.2,2021JJ00
GM0637,76.1,2022JJ00
GM0637,79.5,2023JJ00
GM0638,81.4,2013JJ00
GM0638,78.4,2014JJ00
GM0638,82.4,2015JJ00
GM0638,80.7,2016JJ00
GM0638,78.0,2017JJ00
GM0638,79.1,2018JJ00
GM0638,87.3,2019JJ00
GM0638,84.4,2020JJ00
GM0638,81.1,2021JJ00
GM0638,84.9,2022JJ00
GM0638,81.5,2023JJ00
GM1892,85.0,2013JJ00
GM1892,77.0,2014JJ00
GM1892,74.6,2015JJ00
GM1892,75.7,2016JJ00
GM1892,83.1,2017JJ00
GM1892,84.9,2018JJ00
GM1892,83.7,2019JJ00
GM1892,86.0,2020JJ00
GM1892,78.8,2021JJ00
GM1892,83.8,2022JJ00
GM1892,81.5,2023JJ00
GM0879,81.0,2013JJ00
GM0879,78.2,2014JJ00
GM0879,83.0,2015JJ00
GM0879,76.4,2016JJ00
GM0879,75.4,2017JJ00
GM0879,65.0,2018JJ00
GM0879,81.0,2019JJ00
GM0879,77.8,2020JJ00
GM0879,86.2,2021JJ00
GM0879,84.2,2022JJ00
GM0879,84.3,2023JJ00
GM0301,75.9,2013JJ00
GM0301,75.8,2014JJ00
GM0301,71.5,2015JJ00
GM0301,72.0,2016JJ00
GM0301,75.6,2017JJ00
GM0301,74.3,2018JJ00
GM0301,76.9,2019JJ00
GM0301,80.6,2020JJ00
GM0301,70.2,2021JJ00
GM0301,71.2,2022JJ00
GM0301,74.8,2023JJ00
GM1896,79.2,2013JJ00
GM1896,83.2,2014JJ00
GM1896,79.8,2015JJ00
GM1896,76.9,2016JJ00
GM1896,80.1,2017JJ00
GM1896,86.2,2018JJ00
GM1896,83.1,2019JJ00
GM1896,77.7,2020JJ00
GM1896,88.1,2021JJ00
GM1896,87.5,2022JJ00
GM1896,88.6,2023JJ00
GM0642,79.4,2013JJ00
GM0642,82.3,2014JJ00
GM0642,75.8,2015JJ00
GM0642,76.2,2016JJ00
GM0642,77.0,2017JJ00
GM0642,77.7,2018JJ00
GM0642,77.5,2019JJ00
GM0642,78.9,2020JJ00
GM0642,79.4,2021JJ00
GM0642,85.7,2022JJ00
GM0642,86.1,2023JJ00
GM0193,82.9,2013JJ00
GM0193,84.2,2014JJ00
GM0193,82.6,2015JJ00
GM0193,84.0,2016JJ00
GM0193,78.3,2017JJ00
GM0193,80.9,2018JJ00
GM0193,83.7,2019JJ00
GM0193,85.4,2020JJ00
GM0193,83.8,2021JJ00
GM0193,85.0,2022JJ00
GM0193,85.5,2023JJ00
AM01  ,76.5,2013JJ00
AM01  ,76.9,2014JJ00
AM01  ,75.8,2015JJ00
AM01  ,75.0,2016JJ00
AM01  ,75.7,2017JJ00
AM01  ,76.9,2018JJ00
AM01  ,76.7,2019JJ00
AM01  ,77.2,2020JJ00
AM01  ,77.9,2021JJ00
AM01  ,79.8,2022JJ00
AM01  ,81.3,2023JJ00
AM02  ,76.7,2013JJ00
AM02  ,76.1,2014JJ00
AM02  ,75.0,2015JJ00
AM02  ,76.8,2016JJ00
AM02  ,75.0,2017JJ00
AM02  ,76.8,2018JJ00
AM02  ,76.7,2019JJ00
AM02  ,77.2,2020JJ00
AM02  ,78.4,2021JJ00
AM02  ,81.0,2022JJ00
AM02  ,81.2,2023JJ00
AM03  ,70.5,2013JJ00
AM03  ,73.0,2014JJ00
AM03  ,74.9,2015JJ00
AM03  ,71.9,2016JJ00
AM03  ,74.4,2017JJ00
AM03  ,74.3,2018JJ00
AM03  ,73.5,2019JJ00
AM03  ,75.9,2020JJ00
AM03  ,76.2,2021JJ00
AM03  ,77.9,2022JJ00
AM03  ,77.7,2023JJ00
AM05  ,77.1,2013JJ00
AM05  ,74.9,2014JJ00
AM05  ,76.5,2015JJ00
AM05  ,75.9,2016JJ00
AM05  ,77.1,2017JJ00
AM05  ,77.4,2018JJ00
AM05  ,78.7,2019JJ00
AM05  ,75.8,2020JJ00
AM05  ,79.8,2021JJ00
AM05  ,82.1,2022JJ00
AM05  ,82.0,2023JJ00
AM06  ,79.0,2013JJ00
AM06  ,77.7,2014JJ00
AM06  ,78.3,2015JJ00
AM06  ,78.2,2016JJ00
AM06  ,76.9,2017JJ00
AM06  ,79.0,2018JJ00
AM06  ,78.5,2019JJ00
AM06  ,79.0,2020JJ00
AM06  ,77.9,2021JJ00
AM06  ,80.0,2022JJ00
AM06  ,81.1,2023JJ00
AM07  ,80.2,2013JJ00
AM07  ,80.1,2014JJ00
AM07  ,79.1,2015JJ00
AM07  ,78.8,2016JJ00
AM07  ,79.8,2017JJ00
AM07  ,80.5,2018JJ00
AM07  ,79.4,2019JJ00
AM07  ,80.5,2020JJ00
AM07  ,80.0,2021JJ00
AM07  ,82.2,2022JJ00
AM07  ,84.1,2023JJ00
AM08  ,80.2,2013JJ00
AM08  ,78.5,2014JJ00
AM08  ,78.4,2015JJ00
AM08  ,77.1,2016JJ00
AM08  ,79.9,2017JJ00
AM08  ,80.0,2018JJ00
AM08  ,80.5,2019JJ00
AM08  ,81.6,2020JJ00
AM08  ,81.7,2021JJ00
AM08  ,82.6,2022JJ00
AM08  ,82.2,2023JJ00
AM09  ,75.0,2013JJ00
AM09  ,74.6,2014JJ00
AM09  ,75.7,2015JJ00
AM09  ,74.8,2016JJ00
AM09  ,73.6,2017JJ00
AM09  ,77.0,2018JJ00
AM09  ,79.2,2019JJ00
AM09  ,78.9,2020JJ00
AM09  ,80.6,2021JJ00
AM09  ,79.5,2022JJ00
AM09  ,80.1,2023JJ00
AM10  ,80.3,2013JJ00
AM10  ,77.6,2014JJ00
AM10  ,78.2,2015JJ00
AM10  ,78.0,2016JJ00
AM10  ,77.3,2017JJ00
AM10  ,80.3,2018JJ00
AM10  ,83.4,2019JJ00
AM10  ,83.6,2020JJ00
AM10  ,82.3,2021JJ00
AM10  ,82.3,2022JJ00
AM10  ,81.8,2023JJ00
AM11  ,78.0,2013JJ00
AM11  ,76.8,2014JJ00
AM11  ,81.3,2015JJ00
AM11  ,78.6,2016JJ00
AM11  ,80.2,2017JJ00
AM11  ,79.3,2018JJ00
AM11  ,80.6,2019JJ00
AM11  ,81.7,2020JJ00
AM11  ,81.0,2021JJ00
AM11  ,81.2,2022JJ00
AM11  ,83.9,2023JJ00
AM12  ,76.3,2013JJ00
AM12  ,76.5,2014JJ00
AM12  ,77.6,2015JJ00
AM12  ,77.3,2016JJ00
AM12  ,77.8,2017JJ00
AM12  ,78.6,2018JJ00
AM12  ,79.1,2019JJ00
AM12  ,79.7,2020JJ00
AM12  ,78.3,2021JJ00
AM12  ,81.5,2022JJ00
AM12  ,82.5,2023JJ00
AM13  ,82.5,2013JJ00
AM13  ,80.8,2014JJ00
AM13  ,81.6,2015JJ00
AM13  ,81.8,2016JJ00
AM13  ,82.1,2017JJ00
AM13  ,82.7,2018JJ00
AM13  ,84.3,2019JJ00
AM13  ,84.0,2020JJ00
AM13  ,84.4,2021JJ00
AM13  ,85.8,2022JJ00
AM13  ,85.4,2023JJ00
AM14  ,80.7,2013JJ00
AM14  ,79.9,2014JJ00
AM14  ,80.5,2015JJ00
AM14  ,80.7,2016JJ00
AM14  ,82.0,2017JJ00
AM14  ,81.7,2018JJ00
AM14  ,82.7,2019JJ00
AM14  ,83.6,2020JJ00
AM14  ,81.5,2021JJ00
AM14  ,84.0,2022JJ00
AM14  ,84.8,2023JJ00
AM15  ,76.2,2013JJ00
AM15  ,77.0,2014JJ00
AM15  ,76.2,2015JJ00
AM15  ,76.8,2016JJ00
AM15  ,77.4,2017JJ00
AM15  ,77.0,2018JJ00
AM15  ,77.4,2019JJ00
AM15  ,79.2,2020JJ00
AM15  ,77.6,2021JJ00
AM15  ,81.9,2022JJ00
AM15  ,79.9,2023JJ00
AM17  ,77.5,2013JJ00
AM17  ,77.8,2014JJ00
AM17  ,79.0,2015JJ00
AM17  ,79.0,2016JJ00
AM17  ,75.6,2017JJ00
AM17  ,75.9,2018JJ00
AM17  ,78.1,2019JJ00
AM17  ,78.3,2020JJ00
AM17  ,81.4,2021JJ00
AM17  ,82.4,2022JJ00
AM17  ,83.1,2023JJ00
AM18  ,80.6,2013JJ00
AM18  ,80.8,2014JJ00
AM18  ,80.2,2015JJ00
AM18  ,81.0,2016JJ00
AM18  ,81.8,2017JJ00
AM18  ,82.2,2018JJ00
AM18  ,82.1,2019JJ00
AM18  ,82.3,2020JJ00
AM18  ,81.4,2021JJ00
AM18  ,83.8,2022JJ00
AM18  ,83.1,2023JJ00
AM19  ,79.1,2013JJ00
AM19  ,79.6,2014JJ00
AM19  ,79.4,2015JJ00
AM19  ,78.6,2016JJ00
AM19  ,78.7,2017JJ00
AM19  ,80.2,2018JJ00
AM19  ,80.6,2019JJ00
AM19  ,79.4,2020JJ00
AM19  ,81.0,2021JJ00
AM19  ,82.1,2022JJ00
AM19  ,83.8,2023JJ00
AM20  ,79.5,2013JJ00
AM20  ,78.7,2014JJ00
AM20  ,79.3,2015JJ00
AM20  ,75.8,2016JJ00
AM20  ,79.7,2017JJ00
AM20  ,80.2,2018JJ00
AM20  ,77.8,2019JJ00
AM20  ,81.3,2020JJ00
AM20  ,82.4,2021JJ00
AM20  ,85.3,2022JJ00
AM20  ,84.5,2023JJ00
AM21  ,79.0,2013JJ00
AM21  ,76.7,2014JJ00
AM21  ,78.0,2015JJ00
AM21  ,78.4,2016JJ00
AM21  ,78.5,2017JJ00
AM21  ,78.6,2018JJ00
AM21  ,78.8,2019JJ00
AM21  ,80.1,2020JJ00
AM21  ,79.7,2021JJ00
AM21  ,80.6,2022JJ00
AM21  ,82.7,2023JJ00
AM22  ,78.0,2013JJ00
AM22  ,77.8,2014JJ00
AM22  ,77.4,2015JJ00
AM22  ,78.4,2016JJ00
AM22  ,77.9,2017JJ00
AM22  ,79.5,2018JJ00
AM22  ,80.2,2019JJ00
AM22  ,81.2,2020JJ00
AM22  ,81.4,2021JJ00
AM22  ,82.9,2022JJ00
AM22  ,82.8,2023JJ00
AM23  ,77.0,2013JJ00
AM23  ,79.1,2014JJ00
AM23  ,78.1,2015JJ00
AM23  ,77.1,2016JJ00
AM23  ,77.8,2017JJ00
AM23  ,80.0,2018JJ00
AM23  ,80.7,2019JJ00
AM23  ,81.2,2020JJ00
AM23  ,84.9,2021JJ00
AM23  ,85.4,2022JJ00
AM23  ,87.0,2023JJ00
AM24  ,72.8,2013JJ00
AM24  ,75.0,2014JJ00
AM24  ,73.3,2015JJ00
AM24  ,72.2,2016JJ00
AM24  ,73.6,2017JJ00
AM24  ,75.7,2018JJ00
AM24  ,73.4,2019JJ00
AM24  ,76.1,2020JJ00
AM24  ,78.8,2021JJ00
AM24  ,80.0,2022JJ00
AM24  ,79.5,2023JJ00
AM25  ,78.1,2013JJ00
AM25  ,78.7,2014JJ00
AM25  ,78.9,2015JJ00
AM25  ,78.7,2016JJ00
AM25  ,79.7,2017JJ00
AM25  ,79.6,2018JJ00
AM25  ,80.5,2019JJ00
AM25  ,80.7,2020JJ00
AM25  ,83.1,2021JJ00
AM25  ,82.0,2022JJ00
AM25  ,83.1,2023JJ00
AM26  ,79.6,2013JJ00
AM26  ,79.5,2014JJ00
AM26  ,78.7,2015JJ00
AM26  ,79.8,2016JJ00
AM26  ,79.4,2017JJ00
AM26  ,78.2,2018JJ00
AM26  ,80.1,2019JJ00
AM26  ,80.5,2020JJ00
AM26  ,83.0,2021JJ00
AM26  ,82.0,2022JJ00
AM26  ,82.4,2023JJ00
AM27  ,79.7,2013JJ00
AM27  ,78.8,2014JJ00
AM27  ,79.4,2015JJ00
AM27  ,79.9,2016JJ00
AM27  ,80.6,2017JJ00
AM27  ,78.9,2018JJ00
AM27  ,78.9,2019JJ00
AM27  ,79.7,2020JJ00
AM27  ,81.7,2021JJ00
AM27  ,85.1,2022JJ00
AM27  ,84.5,2023JJ00
AM28  ,77.3,2013JJ00
AM28  ,76.8,2014JJ00
AM28  ,77.1,2015JJ00
AM28  ,78.8,2016JJ00
AM28  ,80.2,2017JJ00
AM28  ,80.4,2018JJ00
AM28  ,81.6,2019JJ00
AM28  ,80.8,2020JJ00
AM28  ,82.9,2021JJ00
AM28  ,81.5,2022JJ00
AM28  ,83.3,2023JJ00
AM29  ,77.1,2013JJ00
AM29  ,75.8,2014JJ00
AM29  ,75.8,2015JJ00
AM29  ,78.3,2016JJ00
AM29  ,76.3,2017JJ00
AM29  ,78.1,2018JJ00
AM29  ,78.0,2019JJ00
AM29  ,78.4,2020JJ00
AM29  ,80.8,2021JJ00
AM29  ,80.6,2022JJ00
AM29  ,81.8,2023JJ00
AM30  ,73.1,2013JJ00
AM30  ,72.9,2014JJ00
AM30  ,73.2,2015JJ00
AM30  ,72.4,2016JJ00
AM30  ,71.8,2017JJ00
AM30  ,74.0,2018JJ00
AM30  ,75.5,2019JJ00
AM30  ,73.8,2020JJ00
AM30  ,79.9,2021JJ00
AM30  ,77.4,2022JJ00
AM30  ,77.4,2023JJ00
AM32  ,77.9,2013JJ00
AM32  ,77.2,2014JJ00
AM32  ,78.2,2015JJ00
AM32  ,78.2,2016JJ00
AM32  ,77.6,2017JJ00
AM32  ,78.1,2018JJ00
AM32  ,77.6,2019JJ00
AM32  ,78.1,2020JJ00
AM32  ,81.2,2021JJ00
AM32  ,84.7,2022JJ00
AM32  ,84.9,2023JJ00
AM33  ,76.5,2013JJ00
AM33  ,75.1,2014JJ00
AM33  ,75.8,2015JJ00
AM33  ,75.8,2016JJ00
AM33  ,76.8,2017JJ00
AM33  ,76.8,2018JJ00
AM33  ,76.9,2019JJ00
AM33  ,76.6,2020JJ00
AM33  ,81.7,2021JJ00
AM33  ,80.6,2022JJ00
AM33  ,79.5,2023JJ00
AM34  ,79.5,2013JJ00
AM34  ,78.8,2014JJ00
AM34  ,80.1,2015JJ00
AM34  ,78.3,2016JJ00
AM34  ,78.4,2017JJ00
AM34  ,80.3,2018JJ00
AM34  ,79.6,2019JJ00
AM34  ,80.2,2020JJ00
AM34  ,79.3,2021JJ00
AM34  ,81.2,2022JJ00
AM34  ,82.0,2023JJ00
AM35  ,78.6,2013JJ00
AM35  ,80.3,2014JJ00
AM35  ,76.8,2015JJ00
AM35  ,74.9,2016JJ00
AM35  ,81.3,2017JJ00
AM35  ,80.0,2018JJ00
AM35  ,80.8,2019JJ00
AM35  ,81.3,2020JJ00
AM35  ,82.5,2021JJ00
AM35  ,83.5,2022JJ00
AM35  ,84.6,2023JJ00
AM36  ,79.3,2013JJ00
AM36  ,78.9,2014JJ00
AM36  ,79.6,2015JJ00
AM36  ,80.1,2016JJ00
AM36  ,79.1,2017JJ00
AM36  ,79.8,2018JJ00
AM36  ,80.1,2019JJ00
AM36  ,81.5,2020JJ00
AM36  ,81.5,2021JJ00
AM36  ,82.3,2022JJ00
AM36  ,83.6,2023JJ00
AM37  ,79.3,2013JJ00
AM37  ,79.4,2014JJ00
AM37  ,81.1,2015JJ00
AM37  ,79.9,2016JJ00
AM37  ,81.0,2017JJ00
AM37  ,82.4,2018JJ00
AM37  ,80.7,2019JJ00
AM37  ,79.1,2020JJ00
AM37  ,81.1,2021JJ00
AM37  ,81.7,2022JJ00
AM37  ,82.9,2023JJ00
AM38  ,77.5,2013JJ00
AM38  ,77.7,2014JJ00
AM38  ,78.2,2015JJ00
AM38  ,75.0,2016JJ00
AM38  ,77.2,2017JJ00
AM38  ,78.4,2018JJ00
AM38  ,81.1,2019JJ00
AM38  ,79.3,2020JJ00
AM38  ,80.9,2021JJ00
AM38  ,81.5,2022JJ00
AM38  ,83.1,2023JJ00
AM99  ,,2013JJ00
AM99  ,,2014JJ00
AM99  ,,2015JJ00
AM99  ,,2016JJ00
AM99  ,,2017JJ00
AM99  ,,2018JJ00
AM99  ,,2019JJ00
AM99  ,,2020JJ00
AM99  ,,2021JJ00
AM99  ,,2022JJ00
AM99  ,,2023JJ00
NL01  ,,2013JJ00
NL01  ,,2014JJ00
NL01  ,,2015JJ00
NL01  ,,2016JJ00
NL01  ,,2017JJ00
NL01  ,,2018JJ00
NL01  ,,2019JJ00
NL01  ,,2020JJ00
NL01  ,,2021JJ00
NL01  ,,2022JJ00
NL01  ,,2023JJ00
LD01  ,,2013JJ00
LD01  ,,2014JJ00
LD01  ,,2015JJ00
LD01  ,,2016JJ00
LD01  ,,2017JJ00
LD01  ,,2018JJ00
LD01  ,,2019JJ00
LD01  ,,2020JJ00
LD01  ,,2021JJ00
LD01  ,,2022JJ00
LD01  ,,2023JJ00
LD02  ,,2013JJ00
LD02  ,,2014JJ00
LD02  ,,2015JJ00
LD02  ,,2016JJ00
LD02  ,,2017JJ00
LD02  ,,2018JJ00
LD02  ,,2019JJ00
LD02  ,,2020JJ00
LD02  ,,2021JJ00
LD02  ,,2022JJ00
LD02  ,,2023JJ00
LD03  ,,2013JJ00
LD03  ,,2014JJ00
LD03  ,,2015JJ00
LD03  ,,2016JJ00
LD03  ,,2017JJ00
LD03  ,,2018JJ00
LD03  ,,2019JJ00
LD03  ,,2020JJ00
LD03  ,,2021JJ00
LD03  ,,2022JJ00
LD03  ,,2023JJ00
LD04  ,,2013JJ00
LD04  ,,2014JJ00
LD04  ,,2015JJ00
LD04  ,,2016JJ00
LD04  ,,2017JJ00
LD04  ,,2018JJ00
LD04  ,,2019JJ00
LD04  ,,2020JJ00
LD04  ,,2021JJ00
LD04  ,,2022JJ00
LD04  ,,2023JJ00
PV20  ,,2013JJ00
PV20  ,,2014JJ00
PV20  ,,2015JJ00
PV20  ,,2016JJ00
PV20  ,,2017JJ00
PV20  ,,2018JJ00
PV20  ,,2019JJ00
PV20  ,,2020JJ00
PV20  ,,2021JJ00
PV20  ,,2022JJ00
PV20  ,,2023JJ00
PV21  ,,2013JJ00
PV21  ,,2014JJ00
PV21  ,,2015JJ00
PV21  ,,2016JJ00
PV21  ,,2017JJ00
PV21  ,,2018JJ00
PV21  ,,2019JJ00
PV21  ,,2020JJ00
PV21  ,,2021JJ00
PV21  ,,2022JJ00
PV21  ,,2023JJ00
PV22  ,,2013JJ00
PV22  ,,2014JJ00
PV22  ,,2015JJ00
PV22  ,,2016JJ00
PV22  ,,2017JJ00
PV22  ,,2018JJ00
PV22  ,,2019JJ00
PV22  ,,2020JJ00
PV22  ,,2021JJ00
PV22  ,,2022JJ00
PV22  ,,2023JJ00
PV23  ,,2013JJ00
PV23  ,,2014JJ00
PV23  ,,2015JJ00
PV23  ,,2016JJ00
PV23  ,,2017JJ00
PV23  ,,2018JJ00
PV23  ,,2019JJ00
PV23  ,,2020JJ00
PV23  ,,2021JJ00
PV23  ,,2022JJ00
PV23  ,,2023JJ00
PV24  ,,2013JJ00
PV24  ,,2014JJ00
PV24  ,,2015JJ00
PV24  ,,2016JJ00
PV24  ,,2017JJ00
PV24  ,,2018JJ00
PV24  ,,2019JJ00
PV24  ,,2020JJ00
PV24  ,,2021JJ00
PV24  ,,2022JJ00
PV24  ,,2023JJ00
PV25  ,,2013JJ00
PV25  ,,2014JJ00
PV25  ,,2015JJ00
PV25  ,,2016JJ00
PV25  ,,2017JJ00
PV25  ,,2018JJ00
PV25  ,,2019JJ00
PV25  ,,2020JJ00
PV25  ,,2021JJ00
PV25  ,,2022JJ00
PV25  ,,2023JJ00
PV26  ,,2013JJ00
PV26  ,,2014JJ00
PV26  ,,2015JJ00
PV26  ,,2016JJ00
PV26  ,,2017JJ00
PV26  ,,2018JJ00
PV26  ,,2019JJ00
PV26  ,,2020JJ00
PV26  ,,2021JJ00
PV26  ,,2022JJ00
PV26  ,,2023JJ00
PV27  ,,2013JJ00
PV27  ,,2014JJ00
PV27  ,,2015JJ00
PV27  ,,2016JJ00
PV27  ,,2017JJ00
PV27  ,,2018JJ00
PV27  ,,2019JJ00
PV27  ,,2020JJ00
PV27  ,,2021JJ00
PV27  ,,2022JJ00
PV27  ,,2023JJ00
PV28  ,,2013JJ00
PV28  ,,2014JJ00
PV28  ,,2015JJ00
PV28  ,,2016JJ00
PV28  ,,2017JJ00
PV28  ,,2018JJ00
PV28  ,,2019JJ00
PV28  ,,2020JJ00
PV28  ,,2021JJ00
PV28  ,,2022JJ00
PV28  ,,2023JJ00
PV29  ,,2013JJ00
PV29  ,,2014JJ00
PV29  ,,2015JJ00
PV29  ,,2016JJ00
PV29  ,,2017JJ00
PV29  ,,2018JJ00
PV29  ,,2019JJ00
PV29  ,,2020JJ00
PV29  ,,2021JJ00
PV29  ,,2022JJ00
PV29  ,,2023JJ00
PV30  ,,2013JJ00
PV30  ,,2014JJ00
PV30  ,,2015JJ00
PV30  ,,2016JJ00
PV30  ,,2017JJ00
PV30  ,,2018JJ00
PV30  ,,2019JJ00
PV30  ,,2020JJ00
PV30  ,,2021JJ00
PV30  ,,2022JJ00
PV30  ,,2023JJ00
PV31  ,,2013JJ00
PV31  ,,2014JJ00
PV31  ,,2015JJ00
PV31  ,,2016JJ00
PV31  ,,2017JJ00
PV31  ,,2018JJ00
PV31  ,,2019JJ00
PV31  ,,2020JJ00
PV31  ,,2021JJ00
PV31  ,,2022JJ00
PV31  ,,2023JJ00
CR01  ,,2013JJ00
CR01  ,,2014JJ00
CR01  ,,2015JJ00
CR01  ,,2016JJ00
CR01  ,,2017JJ00
CR01  ,,2018JJ00
CR01  ,,2019JJ00
CR01  ,,2020JJ00
CR01  ,,2021JJ00
CR01  ,,2022JJ00
CR01  ,,2023JJ00
CR02  ,,2013JJ00
CR02  ,,2014JJ00
CR02  ,,2015JJ00
CR02  ,,2016JJ00
CR02  ,,2017JJ00
CR02  ,,2018JJ00
CR02  ,,2019JJ00
CR02  ,,2020JJ00
CR02  ,,2021JJ00
CR02  ,,2022JJ00
CR02  ,,2023JJ00
CR03  ,,2013JJ00
CR03  ,,2014JJ00
CR03  ,,2015JJ00
CR03  ,,2016JJ00
CR03  ,,2017JJ00
CR03  ,,2018JJ00
CR03  ,,2019JJ00
CR03  ,,2020JJ00
CR03  ,,2021JJ00
CR03  ,,2022JJ00
CR03  ,,2023JJ00
CR04  ,,2013JJ00
CR04  ,,2014JJ00
CR04  ,,2015JJ00
CR04  ,,2016JJ00
CR04  ,,2017JJ00
