RegioS,JongerDan20Jaar_9,Perioden
GM0613,0.0,1998JJ00
GM0613,1.0,1999JJ00
GM0613,0.0,2000JJ00
GM0613,2.0,2001JJ00
GM0613,0.0,2002JJ00
GM0613,1.0,2003JJ00
GM0613,2.0,2004JJ00
GM0613,0.0,2005JJ00
GM0613,0.0,2006JJ00
GM0613,0.0,2007JJ00
GM0613,1.0,2008JJ00
GM0613,0.0,2009JJ00
GM0613,1.0,2010JJ00
GM0613,1.0,2011JJ00
GM0613,3.0,2012JJ00
GM0613,1.0,2013JJ00
GM0613,2.0,2014JJ00
GM0613,0.0,2015JJ00
GM0613,0.0,2016JJ00
GM0613,0.0,2017JJ00
GM0613,4.0,2018JJ00
GM0613,1.0,2019JJ00
GM0613,0.0,2020JJ00
GM0613,0.0,2021JJ00
GM0613,1.0,2022JJ00
GM0613,1.0,2023JJ00
GM0483,0.0,1988JJ00
GM0483,1.0,1989JJ00
GM0483,1.0,1990JJ00
GM0483,1.0,1991JJ00
GM0483,1.0,1992JJ00
GM0483,3.0,1993JJ00
GM0483,0.0,1994JJ00
GM0483,0.0,1995JJ00
GM0483,0.0,1996JJ00
GM0483,1.0,1997JJ00
GM0483,0.0,1998JJ00
GM0483,0.0,1999JJ00
GM0483,0.0,2000JJ00
GM0483,1.0,2001JJ00
GM0483,1.0,2002JJ00
GM0483,0.0,2003JJ00
GM0483,0.0,2004JJ00
GM0483,1.0,2005JJ00
GM0483,0.0,2006JJ00
GM0483,2.0,2007JJ00
GM0483,0.0,2008JJ00
GM0483,,2009JJ00
GM0483,,2010JJ00
GM0483,,2011JJ00
GM0483,,2012JJ00
GM0483,,2013JJ00
GM0483,,2014JJ00
GM0483,,2015JJ00
GM0483,,2016JJ00
GM0483,,2017JJ00
GM0483,,2018JJ00
GM0483,,2019JJ00
GM0483,,2020JJ00
GM0483,,2021JJ00
GM0483,,2022JJ00
GM0483,,2023JJ00
GM0361,19.0,1988JJ00
GM0361,18.0,1989JJ00
GM0361,18.0,1990JJ00
GM0361,21.0,1991JJ00
GM0361,15.0,1992JJ00
GM0361,23.0,1993JJ00
GM0361,23.0,1994JJ00
GM0361,16.0,1995JJ00
GM0361,15.0,1996JJ00
GM0361,19.0,1997JJ00
GM0361,11.0,1998JJ00
GM0361,17.0,1999JJ00
GM0361,19.0,2000JJ00
GM0361,6.0,2001JJ00
GM0361,16.0,2002JJ00
GM0361,8.0,2003JJ00
GM0361,16.0,2004JJ00
GM0361,11.0,2005JJ00
GM0361,12.0,2006JJ00
GM0361,13.0,2007JJ00
GM0361,10.0,2008JJ00
GM0361,10.0,2009JJ00
GM0361,14.0,2010JJ00
GM0361,13.0,2011JJ00
GM0361,7.0,2012JJ00
GM0361,6.0,2013JJ00
GM0361,7.0,2014JJ00
GM0361,6.0,2015JJ00
GM0361,5.0,2016JJ00
GM0361,15.0,2017JJ00
GM0361,9.0,2018JJ00
GM0361,6.0,2019JJ00
GM0361,5.0,2020JJ00
GM0361,5.0,2021JJ00
GM0361,2.0,2022JJ00
GM0361,4.0,2023JJ00
GM0141,28.0,1988JJ00
GM0141,38.0,1989JJ00
GM0141,26.0,1990JJ00
GM0141,36.0,1991JJ00
GM0141,24.0,1992JJ00
GM0141,23.0,1993JJ00
GM0141,27.0,1994JJ00
GM0141,28.0,1995JJ00
GM0141,23.0,1996JJ00
GM0141,20.0,1997JJ00
GM0141,22.0,1998JJ00
GM0141,15.0,1999JJ00
GM0141,19.0,2000JJ00
GM0141,18.0,2001JJ00
GM0141,23.0,2002JJ00
GM0141,18.0,2003JJ00
GM0141,20.0,2004JJ00
GM0141,15.0,2005JJ00
GM0141,20.0,2006JJ00
GM0141,9.0,2007JJ00
GM0141,10.0,2008JJ00
GM0141,14.0,2009JJ00
GM0141,13.0,2010JJ00
GM0141,14.0,2011JJ00
GM0141,10.0,2012JJ00
GM0141,12.0,2013JJ00
GM0141,11.0,2014JJ00
GM0141,11.0,2015JJ00
GM0141,6.0,2016JJ00
GM0141,4.0,2017JJ00
GM0141,7.0,2018JJ00
GM0141,5.0,2019JJ00
GM0141,5.0,2020JJ00
GM0141,5.0,2021JJ00
GM0141,4.0,2022JJ00
GM0141,6.0,2023JJ00
GM0034,17.0,1988JJ00
GM0034,14.0,1989JJ00
GM0034,15.0,1990JJ00
GM0034,13.0,1991JJ00
GM0034,13.0,1992JJ00
GM0034,10.0,1993JJ00
GM0034,10.0,1994JJ00
GM0034,19.0,1995JJ00
GM0034,15.0,1996JJ00
GM0034,15.0,1997JJ00
GM0034,25.0,1998JJ00
GM0034,28.0,1999JJ00
GM0034,28.0,2000JJ00
GM0034,49.0,2001JJ00
GM0034,39.0,2002JJ00
GM0034,46.0,2003JJ00
GM0034,28.0,2004JJ00
GM0034,30.0,2005JJ00
GM0034,47.0,2006JJ00
GM0034,34.0,2007JJ00
GM0034,43.0,2008JJ00
GM0034,43.0,2009JJ00
GM0034,50.0,2010JJ00
GM0034,54.0,2011JJ00
GM0034,31.0,2012JJ00
GM0034,24.0,2013JJ00
GM0034,20.0,2014JJ00
GM0034,28.0,2015JJ00
GM0034,21.0,2016JJ00
GM0034,17.0,2017JJ00
GM0034,21.0,2018JJ00
GM0034,21.0,2019JJ00
GM0034,19.0,2020JJ00
GM0034,14.0,2021JJ00
GM0034,10.0,2022JJ00
GM0034,12.0,2023JJ00
GM0484,7.0,1988JJ00
GM0484,14.0,1989JJ00
GM0484,15.0,1990JJ00
GM0484,16.0,1991JJ00
GM0484,11.0,1992JJ00
GM0484,7.0,1993JJ00
GM0484,7.0,1994JJ00
GM0484,6.0,1995JJ00
GM0484,6.0,1996JJ00
GM0484,9.0,1997JJ00
GM0484,7.0,1998JJ00
GM0484,5.0,1999JJ00
GM0484,8.0,2000JJ00
GM0484,11.0,2001JJ00
GM0484,1.0,2002JJ00
GM0484,5.0,2003JJ00
GM0484,11.0,2004JJ00
GM0484,5.0,2005JJ00
GM0484,5.0,2006JJ00
GM0484,4.0,2007JJ00
GM0484,5.0,2008JJ00
GM0484,3.0,2009JJ00
GM0484,6.0,2010JJ00
GM0484,5.0,2011JJ00
GM0484,3.0,2012JJ00
GM0484,5.0,2013JJ00
GM0484,5.0,2014JJ00
GM0484,2.0,2015JJ00
GM0484,3.0,2016JJ00
GM0484,5.0,2017JJ00
GM0484,0.0,2018JJ00
GM0484,3.0,2019JJ00
GM0484,4.0,2020JJ00
GM0484,1.0,2021JJ00
GM0484,3.0,2022JJ00
GM0484,2.0,2023JJ00
GM0741,1.0,1988JJ00
GM0741,0.0,1989JJ00
GM0741,0.0,1990JJ00
GM0741,1.0,1991JJ00
GM0741,0.0,1992JJ00
GM0741,0.0,1993JJ00
GM0741,1.0,1994JJ00
GM0741,0.0,1995JJ00
GM0741,0.0,1996JJ00
GM0741,,1997JJ00
GM0741,,1998JJ00
GM0741,,1999JJ00
GM0741,,2000JJ00
GM0741,,2001JJ00
GM0741,,2002JJ00
GM0741,,2003JJ00
GM0741,,2004JJ00
GM0741,,2005JJ00
GM0741,,2006JJ00
GM0741,,2007JJ00
GM0741,,2008JJ00
GM0741,,2009JJ00
GM0741,,2010JJ00
GM0741,,2011JJ00
GM0741,,2012JJ00
GM0741,,2013JJ00
GM0741,,2014JJ00
GM0741,,2015JJ00
GM0741,,2016JJ00
GM0741,,2017JJ00
GM0741,,2018JJ00
GM0741,,2019JJ00
GM0741,,2020JJ00
GM0741,,2021JJ00
GM0741,,2022JJ00
GM0741,,2023JJ00
GM1723,,1988JJ00
GM1723,,1989JJ00
GM1723,,1990JJ00
GM1723,,1991JJ00
GM1723,,1992JJ00
GM1723,,1993JJ00
GM1723,,1994JJ00
GM1723,,1995JJ00
GM1723,,1996JJ00
GM1723,1.0,1997JJ00
GM1723,0.0,1998JJ00
GM1723,0.0,1999JJ00
GM1723,1.0,2000JJ00
GM1723,0.0,2001JJ00
GM1723,0.0,2002JJ00
GM1723,0.0,2003JJ00
GM1723,0.0,2004JJ00
GM1723,1.0,2005JJ00
GM1723,1.0,2006JJ00
GM1723,1.0,2007JJ00
GM1723,0.0,2008JJ00
GM1723,1.0,2009JJ00
GM1723,0.0,2010JJ00
GM1723,0.0,2011JJ00
GM1723,1.0,2012JJ00
GM1723,0.0,2013JJ00
GM1723,0.0,2014JJ00
GM1723,0.0,2015JJ00
GM1723,1.0,2016JJ00
GM1723,1.0,2017JJ00
GM1723,0.0,2018JJ00
GM1723,0.0,2019JJ00
GM1723,0.0,2020JJ00
GM1723,0.0,2021JJ00
GM1723,0.0,2022JJ00
GM1723,0.0,2023JJ00
GM1959,,1988JJ00
GM1959,,1989JJ00
GM1959,,1990JJ00
GM1959,,1991JJ00
GM1959,,1992JJ00
GM1959,,1993JJ00
GM1959,,1994JJ00
GM1959,,1995JJ00
GM1959,,1996JJ00
GM1959,,1997JJ00
GM1959,,1998JJ00
GM1959,,1999JJ00
GM1959,,2000JJ00
GM1959,,2001JJ00
GM1959,,2002JJ00
GM1959,,2003JJ00
GM1959,,2004JJ00
GM1959,,2005JJ00
GM1959,,2006JJ00
GM1959,,2007JJ00
GM1959,,2008JJ00
GM1959,,2009JJ00
GM1959,,2010JJ00
GM1959,,2011JJ00
GM1959,,2012JJ00
GM1959,,2013JJ00
GM1959,,2014JJ00
GM1959,,2015JJ00
GM1959,,2016JJ00
GM1959,,2017JJ00
GM1959,,2018JJ00
GM1959,1.0,2019JJ00
GM1959,3.0,2020JJ00
GM1959,3.0,2021JJ00
GM1959,6.0,2022JJ00
GM1959,1.0,2023JJ00
GM0142,0.0,1988JJ00
GM0142,0.0,1989JJ00
GM0142,0.0,1990JJ00
GM0142,0.0,1991JJ00
GM0142,0.0,1992JJ00
GM0142,1.0,1993JJ00
GM0142,0.0,1994JJ00
GM0142,0.0,1995JJ00
GM0142,0.0,1996JJ00
GM0142,0.0,1997JJ00
GM0142,0.0,1998JJ00
GM0142,0.0,1999JJ00
GM0142,0.0,2000JJ00
GM0142,,2001JJ00
GM0142,,2002JJ00
GM0142,,2003JJ00
GM0142,,2004JJ00
GM0142,,2005JJ00
GM0142,,2006JJ00
GM0142,,2007JJ00
GM0142,,2008JJ00
GM0142,,2009JJ00
GM0142,,2010JJ00
GM0142,,2011JJ00
GM0142,,2012JJ00
GM0142,,2013JJ00
GM0142,,2014JJ00
GM0142,,2015JJ00
GM0142,,2016JJ00
GM0142,,2017JJ00
GM0142,,2018JJ00
GM0142,,2019JJ00
GM0142,,2020JJ00
GM0142,,2021JJ00
GM0142,,2022JJ00
GM0142,,2023JJ00
GM1679,,1988JJ00
GM1679,,1989JJ00
GM1679,,1990JJ00
GM1679,,1991JJ00
GM1679,,1992JJ00
GM1679,,1993JJ00
GM1679,,1994JJ00
GM1679,1.0,1995JJ00
GM1679,1.0,1996JJ00
GM1679,0.0,1997JJ00
GM1679,1.0,1998JJ00
GM1679,0.0,1999JJ00
GM1679,1.0,2000JJ00
GM1679,4.0,2001JJ00
GM1679,1.0,2002JJ00
GM1679,1.0,2003JJ00
GM1679,2.0,2004JJ00
GM1679,0.0,2005JJ00
GM1679,0.0,2006JJ00
GM1679,,2007JJ00
GM1679,,2008JJ00
GM1679,,2009JJ00
GM1679,,2010JJ00
GM1679,,2011JJ00
GM1679,,2012JJ00
GM1679,,2013JJ00
GM1679,,2014JJ00
GM1679,,2015JJ00
GM1679,,2016JJ00
GM1679,,2017JJ00
GM1679,,2018JJ00
GM1679,,2019JJ00
GM1679,,2020JJ00
GM1679,,2021JJ00
GM1679,,2022JJ00
GM1679,,2023JJ00
GM0060,0.0,1988JJ00
GM0060,0.0,1989JJ00
GM0060,0.0,1990JJ00
GM0060,0.0,1991JJ00
GM0060,0.0,1992JJ00
GM0060,1.0,1993JJ00
GM0060,0.0,1994JJ00
GM0060,1.0,1995JJ00
GM0060,0.0,1996JJ00
GM0060,0.0,1997JJ00
GM0060,0.0,1998JJ00
GM0060,0.0,1999JJ00
GM0060,1.0,2000JJ00
GM0060,0.0,2001JJ00
GM0060,0.0,2002JJ00
GM0060,0.0,2003JJ00
GM0060,1.0,2004JJ00
GM0060,1.0,2005JJ00
GM0060,1.0,2006JJ00
GM0060,0.0,2007JJ00
GM0060,0.0,2008JJ00
GM0060,0.0,2009JJ00
GM0060,1.0,2010JJ00
GM0060,0.0,2011JJ00
GM0060,1.0,2012JJ00
GM0060,0.0,2013JJ00
GM0060,0.0,2014JJ00
GM0060,0.0,2015JJ00
GM0060,0.0,2016JJ00
GM0060,0.0,2017JJ00
GM0060,0.0,2018JJ00
GM0060,0.0,2019JJ00
GM0060,0.0,2020JJ00
GM0060,0.0,2021JJ00
GM0060,0.0,2022JJ00
GM0060,0.0,2023JJ00
GM0306,0.0,1988JJ00
GM0306,2.0,1989JJ00
GM0306,1.0,1990JJ00
GM0306,1.0,1991JJ00
GM0306,2.0,1992JJ00
GM0306,1.0,1993JJ00
GM0306,4.0,1994JJ00
GM0306,0.0,1995JJ00
GM0306,0.0,1996JJ00
GM0306,0.0,1997JJ00
GM0306,0.0,1998JJ00
GM0306,0.0,1999JJ00
GM0306,2.0,2000JJ00
GM0306,0.0,2001JJ00
GM0306,0.0,2002JJ00
GM0306,2.0,2003JJ00
GM0306,0.0,2004JJ00
GM0306,0.0,2005JJ00
GM0306,,2006JJ00
GM0306,,2007JJ00
GM0306,,2008JJ00
GM0306,,2009JJ00
GM0306,,2010JJ00
GM0306,,2011JJ00
GM0306,,2012JJ00
GM0306,,2013JJ00
GM0306,,2014JJ00
GM0306,,2015JJ00
GM0306,,2016JJ00
GM0306,,2017JJ00
GM0306,,2018JJ00
GM0306,,2019JJ00
GM0306,,2020JJ00
GM0306,,2021JJ00
GM0306,,2022JJ00
GM0306,,2023JJ00
GM0307,24.0,1988JJ00
GM0307,29.0,1989JJ00
GM0307,22.0,1990JJ00
GM0307,23.0,1991JJ00
GM0307,25.0,1992JJ00
GM0307,20.0,1993JJ00
GM0307,15.0,1994JJ00
GM0307,16.0,1995JJ00
GM0307,17.0,1996JJ00
GM0307,16.0,1997JJ00
GM0307,17.0,1998JJ00
GM0307,16.0,1999JJ00
GM0307,15.0,2000JJ00
GM0307,24.0,2001JJ00
GM0307,18.0,2002JJ00
GM0307,21.0,2003JJ00
GM0307,16.0,2004JJ00
GM0307,20.0,2005JJ00
GM0307,19.0,2006JJ00
GM0307,9.0,2007JJ00
GM0307,13.0,2008JJ00
GM0307,16.0,2009JJ00
GM0307,4.0,2010JJ00
GM0307,17.0,2011JJ00
GM0307,17.0,2012JJ00
GM0307,8.0,2013JJ00
GM0307,16.0,2014JJ00
GM0307,13.0,2015JJ00
GM0307,7.0,2016JJ00
GM0307,9.0,2017JJ00
GM0307,6.0,2018JJ00
GM0307,7.0,2019JJ00
GM0307,3.0,2020JJ00
GM0307,6.0,2021JJ00
GM0307,3.0,2022JJ00
GM0307,1.0,2023JJ00
GM0198,1.0,1988JJ00
GM0198,0.0,1989JJ00
GM0198,1.0,1990JJ00
GM0198,0.0,1991JJ00
GM0198,0.0,1992JJ00
GM0198,0.0,1993JJ00
GM0198,0.0,1994JJ00
GM0198,0.0,1995JJ00
GM0198,0.0,1996JJ00
GM0198,0.0,1997JJ00
GM0198,0.0,1998JJ00
GM0198,,1999JJ00
GM0198,,2000JJ00
GM0198,,2001JJ00
GM0198,,2002JJ00
GM0198,,2003JJ00
GM0198,,2004JJ00
GM0198,,2005JJ00
GM0198,,2006JJ00
GM0198,,2007JJ00
GM0198,,2008JJ00
GM0198,,2009JJ00
GM0198,,2010JJ00
GM0198,,2011JJ00
GM0198,,2012JJ00
GM0198,,2013JJ00
GM0198,,2014JJ00
GM0198,,2015JJ00
GM0198,,2016JJ00
GM0198,,2017JJ00
GM0198,,2018JJ00
GM0198,,2019JJ00
GM0198,,2020JJ00
GM0198,,2021JJ00
GM0198,,2022JJ00
GM0198,,2023JJ00
GM0362,4.0,1988JJ00
GM0362,2.0,1989JJ00
GM0362,1.0,1990JJ00
GM0362,1.0,1991JJ00
GM0362,4.0,1992JJ00
GM0362,5.0,1993JJ00
GM0362,3.0,1994JJ00
GM0362,2.0,1995JJ00
GM0362,2.0,1996JJ00
GM0362,3.0,1997JJ00
GM0362,2.0,1998JJ00
GM0362,2.0,1999JJ00
GM0362,4.0,2000JJ00
GM0362,2.0,2001JJ00
GM0362,4.0,2002JJ00
GM0362,4.0,2003JJ00
GM0362,3.0,2004JJ00
GM0362,4.0,2005JJ00
GM0362,2.0,2006JJ00
GM0362,2.0,2007JJ00
GM0362,6.0,2008JJ00
GM0362,2.0,2009JJ00
GM0362,5.0,2010JJ00
GM0362,3.0,2011JJ00
GM0362,1.0,2012JJ00
GM0362,1.0,2013JJ00
GM0362,2.0,2014JJ00
GM0362,0.0,2015JJ00
GM0362,2.0,2016JJ00
GM0362,2.0,2017JJ00
GM0362,2.0,2018JJ00
GM0362,2.0,2019JJ00
GM0362,0.0,2020JJ00
GM0362,1.0,2021JJ00
GM0362,4.0,2022JJ00
GM0362,4.0,2023JJ00
GM0363,313.0,1988JJ00
GM0363,331.0,1989JJ00
GM0363,340.0,1990JJ00
GM0363,337.0,1991JJ00
GM0363,308.0,1992JJ00
GM0363,298.0,1993JJ00
GM0363,251.0,1994JJ00
GM0363,144.0,1995JJ00
GM0363,177.0,1996JJ00
GM0363,208.0,1997JJ00
GM0363,213.0,1998JJ00
GM0363,229.0,1999JJ00
GM0363,226.0,2000JJ00
GM0363,229.0,2001JJ00
GM0363,219.0,2002JJ00
GM0363,196.0,2003JJ00
GM0363,185.0,2004JJ00
GM0363,159.0,2005JJ00
GM0363,134.0,2006JJ00
GM0363,129.0,2007JJ00
GM0363,136.0,2008JJ00
GM0363,139.0,2009JJ00
GM0363,104.0,2010JJ00
GM0363,90.0,2011JJ00
GM0363,94.0,2012JJ00
GM0363,85.0,2013JJ00
GM0363,74.0,2014JJ00
GM0363,53.0,2015JJ00
GM0363,55.0,2016JJ00
GM0363,43.0,2017JJ00
GM0363,52.0,2018JJ00
GM0363,63.0,2019JJ00
GM0363,52.0,2020JJ00
GM0363,36.0,2021JJ00
GM0363,48.0,2022JJ00
GM0363,33.0,2023JJ00
GM0364,0.0,1988JJ00
GM0364,0.0,1989JJ00
GM0364,1.0,1990JJ00
GM0364,0.0,1991JJ00
GM0364,1.0,1992JJ00
GM0364,1.0,1993JJ00
GM0364,1.0,1994JJ00
GM0364,0.0,1995JJ00
GM0364,0.0,1996JJ00
GM0364,1.0,1997JJ00
GM0364,0.0,1998JJ00
GM0364,1.0,1999JJ00
GM0364,0.0,2000JJ00
GM0364,0.0,2001JJ00
GM0364,0.0,2002JJ00
GM0364,0.0,2003JJ00
GM0364,0.0,2004JJ00
GM0364,0.0,2005JJ00
GM0364,0.0,2006JJ00
GM0364,1.0,2007JJ00
GM0364,0.0,2008JJ00
GM0364,0.0,2009JJ00
GM0364,0.0,2010JJ00
GM0364,,2011JJ00
GM0364,,2012JJ00
GM0364,,2013JJ00
GM0364,,2014JJ00
GM0364,,2015JJ00
GM0364,,2016JJ00
GM0364,,2017JJ00
GM0364,,2018JJ00
GM0364,,2019JJ00
GM0364,,2020JJ00
GM0364,,2021JJ00
GM0364,,2022JJ00
GM0364,,2023JJ00
GM0199,0.0,1988JJ00
GM0199,0.0,1989JJ00
GM0199,0.0,1990JJ00
GM0199,1.0,1991JJ00
GM0199,0.0,1992JJ00
GM0199,1.0,1993JJ00
GM0199,0.0,1994JJ00
GM0199,0.0,1995JJ00
GM0199,0.0,1996JJ00
GM0199,1.0,1997JJ00
GM0199,0.0,1998JJ00
GM0199,0.0,1999JJ00
GM0199,0.0,2000JJ00
GM0199,0.0,2001JJ00
GM0199,1.0,2002JJ00
GM0199,0.0,2003JJ00
GM0199,0.0,2004JJ00
GM0199,,2005JJ00
GM0199,,2006JJ00
GM0199,,2007JJ00
GM0199,,2008JJ00
GM0199,,2009JJ00
GM0199,,2010JJ00
GM0199,,2011JJ00
GM0199,,2012JJ00
GM0199,,2013JJ00
GM0199,,2014JJ00
GM0199,,2015JJ00
GM0199,,2016JJ00
GM0199,,2017JJ00
GM0199,,2018JJ00
GM0199,,2019JJ00
GM0199,,2020JJ00
GM0199,,2021JJ00
GM0199,,2022JJ00
GM0199,,2023JJ00
GM0105,0.0,1988JJ00
GM0105,0.0,1989JJ00
GM0105,2.0,1990JJ00
GM0105,0.0,1991JJ00
GM0105,0.0,1992JJ00
GM0105,1.0,1993JJ00
GM0105,1.0,1994JJ00
GM0105,0.0,1995JJ00
GM0105,0.0,1996JJ00
GM0105,2.0,1997JJ00
GM0105,,1998JJ00
GM0105,,1999JJ00
GM0105,,2000JJ00
GM0105,,2001JJ00
GM0105,,2002JJ00
GM0105,,2003JJ00
GM0105,,2004JJ00
GM0105,,2005JJ00
GM0105,,2006JJ00
GM0105,,2007JJ00
GM0105,,2008JJ00
GM0105,,2009JJ00
GM0105,,2010JJ00
GM0105,,2011JJ00
GM0105,,2012JJ00
GM0105,,2013JJ00
GM0105,,2014JJ00
GM0105,,2015JJ00
GM0105,,2016JJ00
GM0105,,2017JJ00
GM0105,,2018JJ00
GM0105,,2019JJ00
GM0105,,2020JJ00
GM0105,,2021JJ00
GM0105,,2022JJ00
GM0105,,2023JJ00
GM0366,1.0,1988JJ00
GM0366,2.0,1989JJ00
GM0366,3.0,1990JJ00
GM0366,1.0,1991JJ00
GM0366,0.0,1992JJ00
GM0366,0.0,1993JJ00
GM0366,0.0,1994JJ00
GM0366,0.0,1995JJ00
GM0366,1.0,1996JJ00
GM0366,1.0,1997JJ00
GM0366,1.0,1998JJ00
GM0366,1.0,1999JJ00
GM0366,0.0,2000JJ00
GM0366,2.0,2001JJ00
GM0366,1.0,2002JJ00
GM0366,0.0,2003JJ00
GM0366,0.0,2004JJ00
GM0366,1.0,2005JJ00
GM0366,0.0,2006JJ00
GM0366,2.0,2007JJ00
GM0366,2.0,2008JJ00
GM0366,1.0,2009JJ00
GM0366,3.0,2010JJ00
GM0366,2.0,2011JJ00
GM0366,,2012JJ00
GM0366,,2013JJ00
GM0366,,2014JJ00
GM0366,,2015JJ00
GM0366,,2016JJ00
GM0366,,2017JJ00
GM0366,,2018JJ00
GM0366,,2019JJ00
GM0366,,2020JJ00
GM0366,,2021JJ00
GM0366,,2022JJ00
GM0366,,2023JJ00
GM0200,23.0,1988JJ00
GM0200,31.0,1989JJ00
GM0200,30.0,1990JJ00
GM0200,34.0,1991JJ00
GM0200,21.0,1992JJ00
GM0200,21.0,1993JJ00
GM0200,16.0,1994JJ00
GM0200,14.0,1995JJ00
GM0200,13.0,1996JJ00
GM0200,15.0,1997JJ00
GM0200,12.0,1998JJ00
GM0200,25.0,1999JJ00
GM0200,27.0,2000JJ00
GM0200,23.0,2001JJ00
GM0200,25.0,2002JJ00
GM0200,34.0,2003JJ00
GM0200,21.0,2004JJ00
GM0200,22.0,2005JJ00
GM0200,9.0,2006JJ00
GM0200,13.0,2007JJ00
GM0200,13.0,2008JJ00
GM0200,14.0,2009JJ00
GM0200,17.0,2010JJ00
GM0200,20.0,2011JJ00
GM0200,19.0,2012JJ00
GM0200,13.0,2013JJ00
GM0200,16.0,2014JJ00
GM0200,11.0,2015JJ00
GM0200,14.0,2016JJ00
GM0200,10.0,2017JJ00
GM0200,10.0,2018JJ00
GM0200,16.0,2019JJ00
GM0200,7.0,2020JJ00
GM0200,6.0,2021JJ00
GM0200,5.0,2022JJ00
GM0200,6.0,2023JJ00
GM0003,4.0,1988JJ00
GM0003,6.0,1989JJ00
GM0003,5.0,1990JJ00
GM0003,4.0,1991JJ00
GM0003,1.0,1992JJ00
GM0003,0.0,1993JJ00
GM0003,0.0,1994JJ00
GM0003,3.0,1995JJ00
GM0003,2.0,1996JJ00
GM0003,4.0,1997JJ00
GM0003,1.0,1998JJ00
GM0003,1.0,1999JJ00
GM0003,1.0,2000JJ00
GM0003,3.0,2001JJ00
GM0003,0.0,2002JJ00
GM0003,4.0,2003JJ00
GM0003,1.0,2004JJ00
GM0003,0.0,2005JJ00
GM0003,2.0,2006JJ00
GM0003,1.0,2007JJ00
GM0003,1.0,2008JJ00
GM0003,1.0,2009JJ00
GM0003,3.0,2010JJ00
GM0003,0.0,2011JJ00
GM0003,4.0,2012JJ00
GM0003,0.0,2013JJ00
GM0003,1.0,2014JJ00
GM0003,2.0,2015JJ00
GM0003,2.0,2016JJ00
GM0003,0.0,2017JJ00
GM0003,2.0,2018JJ00
GM0003,0.0,2019JJ00
GM0003,0.0,2020JJ00
GM0003,,2021JJ00
GM0003,,2022JJ00
GM0003,,2023JJ00
GM0885,0.0,1988JJ00
GM0885,0.0,1989JJ00
GM0885,0.0,1990JJ00
GM0885,1.0,1991JJ00
GM0885,0.0,1992JJ00
GM0885,0.0,1993JJ00
GM0885,1.0,1994JJ00
GM0885,0.0,1995JJ00
GM0885,1.0,1996JJ00
GM0885,0.0,1997JJ00
GM0885,0.0,1998JJ00
GM0885,0.0,1999JJ00
GM0885,0.0,2000JJ00
GM0885,0.0,2001JJ00
GM0885,1.0,2002JJ00
GM0885,1.0,2003JJ00
GM0885,1.0,2004JJ00
GM0885,2.0,2005JJ00
GM0885,2.0,2006JJ00
GM0885,0.0,2007JJ00
GM0885,0.0,2008JJ00
GM0885,0.0,2009JJ00
GM0885,,2010JJ00
GM0885,,2011JJ00
GM0885,,2012JJ00
GM0885,,2013JJ00
GM0885,,2014JJ00
GM0885,,2015JJ00
GM0885,,2016JJ00
GM0885,,2017JJ00
GM0885,,2018JJ00
GM0885,,2019JJ00
GM0885,,2020JJ00
GM0885,,2021JJ00
GM0885,,2022JJ00
GM0885,,2023JJ00
GM0649,1.0,1988JJ00
GM0649,1.0,1989JJ00
GM0649,1.0,1990JJ00
GM0649,1.0,1991JJ00
GM0649,0.0,1992JJ00
GM0649,0.0,1993JJ00
GM0649,0.0,1994JJ00
GM0649,0.0,1995JJ00
GM0649,0.0,1996JJ00
GM0649,,1997JJ00
GM0649,,1998JJ00
GM0649,,1999JJ00
GM0649,,2000JJ00
GM0649,,2001JJ00
GM0649,,2002JJ00
GM0649,,2003JJ00
GM0649,,2004JJ00
GM0649,,2005JJ00
GM0649,,2006JJ00
GM0649,,2007JJ00
GM0649,,2008JJ00
GM0649,,2009JJ00
GM0649,,2010JJ00
GM0649,,2011JJ00
GM0649,,2012JJ00
GM0649,,2013JJ00
GM0649,,2014JJ00
GM0649,,2015JJ00
GM0649,,2016JJ00
GM0649,,2017JJ00
GM0649,,2018JJ00
GM0649,,2019JJ00
GM0649,,2020JJ00
GM0649,,2021JJ00
GM0649,,2022JJ00
GM0649,,2023JJ00
GM0202,58.0,1988JJ00
GM0202,69.0,1989JJ00
GM0202,54.0,1990JJ00
GM0202,52.0,1991JJ00
GM0202,37.0,1992JJ00
GM0202,48.0,1993JJ00
GM0202,28.0,1994JJ00
GM0202,34.0,1995JJ00
GM0202,26.0,1996JJ00
GM0202,22.0,1997JJ00
GM0202,31.0,1998JJ00
GM0202,35.0,1999JJ00
GM0202,35.0,2000JJ00
GM0202,55.0,2001JJ00
GM0202,37.0,2002JJ00
GM0202,40.0,2003JJ00
GM0202,43.0,2004JJ00
GM0202,34.0,2005JJ00
GM0202,24.0,2006JJ00
GM0202,23.0,2007JJ00
GM0202,27.0,2008JJ00
GM0202,17.0,2009JJ00
GM0202,12.0,2010JJ00
GM0202,11.0,2011JJ00
GM0202,25.0,2012JJ00
GM0202,16.0,2013JJ00
GM0202,17.0,2014JJ00
GM0202,17.0,2015JJ00
GM0202,14.0,2016JJ00
GM0202,5.0,2017JJ00
GM0202,7.0,2018JJ00
GM0202,8.0,2019JJ00
GM0202,9.0,2020JJ00
GM0202,9.0,2021JJ00
GM0202,10.0,2022JJ00
GM0202,13.0,2023JJ00
GM0106,5.0,1988JJ00
