RegioS,JongerDan20Jaar_9,Perioden
GM0128,0.0,1996JJ00
GM0128,1.0,1997JJ00
GM0128,,1998JJ00
GM0128,,1999JJ00
GM0128,,2000JJ00
GM0128,,2001JJ00
GM0128,,2002JJ00
GM0128,,2003JJ00
GM0128,,2004JJ00
GM0128,,2005JJ00
GM0128,,2006JJ00
GM0128,,2007JJ00
GM0128,,2008JJ00
GM0128,,2009JJ00
GM0128,,2010JJ00
GM0128,,2011JJ00
GM0128,,2012JJ00
GM0128,,2013JJ00
GM0128,,2014JJ00
GM0128,,2015JJ00
GM0128,,2016JJ00
GM0128,,2017JJ00
GM0128,,2018JJ00
GM0128,,2019JJ00
GM0128,,2020JJ00
GM0128,,2021JJ00
GM0128,,2022JJ00
GM0128,,2023JJ00
GM0278,0.0,1988JJ00
GM0278,0.0,1989JJ00
GM0278,0.0,1990JJ00
GM0278,1.0,1991JJ00
GM0278,1.0,1992JJ00
GM0278,0.0,1993JJ00
GM0278,0.0,1994JJ00
GM0278,0.0,1995JJ00
GM0278,0.0,1996JJ00
GM0278,0.0,1997JJ00
GM0278,0.0,1998JJ00
GM0278,0.0,1999JJ00
GM0278,0.0,2000JJ00
GM0278,0.0,2001JJ00
GM0278,0.0,2002JJ00
GM0278,0.0,2003JJ00
GM0278,1.0,2004JJ00
GM0278,,2005JJ00
GM0278,,2006JJ00
GM0278,,2007JJ00
GM0278,,2008JJ00
GM0278,,2009JJ00
GM0278,,2010JJ00
GM0278,,2011JJ00
GM0278,,2012JJ00
GM0278,,2013JJ00
GM0278,,2014JJ00
GM0278,,2015JJ00
GM0278,,2016JJ00
GM0278,,2017JJ00
GM0278,,2018JJ00
GM0278,,2019JJ00
GM0278,,2020JJ00
GM0278,,2021JJ00
GM0278,,2022JJ00
GM0278,,2023JJ00
GM0704,3.0,1988JJ00
GM0704,2.0,1989JJ00
GM0704,2.0,1990JJ00
GM0704,6.0,1991JJ00
GM0704,0.0,1992JJ00
GM0704,0.0,1993JJ00
GM0704,3.0,1994JJ00
GM0704,1.0,1995JJ00
GM0704,2.0,1996JJ00
GM0704,1.0,1997JJ00
GM0704,0.0,1998JJ00
GM0704,1.0,1999JJ00
GM0704,0.0,2000JJ00
GM0704,1.0,2001JJ00
GM0704,2.0,2002JJ00
GM0704,,2003JJ00
GM0704,,2004JJ00
GM0704,,2005JJ00
GM0704,,2006JJ00
GM0704,,2007JJ00
GM0704,,2008JJ00
GM0704,,2009JJ00
GM0704,,2010JJ00
GM0704,,2011JJ00
GM0704,,2012JJ00
GM0704,,2013JJ00
GM0704,,2014JJ00
GM0704,,2015JJ00
GM0704,,2016JJ00
GM0704,,2017JJ00
GM0704,,2018JJ00
GM0704,,2019JJ00
GM0704,,2020JJ00
GM0704,,2021JJ00
GM0704,,2022JJ00
GM0704,,2023JJ00
GM0604,0.0,1988JJ00
GM0604,1.0,1989JJ00
GM0604,2.0,1990JJ00
GM0604,1.0,1991JJ00
GM0604,1.0,1992JJ00
GM0604,0.0,1993JJ00
GM0604,0.0,1994JJ00
GM0604,0.0,1995JJ00
GM0604,0.0,1996JJ00
GM0604,0.0,1997JJ00
GM0604,0.0,1998JJ00
GM0604,0.0,1999JJ00
GM0604,1.0,2000JJ00
GM0604,1.0,2001JJ00
GM0604,1.0,2002JJ00
GM0604,1.0,2003JJ00
GM0604,0.0,2004JJ00
GM0604,3.0,2005JJ00
GM0604,,2006JJ00
GM0604,,2007JJ00
GM0604,,2008JJ00
GM0604,,2009JJ00
GM0604,,2010JJ00
GM0604,,2011JJ00
GM0604,,2012JJ00
GM0604,,2013JJ00
GM0604,,2014JJ00
GM0604,,2015JJ00
GM0604,,2016JJ00
GM0604,,2017JJ00
GM0604,,2018JJ00
GM0604,,2019JJ00
GM0604,,2020JJ00
GM0604,,2021JJ00
GM0604,,2022JJ00
GM0604,,2023JJ00
GM0441,3.0,1988JJ00
GM0441,0.0,1989JJ00
GM0441,3.0,1990JJ00
GM0441,0.0,1991JJ00
GM0441,1.0,1992JJ00
GM0441,1.0,1993JJ00
GM0441,0.0,1994JJ00
GM0441,3.0,1995JJ00
GM0441,1.0,1996JJ00
GM0441,2.0,1997JJ00
GM0441,2.0,1998JJ00
GM0441,4.0,1999JJ00
GM0441,3.0,2000JJ00
GM0441,2.0,2001JJ00
GM0441,0.0,2002JJ00
GM0441,1.0,2003JJ00
GM0441,3.0,2004JJ00
GM0441,2.0,2005JJ00
GM0441,2.0,2006JJ00
GM0441,2.0,2007JJ00
GM0441,2.0,2008JJ00
GM0441,1.0,2009JJ00
GM0441,1.0,2010JJ00
GM0441,2.0,2011JJ00
GM0441,3.0,2012JJ00
GM0441,0.0,2013JJ00
GM0441,3.0,2014JJ00
GM0441,1.0,2015JJ00
GM0441,1.0,2016JJ00
GM0441,0.0,2017JJ00
GM0441,3.0,2018JJ00
GM0441,0.0,2019JJ00
GM0441,3.0,2020JJ00
GM0441,1.0,2021JJ00
GM0441,2.0,2022JJ00
GM0441,0.0,2023JJ00
GM0843,0.0,1988JJ00
GM0843,0.0,1989JJ00
GM0843,0.0,1990JJ00
GM0843,0.0,1991JJ00
GM0843,0.0,1992JJ00
GM0843,0.0,1993JJ00
GM0843,,1994JJ00
GM0843,,1995JJ00
GM0843,,1996JJ00
GM0843,,1997JJ00
GM0843,,1998JJ00
GM0843,,1999JJ00
GM0843,,2000JJ00
GM0843,,2001JJ00
GM0843,,2002JJ00
GM0843,,2003JJ00
GM0843,,2004JJ00
GM0843,,2005JJ00
GM0843,,2006JJ00
GM0843,,2007JJ00
GM0843,,2008JJ00
GM0843,,2009JJ00
GM0843,,2010JJ00
GM0843,,2011JJ00
GM0843,,2012JJ00
GM0843,,2013JJ00
GM0843,,2014JJ00
GM0843,,2015JJ00
GM0843,,2016JJ00
GM0843,,2017JJ00
GM0843,,2018JJ00
GM0843,,2019JJ00
GM0843,,2020JJ00
GM0843,,2021JJ00
GM0843,,2022JJ00
GM0843,,2023JJ00
GM0039,0.0,1988JJ00
GM0039,0.0,1989JJ00
GM0039,1.0,1990JJ00
GM0039,5.0,1991JJ00
GM0039,1.0,1992JJ00
GM0039,1.0,1993JJ00
GM0039,0.0,1994JJ00
GM0039,0.0,1995JJ00
GM0039,0.0,1996JJ00
GM0039,1.0,1997JJ00
GM0039,0.0,1998JJ00
GM0039,1.0,1999JJ00
GM0039,0.0,2000JJ00
GM0039,2.0,2001JJ00
GM0039,1.0,2002JJ00
GM0039,3.0,2003JJ00
GM0039,2.0,2004JJ00
GM0039,1.0,2005JJ00
GM0039,2.0,2006JJ00
GM0039,4.0,2007JJ00
GM0039,3.0,2008JJ00
GM0039,3.0,2009JJ00
GM0039,,2010JJ00
GM0039,,2011JJ00
GM0039,,2012JJ00
GM0039,,2013JJ00
GM0039,,2014JJ00
GM0039,,2015JJ00
GM0039,,2016JJ00
GM0039,,2017JJ00
GM0039,,2018JJ00
GM0039,,2019JJ00
GM0039,,2020JJ00
GM0039,,2021JJ00
GM0039,,2022JJ00
GM0039,,2023JJ00
GM0458,0.0,1988JJ00
GM0458,0.0,1989JJ00
GM0458,0.0,1990JJ00
GM0458,1.0,1991JJ00
GM0458,0.0,1992JJ00
GM0458,0.0,1993JJ00
GM0458,0.0,1994JJ00
GM0458,0.0,1995JJ00
GM0458,1.0,1996JJ00
GM0458,0.0,1997JJ00
GM0458,0.0,1998JJ00
GM0458,0.0,1999JJ00
GM0458,0.0,2000JJ00
GM0458,0.0,2001JJ00
GM0458,0.0,2002JJ00
GM0458,0.0,2003JJ00
GM0458,0.0,2004JJ00
GM0458,0.0,2005JJ00
GM0458,1.0,2006JJ00
GM0458,0.0,2007JJ00
GM0458,0.0,2008JJ00
GM0458,0.0,2009JJ00
GM0458,1.0,2010JJ00
GM0458,1.0,2011JJ00
GM0458,0.0,2012JJ00
GM0458,0.0,2013JJ00
GM0458,0.0,2014JJ00
GM0458,,2015JJ00
GM0458,,2016JJ00
GM0458,,2017JJ00
GM0458,,2018JJ00
GM0458,,2019JJ00
GM0458,,2020JJ00
GM0458,,2021JJ00
GM0458,,2022JJ00
GM0458,,2023JJ00
GM0279,0.0,1988JJ00
GM0279,1.0,1989JJ00
GM0279,1.0,1990JJ00
GM0279,1.0,1991JJ00
GM0279,0.0,1992JJ00
GM0279,2.0,1993JJ00
GM0279,0.0,1994JJ00
GM0279,1.0,1995JJ00
GM0279,0.0,1996JJ00
GM0279,0.0,1997JJ00
GM0279,0.0,1998JJ00
GM0279,1.0,1999JJ00
GM0279,3.0,2000JJ00
GM0279,1.0,2001JJ00
GM0279,2.0,2002JJ00
GM0279,0.0,2003JJ00
GM0279,0.0,2004JJ00
GM0279,2.0,2005JJ00
GM0279,2.0,2006JJ00
GM0279,0.0,2007JJ00
GM0279,1.0,2008JJ00
GM0279,2.0,2009JJ00
GM0279,0.0,2010JJ00
GM0279,1.0,2011JJ00
GM0279,0.0,2012JJ00
GM0279,0.0,2013JJ00
GM0279,1.0,2014JJ00
GM0279,0.0,2015JJ00
GM0279,2.0,2016JJ00
GM0279,1.0,2017JJ00
GM0279,0.0,2018JJ00
GM0279,0.0,2019JJ00
GM0279,0.0,2020JJ00
GM0279,0.0,2021JJ00
GM0279,0.0,2022JJ00
GM0279,1.0,2023JJ00
GM0606,26.0,1988JJ00
GM0606,30.0,1989JJ00
GM0606,35.0,1990JJ00
GM0606,34.0,1991JJ00
GM0606,30.0,1992JJ00
GM0606,18.0,1993JJ00
GM0606,23.0,1994JJ00
GM0606,20.0,1995JJ00
GM0606,6.0,1996JJ00
GM0606,14.0,1997JJ00
GM0606,19.0,1998JJ00
GM0606,28.0,1999JJ00
GM0606,22.0,2000JJ00
GM0606,31.0,2001JJ00
GM0606,22.0,2002JJ00
GM0606,20.0,2003JJ00
GM0606,29.0,2004JJ00
GM0606,18.0,2005JJ00
GM0606,18.0,2006JJ00
GM0606,7.0,2007JJ00
GM0606,16.0,2008JJ00
GM0606,9.0,2009JJ00
GM0606,13.0,2010JJ00
GM0606,13.0,2011JJ00
GM0606,13.0,2012JJ00
GM0606,19.0,2013JJ00
GM0606,14.0,2014JJ00
GM0606,13.0,2015JJ00
GM0606,10.0,2016JJ00
GM0606,10.0,2017JJ00
GM0606,8.0,2018JJ00
GM0606,11.0,2019JJ00
GM0606,10.0,2020JJ00
GM0606,9.0,2021JJ00
GM0606,15.0,2022JJ00
GM0606,10.0,2023JJ00
GM0088,0.0,1988JJ00
GM0088,0.0,1989JJ00
GM0088,0.0,1990JJ00
GM0088,0.0,1991JJ00
GM0088,0.0,1992JJ00
GM0088,0.0,1993JJ00
GM0088,0.0,1994JJ00
GM0088,0.0,1995JJ00
GM0088,0.0,1996JJ00
GM0088,0.0,1997JJ00
GM0088,0.0,1998JJ00
GM0088,1.0,1999JJ00
GM0088,0.0,2000JJ00
GM0088,0.0,2001JJ00
GM0088,0.0,2002JJ00
GM0088,0.0,2003JJ00
GM0088,0.0,2004JJ00
GM0088,1.0,2005JJ00
GM0088,0.0,2006JJ00
GM0088,0.0,2007JJ00
GM0088,0.0,2008JJ00
GM0088,0.0,2009JJ00
GM0088,0.0,2010JJ00
GM0088,0.0,2011JJ00
GM0088,0.0,2012JJ00
GM0088,0.0,2013JJ00
GM0088,0.0,2014JJ00
GM0088,0.0,2015JJ00
GM0088,0.0,2016JJ00
GM0088,0.0,2017JJ00
GM0088,0.0,2018JJ00
GM0088,0.0,2019JJ00
GM0088,0.0,2020JJ00
GM0088,0.0,2021JJ00
GM0088,0.0,2022JJ00
GM0088,0.0,2023JJ00
GM0844,5.0,1988JJ00
GM0844,3.0,1989JJ00
GM0844,2.0,1990JJ00
GM0844,1.0,1991JJ00
GM0844,1.0,1992JJ00
GM0844,1.0,1993JJ00
GM0844,0.0,1994JJ00
GM0844,0.0,1995JJ00
GM0844,0.0,1996JJ00
GM0844,3.0,1997JJ00
GM0844,0.0,1998JJ00
GM0844,2.0,1999JJ00
GM0844,2.0,2000JJ00
GM0844,3.0,2001JJ00
GM0844,3.0,2002JJ00
GM0844,0.0,2003JJ00
GM0844,0.0,2004JJ00
GM0844,0.0,2005JJ00
GM0844,0.0,2006JJ00
GM0844,1.0,2007JJ00
GM0844,2.0,2008JJ00
GM0844,2.0,2009JJ00
GM0844,0.0,2010JJ00
GM0844,1.0,2011JJ00
GM0844,2.0,2012JJ00
GM0844,1.0,2013JJ00
GM0844,2.0,2014JJ00
GM0844,2.0,2015JJ00
GM0844,1.0,2016JJ00
GM0844,,2017JJ00
GM0844,,2018JJ00
GM0844,,2019JJ00
GM0844,,2020JJ00
GM0844,,2021JJ00
GM0844,,2022JJ00
GM0844,,2023JJ00
GM0962,0.0,1988JJ00
GM0962,1.0,1989JJ00
GM0962,0.0,1990JJ00
GM0962,0.0,1991JJ00
GM0962,1.0,1992JJ00
GM0962,1.0,1993JJ00
GM0962,0.0,1994JJ00
GM0962,0.0,1995JJ00
GM0962,2.0,1996JJ00
GM0962,0.0,1997JJ00
GM0962,0.0,1998JJ00
GM0962,0.0,1999JJ00
GM0962,0.0,2000JJ00
GM0962,1.0,2001JJ00
GM0962,0.0,2002JJ00
GM0962,2.0,2003JJ00
GM0962,1.0,2004JJ00
GM0962,0.0,2005JJ00
GM0962,2.0,2006JJ00
GM0962,0.0,2007JJ00
GM0962,1.0,2008JJ00
GM0962,0.0,2009JJ00
GM0962,0.0,2010JJ00
GM0962,1.0,2011JJ00
GM0962,0.0,2012JJ00
GM0962,0.0,2013JJ00
GM0962,0.0,2014JJ00
GM0962,2.0,2015JJ00
GM0962,3.0,2016JJ00
GM0962,0.0,2017JJ00
GM0962,0.0,2018JJ00
GM0962,,2019JJ00
GM0962,,2020JJ00
GM0962,,2021JJ00
GM0962,,2022JJ00
GM0962,,2023JJ00
GM0607,0.0,1988JJ00
GM0607,0.0,1989JJ00
GM0607,0.0,1990JJ00
GM0607,0.0,1991JJ00
GM0607,0.0,1992JJ00
GM0607,0.0,1993JJ00
GM0607,0.0,1994JJ00
GM0607,0.0,1995JJ00
GM0607,0.0,1996JJ00
GM0607,0.0,1997JJ00
GM0607,1.0,1998JJ00
GM0607,1.0,1999JJ00
GM0607,0.0,2000JJ00
GM0607,0.0,2001JJ00
GM0607,1.0,2002JJ00
GM0607,0.0,2003JJ00
GM0607,,2004JJ00
GM0607,,2005JJ00
GM0607,,2006JJ00
GM0607,,2007JJ00
GM0607,,2008JJ00
GM0607,,2009JJ00
GM0607,,2010JJ00
GM0607,,2011JJ00
GM0607,,2012JJ00
GM0607,,2013JJ00
GM0607,,2014JJ00
GM0607,,2015JJ00
GM0607,,2016JJ00
GM0607,,2017JJ00
GM0607,,2018JJ00
GM0607,,2019JJ00
GM0607,,2020JJ00
GM0607,,2021JJ00
GM0607,,2022JJ00
GM0607,,2023JJ00
GM0129,2.0,1988JJ00
GM0129,1.0,1989JJ00
GM0129,1.0,1990JJ00
GM0129,1.0,1991JJ00
GM0129,0.0,1992JJ00
GM0129,0.0,1993JJ00
GM0129,0.0,1994JJ00
GM0129,0.0,1995JJ00
GM0129,0.0,1996JJ00
GM0129,0.0,1997JJ00
GM0129,,1998JJ00
GM0129,,1999JJ00
GM0129,,2000JJ00
GM0129,,2001JJ00
GM0129,,2002JJ00
GM0129,,2003JJ00
GM0129,,2004JJ00
GM0129,,2005JJ00
GM0129,,2006JJ00
GM0129,,2007JJ00
GM0129,,2008JJ00
GM0129,,2009JJ00
GM0129,,2010JJ00
GM0129,,2011JJ00
GM0129,,2012JJ00
GM0129,,2013JJ00
GM0129,,2014JJ00
GM0129,,2015JJ00
GM0129,,2016JJ00
GM0129,,2017JJ00
GM0129,,2018JJ00
GM0129,,2019JJ00
GM0129,,2020JJ00
GM0129,,2021JJ00
GM0129,,2022JJ00
GM0129,,2023JJ00
GM0608,3.0,1988JJ00
GM0608,0.0,1989JJ00
GM0608,1.0,1990JJ00
GM0608,1.0,1991JJ00
GM0608,0.0,1992JJ00
GM0608,0.0,1993JJ00
GM0608,0.0,1994JJ00
GM0608,0.0,1995JJ00
GM0608,1.0,1996JJ00
GM0608,3.0,1997JJ00
GM0608,0.0,1998JJ00
GM0608,0.0,1999JJ00
GM0608,1.0,2000JJ00
GM0608,0.0,2001JJ00
GM0608,1.0,2002JJ00
GM0608,0.0,2003JJ00
GM0608,0.0,2004JJ00
GM0608,3.0,2005JJ00
GM0608,0.0,2006JJ00
GM0608,0.0,2007JJ00
GM0608,0.0,2008JJ00
GM0608,1.0,2009JJ00
GM0608,0.0,2010JJ00
GM0608,1.0,2011JJ00
GM0608,0.0,2012JJ00
GM0608,0.0,2013JJ00
GM0608,1.0,2014JJ00
GM0608,,2015JJ00
GM0608,,2016JJ00
GM0608,,2017JJ00
GM0608,,2018JJ00
GM0608,,2019JJ00
GM0608,,2020JJ00
GM0608,,2021JJ00
GM0608,,2022JJ00
GM0608,,2023JJ00
GM0444,0.0,1988JJ00
GM0444,0.0,1989JJ00
GM0444,0.0,1990JJ00
GM0444,1.0,1991JJ00
GM0444,0.0,1992JJ00
GM0444,0.0,1993JJ00
GM0444,0.0,1994JJ00
GM0444,1.0,1995JJ00
GM0444,0.0,1996JJ00
GM0444,0.0,1997JJ00
GM0444,1.0,1998JJ00
GM0444,0.0,1999JJ00
GM0444,0.0,2000JJ00
GM0444,,2001JJ00
GM0444,,2002JJ00
GM0444,,2003JJ00
GM0444,,2004JJ00
GM0444,,2005JJ00
GM0444,,2006JJ00
GM0444,,2007JJ00
GM0444,,2008JJ00
GM0444,,2009JJ00
GM0444,,2010JJ00
GM0444,,2011JJ00
GM0444,,2012JJ00
GM0444,,2013JJ00
GM0444,,2014JJ00
GM0444,,2015JJ00
GM0444,,2016JJ00
GM0444,,2017JJ00
GM0444,,2018JJ00
GM0444,,2019JJ00
GM0444,,2020JJ00
GM0444,,2021JJ00
GM0444,,2022JJ00
GM0444,,2023JJ00
GM1676,,1988JJ00
GM1676,,1989JJ00
GM1676,,1990JJ00
GM1676,,1991JJ00
GM1676,,1992JJ00
GM1676,,1993JJ00
GM1676,,1994JJ00
GM1676,,1995JJ00
GM1676,,1996JJ00
GM1676,2.0,1997JJ00
GM1676,2.0,1998JJ00
GM1676,2.0,1999JJ00
GM1676,1.0,2000JJ00
GM1676,2.0,2001JJ00
GM1676,2.0,2002JJ00
GM1676,1.0,2003JJ00
GM1676,3.0,2004JJ00
GM1676,6.0,2005JJ00
GM1676,1.0,2006JJ00
GM1676,3.0,2007JJ00
GM1676,4.0,2008JJ00
GM1676,3.0,2009JJ00
GM1676,2.0,2010JJ00
GM1676,2.0,2011JJ00
GM1676,1.0,2012JJ00
GM1676,2.0,2013JJ00
GM1676,2.0,2014JJ00
GM1676,2.0,2015JJ00
GM1676,3.0,2016JJ00
GM1676,3.0,2017JJ00
GM1676,3.0,2018JJ00
GM1676,2.0,2019JJ00
GM1676,1.0,2020JJ00
GM1676,2.0,2021JJ00
GM1676,2.0,2022JJ00
GM1676,1.0,2023JJ00
GM0964,0.0,1988JJ00
GM0964,0.0,1989JJ00
GM0964,0.0,1990JJ00
GM0964,0.0,1991JJ00
GM0964,0.0,1992JJ00
GM0964,0.0,1993JJ00
GM0964,0.0,1994JJ00
GM0964,0.0,1995JJ00
GM0964,1.0,1996JJ00
GM0964,0.0,1997JJ00
GM0964,0.0,1998JJ00
GM0964,1.0,1999JJ00
GM0964,0.0,2000JJ00
GM0964,1.0,2001JJ00
GM0964,0.0,2002JJ00
GM0964,0.0,2003JJ00
GM0964,1.0,2004JJ00
GM0964,0.0,2005JJ00
GM0964,1.0,2006JJ00
GM0964,0.0,2007JJ00
GM0964,0.0,2008JJ00
GM0964,0.0,2009JJ00
GM0964,,2010JJ00
GM0964,,2011JJ00
GM0964,,2012JJ00
GM0964,,2013JJ00
GM0964,,2014JJ00
GM0964,,2015JJ00
GM0964,,2016JJ00
GM0964,,2017JJ00
GM0964,,2018JJ00
GM0964,,2019JJ00
GM0964,,2020JJ00
GM0964,,2021JJ00
GM0964,,2022JJ00
GM0964,,2023JJ00
GM0965,0.0,1988JJ00
GM0965,1.0,1989JJ00
GM0965,0.0,1990JJ00
GM0965,0.0,1991JJ00
GM0965,0.0,1992JJ00
GM0965,0.0,1993JJ00
GM0965,0.0,1994JJ00
GM0965,0.0,1995JJ00
GM0965,1.0,1996JJ00
GM0965,0.0,1997JJ00
GM0965,0.0,1998JJ00
GM0965,1.0,1999JJ00
GM0965,0.0,2000JJ00
GM0965,0.0,2001JJ00
GM0965,0.0,2002JJ00
GM0965,1.0,2003JJ00
GM0965,1.0,2004JJ00
GM0965,0.0,2005JJ00
GM0965,0.0,2006JJ00
GM0965,1.0,2007JJ00
GM0965,0.0,2008JJ00
GM0965,0.0,2009JJ00
GM0965,1.0,2010JJ00
GM0965,0.0,2011JJ00
GM0965,0.0,2012JJ00
GM0965,0.0,2013JJ00
GM0965,0.0,2014JJ00
GM0965,0.0,2015JJ00
GM0965,2.0,2016JJ00
GM0965,0.0,2017JJ00
GM0965,0.0,2018JJ00
GM0965,0.0,2019JJ00
GM0965,0.0,2020JJ00
GM0965,0.0,2021JJ00
GM0965,1.0,2022JJ00
GM0965,0.0,2023JJ00
GM1702,,1988JJ00
GM1702,,1989JJ00
GM1702,,1990JJ00
GM1702,,1991JJ00
GM1702,,1992JJ00
GM1702,,1993JJ00
GM1702,,1994JJ00
GM1702,,1995JJ00
GM1702,1.0,1996JJ00
GM1702,1.0,1997JJ00
GM1702,1.0,1998JJ00
GM1702,1.0,1999JJ00
GM1702,0.0,2000JJ00
GM1702,0.0,2001JJ00
GM1702,1.0,2002JJ00
GM1702,0.0,2003JJ00
GM1702,0.0,2004JJ00
GM1702,0.0,2005JJ00
GM1702,1.0,2006JJ00
GM1702,0.0,2007JJ00
GM1702,0.0,2008JJ00
GM1702,0.0,2009JJ00
GM1702,0.0,2010JJ00
GM1702,0.0,2011JJ00
GM1702,0.0,2012JJ00
GM1702,0.0,2013JJ00
GM1702,1.0,2014JJ00
GM1702,0.0,2015JJ00
GM1702,0.0,2016JJ00
GM1702,0.0,2017JJ00
GM1702,1.0,2018JJ00
GM1702,0.0,2019JJ00
GM1702,0.0,2020JJ00
GM1702,0.0,2021JJ00
GM1702,,2022JJ00
GM1702,,2023JJ00
GM0445,0.0,1988JJ00
GM0445,0.0,1989JJ00
GM0445,,1990JJ00
GM0445,,1991JJ00
GM0445,,1992JJ00
GM0445,,1993JJ00
GM0445,,1994JJ00
GM0445,,1995JJ00
GM0445,,1996JJ00
GM0445,,1997JJ00
GM0445,,1998JJ00
GM0445,,1999JJ00
GM0445,,2000JJ00
GM0445,,2001JJ00
GM0445,,2002JJ00
GM0445,,2003JJ00
GM0445,,2004JJ00
GM0445,,2005JJ00
GM0445,,2006JJ00
GM0445,,2007JJ00
GM0445,,2008JJ00
GM0445,,2009JJ00
GM0445,,2010JJ00
GM0445,,2011JJ00
GM0445,,2012JJ00
GM0445,,2013JJ00
GM0445,,2014JJ00
GM0445,,2015JJ00
GM0445,,2016JJ00
GM0445,,2017JJ00
GM0445,,2018JJ00
GM0445,,2019JJ00
GM0445,,2020JJ00
GM0445,,2021JJ00
GM0445,,2022JJ00
GM0445,,2023JJ00
GM0967,1.0,1988JJ00
GM0967,0.0,1989JJ00
GM0967,0.0,1990JJ00
GM0967,,1991JJ00
GM0967,,1992JJ00
GM0967,,1993JJ00
GM0967,,1994JJ00
GM0967,,1995JJ00
GM0967,,1996JJ00
GM0967,,1997JJ00
GM0967,,1998JJ00
GM0967,,1999JJ00
GM0967,,2000JJ00
GM0967,,2001JJ00
GM0967,,2002JJ00
GM0967,,2003JJ00
GM0967,,2004JJ00
GM0967,,2005JJ00
GM0967,,2006JJ00
GM0967,,2007JJ00
GM0967,,2008JJ00
GM0967,,2009JJ00
GM0967,,2010JJ00
GM0967,,2011JJ00
GM0967,,2012JJ00
GM0967,,2013JJ00
GM0967,,2014JJ00
GM0967,,2015JJ00
GM0967,,2016JJ00
GM0967,,2017JJ00
GM0967,,2018JJ00
GM0967,,2019JJ00
GM0967,,2020JJ00
GM0967,,2021JJ00
GM0967,,2022JJ00
GM0967,,2023JJ00
GM0446,1.0,1988JJ00
GM0446,0.0,1989JJ00
GM0446,,1990JJ00
GM0446,,1991JJ00
GM0446,,1992JJ00
GM0446,,1993JJ00
GM0446,,1994JJ00
GM0446,,1995JJ00
GM0446,,1996JJ00
GM0446,,1997JJ00
GM0446,,1998JJ00
GM0446,,1999JJ00
GM0446,,2000JJ00
GM0446,,2001JJ00
GM0446,,2002JJ00
GM0446,,2003JJ00
GM0446,,2004JJ00
GM0446,,2005JJ00
GM0446,,2006JJ00
GM0446,,2007JJ00
GM0446,,2008JJ00
GM0446,,2009JJ00
GM0446,,2010JJ00
GM0446,,2011JJ00
GM0446,,2012JJ00
GM0446,,2013JJ00
GM0446,,2014JJ00
GM0446,,2015JJ00
GM0446,,2016JJ00
GM0446,,2017JJ00
GM0446,,2018JJ00
GM0446,,2019JJ00
GM0446,,2020JJ00
GM0446,,2021JJ00
GM0446,,2022JJ00
GM0446,,2023JJ00
GM0712,2.0,1988JJ00
GM0712,0.0,1989JJ00
GM0712,0.0,1990JJ00
GM0712,0.0,1991JJ00
GM0712,1.0,1992JJ00
GM0712,0.0,1993JJ00
GM0712,0.0,1994JJ00
GM0712,,1995JJ00
GM0712,,1996JJ00
GM0712,,1997JJ00
GM0712,,1998JJ00
GM0712,,1999JJ00
GM0712,,2000JJ00
GM0712,,2001JJ00
GM0712,,2002JJ00
GM0712,,2003JJ00
GM0712,,2004JJ00
GM0712,,2005JJ00
GM0712,,2006JJ00
GM0712,,2007JJ00
GM0712,,2008JJ00
GM0712,,2009JJ00
GM0712,,2010JJ00
GM0712,,2011JJ00
GM0712,,2012JJ00
GM0712,,2013JJ00
GM0712,,2014JJ00
GM0712,,2015JJ00
GM0712,,2016JJ00
GM0712,,2017JJ00
GM0712,,2018JJ00
GM0712,,2019JJ00
GM0712,,2020JJ00
GM0712,,2021JJ00
GM0712,,2022JJ00
GM0712,,2023JJ00
GM0845,0.0,1988JJ00
GM0845,0.0,1989JJ00
GM0845,0.0,1990JJ00
GM0845,0.0,1991JJ00
GM0845,0.0,1992JJ00
GM0845,0.0,1993JJ00
GM0845,2.0,1994JJ00
GM0845,0.0,1995JJ00
GM0845,0.0,1996JJ00
GM0845,0.0,1997JJ00
GM0845,0.0,1998JJ00
GM0845,0.0,1999JJ00
GM0845,2.0,2000JJ00
GM0845,1.0,2001JJ00
GM0845,1.0,2002JJ00
GM0845,2.0,2003JJ00
GM0845,1.0,2004JJ00
GM0845,0.0,2005JJ00
GM0845,0.0,2006JJ00
GM0845,1.0,2007JJ00
GM0845,0.0,2008JJ00
GM0845,2.0,2009JJ00
GM0845,1.0,2010JJ00
GM0845,0.0,2011JJ00
GM0845,2.0,2012JJ00
GM0845,0.0,2013JJ00
GM0845,1.0,2014JJ00
GM0845,0.0,2015JJ00
GM0845,1.0,2016JJ00
GM0845,0.0,2017JJ00
GM0845,0.0,2018JJ00
GM0845,0.0,2019JJ00
GM0845,1.0,2020JJ00
GM0845,0.0,2021JJ00
GM0845,0.0,2022JJ00
GM0845,0.0,2023JJ00
GM0846,0.0,1988JJ00
GM0846,0.0,1989JJ00
GM0846,0.0,1990JJ00
GM0846,1.0,1991JJ00
GM0846,0.0,1992JJ00
GM0846,0.0,1993JJ00
GM0846,0.0,1994JJ00
GM0846,1.0,1995JJ00
GM0846,1.0,1996JJ00
GM0846,0.0,1997JJ00
GM0846,0.0,1998JJ00
GM0846,0.0,1999JJ00
GM0846,0.0,2000JJ00
GM0846,0.0,2001JJ00
GM0846,2.0,2002JJ00
GM0846,0.0,2003JJ00
GM0846,1.0,2004JJ00
GM0846,0.0,2005JJ00
