Regiokenmerken,LeerlingenStudenten_1,Perioden
GM0085 ,2050.0,2017SJ00
GM0085 ,2050.0,2018SJ00
GM0085 ,2010.0,2019SJ00
GM0085 ,1970.0,2020SJ00
GM0085 ,1970.0,2021SJ00
GM0085 ,1950.0,2022SJ00
GM0085 ,1870.0,2023SJ00
GM0431 ,930.0,2011SJ00
GM0431 ,870.0,2012SJ00
GM0431 ,830.0,2013SJ00
GM0431 ,790.0,2014SJ00
GM0431 ,800.0,2015SJ00
GM0431 ,800.0,2016SJ00
GM0431 ,800.0,2017SJ00
GM0431 ,820.0,2018SJ00
GM0431 ,790.0,2019SJ00
GM0431 ,810.0,2020SJ00
GM0431 ,800.0,2021SJ00
GM0431 ,820.0,2022SJ00
GM0431 ,810.0,2023SJ00
GM0432 ,1220.0,2011SJ00
GM0432 ,1180.0,2012SJ00
GM0432 ,1150.0,2013SJ00
GM0432 ,1110.0,2014SJ00
GM0432 ,1030.0,2015SJ00
GM0432 ,970.0,2016SJ00
GM0432 ,930.0,2017SJ00
GM0432 ,900.0,2018SJ00
GM0432 ,890.0,2019SJ00
GM0432 ,890.0,2020SJ00
GM0432 ,890.0,2021SJ00
GM0432 ,910.0,2022SJ00
GM0432 ,930.0,2023SJ00
GM0086 ,3090.0,2011SJ00
GM0086 ,3020.0,2012SJ00
GM0086 ,2970.0,2013SJ00
GM0086 ,2870.0,2014SJ00
GM0086 ,2800.0,2015SJ00
GM0086 ,2710.0,2016SJ00
GM0086 ,2620.0,2017SJ00
GM0086 ,2560.0,2018SJ00
GM0086 ,2490.0,2019SJ00
GM0086 ,2480.0,2020SJ00
GM0086 ,2410.0,2021SJ00
GM0086 ,2360.0,2022SJ00
GM0086 ,2350.0,2023SJ00
GM0828 ,7880.0,2011SJ00
GM0828 ,7680.0,2012SJ00
GM0828 ,7410.0,2013SJ00
GM0828 ,7190.0,2014SJ00
GM0828 ,7420.0,2015SJ00
GM0828 ,7230.0,2016SJ00
GM0828 ,7130.0,2017SJ00
GM0828 ,7070.0,2018SJ00
GM0828 ,7050.0,2019SJ00
GM0828 ,7000.0,2020SJ00
GM0828 ,7010.0,2021SJ00
GM0828 ,7000.0,2022SJ00
GM0828 ,7070.0,2023SJ00
GM0584 ,2440.0,2011SJ00
GM0584 ,2430.0,2012SJ00
GM0584 ,2350.0,2013SJ00
GM0584 ,2310.0,2014SJ00
GM0584 ,2250.0,2015SJ00
GM0584 ,2210.0,2016SJ00
GM0584 ,2250.0,2017SJ00
GM0584 ,2270.0,2018SJ00
GM0584 ,,2019SJ00
GM0584 ,,2020SJ00
GM0584 ,,2021SJ00
GM0584 ,,2022SJ00
GM0584 ,,2023SJ00
GM1509 ,3840.0,2011SJ00
GM1509 ,3730.0,2012SJ00
GM1509 ,3560.0,2013SJ00
GM1509 ,3370.0,2014SJ00
GM1509 ,3270.0,2015SJ00
GM1509 ,3180.0,2016SJ00
GM1509 ,3120.0,2017SJ00
GM1509 ,3030.0,2018SJ00
GM1509 ,2990.0,2019SJ00
GM1509 ,2880.0,2020SJ00
GM1509 ,2840.0,2021SJ00
GM1509 ,2730.0,2022SJ00
GM1509 ,2670.0,2023SJ00
GM0437 ,1380.0,2011SJ00
GM0437 ,1350.0,2012SJ00
GM0437 ,1320.0,2013SJ00
GM0437 ,1280.0,2014SJ00
GM0437 ,1260.0,2015SJ00
GM0437 ,1210.0,2016SJ00
GM0437 ,1210.0,2017SJ00
GM0437 ,1190.0,2018SJ00
GM0437 ,1220.0,2019SJ00
GM0437 ,1210.0,2020SJ00
GM0437 ,1190.0,2021SJ00
GM0437 ,1210.0,2022SJ00
GM0437 ,1250.0,2023SJ00
GM0644 ,860.0,2011SJ00
GM0644 ,860.0,2012SJ00
GM0644 ,840.0,2013SJ00
GM0644 ,850.0,2014SJ00
GM0644 ,,2015SJ00
GM0644 ,,2016SJ00
GM0644 ,,2017SJ00
GM0644 ,,2018SJ00
GM0644 ,,2019SJ00
GM0644 ,,2020SJ00
GM0644 ,,2021SJ00
GM0644 ,,2022SJ00
GM0644 ,,2023SJ00
GM0589 ,1020.0,2011SJ00
GM0589 ,1000.0,2012SJ00
GM0589 ,970.0,2013SJ00
GM0589 ,930.0,2014SJ00
GM0589 ,940.0,2015SJ00
GM0589 ,920.0,2016SJ00
GM0589 ,910.0,2017SJ00
GM0589 ,920.0,2018SJ00
GM0589 ,890.0,2019SJ00
GM0589 ,890.0,2020SJ00
GM0589 ,890.0,2021SJ00
GM0589 ,870.0,2022SJ00
GM0589 ,850.0,2023SJ00
GM1734 ,5050.0,2011SJ00
GM1734 ,4890.0,2012SJ00
GM1734 ,4770.0,2013SJ00
GM1734 ,4660.0,2014SJ00
GM1734 ,4530.0,2015SJ00
GM1734 ,4470.0,2016SJ00
GM1734 ,4400.0,2017SJ00
GM1734 ,4370.0,2018SJ00
GM1734 ,4380.0,2019SJ00
GM1734 ,4370.0,2020SJ00
GM1734 ,4350.0,2021SJ00
GM1734 ,4340.0,2022SJ00
GM1734 ,4260.0,2023SJ00
GM0590 ,3180.0,2011SJ00
GM0590 ,3110.0,2012SJ00
GM0590 ,3040.0,2013SJ00
GM0590 ,2970.0,2014SJ00
GM0590 ,2920.0,2015SJ00
GM0590 ,2940.0,2016SJ00
GM0590 ,2890.0,2017SJ00
GM0590 ,2890.0,2018SJ00
GM0590 ,2830.0,2019SJ00
GM0590 ,2800.0,2020SJ00
GM0590 ,2710.0,2021SJ00
GM0590 ,2660.0,2022SJ00
GM0590 ,2610.0,2023SJ00
GM1894 ,3910.0,2011SJ00
GM1894 ,3780.0,2012SJ00
GM1894 ,3740.0,2013SJ00
GM1894 ,3640.0,2014SJ00
GM1894 ,3520.0,2015SJ00
GM1894 ,3450.0,2016SJ00
GM1894 ,3370.0,2017SJ00
GM1894 ,3320.0,2018SJ00
GM1894 ,3210.0,2019SJ00
GM1894 ,3200.0,2020SJ00
GM1894 ,3120.0,2021SJ00
GM1894 ,3120.0,2022SJ00
GM1894 ,3100.0,2023SJ00
GM0765 ,1100.0,2011SJ00
GM0765 ,1060.0,2012SJ00
GM0765 ,1010.0,2013SJ00
GM0765 ,1000.0,2014SJ00
GM0765 ,980.0,2015SJ00
GM0765 ,980.0,2016SJ00
GM0765 ,960.0,2017SJ00
GM0765 ,1000.0,2018SJ00
GM0765 ,980.0,2019SJ00
GM0765 ,1000.0,2020SJ00
GM0765 ,990.0,2021SJ00
GM0765 ,1000.0,2022SJ00
GM0765 ,1040.0,2023SJ00
GM1926 ,6540.0,2011SJ00
GM1926 ,6520.0,2012SJ00
GM1926 ,6480.0,2013SJ00
GM1926 ,6330.0,2014SJ00
GM1926 ,6190.0,2015SJ00
GM1926 ,6050.0,2016SJ00
GM1926 ,5990.0,2017SJ00
GM1926 ,5820.0,2018SJ00
GM1926 ,5800.0,2019SJ00
GM1926 ,5670.0,2020SJ00
GM1926 ,5560.0,2021SJ00
GM1926 ,5580.0,2022SJ00
GM1926 ,5420.0,2023SJ00
GM0439 ,7270.0,2011SJ00
GM0439 ,7110.0,2012SJ00
GM0439 ,6900.0,2013SJ00
GM0439 ,6770.0,2014SJ00
GM0439 ,6520.0,2015SJ00
GM0439 ,6390.0,2016SJ00
GM0439 ,6300.0,2017SJ00
GM0439 ,6120.0,2018SJ00
GM0439 ,6080.0,2019SJ00
GM0439 ,6060.0,2020SJ00
GM0439 ,5920.0,2021SJ00
GM0439 ,6990.0,2022SJ00
GM0439 ,7150.0,2023SJ00
GM0273 ,2480.0,2011SJ00
GM0273 ,2450.0,2012SJ00
GM0273 ,2390.0,2013SJ00
GM0273 ,2350.0,2014SJ00
GM0273 ,2330.0,2015SJ00
GM0273 ,2310.0,2016SJ00
GM0273 ,2280.0,2017SJ00
GM0273 ,2240.0,2018SJ00
GM0273 ,2210.0,2019SJ00
GM0273 ,2210.0,2020SJ00
GM0273 ,2200.0,2021SJ00
GM0273 ,2200.0,2022SJ00
GM0273 ,2140.0,2023SJ00
GM0177 ,3640.0,2011SJ00
GM0177 ,3530.0,2012SJ00
GM0177 ,3440.0,2013SJ00
GM0177 ,3340.0,2014SJ00
GM0177 ,3230.0,2015SJ00
GM0177 ,3170.0,2016SJ00
GM0177 ,3120.0,2017SJ00
GM0177 ,3140.0,2018SJ00
GM0177 ,3060.0,2019SJ00
GM0177 ,3070.0,2020SJ00
GM0177 ,3070.0,2021SJ00
GM0177 ,3100.0,2022SJ00
GM0177 ,3140.0,2023SJ00
GM0703 ,2560.0,2011SJ00
GM0703 ,2550.0,2012SJ00
GM0703 ,2550.0,2013SJ00
GM0703 ,2580.0,2014SJ00
GM0703 ,2560.0,2015SJ00
GM0703 ,2550.0,2016SJ00
GM0703 ,2520.0,2017SJ00
GM0703 ,2500.0,2018SJ00
GM0703 ,2490.0,2019SJ00
GM0703 ,2490.0,2020SJ00
GM0703 ,2460.0,2021SJ00
GM0703 ,2460.0,2022SJ00
GM0703 ,2400.0,2023SJ00
GM0274 ,2780.0,2011SJ00
GM0274 ,2700.0,2012SJ00
GM0274 ,2690.0,2013SJ00
GM0274 ,2650.0,2014SJ00
GM0274 ,2580.0,2015SJ00
GM0274 ,2540.0,2016SJ00
GM0274 ,2490.0,2017SJ00
GM0274 ,2400.0,2018SJ00
GM0274 ,2340.0,2019SJ00
GM0274 ,2280.0,2020SJ00
GM0274 ,2230.0,2021SJ00
GM0274 ,2210.0,2022SJ00
GM0274 ,2130.0,2023SJ00
GM0339 ,630.0,2011SJ00
GM0339 ,620.0,2012SJ00
GM0339 ,580.0,2013SJ00
GM0339 ,580.0,2014SJ00
GM0339 ,570.0,2015SJ00
GM0339 ,570.0,2016SJ00
GM0339 ,580.0,2017SJ00
GM0339 ,570.0,2018SJ00
GM0339 ,590.0,2019SJ00
GM0339 ,590.0,2020SJ00
GM0339 ,610.0,2021SJ00
GM0339 ,620.0,2022SJ00
GM0339 ,630.0,2023SJ00
GM1667 ,1100.0,2011SJ00
GM1667 ,1120.0,2012SJ00
GM1667 ,1120.0,2013SJ00
GM1667 ,1140.0,2014SJ00
GM1667 ,1140.0,2015SJ00
GM1667 ,1170.0,2016SJ00
GM1667 ,1160.0,2017SJ00
GM1667 ,1150.0,2018SJ00
GM1667 ,1160.0,2019SJ00
GM1667 ,1130.0,2020SJ00
GM1667 ,1170.0,2021SJ00
GM1667 ,1200.0,2022SJ00
GM1667 ,1180.0,2023SJ00
GM0275 ,3650.0,2011SJ00
GM0275 ,3500.0,2012SJ00
GM0275 ,3460.0,2013SJ00
GM0275 ,3380.0,2014SJ00
GM0275 ,3340.0,2015SJ00
GM0275 ,3300.0,2016SJ00
GM0275 ,3210.0,2017SJ00
GM0275 ,3210.0,2018SJ00
GM0275 ,3140.0,2019SJ00
GM0275 ,3160.0,2020SJ00
GM0275 ,3110.0,2021SJ00
GM0275 ,3060.0,2022SJ00
GM0275 ,3000.0,2023SJ00
GM0340 ,2100.0,2011SJ00
GM0340 ,2100.0,2012SJ00
GM0340 ,2040.0,2013SJ00
GM0340 ,2000.0,2014SJ00
GM0340 ,1960.0,2015SJ00
GM0340 ,1940.0,2016SJ00
GM0340 ,1950.0,2017SJ00
GM0340 ,1910.0,2018SJ00
GM0340 ,1850.0,2019SJ00
GM0340 ,1820.0,2020SJ00
GM0340 ,1770.0,2021SJ00
GM0340 ,1760.0,2022SJ00
GM0340 ,1730.0,2023SJ00
GM0597 ,3510.0,2011SJ00
GM0597 ,3450.0,2012SJ00
GM0597 ,3430.0,2013SJ00
GM0597 ,3370.0,2014SJ00
GM0597 ,3400.0,2015SJ00
GM0597 ,3490.0,2016SJ00
GM0597 ,3590.0,2017SJ00
GM0597 ,3650.0,2018SJ00
GM0597 ,3690.0,2019SJ00
GM0597 ,3840.0,2020SJ00
GM0597 ,3900.0,2021SJ00
GM0597 ,4010.0,2022SJ00
GM0597 ,4020.0,2023SJ00
GM0196 ,1040.0,2011SJ00
GM0196 ,1000.0,2012SJ00
GM0196 ,960.0,2013SJ00
GM0196 ,920.0,2014SJ00
GM0196 ,860.0,2015SJ00
GM0196 ,850.0,2016SJ00
GM0196 ,840.0,2017SJ00
GM0196 ,,2018SJ00
GM0196 ,,2019SJ00
GM0196 ,,2020SJ00
GM0196 ,,2021SJ00
GM0196 ,,2022SJ00
GM0196 ,,2023SJ00
GM1672 ,1810.0,2011SJ00
GM1672 ,1800.0,2012SJ00
GM1672 ,1790.0,2013SJ00
GM1672 ,,2014SJ00
GM1672 ,,2015SJ00
GM1672 ,,2016SJ00
GM1672 ,,2017SJ00
GM1672 ,,2018SJ00
GM1672 ,,2019SJ00
GM1672 ,,2020SJ00
GM1672 ,,2021SJ00
GM1672 ,,2022SJ00
GM1672 ,,2023SJ00
GM1742 ,4360.0,2011SJ00
GM1742 ,4330.0,2012SJ00
GM1742 ,4310.0,2013SJ00
GM1742 ,4280.0,2014SJ00
GM1742 ,4270.0,2015SJ00
GM1742 ,4200.0,2016SJ00
GM1742 ,4130.0,2017SJ00
GM1742 ,4100.0,2018SJ00
GM1742 ,4070.0,2019SJ00
GM1742 ,4050.0,2020SJ00
GM1742 ,3980.0,2021SJ00
GM1742 ,3940.0,2022SJ00
GM1742 ,3830.0,2023SJ00
GM0603 ,3210.0,2011SJ00
GM0603 ,3220.0,2012SJ00
GM0603 ,3290.0,2013SJ00
GM0603 ,3400.0,2014SJ00
GM0603 ,3490.0,2015SJ00
GM0603 ,3740.0,2016SJ00
GM0603 ,4000.0,2017SJ00
GM0603 ,4320.0,2018SJ00
GM0603 ,4580.0,2019SJ00
GM0603 ,4840.0,2020SJ00
GM0603 ,5030.0,2021SJ00
GM0603 ,5220.0,2022SJ00
GM0603 ,5300.0,2023SJ00
GM1669 ,1650.0,2011SJ00
GM1669 ,1590.0,2012SJ00
GM1669 ,1530.0,2013SJ00
GM1669 ,1450.0,2014SJ00
GM1669 ,1410.0,2015SJ00
GM1669 ,1400.0,2016SJ00
GM1669 ,1380.0,2017SJ00
GM1669 ,1360.0,2018SJ00
GM1669 ,1340.0,2019SJ00
GM1669 ,1350.0,2020SJ00
GM1669 ,1330.0,2021SJ00
GM1669 ,1330.0,2022SJ00
GM1669 ,1350.0,2023SJ00
GM0957 ,4590.0,2011SJ00
GM0957 ,4580.0,2012SJ00
GM0957 ,4510.0,2013SJ00
GM0957 ,4490.0,2014SJ00
GM0957 ,4540.0,2015SJ00
GM0957 ,4520.0,2016SJ00
GM0957 ,4550.0,2017SJ00
GM0957 ,4500.0,2018SJ00
GM0957 ,4470.0,2019SJ00
GM0957 ,4360.0,2020SJ00
GM0957 ,4390.0,2021SJ00
GM0957 ,4390.0,2022SJ00
GM0957 ,4270.0,2023SJ00
GM0736 ,4420.0,2011SJ00
GM0736 ,4280.0,2012SJ00
GM0736 ,4070.0,2013SJ00
GM0736 ,3900.0,2014SJ00
GM0736 ,3810.0,2015SJ00
GM0736 ,3610.0,2016SJ00
GM0736 ,3580.0,2017SJ00
GM0736 ,3550.0,2018SJ00
GM0736 ,3530.0,2019SJ00
GM0736 ,3550.0,2020SJ00
GM0736 ,3570.0,2021SJ00
GM0736 ,3700.0,2022SJ00
GM0736 ,3700.0,2023SJ00
GM1674 ,6710.0,2011SJ00
GM1674 ,6580.0,2012SJ00
GM1674 ,6500.0,2013SJ00
GM1674 ,6360.0,2014SJ00
GM1674 ,6270.0,2015SJ00
GM1674 ,6200.0,2016SJ00
GM1674 ,6040.0,2017SJ00
GM1674 ,6030.0,2018SJ00
GM1674 ,5960.0,2019SJ00
GM1674 ,5970.0,2020SJ00
GM1674 ,5840.0,2021SJ00
GM1674 ,5790.0,2022SJ00
GM1674 ,5750.0,2023SJ00
GM0599 ,52010.0,2011SJ00
GM0599 ,51760.0,2012SJ00
GM0599 ,51810.0,2013SJ00
GM0599 ,52140.0,2014SJ00
GM0599 ,52600.0,2015SJ00
GM0599 ,52940.0,2016SJ00
GM0599 ,53080.0,2017SJ00
GM0599 ,53500.0,2018SJ00
GM0599 ,53390.0,2019SJ00
GM0599 ,52990.0,2020SJ00
GM0599 ,52200.0,2021SJ00
GM0599 ,51750.0,2022SJ00
GM0599 ,51150.0,2023SJ00
GM0277 ,170.0,2011SJ00
GM0277 ,170.0,2012SJ00
GM0277 ,180.0,2013SJ00
GM0277 ,170.0,2014SJ00
GM0277 ,160.0,2015SJ00
GM0277 ,160.0,2016SJ00
GM0277 ,150.0,2017SJ00
GM0277 ,160.0,2018SJ00
GM0277 ,170.0,2019SJ00
GM0277 ,170.0,2020SJ00
GM0277 ,180.0,2021SJ00
GM0277 ,170.0,2022SJ00
GM0277 ,180.0,2023SJ00
GM0840 ,1600.0,2011SJ00
GM0840 ,1560.0,2012SJ00
GM0840 ,1500.0,2013SJ00
GM0840 ,1470.0,2014SJ00
GM0840 ,1450.0,2015SJ00
GM0840 ,1440.0,2016SJ00
GM0840 ,1450.0,2017SJ00
GM0840 ,1500.0,2018SJ00
GM0840 ,1500.0,2019SJ00
GM0840 ,1540.0,2020SJ00
GM0840 ,1560.0,2021SJ00
GM0840 ,1590.0,2022SJ00
GM0840 ,1670.0,2023SJ00
GM0441 ,1640.0,2011SJ00
GM0441 ,1650.0,2012SJ00
GM0441 ,4340.0,2013SJ00
GM0441 ,4210.0,2014SJ00
GM0441 ,4210.0,2015SJ00
GM0441 ,4030.0,2016SJ00
GM0441 ,3910.0,2017SJ00
GM0441 ,3840.0,2018SJ00
GM0441 ,3670.0,2019SJ00
GM0441 ,3510.0,2020SJ00
GM0441 ,3420.0,2021SJ00
GM0441 ,3390.0,2022SJ00
GM0441 ,3320.0,2023SJ00
GM0458 ,580.0,2011SJ00
GM0458 ,570.0,2012SJ00
GM0458 ,560.0,2013SJ00
GM0458 ,520.0,2014SJ00
GM0458 ,,2015SJ00
GM0458 ,,2016SJ00
GM0458 ,,2017SJ00
GM0458 ,,2018SJ00
GM0458 ,,2019SJ00
GM0458 ,,2020SJ00
GM0458 ,,2021SJ00
GM0458 ,,2022SJ00
GM0458 ,,2023SJ00
GM0279 ,1050.0,2011SJ00
GM0279 ,1010.0,2012SJ00
GM0279 ,990.0,2013SJ00
GM0279 ,980.0,2014SJ00
GM0279 ,980.0,2015SJ00
GM0279 ,1020.0,2016SJ00
GM0279 ,1040.0,2017SJ00
GM0279 ,1070.0,2018SJ00
GM0279 ,1040.0,2019SJ00
GM0279 ,1070.0,2020SJ00
GM0279 ,1070.0,2021SJ00
GM0279 ,1060.0,2022SJ00
GM0279 ,1030.0,2023SJ00
GM0606 ,6640.0,2011SJ00
GM0606 ,6590.0,2012SJ00
GM0606 ,6520.0,2013SJ00
GM0606 ,6490.0,2014SJ00
GM0606 ,6550.0,2015SJ00
GM0606 ,6560.0,2016SJ00
GM0606 ,6500.0,2017SJ00
GM0606 ,6410.0,2018SJ00
GM0606 ,6420.0,2019SJ00
GM0606 ,6420.0,2020SJ00
GM0606 ,6510.0,2021SJ00
GM0606 ,6620.0,2022SJ00
GM0606 ,6640.0,2023SJ00
GM0088 ,90.0,2011SJ00
GM0088 ,90.0,2012SJ00
GM0088 ,70.0,2013SJ00
GM0088 ,70.0,2014SJ00
GM0088 ,70.0,2015SJ00
GM0088 ,60.0,2016SJ00
GM0088 ,40.0,2017SJ00
GM0088 ,40.0,2018SJ00
GM0088 ,50.0,2019SJ00
GM0088 ,50.0,2020SJ00
GM0088 ,50.0,2021SJ00
GM0088 ,50.0,2022SJ00
GM0088 ,50.0,2023SJ00
GM0844 ,2200.0,2011SJ00
GM0844 ,2120.0,2012SJ00
GM0844 ,2050.0,2013SJ00
GM0844 ,1980.0,2014SJ00
GM0844 ,1960.0,2015SJ00
GM0844 ,1900.0,2016SJ00
GM0844 ,,2017SJ00
GM0844 ,,2018SJ00
GM0844 ,,2019SJ00
GM0844 ,,2020SJ00
GM0844 ,,2021SJ00
GM0844 ,,2022SJ00
GM0844 ,,2023SJ00
GM0962 ,1040.0,2011SJ00
GM0962 ,980.0,2012SJ00
GM0962 ,1000.0,2013SJ00
GM0962 ,990.0,2014SJ00
GM0962 ,950.0,2015SJ00
GM0962 ,920.0,2016SJ00
GM0962 ,960.0,2017SJ00
GM0962 ,900.0,2018SJ00
GM0962 ,,2019SJ00
GM0962 ,,2020SJ00
GM0962 ,,2021SJ00
GM0962 ,,2022SJ00
GM0962 ,,2023SJ00
GM0608 ,1210.0,2011SJ00
GM0608 ,1180.0,2012SJ00
GM0608 ,1170.0,2013SJ00
GM0608 ,1150.0,2014SJ00
GM0608 ,,2015SJ00
GM0608 ,,2016SJ00
GM0608 ,,2017SJ00
GM0608 ,,2018SJ00
GM0608 ,,2019SJ00
GM0608 ,,2020SJ00
GM0608 ,,2021SJ00
GM0608 ,,2022SJ00
GM0608 ,,2023SJ00
GM1676 ,2950.0,2011SJ00
GM1676 ,2830.0,2012SJ00
GM1676 ,2770.0,2013SJ00
GM1676 ,2690.0,2014SJ00
GM1676 ,2610.0,2015SJ00
GM1676 ,2520.0,2016SJ00
GM1676 ,2500.0,2017SJ00
GM1676 ,2490.0,2018SJ00
GM1676 ,2490.0,2019SJ00
GM1676 ,2470.0,2020SJ00
GM1676 ,2480.0,2021SJ00
GM1676 ,2490.0,2022SJ00
GM1676 ,2530.0,2023SJ00
GM0965 ,810.0,2011SJ00
GM0965 ,790.0,2012SJ00
GM0965 ,790.0,2013SJ00
GM0965 ,770.0,2014SJ00
GM0965 ,740.0,2015SJ00
GM0965 ,700.0,2016SJ00
GM0965 ,700.0,2017SJ00
GM0965 ,690.0,2018SJ00
GM0965 ,690.0,2019SJ00
GM0965 ,670.0,2020SJ00
GM0965 ,640.0,2021SJ00
GM0965 ,660.0,2022SJ00
GM0965 ,650.0,2023SJ00
GM1702 ,1170.0,2011SJ00
GM1702 ,1110.0,2012SJ00
GM1702 ,1040.0,2013SJ00
GM1702 ,980.0,2014SJ00
GM1702 ,910.0,2015SJ00
GM1702 ,880.0,2016SJ00
GM1702 ,860.0,2017SJ00
GM1702 ,850.0,2018SJ00
GM1702 ,840.0,2019SJ00
GM1702 ,820.0,2020SJ00
GM1702 ,860.0,2021SJ00
GM1702 ,,2022SJ00
GM1702 ,,2023SJ00
GM0845 ,2890.0,2011SJ00
GM0845 ,2820.0,2012SJ00
GM0845 ,2700.0,2013SJ00
GM0845 ,2620.0,2014SJ00
GM0845 ,2590.0,2015SJ00
GM0845 ,2530.0,2016SJ00
GM0845 ,2530.0,2017SJ00
GM0845 ,2530.0,2018SJ00
GM0845 ,2530.0,2019SJ00
GM0845 ,2540.0,2020SJ00
GM0845 ,2520.0,2021SJ00
GM0845 ,2550.0,2022SJ00
GM0845 ,2520.0,2023SJ00
GM0846 ,1780.0,2011SJ00
GM0846 ,1710.0,2012SJ00
GM0846 ,1640.0,2013SJ00
GM0846 ,1610.0,2014SJ00
GM0846 ,1550.0,2015SJ00
GM0846 ,1550.0,2016SJ00
GM0846 ,,2017SJ00
GM0846 ,,2018SJ00
GM0846 ,,2019SJ00
GM0846 ,,2020SJ00
GM0846 ,,2021SJ00
GM0846 ,,2022SJ00
GM0846 ,,2023SJ00
GM1883 ,7020.0,2011SJ00
GM1883 ,6820.0,2012SJ00
GM1883 ,6600.0,2013SJ00
GM1883 ,6370.0,2014SJ00
GM1883 ,6300.0,2015SJ00
GM1883 ,6240.0,2016SJ00
GM1883 ,6150.0,2017SJ00
GM1883 ,6080.0,2018SJ00
GM1883 ,5960.0,2019SJ00
GM1883 ,5840.0,2020SJ00
GM1883 ,5730.0,2021SJ00
GM1883 ,5740.0,2022SJ00
GM1883 ,5740.0,2023SJ00
GM0051 ,2960.0,2011SJ00
GM0051 ,2860.0,2012SJ00
GM0051 ,2740.0,2013SJ00
GM0051 ,,2014SJ00
GM0051 ,,2015SJ00
GM0051 ,,2016SJ00
GM0051 ,,2017SJ00
GM0051 ,,2018SJ00
GM0051 ,,2019SJ00
GM0051 ,,2020SJ00
GM0051 ,,2021SJ00
GM0051 ,,2022SJ00
GM0051 ,,2023SJ00
GM0610 ,2420.0,2011SJ00
GM0610 ,2410.0,2012SJ00
GM0610 ,2400.0,2013SJ00
GM0610 ,2410.0,2014SJ00
GM0610 ,2400.0,2015SJ00
GM0610 ,2380.0,2016SJ00
GM0610 ,2410.0,2017SJ00
GM0610 ,2470.0,2018SJ00
GM0610 ,2450.0,2019SJ00
GM0610 ,2440.0,2020SJ00
GM0610 ,2450.0,2021SJ00
GM0610 ,2490.0,2022SJ00
GM0610 ,2490.0,2023SJ00
GM0040 ,1590.0,2011SJ00
GM0040 ,1550.0,2012SJ00
GM0040 ,1500.0,2013SJ00
GM0040 ,1490.0,2014SJ00
GM0040 ,1480.0,2015SJ00
GM0040 ,1490.0,2016SJ00
GM0040 ,1310.0,2017SJ00
GM0040 ,,2018SJ00
GM0040 ,,2019SJ00
GM0040 ,,2020SJ00
GM0040 ,,2021SJ00
GM0040 ,,2022SJ00
GM0040 ,,2023SJ00
GM1714 ,1710.0,2011SJ00
GM1714 ,1670.0,2012SJ00
GM1714 ,1570.0,2013SJ00
GM1714 ,1500.0,2014SJ00
GM1714 ,1450.0,2015SJ00
GM1714 ,1400.0,2016SJ00
GM1714 ,1370.0,2017SJ00
GM1714 ,1330.0,2018SJ00
GM1714 ,1320.0,2019SJ00
GM1714 ,1290.0,2020SJ00
GM1714 ,1320.0,2021SJ00
GM1714 ,1310.0,2022SJ00
GM1714 ,1290.0,2023SJ00
GM0090 ,5340.0,2011SJ00
GM0090 ,5230.0,2012SJ00
GM0090 ,5150.0,2013SJ00
GM0090 ,5060.0,2014SJ00
GM0090 ,4990.0,2015SJ00
GM0090 ,4870.0,2016SJ00
GM0090 ,4820.0,2017SJ00
GM0090 ,4810.0,2018SJ00
GM0090 ,4800.0,2019SJ00
GM0090 ,4640.0,2020SJ00
GM0090 ,4560.0,2021SJ00
GM0090 ,4520.0,2022SJ00
GM0090 ,4550.0,2023SJ00
GM0342 ,4470.0,2011SJ00
GM0342 ,4400.0,2012SJ00
GM0342 ,4340.0,2013SJ00
GM0342 ,4250.0,2014SJ00
GM0342 ,4130.0,2015SJ00
GM0342 ,4070.0,2016SJ00
GM0342 ,4020.0,2017SJ00
GM0342 ,3970.0,2018SJ00
GM0342 ,3900.0,2019SJ00
GM0342 ,3920.0,2020SJ00
GM0342 ,3850.0,2021SJ00
GM0342 ,3840.0,2022SJ00
GM0342 ,3780.0,2023SJ00
GM0847 ,1710.0,2011SJ00
GM0847 ,1620.0,2012SJ00
GM0847 ,1550.0,2013SJ00
GM0847 ,1470.0,2014SJ00
GM0847 ,1420.0,2015SJ00
GM0847 ,1390.0,2016SJ00
GM0847 ,1360.0,2017SJ00
GM0847 ,1340.0,2018SJ00
GM0847 ,1390.0,2019SJ00
GM0847 ,1410.0,2020SJ00
GM0847 ,1490.0,2021SJ00
GM0847 ,1570.0,2022SJ00
GM0847 ,1600.0,2023SJ00
GM0848 ,1640.0,2011SJ00
GM0848 ,1650.0,2012SJ00
GM0848 ,1600.0,2013SJ00
GM0848 ,1590.0,2014SJ00
GM0848 ,1550.0,2015SJ00
GM0848 ,1540.0,2016SJ00
GM0848 ,1520.0,2017SJ00
GM0848 ,1520.0,2018SJ00
GM0848 ,1580.0,2019SJ00
GM0848 ,1560.0,2020SJ00
GM0848 ,1580.0,2021SJ00
GM0848 ,1580.0,2022SJ00
GM0848 ,1570.0,2023SJ00
GM0612 ,6100.0,2011SJ00
GM0612 ,6060.0,2012SJ00
GM0612 ,6060.0,2013SJ00
GM0612 ,6040.0,2014SJ00
GM0612 ,,2015SJ00
GM0612 ,,2016SJ00
GM0612 ,,2017SJ00
GM0612 ,,2018SJ00
GM0612 ,,2019SJ00
GM0612 ,,2020SJ00
GM0612 ,,2021SJ00
GM0612 ,,2022SJ00
GM0612 ,,2023SJ00
