Regiokenmerken,LeerlingenStudenten_1,Perioden
GM0074 ,2190.0,2017SJ00
GM0074 ,2220.0,2018SJ00
GM0074 ,2220.0,2019SJ00
GM0074 ,2190.0,2020SJ00
GM0074 ,2200.0,2021SJ00
GM0074 ,2190.0,2022SJ00
GM0074 ,2150.0,2023SJ00
GM0398 ,2820.0,2011SJ00
GM0398 ,2770.0,2012SJ00
GM0398 ,2740.0,2013SJ00
GM0398 ,2760.0,2014SJ00
GM0398 ,2810.0,2015SJ00
GM0398 ,2760.0,2016SJ00
GM0398 ,2740.0,2017SJ00
GM0398 ,2790.0,2018SJ00
GM0398 ,2770.0,2019SJ00
GM0398 ,2760.0,2020SJ00
GM0398 ,2780.0,2021SJ00
GM0398 ,,2022SJ00
GM0398 ,,2023SJ00
GM0917 ,3210.0,2011SJ00
GM0917 ,3120.0,2012SJ00
GM0917 ,3020.0,2013SJ00
GM0917 ,2930.0,2014SJ00
GM0917 ,2930.0,2015SJ00
GM0917 ,2860.0,2016SJ00
GM0917 ,2880.0,2017SJ00
GM0917 ,2890.0,2018SJ00
GM0917 ,2900.0,2019SJ00
GM0917 ,2880.0,2020SJ00
GM0917 ,2920.0,2021SJ00
GM0917 ,2930.0,2022SJ00
GM0917 ,2870.0,2023SJ00
GM1658 ,720.0,2011SJ00
GM1658 ,710.0,2012SJ00
GM1658 ,690.0,2013SJ00
GM1658 ,690.0,2014SJ00
GM1658 ,680.0,2015SJ00
GM1658 ,660.0,2016SJ00
GM1658 ,640.0,2017SJ00
GM1658 ,630.0,2018SJ00
GM1658 ,640.0,2019SJ00
GM1658 ,640.0,2020SJ00
GM1658 ,640.0,2021SJ00
GM1658 ,630.0,2022SJ00
GM1658 ,610.0,2023SJ00
GM0399 ,1140.0,2011SJ00
GM0399 ,1130.0,2012SJ00
GM0399 ,1090.0,2013SJ00
GM0399 ,1030.0,2014SJ00
GM0399 ,1000.0,2015SJ00
GM0399 ,980.0,2016SJ00
GM0399 ,910.0,2017SJ00
GM0399 ,930.0,2018SJ00
GM0399 ,960.0,2019SJ00
GM0399 ,960.0,2020SJ00
GM0399 ,960.0,2021SJ00
GM0399 ,930.0,2022SJ00
GM0399 ,910.0,2023SJ00
GM0400 ,2390.0,2011SJ00
GM0400 ,2380.0,2012SJ00
GM0400 ,2310.0,2013SJ00
GM0400 ,2310.0,2014SJ00
GM0400 ,2280.0,2015SJ00
GM0400 ,2190.0,2016SJ00
GM0400 ,2150.0,2017SJ00
GM0400 ,2160.0,2018SJ00
GM0400 ,2180.0,2019SJ00
GM0400 ,2130.0,2020SJ00
GM0400 ,2130.0,2021SJ00
GM0400 ,2110.0,2022SJ00
GM0400 ,2070.0,2023SJ00
GM0163 ,1880.0,2011SJ00
GM0163 ,1860.0,2012SJ00
GM0163 ,1780.0,2013SJ00
GM0163 ,1730.0,2014SJ00
GM0163 ,1740.0,2015SJ00
GM0163 ,1720.0,2016SJ00
GM0163 ,1630.0,2017SJ00
GM0163 ,1560.0,2018SJ00
GM0163 ,1480.0,2019SJ00
GM0163 ,1450.0,2020SJ00
GM0163 ,1440.0,2021SJ00
GM0163 ,1420.0,2022SJ00
GM0163 ,1400.0,2023SJ00
GM0530 ,1730.0,2011SJ00
GM0530 ,1680.0,2012SJ00
GM0530 ,1700.0,2013SJ00
GM0530 ,1670.0,2014SJ00
GM0530 ,1640.0,2015SJ00
GM0530 ,1620.0,2016SJ00
GM0530 ,1630.0,2017SJ00
GM0530 ,1650.0,2018SJ00
GM0530 ,1590.0,2019SJ00
GM0530 ,1620.0,2020SJ00
GM0530 ,1580.0,2021SJ00
GM0530 ,1590.0,2022SJ00
GM0530 ,,2023SJ00
GM0794 ,4740.0,2011SJ00
GM0794 ,4700.0,2012SJ00
GM0794 ,4640.0,2013SJ00
GM0794 ,4600.0,2014SJ00
GM0794 ,4530.0,2015SJ00
GM0794 ,4390.0,2016SJ00
GM0794 ,4250.0,2017SJ00
GM0794 ,4160.0,2018SJ00
GM0794 ,4080.0,2019SJ00
GM0794 ,3970.0,2020SJ00
GM0794 ,3870.0,2021SJ00
GM0794 ,3840.0,2022SJ00
GM0794 ,3760.0,2023SJ00
GM0531 ,1610.0,2011SJ00
GM0531 ,1610.0,2012SJ00
GM0531 ,1610.0,2013SJ00
GM0531 ,1630.0,2014SJ00
GM0531 ,1670.0,2015SJ00
GM0531 ,1680.0,2016SJ00
GM0531 ,1730.0,2017SJ00
GM0531 ,1780.0,2018SJ00
GM0531 ,1800.0,2019SJ00
GM0531 ,1820.0,2020SJ00
GM0531 ,1780.0,2021SJ00
GM0531 ,1760.0,2022SJ00
GM0531 ,1780.0,2023SJ00
GM0164 ,4040.0,2011SJ00
GM0164 ,3890.0,2012SJ00
GM0164 ,3850.0,2013SJ00
GM0164 ,3780.0,2014SJ00
GM0164 ,3610.0,2015SJ00
GM0164 ,3480.0,2016SJ00
GM0164 ,3370.0,2017SJ00
GM0164 ,3250.0,2018SJ00
GM0164 ,3170.0,2019SJ00
GM0164 ,3090.0,2020SJ00
GM0164 ,2980.0,2021SJ00
GM0164 ,2950.0,2022SJ00
GM0164 ,2880.0,2023SJ00
GM0796 ,6250.0,2011SJ00
GM0796 ,6170.0,2012SJ00
GM0796 ,6140.0,2013SJ00
GM0796 ,6140.0,2014SJ00
GM0796 ,6490.0,2015SJ00
GM0796 ,6510.0,2016SJ00
GM0796 ,6480.0,2017SJ00
GM0796 ,6320.0,2018SJ00
GM0796 ,6290.0,2019SJ00
GM0796 ,6250.0,2020SJ00
GM0796 ,6140.0,2021SJ00
GM0796 ,6170.0,2022SJ00
GM0796 ,6110.0,2023SJ00
GM0252 ,880.0,2011SJ00
GM0252 ,850.0,2012SJ00
GM0252 ,800.0,2013SJ00
GM0252 ,750.0,2014SJ00
GM0252 ,730.0,2015SJ00
GM0252 ,710.0,2016SJ00
GM0252 ,680.0,2017SJ00
GM0252 ,690.0,2018SJ00
GM0252 ,660.0,2019SJ00
GM0252 ,640.0,2020SJ00
GM0252 ,610.0,2021SJ00
GM0252 ,620.0,2022SJ00
GM0252 ,630.0,2023SJ00
GM0797 ,2050.0,2011SJ00
GM0797 ,2000.0,2012SJ00
GM0797 ,1980.0,2013SJ00
GM0797 ,1940.0,2014SJ00
GM0797 ,1930.0,2015SJ00
GM0797 ,1940.0,2016SJ00
GM0797 ,1900.0,2017SJ00
GM0797 ,1880.0,2018SJ00
GM0797 ,1880.0,2019SJ00
GM0797 ,1880.0,2020SJ00
GM0797 ,1840.0,2021SJ00
GM0797 ,1820.0,2022SJ00
GM0797 ,1850.0,2023SJ00
GM0534 ,980.0,2011SJ00
GM0534 ,990.0,2012SJ00
GM0534 ,950.0,2013SJ00
GM0534 ,980.0,2014SJ00
GM0534 ,960.0,2015SJ00
GM0534 ,940.0,2016SJ00
GM0534 ,930.0,2017SJ00
GM0534 ,960.0,2018SJ00
GM0534 ,950.0,2019SJ00
GM0534 ,920.0,2020SJ00
GM0534 ,890.0,2021SJ00
GM0534 ,850.0,2022SJ00
GM0534 ,860.0,2023SJ00
GM0798 ,800.0,2011SJ00
GM0798 ,780.0,2012SJ00
GM0798 ,760.0,2013SJ00
GM0798 ,720.0,2014SJ00
GM0798 ,710.0,2015SJ00
GM0798 ,670.0,2016SJ00
GM0798 ,660.0,2017SJ00
GM0798 ,610.0,2018SJ00
GM0798 ,620.0,2019SJ00
GM0798 ,600.0,2020SJ00
GM0798 ,570.0,2021SJ00
GM0798 ,580.0,2022SJ00
GM0798 ,570.0,2023SJ00
GM0402 ,3990.0,2011SJ00
GM0402 ,4010.0,2012SJ00
GM0402 ,4000.0,2013SJ00
GM0402 ,3980.0,2014SJ00
GM0402 ,4010.0,2015SJ00
GM0402 ,4060.0,2016SJ00
GM0402 ,4030.0,2017SJ00
GM0402 ,4080.0,2018SJ00
GM0402 ,4050.0,2019SJ00
GM0402 ,4080.0,2020SJ00
GM0402 ,4110.0,2021SJ00
GM0402 ,4090.0,2022SJ00
GM0402 ,4100.0,2023SJ00
GM1963 ,,2011SJ00
GM1963 ,,2012SJ00
GM1963 ,,2013SJ00
GM1963 ,,2014SJ00
GM1963 ,,2015SJ00
GM1963 ,,2016SJ00
GM1963 ,,2017SJ00
GM1963 ,,2018SJ00
GM1963 ,3740.0,2019SJ00
GM1963 ,3760.0,2020SJ00
GM1963 ,3740.0,2021SJ00
GM1963 ,3750.0,2022SJ00
GM1963 ,3740.0,2023SJ00
GM1735 ,1780.0,2011SJ00
GM1735 ,1730.0,2012SJ00
GM1735 ,1660.0,2013SJ00
GM1735 ,1610.0,2014SJ00
GM1735 ,1520.0,2015SJ00
GM1735 ,1450.0,2016SJ00
GM1735 ,1430.0,2017SJ00
GM1735 ,1380.0,2018SJ00
GM1735 ,1370.0,2019SJ00
GM1735 ,1310.0,2020SJ00
GM1735 ,1280.0,2021SJ00
GM1735 ,1280.0,2022SJ00
GM1735 ,1270.0,2023SJ00
GM1966 ,,2011SJ00
GM1966 ,,2012SJ00
GM1966 ,,2013SJ00
GM1966 ,,2014SJ00
GM1966 ,,2015SJ00
GM1966 ,,2016SJ00
GM1966 ,,2017SJ00
GM1966 ,,2018SJ00
GM1966 ,1920.0,2019SJ00
GM1966 ,1860.0,2020SJ00
GM1966 ,1870.0,2021SJ00
GM1966 ,1900.0,2022SJ00
GM1966 ,1830.0,2023SJ00
GM1911 ,,2011SJ00
GM1911 ,2490.0,2012SJ00
GM1911 ,2380.0,2013SJ00
GM1911 ,2270.0,2014SJ00
GM1911 ,2210.0,2015SJ00
GM1911 ,2120.0,2016SJ00
GM1911 ,2070.0,2017SJ00
GM1911 ,2060.0,2018SJ00
GM1911 ,1980.0,2019SJ00
GM1911 ,1950.0,2020SJ00
GM1911 ,1910.0,2021SJ00
GM1911 ,1910.0,2022SJ00
GM1911 ,1890.0,2023SJ00
GM0118 ,2760.0,2011SJ00
GM0118 ,2730.0,2012SJ00
GM0118 ,2700.0,2013SJ00
GM0118 ,2670.0,2014SJ00
GM0118 ,2690.0,2015SJ00
GM0118 ,2650.0,2016SJ00
GM0118 ,2600.0,2017SJ00
GM0118 ,2580.0,2018SJ00
GM0118 ,2530.0,2019SJ00
GM0118 ,2420.0,2020SJ00
GM0118 ,2340.0,2021SJ00
GM0118 ,2270.0,2022SJ00
GM0118 ,2240.0,2023SJ00
GM0018 ,1560.0,2011SJ00
GM0018 ,1510.0,2012SJ00
GM0018 ,1490.0,2013SJ00
GM0018 ,1450.0,2014SJ00
GM0018 ,1430.0,2015SJ00
GM0018 ,1410.0,2016SJ00
GM0018 ,1390.0,2017SJ00
GM0018 ,,2018SJ00
GM0018 ,,2019SJ00
GM0018 ,,2020SJ00
GM0018 ,,2021SJ00
GM0018 ,,2022SJ00
GM0018 ,,2023SJ00
GM0405 ,3590.0,2011SJ00
GM0405 ,3500.0,2012SJ00
GM0405 ,3410.0,2013SJ00
GM0405 ,3430.0,2014SJ00
GM0405 ,3420.0,2015SJ00
GM0405 ,3360.0,2016SJ00
GM0405 ,3350.0,2017SJ00
GM0405 ,3300.0,2018SJ00
GM0405 ,3300.0,2019SJ00
GM0405 ,3250.0,2020SJ00
GM0405 ,3300.0,2021SJ00
GM0405 ,3190.0,2022SJ00
GM0405 ,3170.0,2023SJ00
GM1507 ,2040.0,2011SJ00
GM1507 ,1970.0,2012SJ00
GM1507 ,1910.0,2013SJ00
GM1507 ,1810.0,2014SJ00
GM1507 ,1800.0,2015SJ00
GM1507 ,1760.0,2016SJ00
GM1507 ,1690.0,2017SJ00
GM1507 ,1630.0,2018SJ00
GM1507 ,1630.0,2019SJ00
GM1507 ,1600.0,2020SJ00
GM1507 ,1590.0,2021SJ00
GM1507 ,1570.0,2022SJ00
GM1507 ,1520.0,2023SJ00
GM0321 ,2930.0,2011SJ00
GM0321 ,2960.0,2012SJ00
GM0321 ,2950.0,2013SJ00
GM0321 ,2920.0,2014SJ00
GM0321 ,2900.0,2015SJ00
GM0321 ,2870.0,2016SJ00
GM0321 ,2790.0,2017SJ00
GM0321 ,2710.0,2018SJ00
GM0321 ,2600.0,2019SJ00
GM0321 ,2480.0,2020SJ00
GM0321 ,2460.0,2021SJ00
GM0321 ,2350.0,2022SJ00
GM0321 ,2320.0,2023SJ00
GM0406 ,2050.0,2011SJ00
GM0406 ,1990.0,2012SJ00
GM0406 ,1970.0,2013SJ00
GM0406 ,1910.0,2014SJ00
GM0406 ,1870.0,2015SJ00
GM0406 ,1780.0,2016SJ00
GM0406 ,1780.0,2017SJ00
GM0406 ,1760.0,2018SJ00
GM0406 ,1730.0,2019SJ00
GM0406 ,1680.0,2020SJ00
GM0406 ,1610.0,2021SJ00
GM0406 ,1650.0,2022SJ00
GM0406 ,1650.0,2023SJ00
GM0677 ,1070.0,2011SJ00
GM0677 ,1020.0,2012SJ00
GM0677 ,990.0,2013SJ00
GM0677 ,930.0,2014SJ00
GM0677 ,890.0,2015SJ00
GM0677 ,830.0,2016SJ00
GM0677 ,800.0,2017SJ00
GM0677 ,830.0,2018SJ00
GM0677 ,830.0,2019SJ00
GM0677 ,830.0,2020SJ00
GM0677 ,820.0,2021SJ00
GM0677 ,850.0,2022SJ00
GM0677 ,840.0,2023SJ00
GM0353 ,2030.0,2011SJ00
GM0353 ,1960.0,2012SJ00
GM0353 ,1880.0,2013SJ00
GM0353 ,1820.0,2014SJ00
GM0353 ,1740.0,2015SJ00
GM0353 ,1640.0,2016SJ00
GM0353 ,1640.0,2017SJ00
GM0353 ,1550.0,2018SJ00
GM0353 ,1510.0,2019SJ00
GM0353 ,1450.0,2020SJ00
GM0353 ,1420.0,2021SJ00
GM0353 ,1370.0,2022SJ00
GM0353 ,1330.0,2023SJ00
GM1884 ,1310.0,2011SJ00
GM1884 ,1270.0,2012SJ00
GM1884 ,1240.0,2013SJ00
GM1884 ,1190.0,2014SJ00
GM1884 ,1160.0,2015SJ00
GM1884 ,1140.0,2016SJ00
GM1884 ,1130.0,2017SJ00
GM1884 ,1150.0,2018SJ00
GM1884 ,1130.0,2019SJ00
GM1884 ,1150.0,2020SJ00
GM1884 ,1150.0,2021SJ00
GM1884 ,1160.0,2022SJ00
GM1884 ,1190.0,2023SJ00
GM0166 ,2850.0,2011SJ00
GM0166 ,2840.0,2012SJ00
GM0166 ,2830.0,2013SJ00
GM0166 ,2830.0,2014SJ00
GM0166 ,2830.0,2015SJ00
GM0166 ,2810.0,2016SJ00
GM0166 ,2790.0,2017SJ00
GM0166 ,2820.0,2018SJ00
GM0166 ,2780.0,2019SJ00
GM0166 ,2820.0,2020SJ00
GM0166 ,2780.0,2021SJ00
GM0166 ,2770.0,2022SJ00
GM0166 ,2750.0,2023SJ00
GM0678 ,690.0,2011SJ00
GM0678 ,710.0,2012SJ00
GM0678 ,720.0,2013SJ00
GM0678 ,700.0,2014SJ00
GM0678 ,680.0,2015SJ00
GM0678 ,690.0,2016SJ00
GM0678 ,660.0,2017SJ00
GM0678 ,670.0,2018SJ00
GM0678 ,650.0,2019SJ00
GM0678 ,630.0,2020SJ00
GM0678 ,610.0,2021SJ00
GM0678 ,580.0,2022SJ00
GM0678 ,570.0,2023SJ00
GM0537 ,3310.0,2011SJ00
GM0537 ,3350.0,2012SJ00
GM0537 ,3330.0,2013SJ00
GM0537 ,3280.0,2014SJ00
GM0537 ,3360.0,2015SJ00
GM0537 ,3320.0,2016SJ00
GM0537 ,3290.0,2017SJ00
GM0537 ,3230.0,2018SJ00
GM0537 ,3150.0,2019SJ00
GM0537 ,3090.0,2020SJ00
GM0537 ,3090.0,2021SJ00
GM0537 ,3120.0,2022SJ00
GM0537 ,3090.0,2023SJ00
GM0928 ,1540.0,2011SJ00
GM0928 ,1550.0,2012SJ00
GM0928 ,1530.0,2013SJ00
GM0928 ,1490.0,2014SJ00
GM0928 ,1480.0,2015SJ00
GM0928 ,1480.0,2016SJ00
GM0928 ,1470.0,2017SJ00
GM0928 ,1460.0,2018SJ00
GM0928 ,1480.0,2019SJ00
GM0928 ,1460.0,2020SJ00
GM0928 ,1420.0,2021SJ00
GM0928 ,1390.0,2022SJ00
GM0928 ,1360.0,2023SJ00
GM1598 ,1240.0,2011SJ00
GM1598 ,1210.0,2012SJ00
GM1598 ,1160.0,2013SJ00
GM1598 ,1110.0,2014SJ00
GM1598 ,1070.0,2015SJ00
GM1598 ,1020.0,2016SJ00
GM1598 ,1010.0,2017SJ00
GM1598 ,980.0,2018SJ00
GM1598 ,980.0,2019SJ00
GM1598 ,970.0,2020SJ00
GM1598 ,960.0,2021SJ00
GM1598 ,980.0,2022SJ00
GM1598 ,970.0,2023SJ00
GM0079 ,670.0,2011SJ00
GM0079 ,640.0,2012SJ00
GM0079 ,670.0,2013SJ00
GM0079 ,660.0,2014SJ00
GM0079 ,650.0,2015SJ00
GM0079 ,620.0,2016SJ00
GM0079 ,620.0,2017SJ00
GM0079 ,590.0,2018SJ00
GM0079 ,,2019SJ00
GM0079 ,,2020SJ00
GM0079 ,,2021SJ00
GM0079 ,,2022SJ00
GM0079 ,,2023SJ00
GM0588 ,570.0,2011SJ00
GM0588 ,560.0,2012SJ00
GM0588 ,550.0,2013SJ00
GM0588 ,540.0,2014SJ00
GM0588 ,500.0,2015SJ00
GM0588 ,480.0,2016SJ00
GM0588 ,470.0,2017SJ00
GM0588 ,470.0,2018SJ00
GM0588 ,,2019SJ00
GM0588 ,,2020SJ00
GM0588 ,,2021SJ00
GM0588 ,,2022SJ00
GM0588 ,,2023SJ00
GM0542 ,1420.0,2011SJ00
GM0542 ,1400.0,2012SJ00
GM0542 ,1410.0,2013SJ00
GM0542 ,1370.0,2014SJ00
GM0542 ,1320.0,2015SJ00
GM0542 ,1320.0,2016SJ00
GM0542 ,1320.0,2017SJ00
GM0542 ,1330.0,2018SJ00
GM0542 ,1330.0,2019SJ00
GM0542 ,1380.0,2020SJ00
GM0542 ,1360.0,2021SJ00
GM0542 ,1360.0,2022SJ00
GM0542 ,1380.0,2023SJ00
GM1931 ,,2011SJ00
GM1931 ,,2012SJ00
GM1931 ,,2013SJ00
GM1931 ,,2014SJ00
GM1931 ,2520.0,2015SJ00
GM1931 ,2510.0,2016SJ00
GM1931 ,2500.0,2017SJ00
GM1931 ,2480.0,2018SJ00
GM1931 ,2500.0,2019SJ00
GM1931 ,2510.0,2020SJ00
GM1931 ,2470.0,2021SJ00
GM1931 ,2460.0,2022SJ00
GM1931 ,2480.0,2023SJ00
GM1659 ,1100.0,2011SJ00
GM1659 ,1080.0,2012SJ00
GM1659 ,1060.0,2013SJ00
GM1659 ,1040.0,2014SJ00
GM1659 ,1010.0,2015SJ00
GM1659 ,990.0,2016SJ00
GM1659 ,950.0,2017SJ00
GM1659 ,940.0,2018SJ00
GM1659 ,910.0,2019SJ00
GM1659 ,870.0,2020SJ00
GM1659 ,870.0,2021SJ00
GM1659 ,840.0,2022SJ00
GM1659 ,830.0,2023SJ00
GM1982 ,,2011SJ00
GM1982 ,,2012SJ00
GM1982 ,,2013SJ00
GM1982 ,,2014SJ00
GM1982 ,,2015SJ00
GM1982 ,,2016SJ00
GM1982 ,,2017SJ00
GM1982 ,,2018SJ00
GM1982 ,,2019SJ00
GM1982 ,,2020SJ00
GM1982 ,,2021SJ00
GM1982 ,3300.0,2022SJ00
GM1982 ,3270.0,2023SJ00
GM1685 ,740.0,2011SJ00
GM1685 ,710.0,2012SJ00
GM1685 ,690.0,2013SJ00
GM1685 ,680.0,2014SJ00
GM1685 ,670.0,2015SJ00
GM1685 ,670.0,2016SJ00
GM1685 ,650.0,2017SJ00
GM1685 ,640.0,2018SJ00
GM1685 ,640.0,2019SJ00
GM1685 ,660.0,2020SJ00
GM1685 ,640.0,2021SJ00
GM1685 ,,2022SJ00
GM1685 ,,2023SJ00
GM0882 ,1370.0,2011SJ00
GM0882 ,1350.0,2012SJ00
GM0882 ,1300.0,2013SJ00
GM0882 ,1270.0,2014SJ00
GM0882 ,1260.0,2015SJ00
GM0882 ,1230.0,2016SJ00
GM0882 ,1230.0,2017SJ00
GM0882 ,1260.0,2018SJ00
GM0882 ,1270.0,2019SJ00
GM0882 ,1240.0,2020SJ00
GM0882 ,1220.0,2021SJ00
GM0882 ,1210.0,2022SJ00
GM0882 ,1190.0,2023SJ00
GM0415 ,470.0,2011SJ00
GM0415 ,470.0,2012SJ00
GM0415 ,440.0,2013SJ00
GM0415 ,440.0,2014SJ00
GM0415 ,470.0,2015SJ00
GM0415 ,480.0,2016SJ00
GM0415 ,540.0,2017SJ00
GM0415 ,530.0,2018SJ00
GM0415 ,540.0,2019SJ00
GM0415 ,560.0,2020SJ00
GM0415 ,560.0,2021SJ00
GM0415 ,550.0,2022SJ00
GM0415 ,540.0,2023SJ00
GM0416 ,1470.0,2011SJ00
GM0416 ,1410.0,2012SJ00
GM0416 ,1370.0,2013SJ00
GM0416 ,1350.0,2014SJ00
GM0416 ,1310.0,2015SJ00
GM0416 ,1270.0,2016SJ00
GM0416 ,1220.0,2017SJ00
GM0416 ,1190.0,2018SJ00
GM0416 ,1220.0,2019SJ00
GM0416 ,1170.0,2020SJ00
GM0416 ,1140.0,2021SJ00
GM0416 ,,2022SJ00
GM0416 ,,2023SJ00
GM1621 ,3490.0,2011SJ00
GM1621 ,3580.0,2012SJ00
GM1621 ,3580.0,2013SJ00
GM1621 ,3630.0,2014SJ00
GM1621 ,3670.0,2015SJ00
GM1621 ,3660.0,2016SJ00
GM1621 ,3750.0,2017SJ00
GM1621 ,3710.0,2018SJ00
GM1621 ,3730.0,2019SJ00
GM1621 ,3660.0,2020SJ00
GM1621 ,3650.0,2021SJ00
GM1621 ,3630.0,2022SJ00
GM1621 ,3540.0,2023SJ00
GM0417 ,570.0,2011SJ00
GM0417 ,540.0,2012SJ00
GM0417 ,510.0,2013SJ00
GM0417 ,490.0,2014SJ00
GM0417 ,480.0,2015SJ00
GM0417 ,490.0,2016SJ00
GM0417 ,500.0,2017SJ00
GM0417 ,480.0,2018SJ00
GM0417 ,490.0,2019SJ00
GM0417 ,480.0,2020SJ00
GM0417 ,510.0,2021SJ00
GM0417 ,510.0,2022SJ00
GM0417 ,490.0,2023SJ00
GM0022 ,1010.0,2011SJ00
GM0022 ,990.0,2012SJ00
GM0022 ,950.0,2013SJ00
GM0022 ,930.0,2014SJ00
GM0022 ,900.0,2015SJ00
GM0022 ,880.0,2016SJ00
GM0022 ,870.0,2017SJ00
GM0022 ,860.0,2018SJ00
GM0022 ,,2019SJ00
GM0022 ,,2020SJ00
GM0022 ,,2021SJ00
GM0022 ,,2022SJ00
GM0022 ,,2023SJ00
GM0545 ,1100.0,2011SJ00
GM0545 ,1030.0,2012SJ00
GM0545 ,1000.0,2013SJ00
GM0545 ,950.0,2014SJ00
GM0545 ,920.0,2015SJ00
GM0545 ,930.0,2016SJ00
GM0545 ,920.0,2017SJ00
GM0545 ,900.0,2018SJ00
GM0545 ,,2019SJ00
GM0545 ,,2020SJ00
GM0545 ,,2021SJ00
GM0545 ,,2022SJ00
GM0545 ,,2023SJ00
GM0080 ,3790.0,2011SJ00
GM0080 ,3830.0,2012SJ00
GM0080 ,3850.0,2013SJ00
GM0080 ,4410.0,2014SJ00
GM0080 ,4380.0,2015SJ00
GM0080 ,4410.0,2016SJ00
GM0080 ,4420.0,2017SJ00
GM0080 ,5050.0,2018SJ00
GM0080 ,5020.0,2019SJ00
GM0080 ,4960.0,2020SJ00
GM0080 ,4910.0,2021SJ00
GM0080 ,4850.0,2022SJ00
GM0080 ,4860.0,2023SJ00
GM0081 ,510.0,2011SJ00
GM0081 ,490.0,2012SJ00
GM0081 ,470.0,2013SJ00
GM0081 ,470.0,2014SJ00
GM0081 ,440.0,2015SJ00
GM0081 ,420.0,2016SJ00
GM0081 ,430.0,2017SJ00
GM0081 ,,2018SJ00
GM0081 ,,2019SJ00
GM0081 ,,2020SJ00
GM0081 ,,2021SJ00
GM0081 ,,2022SJ00
GM0081 ,,2023SJ00
GM0546 ,4410.0,2011SJ00
GM0546 ,4340.0,2012SJ00
GM0546 ,4290.0,2013SJ00
GM0546 ,4250.0,2014SJ00
GM0546 ,4300.0,2015SJ00
GM0546 ,4310.0,2016SJ00
GM0546 ,4320.0,2017SJ00
GM0546 ,4290.0,2018SJ00
GM0546 ,4290.0,2019SJ00
GM0546 ,4190.0,2020SJ00
GM0546 ,4080.0,2021SJ00
GM0546 ,4000.0,2022SJ00
GM0546 ,3930.0,2023SJ00
GM0547 ,1320.0,2011SJ00
GM0547 ,1290.0,2012SJ00
GM0547 ,1240.0,2013SJ00
GM0547 ,1220.0,2014SJ00
GM0547 ,1210.0,2015SJ00
GM0547 ,1200.0,2016SJ00
GM0547 ,1180.0,2017SJ00
GM0547 ,1180.0,2018SJ00
GM0547 ,1190.0,2019SJ00
GM0547 ,1170.0,2020SJ00
GM0547 ,1170.0,2021SJ00
GM0547 ,1150.0,2022SJ00
GM0547 ,1140.0,2023SJ00
GM1916 ,3000.0,2011SJ00
GM1916 ,3060.0,2012SJ00
GM1916 ,3080.0,2013SJ00
GM1916 ,3080.0,2014SJ00
GM1916 ,3120.0,2015SJ00
GM1916 ,3170.0,2016SJ00
GM1916 ,3160.0,2017SJ00
GM1916 ,3230.0,2018SJ00
GM1916 ,3270.0,2019SJ00
GM1916 ,3270.0,2020SJ00
GM1916 ,3230.0,2021SJ00
GM1916 ,3220.0,2022SJ00
GM1916 ,3250.0,2023SJ00
GM0995 ,4070.0,2011SJ00
GM0995 ,4080.0,2012SJ00
GM0995 ,4060.0,2013SJ00
GM0995 ,4010.0,2014SJ00
GM0995 ,3960.0,2015SJ00
GM0995 ,3960.0,2016SJ00
GM0995 ,3910.0,2017SJ00
GM0995 ,3850.0,2018SJ00
GM0995 ,3820.0,2019SJ00
GM0995 ,3810.0,2020SJ00
GM0995 ,3820.0,2021SJ00
GM0995 ,3840.0,2022SJ00
GM0995 ,3730.0,2023SJ00
GM0082 ,750.0,2011SJ00
GM0082 ,730.0,2012SJ00
GM0082 ,710.0,2013SJ00
GM0082 ,,2014SJ00
GM0082 ,,2015SJ00
GM0082 ,,2016SJ00
GM0082 ,,2017SJ00
GM0082 ,,2018SJ00
GM0082 ,,2019SJ00
GM0082 ,,2020SJ00
GM0082 ,,2021SJ00
GM0082 ,,2022SJ00
GM0082 ,,2023SJ00
GM1640 ,1560.0,2011SJ00
GM1640 ,1470.0,2012SJ00
GM1640 ,1440.0,2013SJ00
GM1640 ,1380.0,2014SJ00
GM1640 ,1320.0,2015SJ00
GM1640 ,1270.0,2016SJ00
GM1640 ,1250.0,2017SJ00
GM1640 ,1240.0,2018SJ00
GM1640 ,1210.0,2019SJ00
GM1640 ,1150.0,2020SJ00
GM1640 ,1110.0,2021SJ00
GM1640 ,1080.0,2022SJ00
GM1640 ,1060.0,2023SJ00
GM0327 ,1460.0,2011SJ00
GM0327 ,1470.0,2012SJ00
GM0327 ,1430.0,2013SJ00
GM0327 ,1420.0,2014SJ00
GM0327 ,1370.0,2015SJ00
GM0327 ,1370.0,2016SJ00
GM0327 ,1380.0,2017SJ00
GM0327 ,1380.0,2018SJ00
GM0327 ,1380.0,2019SJ00
GM0327 ,1370.0,2020SJ00
GM0327 ,1350.0,2021SJ00
GM0327 ,1330.0,2022SJ00
GM0327 ,1340.0,2023SJ00
GM0694 ,570.0,2011SJ00
GM0694 ,570.0,2012SJ00
GM0694 ,,2013SJ00
GM0694 ,,2014SJ00
GM0694 ,,2015SJ00
GM0694 ,,2016SJ00
GM0694 ,,2017SJ00
GM0694 ,,2018SJ00
GM0694 ,,2019SJ00
GM0694 ,,2020SJ00
GM0694 ,,2021SJ00
GM0694 ,,2022SJ00
GM0694 ,,2023SJ00
GM0733 ,570.0,2011SJ00
GM0733 ,570.0,2012SJ00
GM0733 ,550.0,2013SJ00
