RegioS,MannenEnVrouwen_4,Perioden
GM0168,8.8,1994JJ00
GM0168,11.4,1995JJ00
GM0168,10.6,1996JJ00
GM0168,10.5,1997JJ00
GM0168,9.9,1998JJ00
GM0168,11.5,1999JJ00
GM0168,10.7,2000JJ00
GM0168,9.5,2001JJ00
GM0168,9.0,2002JJ00
GM0168,10.0,2003JJ00
GM0168,8.2,2004JJ00
GM0168,9.6,2005JJ00
GM0168,8.9,2006JJ00
GM0168,7.6,2007JJ00
GM0168,8.7,2008JJ00
GM0168,8.9,2009JJ00
GM0168,8.5,2010JJ00
GM0168,9.4,2011JJ00
GM0168,9.9,2012JJ00
GM0168,10.8,2013JJ00
GM0168,9.3,2014JJ00
GM0168,10.7,2015JJ00
GM0168,9.9,2016JJ00
GM0168,10.1,2017JJ00
GM0168,9.0,2018JJ00
GM0168,9.8,2019JJ00
GM0168,11.5,2020JJ00
GM0168,11.2,2021JJ00
GM0168,9.5,2022JJ00
GM0168,10.4,2023JJ00
GM0810,6.7,1988JJ00
GM0810,7.0,1989JJ00
GM0810,4.9,1990JJ00
GM0810,6.3,1991JJ00
GM0810,4.2,1992JJ00
GM0810,4.2,1993JJ00
GM0810,3.1,1994JJ00
GM0810,6.9,1995JJ00
GM0810,4.5,1996JJ00
GM0810,,1997JJ00
GM0810,,1998JJ00
GM0810,,1999JJ00
GM0810,,2000JJ00
GM0810,,2001JJ00
GM0810,,2002JJ00
GM0810,,2003JJ00
GM0810,,2004JJ00
GM0810,,2005JJ00
GM0810,,2006JJ00
GM0810,,2007JJ00
GM0810,,2008JJ00
GM0810,,2009JJ00
GM0810,,2010JJ00
GM0810,,2011JJ00
GM0810,,2012JJ00
GM0810,,2013JJ00
GM0810,,2014JJ00
GM0810,,2015JJ00
GM0810,,2016JJ00
GM0810,,2017JJ00
GM0810,,2018JJ00
GM0810,,2019JJ00
GM0810,,2020JJ00
GM0810,,2021JJ00
GM0810,,2022JJ00
GM0810,,2023JJ00
GM0811,6.2,1988JJ00
GM0811,5.6,1989JJ00
GM0811,5.3,1990JJ00
GM0811,6.3,1991JJ00
GM0811,4.1,1992JJ00
GM0811,6.5,1993JJ00
GM0811,6.8,1994JJ00
GM0811,7.9,1995JJ00
GM0811,6.2,1996JJ00
GM0811,,1997JJ00
GM0811,,1998JJ00
GM0811,,1999JJ00
GM0811,,2000JJ00
GM0811,,2001JJ00
GM0811,,2002JJ00
GM0811,,2003JJ00
GM0811,,2004JJ00
GM0811,,2005JJ00
GM0811,,2006JJ00
GM0811,,2007JJ00
GM0811,,2008JJ00
GM0811,,2009JJ00
GM0811,,2010JJ00
GM0811,,2011JJ00
GM0811,,2012JJ00
GM0811,,2013JJ00
GM0811,,2014JJ00
GM0811,,2015JJ00
GM0811,,2016JJ00
GM0811,,2017JJ00
GM0811,,2018JJ00
GM0811,,2019JJ00
GM0811,,2020JJ00
GM0811,,2021JJ00
GM0811,,2022JJ00
GM0811,,2023JJ00
GM0332,8.5,1988JJ00
GM0332,6.8,1989JJ00
GM0332,5.2,1990JJ00
GM0332,8.2,1991JJ00
GM0332,6.1,1992JJ00
GM0332,8.7,1993JJ00
GM0332,7.6,1994JJ00
GM0332,5.6,1995JJ00
GM0332,5.4,1996JJ00
GM0332,7.1,1997JJ00
GM0332,6.5,1998JJ00
GM0332,8.4,1999JJ00
GM0332,6.8,2000JJ00
GM0332,8.6,2001JJ00
GM0332,7.1,2002JJ00
GM0332,6.3,2003JJ00
GM0332,6.1,2004JJ00
GM0332,6.9,2005JJ00
GM0332,,2006JJ00
GM0332,,2007JJ00
GM0332,,2008JJ00
GM0332,,2009JJ00
GM0332,,2010JJ00
GM0332,,2011JJ00
GM0332,,2012JJ00
GM0332,,2013JJ00
GM0332,,2014JJ00
GM0332,,2015JJ00
GM0332,,2016JJ00
GM0332,,2017JJ00
GM0332,,2018JJ00
GM0332,,2019JJ00
GM0332,,2020JJ00
GM0332,,2021JJ00
GM0332,,2022JJ00
GM0332,,2023JJ00
GM0333,4.7,1988JJ00
GM0333,4.1,1989JJ00
GM0333,5.2,1990JJ00
GM0333,4.8,1991JJ00
GM0333,5.0,1992JJ00
GM0333,5.4,1993JJ00
GM0333,5.2,1994JJ00
GM0333,5.3,1995JJ00
GM0333,6.0,1996JJ00
GM0333,5.7,1997JJ00
GM0333,6.5,1998JJ00
GM0333,6.1,1999JJ00
GM0333,5.8,2000JJ00
GM0333,5.8,2001JJ00
GM0333,6.7,2002JJ00
GM0333,6.2,2003JJ00
GM0333,6.8,2004JJ00
GM0333,6.8,2005JJ00
GM0333,6.5,2006JJ00
GM0333,6.0,2007JJ00
GM0333,6.4,2008JJ00
GM0333,7.1,2009JJ00
GM0333,7.8,2010JJ00
GM0333,,2011JJ00
GM0333,,2012JJ00
GM0333,,2013JJ00
GM0333,,2014JJ00
GM0333,,2015JJ00
GM0333,,2016JJ00
GM0333,,2017JJ00
GM0333,,2018JJ00
GM0333,,2019JJ00
GM0333,,2020JJ00
GM0333,,2021JJ00
GM0333,,2022JJ00
GM0333,,2023JJ00
GM0334,7.5,1988JJ00
GM0334,7.5,1989JJ00
GM0334,7.9,1990JJ00
GM0334,8.7,1991JJ00
GM0334,9.0,1992JJ00
GM0334,9.0,1993JJ00
GM0334,7.1,1994JJ00
GM0334,8.8,1995JJ00
GM0334,7.4,1996JJ00
GM0334,8.8,1997JJ00
GM0334,8.4,1998JJ00
GM0334,8.4,1999JJ00
GM0334,5.9,2000JJ00
GM0334,,2001JJ00
GM0334,,2002JJ00
GM0334,,2003JJ00
GM0334,,2004JJ00
GM0334,,2005JJ00
GM0334,,2006JJ00
GM0334,,2007JJ00
GM0334,,2008JJ00
GM0334,,2009JJ00
GM0334,,2010JJ00
GM0334,,2011JJ00
GM0334,,2012JJ00
GM0334,,2013JJ00
GM0334,,2014JJ00
GM0334,,2015JJ00
GM0334,,2016JJ00
GM0334,,2017JJ00
GM0334,,2018JJ00
GM0334,,2019JJ00
GM0334,,2020JJ00
GM0334,,2021JJ00
GM0334,,2022JJ00
GM0334,,2023JJ00
GM0933,6.3,1988JJ00
GM0933,6.9,1989JJ00
GM0933,7.7,1990JJ00
GM0933,6.7,1991JJ00
GM0933,6.4,1992JJ00
GM0933,7.4,1993JJ00
GM0933,7.7,1994JJ00
GM0933,7.3,1995JJ00
GM0933,6.7,1996JJ00
GM0933,8.2,1997JJ00
GM0933,7.6,1998JJ00
GM0933,9.8,1999JJ00
GM0933,8.2,2000JJ00
GM0933,7.4,2001JJ00
GM0933,9.8,2002JJ00
GM0933,6.9,2003JJ00
GM0933,8.3,2004JJ00
GM0933,8.4,2005JJ00
GM0933,8.2,2006JJ00
GM0933,,2007JJ00
GM0933,,2008JJ00
GM0933,,2009JJ00
GM0933,,2010JJ00
GM0933,,2011JJ00
GM0933,,2012JJ00
GM0933,,2013JJ00
GM0933,,2014JJ00
GM0933,,2015JJ00
GM0933,,2016JJ00
GM0933,,2017JJ00
GM0933,,2018JJ00
GM0933,,2019JJ00
GM0933,,2020JJ00
GM0933,,2021JJ00
GM0933,,2022JJ00
GM0933,,2023JJ00
GM0934,4.8,1988JJ00
GM0934,5.8,1989JJ00
GM0934,5.4,1990JJ00
GM0934,5.5,1991JJ00
GM0934,4.3,1992JJ00
GM0934,5.9,1993JJ00
GM0934,5.5,1994JJ00
GM0934,5.3,1995JJ00
GM0934,5.4,1996JJ00
GM0934,4.6,1997JJ00
GM0934,6.6,1998JJ00
GM0934,5.8,1999JJ00
GM0934,5.1,2000JJ00
GM0934,6.0,2001JJ00
GM0934,5.7,2002JJ00
GM0934,5.8,2003JJ00
GM0934,6.1,2004JJ00
GM0934,5.5,2005JJ00
GM0934,6.4,2006JJ00
GM0934,6.0,2007JJ00
GM0934,5.6,2008JJ00
GM0934,6.5,2009JJ00
GM0934,,2010JJ00
GM0934,,2011JJ00
GM0934,,2012JJ00
GM0934,,2013JJ00
GM0934,,2014JJ00
GM0934,,2015JJ00
GM0934,,2016JJ00
GM0934,,2017JJ00
GM0934,,2018JJ00
GM0934,,2019JJ00
GM0934,,2020JJ00
GM0934,,2021JJ00
GM0934,,2022JJ00
GM0934,,2023JJ00
GM1671,,1988JJ00
GM1671,,1989JJ00
GM1671,,1990JJ00
GM1671,,1991JJ00
GM1671,,1992JJ00
GM1671,5.8,1993JJ00
GM1671,6.7,1994JJ00
GM1671,7.6,1995JJ00
GM1671,7.0,1996JJ00
GM1671,6.4,1997JJ00
GM1671,6.0,1998JJ00
GM1671,7.0,1999JJ00
GM1671,7.6,2000JJ00
GM1671,7.4,2001JJ00
GM1671,7.3,2002JJ00
GM1671,9.2,2003JJ00
GM1671,7.2,2004JJ00
GM1671,6.8,2005JJ00
GM1671,7.0,2006JJ00
GM1671,8.7,2007JJ00
GM1671,7.1,2008JJ00
GM1671,7.7,2009JJ00
GM1671,6.6,2010JJ00
GM1671,6.8,2011JJ00
GM1671,7.7,2012JJ00
GM1671,7.6,2013JJ00
GM1671,7.3,2014JJ00
GM1671,,2015JJ00
GM1671,,2016JJ00
GM1671,,2017JJ00
GM1671,,2018JJ00
GM1671,,2019JJ00
GM1671,,2020JJ00
GM1671,,2021JJ00
GM1671,,2022JJ00
GM1671,,2023JJ00
GM0263,4.9,1988JJ00
GM0263,5.9,1989JJ00
GM0263,6.5,1990JJ00
GM0263,5.7,1991JJ00
GM0263,4.7,1992JJ00
GM0263,8.4,1993JJ00
GM0263,6.4,1994JJ00
GM0263,7.0,1995JJ00
GM0263,5.1,1996JJ00
GM0263,8.8,1997JJ00
GM0263,6.5,1998JJ00
GM0263,7.5,1999JJ00
GM0263,8.1,2000JJ00
GM0263,9.2,2001JJ00
GM0263,8.6,2002JJ00
GM0263,8.9,2003JJ00
GM0263,9.1,2004JJ00
GM0263,8.1,2005JJ00
GM0263,7.5,2006JJ00
GM0263,8.5,2007JJ00
GM0263,8.2,2008JJ00
GM0263,9.6,2009JJ00
GM0263,8.1,2010JJ00
GM0263,7.9,2011JJ00
GM0263,8.5,2012JJ00
GM0263,6.8,2013JJ00
GM0263,8.3,2014JJ00
GM0263,9.4,2015JJ00
GM0263,8.4,2016JJ00
GM0263,8.8,2017JJ00
GM0263,9.2,2018JJ00
GM0263,8.4,2019JJ00
GM0263,9.3,2020JJ00
GM0263,9.5,2021JJ00
GM0263,9.1,2022JJ00
GM0263,9.1,2023JJ00
GM1641,,1988JJ00
GM1641,,1989JJ00
GM1641,,1990JJ00
GM1641,,1991JJ00
GM1641,,1992JJ00
GM1641,,1993JJ00
GM1641,,1994JJ00
GM1641,,1995JJ00
GM1641,,1996JJ00
GM1641,,1997JJ00
GM1641,,1998JJ00
GM1641,,1999JJ00
GM1641,,2000JJ00
GM1641,,2001JJ00
GM1641,,2002JJ00
GM1641,,2003JJ00
GM1641,,2004JJ00
GM1641,,2005JJ00
GM1641,,2006JJ00
GM1641,8.9,2007JJ00
GM1641,9.4,2008JJ00
GM1641,8.1,2009JJ00
GM1641,9.6,2010JJ00
GM1641,10.0,2011JJ00
GM1641,10.8,2012JJ00
GM1641,9.4,2013JJ00
GM1641,10.6,2014JJ00
GM1641,9.8,2015JJ00
GM1641,11.0,2016JJ00
GM1641,11.2,2017JJ00
GM1641,11.5,2018JJ00
GM1641,11.5,2019JJ00
GM1641,13.5,2020JJ00
GM1641,15.1,2021JJ00
GM1641,13.7,2022JJ00
GM1641,13.2,2023JJ00
GM1991,,1988JJ00
GM1991,,1989JJ00
GM1991,,1990JJ00
GM1991,,1991JJ00
GM1991,,1992JJ00
GM1991,,1993JJ00
GM1991,,1994JJ00
GM1991,,1995JJ00
GM1991,,1996JJ00
GM1991,,1997JJ00
GM1991,,1998JJ00
GM1991,,1999JJ00
GM1991,,2000JJ00
GM1991,,2001JJ00
GM1991,,2002JJ00
GM1991,,2003JJ00
GM1991,,2004JJ00
GM1991,,2005JJ00
GM1991,,2006JJ00
GM1991,,2007JJ00
GM1991,,2008JJ00
GM1991,,2009JJ00
GM1991,,2010JJ00
GM1991,,2011JJ00
GM1991,,2012JJ00
GM1991,,2013JJ00
GM1991,,2014JJ00
GM1991,,2015JJ00
GM1991,,2016JJ00
GM1991,,2017JJ00
GM1991,,2018JJ00
GM1991,,2019JJ00
GM1991,,2020JJ00
GM1991,,2021JJ00
GM1991,10.0,2022JJ00
GM1991,10.4,2023JJ00
GM0555,4.5,1988JJ00
GM0555,3.5,1989JJ00
GM0555,4.1,1990JJ00
GM0555,4.9,1991JJ00
GM0555,4.6,1992JJ00
GM0555,3.7,1993JJ00
GM0555,4.7,1994JJ00
GM0555,6.6,1995JJ00
GM0555,4.3,1996JJ00
GM0555,4.6,1997JJ00
GM0555,5.3,1998JJ00
GM0555,4.7,1999JJ00
GM0555,4.7,2000JJ00
GM0555,5.3,2001JJ00
GM0555,3.8,2002JJ00
GM0555,5.2,2003JJ00
GM0555,,2004JJ00
GM0555,,2005JJ00
GM0555,,2006JJ00
GM0555,,2007JJ00
GM0555,,2008JJ00
GM0555,,2009JJ00
GM0555,,2010JJ00
GM0555,,2011JJ00
GM0555,,2012JJ00
GM0555,,2013JJ00
GM0555,,2014JJ00
GM0555,,2015JJ00
GM0555,,2016JJ00
GM0555,,2017JJ00
GM0555,,2018JJ00
GM0555,,2019JJ00
GM0555,,2020JJ00
GM0555,,2021JJ00
GM0555,,2022JJ00
GM0555,,2023JJ00
GM0556,5.8,1988JJ00
GM0556,6.6,1989JJ00
GM0556,6.7,1990JJ00
GM0556,7.7,1991JJ00
GM0556,6.4,1992JJ00
GM0556,8.3,1993JJ00
GM0556,7.9,1994JJ00
GM0556,8.0,1995JJ00
GM0556,8.6,1996JJ00
GM0556,8.2,1997JJ00
GM0556,8.2,1998JJ00
GM0556,8.3,1999JJ00
GM0556,7.7,2000JJ00
GM0556,8.4,2001JJ00
GM0556,7.9,2002JJ00
GM0556,9.0,2003JJ00
GM0556,8.1,2004JJ00
GM0556,7.8,2005JJ00
GM0556,8.2,2006JJ00
GM0556,8.1,2007JJ00
GM0556,8.8,2008JJ00
GM0556,7.9,2009JJ00
GM0556,8.5,2010JJ00
GM0556,8.2,2011JJ00
GM0556,8.8,2012JJ00
GM0556,8.4,2013JJ00
GM0556,8.7,2014JJ00
GM0556,8.6,2015JJ00
GM0556,9.9,2016JJ00
GM0556,10.5,2017JJ00
GM0556,10.1,2018JJ00
GM0556,10.0,2019JJ00
GM0556,10.9,2020JJ00
GM0556,10.4,2021JJ00
GM0556,9.4,2022JJ00
GM0556,9.8,2023JJ00
GM0935,9.5,1988JJ00
GM0935,10.1,1989JJ00
GM0935,10.2,1990JJ00
GM0935,9.4,1991JJ00
GM0935,9.9,1992JJ00
GM0935,10.5,1993JJ00
GM0935,9.6,1994JJ00
GM0935,10.1,1995JJ00
GM0935,10.8,1996JJ00
GM0935,10.2,1997JJ00
GM0935,10.3,1998JJ00
GM0935,10.0,1999JJ00
GM0935,10.4,2000JJ00
GM0935,10.5,2001JJ00
GM0935,10.9,2002JJ00
GM0935,11.0,2003JJ00
GM0935,10.3,2004JJ00
GM0935,10.3,2005JJ00
GM0935,10.4,2006JJ00
GM0935,10.2,2007JJ00
GM0935,10.7,2008JJ00
GM0935,10.7,2009JJ00
GM0935,10.3,2010JJ00
GM0935,10.0,2011JJ00
GM0935,10.2,2012JJ00
GM0935,9.8,2013JJ00
GM0935,10.3,2014JJ00
GM0935,10.6,2015JJ00
GM0935,10.0,2016JJ00
GM0935,10.6,2017JJ00
GM0935,10.0,2018JJ00
GM0935,10.7,2019JJ00
GM0935,12.3,2020JJ00
GM0935,11.5,2021JJ00
GM0935,10.8,2022JJ00
GM0935,10.4,2023JJ00
GM1665,,1988JJ00
GM1665,,1989JJ00
GM1665,,1990JJ00
GM1665,,1991JJ00
GM1665,,1992JJ00
GM1665,,1993JJ00
GM1665,,1994JJ00
GM1665,,1995JJ00
GM1665,,1996JJ00
GM1665,6.5,1997JJ00
GM1665,6.9,1998JJ00
GM1665,,1999JJ00
GM1665,,2000JJ00
GM1665,,2001JJ00
GM1665,,2002JJ00
GM1665,,2003JJ00
GM1665,,2004JJ00
GM1665,,2005JJ00
GM1665,,2006JJ00
GM1665,,2007JJ00
GM1665,,2008JJ00
GM1665,,2009JJ00
GM1665,,2010JJ00
GM1665,,2011JJ00
GM1665,,2012JJ00
GM1665,,2013JJ00
GM1665,,2014JJ00
GM1665,,2015JJ00
GM1665,,2016JJ00
GM1665,,2017JJ00
GM1665,,2018JJ00
GM1665,,2019JJ00
GM1665,,2020JJ00
GM1665,,2021JJ00
GM1665,,2022JJ00
GM1665,,2023JJ00
GM0812,8.5,1988JJ00
GM0812,7.5,1989JJ00
GM0812,7.4,1990JJ00
GM0812,8.1,1991JJ00
GM0812,6.3,1992JJ00
GM0812,6.9,1993JJ00
GM0812,6.8,1994JJ00
GM0812,8.1,1995JJ00
GM0812,7.6,1996JJ00
GM0812,,1997JJ00
GM0812,,1998JJ00
GM0812,,1999JJ00
GM0812,,2000JJ00
GM0812,,2001JJ00
GM0812,,2002JJ00
GM0812,,2003JJ00
GM0812,,2004JJ00
GM0812,,2005JJ00
GM0812,,2006JJ00
GM0812,,2007JJ00
GM0812,,2008JJ00
GM0812,,2009JJ00
GM0812,,2010JJ00
GM0812,,2011JJ00
GM0812,,2012JJ00
GM0812,,2013JJ00
GM0812,,2014JJ00
GM0812,,2015JJ00
GM0812,,2016JJ00
GM0812,,2017JJ00
GM0812,,2018JJ00
GM0812,,2019JJ00
GM0812,,2020JJ00
GM0812,,2021JJ00
GM0812,,2022JJ00
GM0812,,2023JJ00
GM0936,4.8,1988JJ00
GM0936,6.8,1989JJ00
GM0936,6.8,1990JJ00
GM0936,6.2,1991JJ00
GM0936,5.4,1992JJ00
GM0936,7.3,1993JJ00
GM0936,5.8,1994JJ00
GM0936,6.0,1995JJ00
GM0936,5.7,1996JJ00
GM0936,7.0,1997JJ00
GM0936,6.3,1998JJ00
GM0936,7.2,1999JJ00
GM0936,6.4,2000JJ00
GM0936,6.3,2001JJ00
GM0936,8.1,2002JJ00
GM0936,7.3,2003JJ00
GM0936,8.5,2004JJ00
GM0936,6.5,2005JJ00
GM0936,6.4,2006JJ00
GM0936,7.1,2007JJ00
GM0936,7.9,2008JJ00
GM0936,6.1,2009JJ00
GM0936,8.2,2010JJ00
GM0936,,2011JJ00
GM0936,,2012JJ00
GM0936,,2013JJ00
GM0936,,2014JJ00
GM0936,,2015JJ00
GM0936,,2016JJ00
GM0936,,2017JJ00
GM0936,,2018JJ00
GM0936,,2019JJ00
GM0936,,2020JJ00
GM0936,,2021JJ00
GM0936,,2022JJ00
GM0936,,2023JJ00
GM0686,5.6,1988JJ00
GM0686,6.0,1989JJ00
GM0686,5.2,1990JJ00
GM0686,4.8,1991JJ00
GM0686,4.2,1992JJ00
GM0686,3.9,1993JJ00
GM0686,4.0,1994JJ00
GM0686,3.6,1995JJ00
GM0686,4.5,1996JJ00
GM0686,,1997JJ00
GM0686,,1998JJ00
GM0686,,1999JJ00
GM0686,,2000JJ00
GM0686,,2001JJ00
GM0686,,2002JJ00
GM0686,,2003JJ00
GM0686,,2004JJ00
GM0686,,2005JJ00
GM0686,,2006JJ00
GM0686,,2007JJ00
GM0686,,2008JJ00
GM0686,,2009JJ00
GM0686,,2010JJ00
GM0686,,2011JJ00
GM0686,,2012JJ00
GM0686,,2013JJ00
GM0686,,2014JJ00
GM0686,,2015JJ00
GM0686,,2016JJ00
GM0686,,2017JJ00
GM0686,,2018JJ00
GM0686,,2019JJ00
GM0686,,2020JJ00
GM0686,,2021JJ00
GM0686,,2022JJ00
GM0686,,2023JJ00
GM0169,11.3,1988JJ00
GM0169,10.2,1989JJ00
GM0169,10.5,1990JJ00
GM0169,10.3,1991JJ00
GM0169,10.4,1992JJ00
GM0169,11.8,1993JJ00
GM0169,8.8,1994JJ00
GM0169,9.6,1995JJ00
GM0169,10.8,1996JJ00
GM0169,8.6,1997JJ00
GM0169,9.9,1998JJ00
GM0169,9.3,1999JJ00
GM0169,8.8,2000JJ00
GM0169,,2001JJ00
GM0169,,2002JJ00
GM0169,,2003JJ00
GM0169,,2004JJ00
GM0169,,2005JJ00
GM0169,,2006JJ00
GM0169,,2007JJ00
GM0169,,2008JJ00
GM0169,,2009JJ00
GM0169,,2010JJ00
GM0169,,2011JJ00
GM0169,,2012JJ00
GM0169,,2013JJ00
GM0169,,2014JJ00
GM0169,,2015JJ00
GM0169,,2016JJ00
GM0169,,2017JJ00
GM0169,,2018JJ00
GM0169,,2019JJ00
GM0169,,2020JJ00
GM0169,,2021JJ00
GM0169,,2022JJ00
GM0169,,2023JJ00
GM0419,7.7,1988JJ00
GM0419,11.8,1989JJ00
GM0419,6.4,1990JJ00
GM0419,,1991JJ00
GM0419,,1992JJ00
GM0419,,1993JJ00
GM0419,,1994JJ00
GM0419,,1995JJ00
GM0419,,1996JJ00
GM0419,,1997JJ00
GM0419,,1998JJ00
GM0419,,1999JJ00
GM0419,,2000JJ00
GM0419,,2001JJ00
GM0419,,2002JJ00
GM0419,,2003JJ00
GM0419,,2004JJ00
GM0419,,2005JJ00
GM0419,,2006JJ00
GM0419,,2007JJ00
GM0419,,2008JJ00
GM0419,,2009JJ00
GM0419,,2010JJ00
GM0419,,2011JJ00
GM0419,,2012JJ00
GM0419,,2013JJ00
GM0419,,2014JJ00
GM0419,,2015JJ00
GM0419,,2016JJ00
GM0419,,2017JJ00
GM0419,,2018JJ00
GM0419,,2019JJ00
GM0419,,2020JJ00
GM0419,,2021JJ00
GM0419,,2022JJ00
GM0419,,2023JJ00
GM1663,,1988JJ00
GM1663,,1989JJ00
GM1663,,1990JJ00
GM1663,,1991JJ00
GM1663,10.7,1992JJ00
GM1663,11.0,1993JJ00
GM1663,8.7,1994JJ00
GM1663,10.1,1995JJ00
GM1663,11.6,1996JJ00
GM1663,8.6,1997JJ00
GM1663,9.6,1998JJ00
GM1663,10.5,1999JJ00
GM1663,8.9,2000JJ00
GM1663,10.4,2001JJ00
GM1663,7.5,2002JJ00
GM1663,8.9,2003JJ00
GM1663,8.0,2004JJ00
GM1663,7.6,2005JJ00
GM1663,6.0,2006JJ00
GM1663,9.0,2007JJ00
GM1663,7.0,2008JJ00
GM1663,10.0,2009JJ00
GM1663,11.0,2010JJ00
GM1663,10.6,2011JJ00
GM1663,10.1,2012JJ00
GM1663,10.2,2013JJ00
GM1663,9.2,2014JJ00
GM1663,10.2,2015JJ00
GM1663,9.9,2016JJ00
GM1663,9.0,2017JJ00
GM1663,11.2,2018JJ00
GM1663,,2019JJ00
GM1663,,2020JJ00
GM1663,,2021JJ00
GM1663,,2022JJ00
GM1663,,2023JJ00
GM0025,9.3,1988JJ00
GM0025,9.7,1989JJ00
GM0025,8.1,1990JJ00
GM0025,9.6,1991JJ00
GM0025,8.8,1992JJ00
GM0025,8.1,1993JJ00
GM0025,8.8,1994JJ00
GM0025,6.4,1995JJ00
GM0025,7.4,1996JJ00
GM0025,9.3,1997JJ00
GM0025,5.9,1998JJ00
GM0025,7.1,1999JJ00
GM0025,7.7,2000JJ00
GM0025,7.7,2001JJ00
GM0025,7.6,2002JJ00
GM0025,6.4,2003JJ00
GM0025,7.0,2004JJ00
GM0025,6.8,2005JJ00
GM0025,6.8,2006JJ00
GM0025,6.5,2007JJ00
GM0025,7.4,2008JJ00
GM0025,7.2,2009JJ00
GM0025,7.9,2010JJ00
GM0025,7.0,2011JJ00
GM0025,7.7,2012JJ00
GM0025,6.3,2013JJ00
GM0025,7.5,2014JJ00
GM0025,7.3,2015JJ00
GM0025,7.2,2016JJ00
GM0025,8.1,2017JJ00
GM0025,9.6,2018JJ00
GM0025,,2019JJ00
GM0025,,2020JJ00
GM0025,,2021JJ00
GM0025,,2022JJ00
GM0025,,2023JJ00
GM0264,10.2,1988JJ00
GM0264,10.1,1989JJ00
GM0264,7.9,1990JJ00
GM0264,10.9,1991JJ00
GM0264,8.8,1992JJ00
GM0264,9.6,1993JJ00
GM0264,8.8,1994JJ00
GM0264,9.5,1995JJ00
GM0264,9.8,1996JJ00
GM0264,8.0,1997JJ00
GM0264,7.0,1998JJ00
GM0264,,1999JJ00
GM0264,,2000JJ00
GM0264,,2001JJ00
GM0264,,2002JJ00
GM0264,,2003JJ00
GM0264,,2004JJ00
GM0264,,2005JJ00
GM0264,,2006JJ00
GM0264,,2007JJ00
GM0264,,2008JJ00
GM0264,,2009JJ00
GM0264,,2010JJ00
GM0264,,2011JJ00
GM0264,,2012JJ00
GM0264,,2013JJ00
GM0264,,2014JJ00
GM0264,,2015JJ00
GM0264,,2016JJ00
GM0264,,2017JJ00
GM0264,,2018JJ00
GM0264,,2019JJ00
GM0264,,2020JJ00
GM0264,,2021JJ00
GM0264,,2022JJ00
GM0264,,2023JJ00
GM0420,7.4,1988JJ00
GM0420,6.9,1989JJ00
GM0420,7.7,1990JJ00
GM0420,8.5,1991JJ00
GM0420,7.2,1992JJ00
GM0420,8.7,1993JJ00
GM0420,9.9,1994JJ00
GM0420,9.2,1995JJ00
GM0420,6.9,1996JJ00
GM0420,8.5,1997JJ00
GM0420,7.2,1998JJ00
GM0420,6.2,1999JJ00
GM0420,7.2,2000JJ00
GM0420,8.1,2001JJ00
GM0420,7.6,2002JJ00
GM0420,7.9,2003JJ00
GM0420,7.3,2004JJ00
GM0420,7.1,2005JJ00
GM0420,8.0,2006JJ00
GM0420,6.6,2007JJ00
GM0420,7.1,2008JJ00
GM0420,6.5,2009JJ00
GM0420,6.1,2010JJ00
GM0420,7.6,2011JJ00
GM0420,7.0,2012JJ00
GM0420,7.5,2013JJ00
GM0420,8.4,2014JJ00
GM0420,9.4,2015JJ00
GM0420,8.1,2016JJ00
GM0420,9.3,2017JJ00
GM0420,8.2,2018JJ00
GM0420,8.9,2019JJ00
GM0420,9.3,2020JJ00
GM0420,10.7,2021JJ00
GM0420,10.1,2022JJ00
GM0420,9.5,2023JJ00
GM0026,10.2,1988JJ00
GM0026,6.8,1989JJ00
GM0026,,1990JJ00
GM0026,,1991JJ00
GM0026,,1992JJ00
GM0026,,1993JJ00
GM0026,,1994JJ00
GM0026,,1995JJ00
GM0026,,1996JJ00
GM0026,,1997JJ00
GM0026,,1998JJ00
GM0026,,1999JJ00
GM0026,,2000JJ00
GM0026,,2001JJ00
GM0026,,2002JJ00
GM0026,,2003JJ00
GM0026,,2004JJ00
GM0026,,2005JJ00
GM0026,,2006JJ00
GM0026,,2007JJ00
GM0026,,2008JJ00
GM0026,,2009JJ00
GM0026,,2010JJ00
GM0026,,2011JJ00
GM0026,,2012JJ00
GM0026,,2013JJ00
GM0026,,2014JJ00
GM0026,,2015JJ00
GM0026,,2016JJ00
GM0026,,2017JJ00
GM0026,,2018JJ00
GM0026,,2019JJ00
GM0026,,2020JJ00
GM0026,,2021JJ00
GM0026,,2022JJ00
GM0026,,2023JJ00
GM0993,5.7,1988JJ00
GM0993,4.4,1989JJ00
GM0993,6.5,1990JJ00
GM0993,5.3,1991JJ00
GM0993,5.5,1992JJ00
GM0993,5.9,1993JJ00
GM0993,5.0,1994JJ00
GM0993,6.9,1995JJ00
GM0993,4.9,1996JJ00
GM0993,5.7,1997JJ00
GM0993,4.9,1998JJ00
GM0993,5.5,1999JJ00
GM0993,4.2,2000JJ00
GM0993,5.2,2001JJ00
GM0993,5.2,2002JJ00
GM0993,6.7,2003JJ00
GM0993,4.0,2004JJ00
GM0993,6.0,2005JJ00
GM0993,6.0,2006JJ00
GM0993,7.0,2007JJ00
GM0993,5.3,2008JJ00
GM0993,5.3,2009JJ00
GM0993,,2010JJ00
GM0993,,2011JJ00
GM0993,,2012JJ00
GM0993,,2013JJ00
GM0993,,2014JJ00
GM0993,,2015JJ00
GM0993,,2016JJ00
GM0993,,2017JJ00
