RegioS,MannenEnVrouwen_4,Perioden
GM0216,8.3,1990JJ00
GM0216,8.1,1991JJ00
GM0216,8.0,1992JJ00
GM0216,8.7,1993JJ00
GM0216,7.3,1994JJ00
GM0216,8.0,1995JJ00
GM0216,7.7,1996JJ00
GM0216,7.2,1997JJ00
GM0216,8.2,1998JJ00
GM0216,6.8,1999JJ00
GM0216,9.2,2000JJ00
GM0216,8.1,2001JJ00
GM0216,7.2,2002JJ00
GM0216,7.5,2003JJ00
GM0216,7.1,2004JJ00
GM0216,6.2,2005JJ00
GM0216,6.8,2006JJ00
GM0216,6.9,2007JJ00
GM0216,8.6,2008JJ00
GM0216,7.5,2009JJ00
GM0216,7.4,2010JJ00
GM0216,7.4,2011JJ00
GM0216,7.2,2012JJ00
GM0216,7.4,2013JJ00
GM0216,7.5,2014JJ00
GM0216,8.8,2015JJ00
GM0216,7.9,2016JJ00
GM0216,7.4,2017JJ00
GM0216,8.7,2018JJ00
GM0216,8.7,2019JJ00
GM0216,8.2,2020JJ00
GM0216,8.8,2021JJ00
GM0216,9.3,2022JJ00
GM0216,7.3,2023JJ00
GM0110,7.9,1988JJ00
GM0110,10.7,1989JJ00
GM0110,6.9,1990JJ00
GM0110,7.3,1991JJ00
GM0110,8.6,1992JJ00
GM0110,7.8,1993JJ00
GM0110,8.2,1994JJ00
GM0110,6.6,1995JJ00
GM0110,8.2,1996JJ00
GM0110,5.9,1997JJ00
GM0110,,1998JJ00
GM0110,,1999JJ00
GM0110,,2000JJ00
GM0110,,2001JJ00
GM0110,,2002JJ00
GM0110,,2003JJ00
GM0110,,2004JJ00
GM0110,,2005JJ00
GM0110,,2006JJ00
GM0110,,2007JJ00
GM0110,,2008JJ00
GM0110,,2009JJ00
GM0110,,2010JJ00
GM0110,,2011JJ00
GM0110,,2012JJ00
GM0110,,2013JJ00
GM0110,,2014JJ00
GM0110,,2015JJ00
GM0110,,2016JJ00
GM0110,,2017JJ00
GM0110,,2018JJ00
GM0110,,2019JJ00
GM0110,,2020JJ00
GM0110,,2021JJ00
GM0110,,2022JJ00
GM0110,,2023JJ00
GM0148,6.1,1988JJ00
GM0148,5.4,1989JJ00
GM0148,6.5,1990JJ00
GM0148,5.9,1991JJ00
GM0148,6.2,1992JJ00
GM0148,7.1,1993JJ00
GM0148,5.8,1994JJ00
GM0148,6.0,1995JJ00
GM0148,6.2,1996JJ00
GM0148,7.2,1997JJ00
GM0148,6.7,1998JJ00
GM0148,7.6,1999JJ00
GM0148,6.4,2000JJ00
GM0148,6.7,2001JJ00
GM0148,6.9,2002JJ00
GM0148,6.9,2003JJ00
GM0148,7.7,2004JJ00
GM0148,7.6,2005JJ00
GM0148,7.5,2006JJ00
GM0148,6.2,2007JJ00
GM0148,6.5,2008JJ00
GM0148,5.9,2009JJ00
GM0148,6.9,2010JJ00
GM0148,7.2,2011JJ00
GM0148,6.6,2012JJ00
GM0148,8.2,2013JJ00
GM0148,8.0,2014JJ00
GM0148,7.9,2015JJ00
GM0148,7.3,2016JJ00
GM0148,9.0,2017JJ00
GM0148,7.8,2018JJ00
GM0148,7.8,2019JJ00
GM0148,9.3,2020JJ00
GM0148,9.1,2021JJ00
GM0148,9.4,2022JJ00
GM0148,9.8,2023JJ00
GM0065,10.2,1988JJ00
GM0065,9.0,1989JJ00
GM0065,9.3,1990JJ00
GM0065,9.7,1991JJ00
GM0065,10.0,1992JJ00
GM0065,10.2,1993JJ00
GM0065,8.1,1994JJ00
GM0065,11.5,1995JJ00
GM0065,11.6,1996JJ00
GM0065,11.5,1997JJ00
GM0065,10.9,1998JJ00
GM0065,10.6,1999JJ00
GM0065,9.7,2000JJ00
GM0065,10.2,2001JJ00
GM0065,9.8,2002JJ00
GM0065,9.9,2003JJ00
GM0065,10.2,2004JJ00
GM0065,8.8,2005JJ00
GM0065,9.4,2006JJ00
GM0065,8.8,2007JJ00
GM0065,10.1,2008JJ00
GM0065,,2009JJ00
GM0065,,2010JJ00
GM0065,,2011JJ00
GM0065,,2012JJ00
GM0065,,2013JJ00
GM0065,,2014JJ00
GM0065,,2015JJ00
GM0065,,2016JJ00
GM0065,,2017JJ00
GM0065,,2018JJ00
GM0065,,2019JJ00
GM0065,,2020JJ00
GM0065,,2021JJ00
GM0065,,2022JJ00
GM0065,,2023JJ00
GM1891,,1988JJ00
GM1891,,1989JJ00
GM1891,,1990JJ00
GM1891,,1991JJ00
GM1891,,1992JJ00
GM1891,,1993JJ00
GM1891,,1994JJ00
GM1891,,1995JJ00
GM1891,,1996JJ00
GM1891,,1997JJ00
GM1891,,1998JJ00
GM1891,,1999JJ00
GM1891,,2000JJ00
GM1891,,2001JJ00
GM1891,,2002JJ00
GM1891,,2003JJ00
GM1891,,2004JJ00
GM1891,,2005JJ00
GM1891,,2006JJ00
GM1891,,2007JJ00
GM1891,,2008JJ00
GM1891,10.2,2009JJ00
GM1891,10.2,2010JJ00
GM1891,9.1,2011JJ00
GM1891,9.4,2012JJ00
GM1891,10.2,2013JJ00
GM1891,11.4,2014JJ00
GM1891,9.7,2015JJ00
GM1891,9.4,2016JJ00
GM1891,12.2,2017JJ00
GM1891,12.4,2018JJ00
GM1891,10.6,2019JJ00
GM1891,10.7,2020JJ00
GM1891,14.3,2021JJ00
GM1891,11.0,2022JJ00
GM1891,11.9,2023JJ00
GM0503,8.6,1988JJ00
GM0503,9.1,1989JJ00
GM0503,8.1,1990JJ00
GM0503,8.5,1991JJ00
GM0503,8.7,1992JJ00
GM0503,8.7,1993JJ00
GM0503,8.6,1994JJ00
GM0503,8.4,1995JJ00
GM0503,8.2,1996JJ00
GM0503,7.7,1997JJ00
GM0503,8.7,1998JJ00
GM0503,8.5,1999JJ00
GM0503,8.3,2000JJ00
GM0503,8.1,2001JJ00
GM0503,8.4,2002JJ00
GM0503,8.3,2003JJ00
GM0503,8.0,2004JJ00
GM0503,8.3,2005JJ00
GM0503,7.8,2006JJ00
GM0503,7.7,2007JJ00
GM0503,7.9,2008JJ00
GM0503,8.3,2009JJ00
GM0503,7.6,2010JJ00
GM0503,7.8,2011JJ00
GM0503,7.5,2012JJ00
GM0503,7.5,2013JJ00
GM0503,7.2,2014JJ00
GM0503,7.3,2015JJ00
GM0503,7.3,2016JJ00
GM0503,7.3,2017JJ00
GM0503,7.6,2018JJ00
GM0503,7.0,2019JJ00
GM0503,7.8,2020JJ00
GM0503,7.6,2021JJ00
GM0503,7.8,2022JJ00
GM0503,7.3,2023JJ00
GM0010,8.0,1988JJ00
GM0010,7.5,1989JJ00
GM0010,9.5,1990JJ00
GM0010,9.1,1991JJ00
GM0010,10.3,1992JJ00
GM0010,9.9,1993JJ00
GM0010,9.3,1994JJ00
GM0010,9.0,1995JJ00
GM0010,10.2,1996JJ00
GM0010,9.1,1997JJ00
GM0010,10.5,1998JJ00
GM0010,10.9,1999JJ00
GM0010,10.2,2000JJ00
GM0010,11.1,2001JJ00
GM0010,11.3,2002JJ00
GM0010,10.0,2003JJ00
GM0010,10.5,2004JJ00
GM0010,9.8,2005JJ00
GM0010,9.3,2006JJ00
GM0010,9.8,2007JJ00
GM0010,10.2,2008JJ00
GM0010,11.4,2009JJ00
GM0010,11.8,2010JJ00
GM0010,11.9,2011JJ00
GM0010,12.6,2012JJ00
GM0010,12.5,2013JJ00
GM0010,12.5,2014JJ00
GM0010,13.3,2015JJ00
GM0010,13.2,2016JJ00
GM0010,12.4,2017JJ00
GM0010,13.9,2018JJ00
GM0010,12.3,2019JJ00
GM0010,13.4,2020JJ00
GM0010,,2021JJ00
GM0010,,2022JJ00
GM0010,,2023JJ00
GM0149,8.2,1988JJ00
GM0149,8.9,1989JJ00
GM0149,8.5,1990JJ00
GM0149,8.8,1991JJ00
GM0149,6.9,1992JJ00
GM0149,8.6,1993JJ00
GM0149,9.6,1994JJ00
GM0149,9.5,1995JJ00
GM0149,8.3,1996JJ00
GM0149,9.6,1997JJ00
GM0149,9.1,1998JJ00
GM0149,11.1,1999JJ00
GM0149,8.8,2000JJ00
GM0149,8.4,2001JJ00
GM0149,8.5,2002JJ00
GM0149,,2003JJ00
GM0149,,2004JJ00
GM0149,,2005JJ00
GM0149,,2006JJ00
GM0149,,2007JJ00
GM0149,,2008JJ00
GM0149,,2009JJ00
GM0149,,2010JJ00
GM0149,,2011JJ00
GM0149,,2012JJ00
GM0149,,2013JJ00
GM0149,,2014JJ00
GM0149,,2015JJ00
GM0149,,2016JJ00
GM0149,,2017JJ00
GM0149,,2018JJ00
GM0149,,2019JJ00
GM0149,,2020JJ00
GM0149,,2021JJ00
GM0149,,2022JJ00
GM0149,,2023JJ00
GM0762,5.8,1988JJ00
GM0762,5.5,1989JJ00
GM0762,5.8,1990JJ00
GM0762,6.3,1991JJ00
GM0762,5.9,1992JJ00
GM0762,6.0,1993JJ00
GM0762,6.6,1994JJ00
GM0762,6.8,1995JJ00
GM0762,6.6,1996JJ00
GM0762,6.9,1997JJ00
GM0762,6.7,1998JJ00
GM0762,6.6,1999JJ00
GM0762,6.2,2000JJ00
GM0762,6.7,2001JJ00
GM0762,7.0,2002JJ00
GM0762,7.9,2003JJ00
GM0762,7.0,2004JJ00
GM0762,7.0,2005JJ00
GM0762,6.5,2006JJ00
GM0762,7.2,2007JJ00
GM0762,7.3,2008JJ00
GM0762,6.5,2009JJ00
GM0762,7.4,2010JJ00
GM0762,6.9,2011JJ00
GM0762,8.0,2012JJ00
GM0762,8.0,2013JJ00
GM0762,8.8,2014JJ00
GM0762,8.8,2015JJ00
GM0762,9.4,2016JJ00
GM0762,9.5,2017JJ00
GM0762,9.5,2018JJ00
GM0762,9.3,2019JJ00
GM0762,11.0,2020JJ00
GM0762,11.5,2021JJ00
GM0762,10.1,2022JJ00
GM0762,10.9,2023JJ00
GM0150,9.3,1988JJ00
GM0150,9.5,1989JJ00
GM0150,9.6,1990JJ00
GM0150,9.8,1991JJ00
GM0150,9.5,1992JJ00
GM0150,9.2,1993JJ00
GM0150,9.8,1994JJ00
GM0150,10.0,1995JJ00
GM0150,10.3,1996JJ00
GM0150,10.1,1997JJ00
GM0150,10.0,1998JJ00
GM0150,9.8,1999JJ00
GM0150,9.4,2000JJ00
GM0150,9.7,2001JJ00
GM0150,9.7,2002JJ00
GM0150,9.2,2003JJ00
GM0150,9.4,2004JJ00
GM0150,8.4,2005JJ00
GM0150,8.4,2006JJ00
GM0150,8.2,2007JJ00
GM0150,8.3,2008JJ00
GM0150,9.1,2009JJ00
GM0150,8.7,2010JJ00
GM0150,7.8,2011JJ00
GM0150,8.3,2012JJ00
GM0150,8.5,2013JJ00
GM0150,8.5,2014JJ00
GM0150,8.8,2015JJ00
GM0150,8.1,2016JJ00
GM0150,9.0,2017JJ00
GM0150,9.0,2018JJ00
GM0150,9.4,2019JJ00
GM0150,10.2,2020JJ00
GM0150,9.5,2021JJ00
GM0150,10.0,2022JJ00
GM0150,9.7,2023JJ00
GM0218,6.6,1988JJ00
GM0218,6.5,1989JJ00
GM0218,6.8,1990JJ00
GM0218,5.9,1991JJ00
GM0218,6.9,1992JJ00
GM0218,7.5,1993JJ00
GM0218,6.9,1994JJ00
GM0218,6.6,1995JJ00
GM0218,6.4,1996JJ00
GM0218,7.5,1997JJ00
GM0218,7.0,1998JJ00
GM0218,7.8,1999JJ00
GM0218,6.7,2000JJ00
GM0218,8.2,2001JJ00
GM0218,7.3,2002JJ00
GM0218,7.0,2003JJ00
GM0218,8.6,2004JJ00
GM0218,,2005JJ00
GM0218,,2006JJ00
GM0218,,2007JJ00
GM0218,,2008JJ00
GM0218,,2009JJ00
GM0218,,2010JJ00
GM0218,,2011JJ00
GM0218,,2012JJ00
GM0218,,2013JJ00
GM0218,,2014JJ00
GM0218,,2015JJ00
GM0218,,2016JJ00
GM0218,,2017JJ00
GM0218,,2018JJ00
GM0218,,2019JJ00
GM0218,,2020JJ00
GM0218,,2021JJ00
GM0218,,2022JJ00
GM0218,,2023JJ00
GM0384,8.2,1988JJ00
GM0384,10.1,1989JJ00
GM0384,8.6,1990JJ00
GM0384,7.6,1991JJ00
GM0384,7.8,1992JJ00
GM0384,7.6,1993JJ00
GM0384,7.8,1994JJ00
GM0384,7.6,1995JJ00
GM0384,7.4,1996JJ00
GM0384,6.9,1997JJ00
GM0384,6.7,1998JJ00
GM0384,6.5,1999JJ00
GM0384,6.8,2000JJ00
GM0384,6.9,2001JJ00
GM0384,6.2,2002JJ00
GM0384,7.7,2003JJ00
GM0384,7.2,2004JJ00
GM0384,6.7,2005JJ00
GM0384,8.2,2006JJ00
GM0384,7.5,2007JJ00
GM0384,7.1,2008JJ00
GM0384,7.0,2009JJ00
GM0384,8.0,2010JJ00
GM0384,8.4,2011JJ00
GM0384,7.1,2012JJ00
GM0384,7.3,2013JJ00
GM0384,7.0,2014JJ00
GM0384,7.0,2015JJ00
GM0384,7.4,2016JJ00
GM0384,7.8,2017JJ00
GM0384,6.2,2018JJ00
GM0384,7.3,2019JJ00
GM0384,8.0,2020JJ00
GM0384,7.5,2021JJ00
GM0384,7.6,2022JJ00
GM0384,7.6,2023JJ00
GM0151,9.0,1988JJ00
GM0151,6.7,1989JJ00
GM0151,10.4,1990JJ00
GM0151,8.9,1991JJ00
GM0151,7.0,1992JJ00
GM0151,8.4,1993JJ00
GM0151,10.0,1994JJ00
GM0151,7.0,1995JJ00
GM0151,5.4,1996JJ00
GM0151,7.6,1997JJ00
GM0151,12.4,1998JJ00
GM0151,9.0,1999JJ00
GM0151,10.9,2000JJ00
GM0151,,2001JJ00
GM0151,,2002JJ00
GM0151,,2003JJ00
GM0151,,2004JJ00
GM0151,,2005JJ00
GM0151,,2006JJ00
GM0151,,2007JJ00
GM0151,,2008JJ00
GM0151,,2009JJ00
GM0151,,2010JJ00
GM0151,,2011JJ00
GM0151,,2012JJ00
GM0151,,2013JJ00
GM0151,,2014JJ00
GM0151,,2015JJ00
GM0151,,2016JJ00
GM0151,,2017JJ00
GM0151,,2018JJ00
GM0151,,2019JJ00
GM0151,,2020JJ00
GM0151,,2021JJ00
GM0151,,2022JJ00
GM0151,,2023JJ00
GM0152,8.5,1988JJ00
GM0152,9.7,1989JJ00
GM0152,9.1,1990JJ00
GM0152,10.1,1991JJ00
GM0152,9.3,1992JJ00
GM0152,9.5,1993JJ00
GM0152,11.3,1994JJ00
GM0152,7.7,1995JJ00
GM0152,10.4,1996JJ00
GM0152,8.3,1997JJ00
GM0152,8.4,1998JJ00
GM0152,,1999JJ00
GM0152,,2000JJ00
GM0152,,2001JJ00
GM0152,,2002JJ00
GM0152,,2003JJ00
GM0152,,2004JJ00
GM0152,,2005JJ00
GM0152,,2006JJ00
GM0152,,2007JJ00
GM0152,,2008JJ00
GM0152,,2009JJ00
GM0152,,2010JJ00
GM0152,,2011JJ00
GM0152,,2012JJ00
GM0152,,2013JJ00
GM0152,,2014JJ00
GM0152,,2015JJ00
GM0152,,2016JJ00
GM0152,,2017JJ00
GM0152,,2018JJ00
GM0152,,2019JJ00
GM0152,,2020JJ00
GM0152,,2021JJ00
GM0152,,2022JJ00
GM0152,,2023JJ00
GM0763,3.6,1988JJ00
GM0763,5.3,1989JJ00
GM0763,3.0,1990JJ00
GM0763,3.0,1991JJ00
GM0763,4.4,1992JJ00
GM0763,4.4,1993JJ00
GM0763,4.1,1994JJ00
GM0763,5.3,1995JJ00
GM0763,4.1,1996JJ00
GM0763,,1997JJ00
GM0763,,1998JJ00
GM0763,,1999JJ00
GM0763,,2000JJ00
GM0763,,2001JJ00
GM0763,,2002JJ00
GM0763,,2003JJ00
GM0763,,2004JJ00
GM0763,,2005JJ00
GM0763,,2006JJ00
GM0763,,2007JJ00
GM0763,,2008JJ00
GM0763,,2009JJ00
GM0763,,2010JJ00
GM0763,,2011JJ00
GM0763,,2012JJ00
GM0763,,2013JJ00
GM0763,,2014JJ00
GM0763,,2015JJ00
GM0763,,2016JJ00
GM0763,,2017JJ00
GM0763,,2018JJ00
GM0763,,2019JJ00
GM0763,,2020JJ00
GM0763,,2021JJ00
GM0763,,2022JJ00
GM0763,,2023JJ00
GM0111,10.4,1988JJ00
GM0111,7.9,1989JJ00
GM0111,8.7,1990JJ00
GM0111,7.9,1991JJ00
GM0111,8.4,1992JJ00
GM0111,7.4,1993JJ00
GM0111,10.9,1994JJ00
GM0111,7.3,1995JJ00
GM0111,5.8,1996JJ00
GM0111,9.1,1997JJ00
GM0111,,1998JJ00
GM0111,,1999JJ00
GM0111,,2000JJ00
GM0111,,2001JJ00
GM0111,,2002JJ00
GM0111,,2003JJ00
GM0111,,2004JJ00
GM0111,,2005JJ00
GM0111,,2006JJ00
GM0111,,2007JJ00
GM0111,,2008JJ00
GM0111,,2009JJ00
GM0111,,2010JJ00
GM0111,,2011JJ00
GM0111,,2012JJ00
GM0111,,2013JJ00
GM0111,,2014JJ00
GM0111,,2015JJ00
GM0111,,2016JJ00
GM0111,,2017JJ00
GM0111,,2018JJ00
GM0111,,2019JJ00
GM0111,,2020JJ00
GM0111,,2021JJ00
GM0111,,2022JJ00
GM0111,,2023JJ00
GM1980,,1988JJ00
GM1980,,1989JJ00
GM1980,,1990JJ00
GM1980,,1991JJ00
GM1980,,1992JJ00
GM1980,,1993JJ00
GM1980,,1994JJ00
GM1980,,1995JJ00
GM1980,,1996JJ00
GM1980,,1997JJ00
GM1980,,1998JJ00
GM1980,,1999JJ00
GM1980,,2000JJ00
GM1980,,2001JJ00
GM1980,,2002JJ00
GM1980,,2003JJ00
GM1980,,2004JJ00
GM1980,,2005JJ00
GM1980,,2006JJ00
GM1980,,2007JJ00
GM1980,,2008JJ00
GM1980,,2009JJ00
GM1980,,2010JJ00
GM1980,,2011JJ00
GM1980,,2012JJ00
GM1980,,2013JJ00
GM1980,,2014JJ00
GM1980,,2015JJ00
GM1980,,2016JJ00
GM1980,,2017JJ00
GM1980,,2018JJ00
GM1980,,2019JJ00
GM1980,,2020JJ00
GM1980,,2021JJ00
GM1980,8.2,2022JJ00
GM1980,8.0,2023JJ00
GM1774,,1988JJ00
GM1774,,1989JJ00
GM1774,,1990JJ00
GM1774,,1991JJ00
GM1774,,1992JJ00
GM1774,,1993JJ00
GM1774,,1994JJ00
GM1774,,1995JJ00
GM1774,,1996JJ00
GM1774,,1997JJ00
GM1774,,1998JJ00
GM1774,,1999JJ00
GM1774,,2000JJ00
GM1774,,2001JJ00
GM1774,,2002JJ00
GM1774,9.2,2003JJ00
GM1774,8.0,2004JJ00
GM1774,8.6,2005JJ00
GM1774,8.4,2006JJ00
GM1774,7.4,2007JJ00
GM1774,8.5,2008JJ00
GM1774,7.8,2009JJ00
GM1774,8.2,2010JJ00
GM1774,8.7,2011JJ00
GM1774,8.5,2012JJ00
GM1774,9.4,2013JJ00
GM1774,9.0,2014JJ00
GM1774,9.1,2015JJ00
GM1774,9.1,2016JJ00
GM1774,9.7,2017JJ00
GM1774,9.2,2018JJ00
GM1774,9.3,2019JJ00
GM1774,11.4,2020JJ00
GM1774,10.7,2021JJ00
GM1774,11.1,2022JJ00
GM1774,11.9,2023JJ00
GM0764,5.8,1988JJ00
GM0764,7.8,1989JJ00
GM0764,6.0,1990JJ00
GM0764,6.4,1991JJ00
GM0764,8.7,1992JJ00
GM0764,8.4,1993JJ00
GM0764,6.7,1994JJ00
GM0764,7.3,1995JJ00
GM0764,9.2,1996JJ00
GM0764,,1997JJ00
GM0764,,1998JJ00
GM0764,,1999JJ00
GM0764,,2000JJ00
GM0764,,2001JJ00
GM0764,,2002JJ00
GM0764,,2003JJ00
GM0764,,2004JJ00
GM0764,,2005JJ00
GM0764,,2006JJ00
GM0764,,2007JJ00
GM0764,,2008JJ00
GM0764,,2009JJ00
GM0764,,2010JJ00
GM0764,,2011JJ00
GM0764,,2012JJ00
GM0764,,2013JJ00
GM0764,,2014JJ00
GM0764,,2015JJ00
GM0764,,2016JJ00
GM0764,,2017JJ00
GM0764,,2018JJ00
GM0764,,2019JJ00
GM0764,,2020JJ00
GM0764,,2021JJ00
GM0764,,2022JJ00
GM0764,,2023JJ00
GM0219,7.4,1988JJ00
GM0219,8.1,1989JJ00
GM0219,7.8,1990JJ00
GM0219,7.1,1991JJ00
GM0219,7.0,1992JJ00
GM0219,10.0,1993JJ00
GM0219,7.3,1994JJ00
GM0219,6.0,1995JJ00
GM0219,8.9,1996JJ00
GM0219,6.8,1997JJ00
GM0219,7.9,1998JJ00
GM0219,7.5,1999JJ00
GM0219,9.0,2000JJ00
GM0219,7.9,2001JJ00
GM0219,9.1,2002JJ00
GM0219,8.2,2003JJ00
GM0219,8.1,2004JJ00
GM0219,,2005JJ00
GM0219,,2006JJ00
GM0219,,2007JJ00
GM0219,,2008JJ00
GM0219,,2009JJ00
GM0219,,2010JJ00
GM0219,,2011JJ00
GM0219,,2012JJ00
GM0219,,2013JJ00
GM0219,,2014JJ00
GM0219,,2015JJ00
GM0219,,2016JJ00
GM0219,,2017JJ00
GM0219,,2018JJ00
GM0219,,2019JJ00
GM0219,,2020JJ00
GM0219,,2021JJ00
GM0219,,2022JJ00
GM0219,,2023JJ00
GM0504,6.8,1988JJ00
GM0504,10.0,1989JJ00
GM0504,9.3,1990JJ00
GM0504,8.8,1991JJ00
GM0504,8.1,1992JJ00
GM0504,8.0,1993JJ00
GM0504,9.1,1994JJ00
GM0504,7.0,1995JJ00
GM0504,9.1,1996JJ00
GM0504,8.2,1997JJ00
GM0504,9.3,1998JJ00
GM0504,9.3,1999JJ00
GM0504,9.4,2000JJ00
GM0504,7.5,2001JJ00
GM0504,8.0,2002JJ00
GM0504,9.2,2003JJ00
GM0504,8.8,2004JJ00
GM0504,8.1,2005JJ00
GM0504,7.0,2006JJ00
GM0504,7.4,2007JJ00
GM0504,9.0,2008JJ00
GM0504,8.7,2009JJ00
GM0504,6.4,2010JJ00
GM0504,7.9,2011JJ00
GM0504,8.7,2012JJ00
GM0504,,2013JJ00
GM0504,,2014JJ00
GM0504,,2015JJ00
GM0504,,2016JJ00
GM0504,,2017JJ00
GM0504,,2018JJ00
GM0504,,2019JJ00
GM0504,,2020JJ00
GM0504,,2021JJ00
GM0504,,2022JJ00
GM0504,,2023JJ00
GM0220,5.0,1988JJ00
GM0220,5.7,1989JJ00
GM0220,7.0,1990JJ00
GM0220,6.2,1991JJ00
GM0220,6.0,1992JJ00
GM0220,6.9,1993JJ00
GM0220,6.6,1994JJ00
GM0220,6.0,1995JJ00
GM0220,7.7,1996JJ00
GM0220,5.7,1997JJ00
GM0220,6.2,1998JJ00
GM0220,4.3,1999JJ00
GM0220,5.3,2000JJ00
GM0220,6.0,2001JJ00
GM0220,,2002JJ00
GM0220,,2003JJ00
GM0220,,2004JJ00
GM0220,,2005JJ00
GM0220,,2006JJ00
GM0220,,2007JJ00
GM0220,,2008JJ00
GM0220,,2009JJ00
GM0220,,2010JJ00
GM0220,,2011JJ00
GM0220,,2012JJ00
GM0220,,2013JJ00
GM0220,,2014JJ00
GM0220,,2015JJ00
GM0220,,2016JJ00
GM0220,,2017JJ00
GM0220,,2018JJ00
GM0220,,2019JJ00
GM0220,,2020JJ00
GM0220,,2021JJ00
GM0220,,2022JJ00
GM0220,,2023JJ00
GM0221,8.7,1988JJ00
GM0221,9.1,1989JJ00
GM0221,9.1,1990JJ00
GM0221,9.6,1991JJ00
GM0221,8.4,1992JJ00
GM0221,9.1,1993JJ00
GM0221,7.0,1994JJ00
GM0221,7.1,1995JJ00
GM0221,8.5,1996JJ00
GM0221,6.6,1997JJ00
GM0221,7.7,1998JJ00
GM0221,6.7,1999JJ00
GM0221,7.8,2000JJ00
GM0221,9.0,2001JJ00
GM0221,8.1,2002JJ00
GM0221,9.2,2003JJ00
GM0221,7.7,2004JJ00
GM0221,7.3,2005JJ00
GM0221,7.4,2006JJ00
GM0221,8.9,2007JJ00
GM0221,7.2,2008JJ00
GM0221,8.4,2009JJ00
GM0221,8.3,2010JJ00
GM0221,9.5,2011JJ00
GM0221,9.7,2012JJ00
GM0221,9.0,2013JJ00
GM0221,9.3,2014JJ00
GM0221,9.1,2015JJ00
GM0221,9.9,2016JJ00
GM0221,10.4,2017JJ00
GM0221,9.4,2018JJ00
GM0221,8.5,2019JJ00
GM0221,13.5,2020JJ00
GM0221,12.7,2021JJ00
GM0221,11.0,2022JJ00
GM0221,11.0,2023JJ00
GM0222,6.8,1988JJ00
GM0222,8.3,1989JJ00
GM0222,8.7,1990JJ00
GM0222,7.9,1991JJ00
GM0222,8.2,1992JJ00
GM0222,9.1,1993JJ00
GM0222,8.8,1994JJ00
GM0222,8.2,1995JJ00
GM0222,8.4,1996JJ00
GM0222,8.3,1997JJ00
GM0222,7.8,1998JJ00
GM0222,9.0,1999JJ00
GM0222,8.4,2000JJ00
GM0222,9.1,2001JJ00
GM0222,8.5,2002JJ00
GM0222,8.6,2003JJ00
GM0222,8.6,2004JJ00
GM0222,8.1,2005JJ00
GM0222,7.8,2006JJ00
GM0222,8.6,2007JJ00
GM0222,8.5,2008JJ00
GM0222,8.0,2009JJ00
GM0222,8.8,2010JJ00
GM0222,8.5,2011JJ00
GM0222,8.7,2012JJ00
GM0222,8.9,2013JJ00
GM0222,8.2,2014JJ00
GM0222,9.8,2015JJ00
GM0222,9.8,2016JJ00
GM0222,10.1,2017JJ00
GM0222,10.3,2018JJ00
GM0222,9.6,2019JJ00
GM0222,10.3,2020JJ00
GM0222,11.2,2021JJ00
GM0222,10.2,2022JJ00
GM0222,10.5,2023JJ00
GM0660,10.1,1988JJ00
GM0660,12.3,1989JJ00
GM0660,11.0,1990JJ00
GM0660,10.8,1991JJ00
GM0660,11.1,1992JJ00
GM0660,9.4,1993JJ00
GM0660,8.6,1994JJ00
GM0660,11.5,1995JJ00
GM0660,13.5,1996JJ00
GM0660,,1997JJ00
GM0660,,1998JJ00
GM0660,,1999JJ00
GM0660,,2000JJ00
GM0660,,2001JJ00
GM0660,,2002JJ00
GM0660,,2003JJ00
GM0660,,2004JJ00
GM0660,,2005JJ00
GM0660,,2006JJ00
GM0660,,2007JJ00
GM0660,,2008JJ00
GM0660,,2009JJ00
GM0660,,2010JJ00
GM0660,,2011JJ00
GM0660,,2012JJ00
GM0660,,2013JJ00
GM0660,,2014JJ00
GM0660,,2015JJ00
GM0660,,2016JJ00
GM0660,,2017JJ00
GM0660,,2018JJ00
GM0660,,2019JJ00
GM0660,,2020JJ00
GM0660,,2021JJ00
GM0660,,2022JJ00
GM0660,,2023JJ00
GM0766,8.5,1988JJ00
GM0766,8.0,1989JJ00
GM0766,8.5,1990JJ00
GM0766,8.3,1991JJ00
GM0766,8.5,1992JJ00
GM0766,8.9,1993JJ00
GM0766,8.2,1994JJ00
GM0766,8.7,1995JJ00
GM0766,8.6,1996JJ00
GM0766,8.6,1997JJ00
GM0766,7.7,1998JJ00
GM0766,8.5,1999JJ00
GM0766,8.8,2000JJ00
GM0766,8.8,2001JJ00
GM0766,8.6,2002JJ00
GM0766,7.6,2003JJ00
GM0766,8.3,2004JJ00
GM0766,7.5,2005JJ00
GM0766,8.5,2006JJ00
GM0766,8.4,2007JJ00
GM0766,8.2,2008JJ00
GM0766,7.8,2009JJ00
GM0766,8.2,2010JJ00
GM0766,8.6,2011JJ00
GM0766,8.0,2012JJ00
GM0766,8.3,2013JJ00
GM0766,8.2,2014JJ00
GM0766,9.6,2015JJ00
GM0766,9.2,2016JJ00
GM0766,8.7,2017JJ00
GM0766,9.3,2018JJ00
GM0766,9.8,2019JJ00
GM0766,11.3,2020JJ00
GM0766,11.9,2021JJ00
GM0766,12.0,2022JJ00
GM0766,9.7,2023JJ00
GM0058,8.3,1988JJ00
GM0058,8.5,1989JJ00
GM0058,9.1,1990JJ00
GM0058,8.7,1991JJ00
GM0058,8.7,1992JJ00
GM0058,8.4,1993JJ00
GM0058,9.8,1994JJ00
