RegioS,WerkzameBeroepsbevolking_3,Perioden
GM0327,8.0,2020JJ00
GM0327,8.0,2021JJ00
GM0327,9.0,2022JJ00
GM0327,9.0,2023JJ00
GM1705,13.0,2013JJ00
GM1705,13.0,2014JJ00
GM1705,13.0,2015JJ00
GM1705,13.0,2016JJ00
GM1705,13.0,2017JJ00
GM1705,13.0,2018JJ00
GM1705,13.0,2019JJ00
GM1705,13.0,2020JJ00
GM1705,13.0,2021JJ00
GM1705,14.0,2022JJ00
GM1705,14.0,2023JJ00
GM0553,6.0,2013JJ00
GM0553,6.0,2014JJ00
GM0553,6.0,2015JJ00
GM0553,6.0,2016JJ00
GM0553,6.0,2017JJ00
GM0553,6.0,2018JJ00
GM0553,6.0,2019JJ00
GM0553,7.0,2020JJ00
GM0553,7.0,2021JJ00
GM0553,7.0,2022JJ00
GM0553,7.0,2023JJ00
GM0262,8.0,2013JJ00
GM0262,8.0,2014JJ00
GM0262,9.0,2015JJ00
GM0262,9.0,2016JJ00
GM0262,9.0,2017JJ00
GM0262,9.0,2018JJ00
GM0262,9.0,2019JJ00
GM0262,9.0,2020JJ00
GM0262,9.0,2021JJ00
GM0262,9.0,2022JJ00
GM0262,9.0,2023JJ00
GM0809,6.0,2013JJ00
GM0809,6.0,2014JJ00
GM0809,6.0,2015JJ00
GM0809,6.0,2016JJ00
GM0809,7.0,2017JJ00
GM0809,7.0,2018JJ00
GM0809,7.0,2019JJ00
GM0809,7.0,2020JJ00
GM0809,7.0,2021JJ00
GM0809,7.0,2022JJ00
GM0809,7.0,2023JJ00
GM0331,4.0,2013JJ00
GM0331,4.0,2014JJ00
GM0331,4.0,2015JJ00
GM0331,4.0,2016JJ00
GM0331,4.0,2017JJ00
GM0331,4.0,2018JJ00
GM0331,4.0,2019JJ00
GM0331,4.0,2020JJ00
GM0331,4.0,2021JJ00
GM0331,5.0,2022JJ00
GM0331,5.0,2023JJ00
GM0168,6.0,2013JJ00
GM0168,6.0,2014JJ00
GM0168,6.0,2015JJ00
GM0168,6.0,2016JJ00
GM0168,6.0,2017JJ00
GM0168,6.0,2018JJ00
GM0168,6.0,2019JJ00
GM0168,6.0,2020JJ00
GM0168,6.0,2021JJ00
GM0168,6.0,2022JJ00
GM0168,7.0,2023JJ00
GM0263,7.0,2013JJ00
GM0263,7.0,2014JJ00
GM0263,7.0,2015JJ00
GM0263,7.0,2016JJ00
GM0263,7.0,2017JJ00
GM0263,7.0,2018JJ00
GM0263,7.0,2019JJ00
GM0263,8.0,2020JJ00
GM0263,8.0,2021JJ00
GM0263,8.0,2022JJ00
GM0263,8.0,2023JJ00
GM1641,6.0,2013JJ00
GM1641,6.0,2014JJ00
GM1641,6.0,2015JJ00
GM1641,6.0,2016JJ00
GM1641,7.0,2017JJ00
GM1641,6.0,2018JJ00
GM1641,6.0,2019JJ00
GM1641,6.0,2020JJ00
GM1641,7.0,2021JJ00
GM1641,7.0,2022JJ00
GM1641,7.0,2023JJ00
GM1991,16.0,2013JJ00
GM1991,16.0,2014JJ00
GM1991,16.0,2015JJ00
GM1991,16.0,2016JJ00
GM1991,16.0,2017JJ00
GM1991,16.0,2018JJ00
GM1991,17.0,2019JJ00
GM1991,16.0,2020JJ00
GM1991,17.0,2021JJ00
GM1991,17.0,2022JJ00
GM1991,17.0,2023JJ00
GM0556,8.0,2013JJ00
GM0556,8.0,2014JJ00
GM0556,8.0,2015JJ00
GM0556,8.0,2016JJ00
GM0556,9.0,2017JJ00
GM0556,9.0,2018JJ00
GM0556,9.0,2019JJ00
GM0556,9.0,2020JJ00
GM0556,9.0,2021JJ00
GM0556,9.0,2022JJ00
GM0556,10.0,2023JJ00
GM0935,30.0,2013JJ00
GM0935,30.0,2014JJ00
GM0935,30.0,2015JJ00
GM0935,30.0,2016JJ00
GM0935,30.0,2017JJ00
GM0935,30.0,2018JJ00
GM0935,31.0,2019JJ00
GM0935,30.0,2020JJ00
GM0935,31.0,2021JJ00
GM0935,31.0,2022JJ00
GM0935,32.0,2023JJ00
GM0420,12.0,2013JJ00
GM0420,12.0,2014JJ00
GM0420,12.0,2015JJ00
GM0420,13.0,2016JJ00
GM0420,12.0,2017JJ00
GM0420,13.0,2018JJ00
GM0420,13.0,2019JJ00
GM0420,13.0,2020JJ00
GM0420,13.0,2021JJ00
GM0420,13.0,2022JJ00
GM0420,13.0,2023JJ00
GM0938,5.0,2013JJ00
GM0938,5.0,2014JJ00
GM0938,5.0,2015JJ00
GM0938,5.0,2016JJ00
GM0938,5.0,2017JJ00
GM0938,5.0,2018JJ00
GM0938,5.0,2019JJ00
GM0938,5.0,2020JJ00
GM0938,5.0,2021JJ00
GM0938,5.0,2022JJ00
GM0938,5.0,2023JJ00
GM1948,22.0,2013JJ00
GM1948,22.0,2014JJ00
GM1948,22.0,2015JJ00
GM1948,23.0,2016JJ00
GM1948,23.0,2017JJ00
GM1948,24.0,2018JJ00
GM1948,24.0,2019JJ00
GM1948,24.0,2020JJ00
GM1948,25.0,2021JJ00
GM1948,25.0,2022JJ00
GM1948,25.0,2023JJ00
GM0119,9.0,2013JJ00
GM0119,9.0,2014JJ00
GM0119,9.0,2015JJ00
GM0119,9.0,2016JJ00
GM0119,9.0,2017JJ00
GM0119,9.0,2018JJ00
GM0119,9.0,2019JJ00
GM0119,9.0,2020JJ00
GM0119,9.0,2021JJ00
GM0119,10.0,2022JJ00
GM0119,10.0,2023JJ00
GM0687,12.0,2013JJ00
GM0687,12.0,2014JJ00
GM0687,12.0,2015JJ00
GM0687,13.0,2016JJ00
GM0687,13.0,2017JJ00
GM0687,13.0,2018JJ00
GM0687,13.0,2019JJ00
GM0687,13.0,2020JJ00
GM0687,13.0,2021JJ00
GM0687,14.0,2022JJ00
GM0687,14.0,2023JJ00
GM1842,5.0,2013JJ00
GM1842,5.0,2014JJ00
GM1842,5.0,2015JJ00
GM1842,6.0,2016JJ00
GM1842,6.0,2017JJ00
GM1842,6.0,2018JJ00
GM1842,6.0,2019JJ00
GM1842,6.0,2020JJ00
GM1842,6.0,2021JJ00
GM1842,6.0,2022JJ00
GM1842,6.0,2023JJ00
GM1731,9.0,2013JJ00
GM1731,9.0,2014JJ00
GM1731,9.0,2015JJ00
GM1731,9.0,2016JJ00
GM1731,9.0,2017JJ00
GM1731,9.0,2018JJ00
GM1731,9.0,2019JJ00
GM1731,9.0,2020JJ00
GM1731,9.0,2021JJ00
GM1731,10.0,2022JJ00
GM1731,10.0,2023JJ00
GM1952,16.0,2013JJ00
GM1952,16.0,2014JJ00
GM1952,16.0,2015JJ00
GM1952,16.0,2016JJ00
GM1952,16.0,2017JJ00
GM1952,16.0,2018JJ00
GM1952,16.0,2019JJ00
GM1952,16.0,2020JJ00
GM1952,16.0,2021JJ00
GM1952,17.0,2022JJ00
GM1952,17.0,2023JJ00
GM1709,10.0,2013JJ00
GM1709,10.0,2014JJ00
GM1709,10.0,2015JJ00
GM1709,10.0,2016JJ00
GM1709,11.0,2017JJ00
GM1709,11.0,2018JJ00
GM1709,11.0,2019JJ00
GM1709,11.0,2020JJ00
GM1709,11.0,2021JJ00
GM1709,11.0,2022JJ00
GM1709,11.0,2023JJ00
GM1978,12.0,2013JJ00
GM1978,12.0,2014JJ00
GM1978,12.0,2015JJ00
GM1978,13.0,2016JJ00
GM1978,13.0,2017JJ00
GM1978,13.0,2018JJ00
GM1978,13.0,2019JJ00
GM1978,13.0,2020JJ00
GM1978,13.0,2021JJ00
GM1978,13.0,2022JJ00
GM1978,14.0,2023JJ00
GM1955,9.0,2013JJ00
GM1955,9.0,2014JJ00
GM1955,9.0,2015JJ00
GM1955,10.0,2016JJ00
GM1955,10.0,2017JJ00
GM1955,10.0,2018JJ00
GM1955,10.0,2019JJ00
GM1955,10.0,2020JJ00
GM1955,10.0,2021JJ00
GM1955,10.0,2022JJ00
GM1955,11.0,2023JJ00
GM0335,4.0,2013JJ00
GM0335,4.0,2014JJ00
GM0335,4.0,2015JJ00
GM0335,4.0,2016JJ00
GM0335,4.0,2017JJ00
GM0335,4.0,2018JJ00
GM0335,4.0,2019JJ00
GM0335,4.0,2020JJ00
GM0335,4.0,2021JJ00
GM0335,4.0,2022JJ00
GM0335,4.0,2023JJ00
GM0944,2.0,2013JJ00
GM0944,2.0,2014JJ00
GM0944,2.0,2015JJ00
GM0944,2.0,2016JJ00
GM0944,2.0,2017JJ00
GM0944,2.0,2018JJ00
GM0944,2.0,2019JJ00
GM0944,2.0,2020JJ00
GM0944,2.0,2021JJ00
GM0944,2.0,2022JJ00
GM0944,2.0,2023JJ00
GM1740,6.0,2013JJ00
GM1740,6.0,2014JJ00
GM1740,6.0,2015JJ00
GM1740,6.0,2016JJ00
GM1740,7.0,2017JJ00
GM1740,7.0,2018JJ00
GM1740,7.0,2019JJ00
GM1740,7.0,2020JJ00
GM1740,7.0,2021JJ00
GM1740,7.0,2022JJ00
GM1740,7.0,2023JJ00
GM0946,5.0,2013JJ00
GM0946,5.0,2014JJ00
GM0946,5.0,2015JJ00
GM0946,5.0,2016JJ00
GM0946,5.0,2017JJ00
GM0946,5.0,2018JJ00
GM0946,5.0,2019JJ00
GM0946,5.0,2020JJ00
GM0946,5.0,2021JJ00
GM0946,5.0,2022JJ00
GM0946,5.0,2023JJ00
GM0356,17.0,2013JJ00
GM0356,17.0,2014JJ00
GM0356,17.0,2015JJ00
GM0356,17.0,2016JJ00
GM0356,17.0,2017JJ00
GM0356,18.0,2018JJ00
GM0356,18.0,2019JJ00
GM0356,18.0,2020JJ00
GM0356,18.0,2021JJ00
GM0356,19.0,2022JJ00
GM0356,19.0,2023JJ00
GM0569,8.0,2013JJ00
GM0569,8.0,2014JJ00
GM0569,8.0,2015JJ00
GM0569,8.0,2016JJ00
GM0569,8.0,2017JJ00
GM0569,8.0,2018JJ00
GM0569,8.0,2019JJ00
GM0569,8.0,2020JJ00
GM0569,9.0,2021JJ00
GM0569,9.0,2022JJ00
GM0569,9.0,2023JJ00
GM0267,11.0,2013JJ00
GM0267,11.0,2014JJ00
GM0267,11.0,2015JJ00
GM0267,12.0,2016JJ00
GM0267,12.0,2017JJ00
GM0267,12.0,2018JJ00
GM0267,12.0,2019JJ00
GM0267,12.0,2020JJ00
GM0267,13.0,2021JJ00
GM0267,13.0,2022JJ00
GM0267,13.0,2023JJ00
GM0268,44.0,2013JJ00
GM0268,44.0,2014JJ00
GM0268,44.0,2015JJ00
GM0268,44.0,2016JJ00
GM0268,46.0,2017JJ00
GM0268,47.0,2018JJ00
GM0268,49.0,2019JJ00
GM0268,49.0,2020JJ00
GM0268,50.0,2021JJ00
GM0268,52.0,2022JJ00
GM0268,52.0,2023JJ00
GM1930,24.0,2013JJ00
GM1930,24.0,2014JJ00
GM1930,23.0,2015JJ00
GM1930,23.0,2016JJ00
GM1930,23.0,2017JJ00
GM1930,23.0,2018JJ00
GM1930,23.0,2019JJ00
GM1930,23.0,2020JJ00
GM1930,23.0,2021JJ00
GM1930,24.0,2022JJ00
GM1930,24.0,2023JJ00
GM1970,12.0,2013JJ00
GM1970,12.0,2014JJ00
GM1970,12.0,2015JJ00
GM1970,12.0,2016JJ00
GM1970,12.0,2017JJ00
GM1970,12.0,2018JJ00
GM1970,13.0,2019JJ00
GM1970,13.0,2020JJ00
GM1970,13.0,2021JJ00
GM1970,13.0,2022JJ00
GM1970,13.0,2023JJ00
GM1695,2.0,2013JJ00
GM1695,2.0,2014JJ00
GM1695,2.0,2015JJ00
GM1695,2.0,2016JJ00
GM1695,2.0,2017JJ00
GM1695,2.0,2018JJ00
GM1695,2.0,2019JJ00
GM1695,2.0,2020JJ00
GM1695,2.0,2021JJ00
GM1695,2.0,2022JJ00
GM1695,2.0,2023JJ00
GM1699,8.0,2013JJ00
GM1699,8.0,2014JJ00
GM1699,8.0,2015JJ00
GM1699,8.0,2016JJ00
GM1699,8.0,2017JJ00
GM1699,8.0,2018JJ00
GM1699,8.0,2019JJ00
GM1699,8.0,2020JJ00
GM1699,8.0,2021JJ00
GM1699,8.0,2022JJ00
GM1699,8.0,2023JJ00
GM0171,13.0,2013JJ00
GM0171,12.0,2014JJ00
GM0171,13.0,2015JJ00
GM0171,13.0,2016JJ00
GM0171,13.0,2017JJ00
GM0171,13.0,2018JJ00
GM0171,13.0,2019JJ00
GM0171,13.0,2020JJ00
GM0171,13.0,2021JJ00
GM0171,14.0,2022JJ00
GM0171,15.0,2023JJ00
GM0575,12.0,2013JJ00
GM0575,12.0,2014JJ00
GM0575,12.0,2015JJ00
GM0575,12.0,2016JJ00
GM0575,12.0,2017JJ00
GM0575,12.0,2018JJ00
GM0575,12.0,2019JJ00
GM0575,12.0,2020JJ00
GM0575,13.0,2021JJ00
GM0575,13.0,2022JJ00
GM0575,13.0,2023JJ00
GM0820,6.0,2013JJ00
GM0820,6.0,2014JJ00
GM0820,6.0,2015JJ00
GM0820,6.0,2016JJ00
GM0820,6.0,2017JJ00
GM0820,6.0,2018JJ00
GM0820,6.0,2019JJ00
GM0820,6.0,2020JJ00
GM0820,6.0,2021JJ00
GM0820,7.0,2022JJ00
GM0820,7.0,2023JJ00
GM0302,7.0,2013JJ00
GM0302,7.0,2014JJ00
GM0302,7.0,2015JJ00
GM0302,7.0,2016JJ00
GM0302,7.0,2017JJ00
GM0302,7.0,2018JJ00
GM0302,8.0,2019JJ00
GM0302,8.0,2020JJ00
GM0302,8.0,2021JJ00
GM0302,8.0,2022JJ00
GM0302,8.0,2023JJ00
GM0579,6.0,2013JJ00
GM0579,6.0,2014JJ00
GM0579,6.0,2015JJ00
GM0579,6.0,2016JJ00
GM0579,6.0,2017JJ00
GM0579,6.0,2018JJ00
GM0579,7.0,2019JJ00
GM0579,7.0,2020JJ00
GM0579,7.0,2021JJ00
GM0579,7.0,2022JJ00
GM0579,7.0,2023JJ00
GM0823,5.0,2013JJ00
GM0823,5.0,2014JJ00
GM0823,5.0,2015JJ00
GM0823,5.0,2016JJ00
GM0823,5.0,2017JJ00
GM0823,6.0,2018JJ00
GM0823,6.0,2019JJ00
GM0823,6.0,2020JJ00
GM0823,6.0,2021JJ00
GM0823,6.0,2022JJ00
GM0823,6.0,2023JJ00
GM0824,8.0,2013JJ00
GM0824,8.0,2014JJ00
GM0824,8.0,2015JJ00
GM0824,8.0,2016JJ00
GM0824,9.0,2017JJ00
GM0824,9.0,2018JJ00
GM0824,9.0,2019JJ00
GM0824,9.0,2020JJ00
GM0824,9.0,2021JJ00
GM0824,9.0,2022JJ00
GM0824,9.0,2023JJ00
GM1895,10.0,2013JJ00
GM1895,9.0,2014JJ00
GM1895,10.0,2015JJ00
GM1895,10.0,2016JJ00
GM1895,10.0,2017JJ00
GM1895,10.0,2018JJ00
GM1895,10.0,2019JJ00
GM1895,10.0,2020JJ00
GM1895,10.0,2021JJ00
GM1895,10.0,2022JJ00
GM1895,10.0,2023JJ00
GM0269,6.0,2013JJ00
GM0269,6.0,2014JJ00
GM0269,6.0,2015JJ00
GM0269,6.0,2016JJ00
GM0269,7.0,2017JJ00
GM0269,7.0,2018JJ00
GM0269,7.0,2019JJ00
GM0269,7.0,2020JJ00
GM0269,7.0,2021JJ00
GM0269,7.0,2022JJ00
GM0269,7.0,2023JJ00
GM0173,9.0,2013JJ00
GM0173,9.0,2014JJ00
GM0173,9.0,2015JJ00
GM0173,9.0,2016JJ00
GM0173,9.0,2017JJ00
GM0173,9.0,2018JJ00
GM0173,9.0,2019JJ00
GM0173,9.0,2020JJ00
GM0173,9.0,2021JJ00
GM0173,9.0,2022JJ00
GM0173,9.0,2023JJ00
GM1773,5.0,2013JJ00
GM1773,5.0,2014JJ00
GM1773,5.0,2015JJ00
GM1773,5.0,2016JJ00
GM1773,5.0,2017JJ00
GM1773,5.0,2018JJ00
GM1773,5.0,2019JJ00
GM1773,5.0,2020JJ00
GM1773,5.0,2021JJ00
GM1773,5.0,2022JJ00
GM1773,6.0,2023JJ00
GM0175,5.0,2013JJ00
GM0175,5.0,2014JJ00
GM0175,5.0,2015JJ00
GM0175,5.0,2016JJ00
GM0175,5.0,2017JJ00
GM0175,5.0,2018JJ00
GM0175,5.0,2019JJ00
GM0175,5.0,2020JJ00
GM0175,5.0,2021JJ00
GM0175,5.0,2022JJ00
GM0175,5.0,2023JJ00
GM1586,8.0,2013JJ00
GM1586,8.0,2014JJ00
GM1586,8.0,2015JJ00
GM1586,8.0,2016JJ00
GM1586,9.0,2017JJ00
GM1586,9.0,2018JJ00
GM1586,9.0,2019JJ00
GM1586,9.0,2020JJ00
GM1586,9.0,2021JJ00
GM1586,9.0,2022JJ00
GM1586,9.0,2023JJ00
GM0826,14.0,2013JJ00
GM0826,14.0,2014JJ00
GM0826,14.0,2015JJ00
GM0826,14.0,2016JJ00
GM0826,15.0,2017JJ00
GM0826,16.0,2018JJ00
GM0826,16.0,2019JJ00
GM0826,16.0,2020JJ00
GM0826,16.0,2021JJ00
GM0826,16.0,2022JJ00
GM0826,16.0,2023JJ00
GM0085,7.0,2013JJ00
GM0085,7.0,2014JJ00
GM0085,7.0,2015JJ00
GM0085,7.0,2016JJ00
GM0085,7.0,2017JJ00
GM0085,7.0,2018JJ00
GM0085,7.0,2019JJ00
GM0085,7.0,2020JJ00
GM0085,7.0,2021JJ00
GM0085,7.0,2022JJ00
GM0085,7.0,2023JJ00
GM0431,3.0,2013JJ00
GM0431,3.0,2014JJ00
GM0431,3.0,2015JJ00
GM0431,3.0,2016JJ00
GM0431,3.0,2017JJ00
GM0431,3.0,2018JJ00
GM0431,3.0,2019JJ00
GM0431,3.0,2020JJ00
GM0431,3.0,2021JJ00
GM0431,3.0,2022JJ00
GM0431,3.0,2023JJ00
GM0432,3.0,2013JJ00
GM0432,3.0,2014JJ00
GM0432,3.0,2015JJ00
GM0432,3.0,2016JJ00
GM0432,3.0,2017JJ00
GM0432,3.0,2018JJ00
GM0432,3.0,2019JJ00
GM0432,4.0,2020JJ00
GM0432,4.0,2021JJ00
GM0432,4.0,2022JJ00
GM0432,4.0,2023JJ00
GM0086,8.0,2013JJ00
GM0086,8.0,2014JJ00
GM0086,8.0,2015JJ00
GM0086,8.0,2016JJ00
GM0086,8.0,2017JJ00
GM0086,8.0,2018JJ00
GM0086,8.0,2019JJ00
GM0086,8.0,2020JJ00
GM0086,8.0,2021JJ00
GM0086,8.0,2022JJ00
GM0086,8.0,2023JJ00
GM0828,24.0,2013JJ00
GM0828,24.0,2014JJ00
GM0828,25.0,2015JJ00
GM0828,25.0,2016JJ00
GM0828,26.0,2017JJ00
GM0828,26.0,2018JJ00
GM0828,26.0,2019JJ00
GM0828,27.0,2020JJ00
GM0828,27.0,2021JJ00
GM0828,28.0,2022JJ00
GM0828,28.0,2023JJ00
GM1509,11.0,2013JJ00
GM1509,10.0,2014JJ00
GM1509,11.0,2015JJ00
GM1509,10.0,2016JJ00
GM1509,11.0,2017JJ00
GM1509,11.0,2018JJ00
GM1509,11.0,2019JJ00
GM1509,11.0,2020JJ00
GM1509,11.0,2021JJ00
GM1509,11.0,2022JJ00
GM1509,11.0,2023JJ00
GM0437,3.0,2013JJ00
GM0437,3.0,2014JJ00
GM0437,3.0,2015JJ00
GM0437,4.0,2016JJ00
GM0437,4.0,2017JJ00
GM0437,4.0,2018JJ00
GM0437,4.0,2019JJ00
GM0437,4.0,2020JJ00
GM0437,4.0,2021JJ00
GM0437,4.0,2022JJ00
GM0437,4.0,2023JJ00
GM0589,3.0,2013JJ00
GM0589,3.0,2014JJ00
GM0589,3.0,2015JJ00
GM0589,3.0,2016JJ00
GM0589,3.0,2017JJ00
GM0589,3.0,2018JJ00
GM0589,3.0,2019JJ00
GM0589,3.0,2020JJ00
GM0589,3.0,2021JJ00
GM0589,3.0,2022JJ00
GM0589,3.0,2023JJ00
GM1734,13.0,2013JJ00
GM1734,13.0,2014JJ00
GM1734,13.0,2015JJ00
GM1734,13.0,2016JJ00
GM1734,13.0,2017JJ00
GM1734,13.0,2018JJ00
GM1734,13.0,2019JJ00
GM1734,14.0,2020JJ00
GM1734,14.0,2021JJ00
GM1734,14.0,2022JJ00
GM1734,14.0,2023JJ00
GM0590,9.0,2013JJ00
GM0590,9.0,2014JJ00
GM0590,9.0,2015JJ00
GM0590,9.0,2016JJ00
GM0590,9.0,2017JJ00
GM0590,9.0,2018JJ00
GM0590,9.0,2019JJ00
GM0590,9.0,2020JJ00
GM0590,9.0,2021JJ00
GM0590,9.0,2022JJ00
GM0590,9.0,2023JJ00
GM1894,13.0,2013JJ00
GM1894,13.0,2014JJ00
GM1894,13.0,2015JJ00
GM1894,13.0,2016JJ00
GM1894,13.0,2017JJ00
GM1894,13.0,2018JJ00
GM1894,13.0,2019JJ00
GM1894,13.0,2020JJ00
GM1894,13.0,2021JJ00
GM1894,13.0,2022JJ00
GM1894,14.0,2023JJ00
GM0765,3.0,2013JJ00
GM0765,3.0,2014JJ00
GM0765,3.0,2015JJ00
GM0765,3.0,2016JJ00
GM0765,3.0,2017JJ00
GM0765,3.0,2018JJ00
GM0765,3.0,2019JJ00
GM0765,3.0,2020JJ00
GM0765,3.0,2021JJ00
GM0765,3.0,2022JJ00
GM0765,3.0,2023JJ00
GM1926,14.0,2013JJ00
GM1926,14.0,2014JJ00
GM1926,14.0,2015JJ00
GM1926,14.0,2016JJ00
GM1926,15.0,2017JJ00
GM1926,15.0,2018JJ00
GM1926,16.0,2019JJ00
GM1926,16.0,2020JJ00
GM1926,16.0,2021JJ00
GM1926,17.0,2022JJ00
GM1926,17.0,2023JJ00
GM0439,24.0,2013JJ00
GM0439,23.0,2014JJ00
GM0439,24.0,2015JJ00
GM0439,24.0,2016JJ00
GM0439,24.0,2017JJ00
GM0439,24.0,2018JJ00
GM0439,25.0,2019JJ00
GM0439,25.0,2020JJ00
GM0439,25.0,2021JJ00
GM0439,26.0,2022JJ00
GM0439,27.0,2023JJ00
GM0273,7.0,2013JJ00
GM0273,7.0,2014JJ00
GM0273,7.0,2015JJ00
GM0273,7.0,2016JJ00
GM0273,7.0,2017JJ00
GM0273,7.0,2018JJ00
GM0273,7.0,2019JJ00
GM0273,7.0,2020JJ00
GM0273,7.0,2021JJ00
GM0273,7.0,2022JJ00
GM0273,7.0,2023JJ00
GM0177,10.0,2013JJ00
GM0177,10.0,2014JJ00
GM0177,10.0,2015JJ00
GM0177,10.0,2016JJ00
GM0177,11.0,2017JJ00
GM0177,11.0,2018JJ00
GM0177,11.0,2019JJ00
GM0177,11.0,2020JJ00
GM0177,11.0,2021JJ00
GM0177,11.0,2022JJ00
GM0177,11.0,2023JJ00
GM0703,6.0,2013JJ00
GM0703,6.0,2014JJ00
GM0703,6.0,2015JJ00
GM0703,6.0,2016JJ00
GM0703,6.0,2017JJ00
GM0703,6.0,2018JJ00
GM0703,6.0,2019JJ00
GM0703,6.0,2020JJ00
GM0703,7.0,2021JJ00
GM0703,7.0,2022JJ00
GM0703,7.0,2023JJ00
GM0274,8.0,2013JJ00
GM0274,8.0,2014JJ00
GM0274,7.0,2015JJ00
GM0274,8.0,2016JJ00
GM0274,8.0,2017JJ00
GM0274,8.0,2018JJ00
GM0274,8.0,2019JJ00
GM0274,8.0,2020JJ00
GM0274,8.0,2021JJ00
GM0274,8.0,2022JJ00
GM0274,8.0,2023JJ00
GM0339,1.0,2013JJ00
GM0339,1.0,2014JJ00
GM0339,1.0,2015JJ00
GM0339,1.0,2016JJ00
GM0339,1.0,2017JJ00
GM0339,2.0,2018JJ00
GM0339,2.0,2019JJ00
GM0339,2.0,2020JJ00
GM0339,2.0,2021JJ00
GM0339,2.0,2022JJ00
GM0339,2.0,2023JJ00
GM1667,4.0,2013JJ00
GM1667,4.0,2014JJ00
GM1667,4.0,2015JJ00
GM1667,4.0,2016JJ00
GM1667,4.0,2017JJ00
GM1667,4.0,2018JJ00
GM1667,4.0,2019JJ00
GM1667,4.0,2020JJ00
GM1667,4.0,2021JJ00
GM1667,4.0,2022JJ00
GM1667,4.0,2023JJ00
GM0275,11.0,2013JJ00
GM0275,11.0,2014JJ00
GM0275,11.0,2015JJ00
GM0275,11.0,2016JJ00
GM0275,11.0,2017JJ00
GM0275,11.0,2018JJ00
GM0275,11.0,2019JJ00
GM0275,11.0,2020JJ00
GM0275,11.0,2021JJ00
GM0275,12.0,2022JJ00
GM0275,12.0,2023JJ00
GM0340,5.0,2013JJ00
GM0340,5.0,2014JJ00
GM0340,5.0,2015JJ00
GM0340,5.0,2016JJ00
GM0340,5.0,2017JJ00
GM0340,5.0,2018JJ00
GM0340,5.0,2019JJ00
GM0340,5.0,2020JJ00
GM0340,6.0,2021JJ00
GM0340,6.0,2022JJ00
GM0340,6.0,2023JJ00
GM0597,12.0,2013JJ00
GM0597,12.0,2014JJ00
GM0597,12.0,2015JJ00
GM0597,12.0,2016JJ00
GM0597,12.0,2017JJ00
GM0597,12.0,2018JJ00
GM0597,12.0,2019JJ00
GM0597,12.0,2020JJ00
GM0597,12.0,2021JJ00
GM0597,13.0,2022JJ00
GM0597,13.0,2023JJ00
GM1742,10.0,2013JJ00
GM1742,10.0,2014JJ00
GM1742,10.0,2015JJ00
GM1742,10.0,2016JJ00
GM1742,11.0,2017JJ00
GM1742,11.0,2018JJ00
GM1742,11.0,2019JJ00
GM1742,11.0,2020JJ00
GM1742,11.0,2021JJ00
GM1742,11.0,2022JJ00
GM1742,11.0,2023JJ00
GM0603,12.0,2013JJ00
GM0603,12.0,2014JJ00
GM0603,12.0,2015JJ00
GM0603,12.0,2016JJ00
GM0603,13.0,2017JJ00
GM0603,13.0,2018JJ00
GM0603,14.0,2019JJ00
GM0603,14.0,2020JJ00
GM0603,14.0,2021JJ00
GM0603,15.0,2022JJ00
GM0603,16.0,2023JJ00
GM1669,6.0,2013JJ00
GM1669,6.0,2014JJ00
GM1669,6.0,2015JJ00
GM1669,6.0,2016JJ00
GM1669,6.0,2017JJ00
GM1669,6.0,2018JJ00
GM1669,6.0,2019JJ00
GM1669,6.0,2020JJ00
GM1669,6.0,2021JJ00
GM1669,6.0,2022JJ00
GM1669,6.0,2023JJ00
GM0957,15.0,2013JJ00
GM0957,15.0,2014JJ00
GM0957,15.0,2015JJ00
GM0957,15.0,2016JJ00
GM0957,15.0,2017JJ00
GM0957,15.0,2018JJ00
GM0957,16.0,2019JJ00
GM0957,16.0,2020JJ00
GM0957,16.0,2021JJ00
GM0957,16.0,2022JJ00
GM0957,17.0,2023JJ00
GM0736,12.0,2013JJ00
GM0736,12.0,2014JJ00
GM0736,12.0,2015JJ00
GM0736,12.0,2016JJ00
GM0736,12.0,2017JJ00
GM0736,12.0,2018JJ00
GM0736,13.0,2019JJ00
GM0736,13.0,2020JJ00
GM0736,13.0,2021JJ00
GM0736,13.0,2022JJ00
GM0736,13.0,2023JJ00
GM1674,20.0,2013JJ00
GM1674,20.0,2014JJ00
GM1674,20.0,2015JJ00
GM1674,20.0,2016JJ00
GM1674,20.0,2017JJ00
GM1674,21.0,2018JJ00
GM1674,21.0,2019JJ00
GM1674,21.0,2020JJ00
GM1674,21.0,2021JJ00
GM1674,21.0,2022JJ00
GM1674,22.0,2023JJ00
GM0599,150.0,2013JJ00
GM0599,152.0,2014JJ00
GM0599,151.0,2015JJ00
GM0599,150.0,2016JJ00
GM0599,159.0,2017JJ00
GM0599,165.0,2018JJ00
GM0599,169.0,2019JJ00
GM0599,168.0,2020JJ00
GM0599,173.0,2021JJ00
GM0599,181.0,2022JJ00
GM0599,186.0,2023JJ00
GM0277,0.0,2013JJ00
GM0277,0.0,2014JJ00
GM0277,0.0,2015JJ00
GM0277,0.0,2016JJ00
GM0277,0.0,2017JJ00
GM0277,0.0,2018JJ00
GM0277,0.0,2019JJ00
GM0277,0.0,2020JJ00
GM0277,0.0,2021JJ00
GM0277,0.0,2022JJ00
GM0277,0.0,2023JJ00
