RegioS,WerkzameBeroepsbevolking_3,Perioden
GM0453,13.0,2017JJ00
GM0453,13.0,2018JJ00
GM0453,13.0,2019JJ00
GM0453,13.0,2020JJ00
GM0453,13.0,2021JJ00
GM0453,14.0,2022JJ00
GM0453,14.0,2023JJ00
GM0983,20.0,2013JJ00
GM0983,20.0,2014JJ00
GM0983,20.0,2015JJ00
GM0983,20.0,2016JJ00
GM0983,20.0,2017JJ00
GM0983,20.0,2018JJ00
GM0983,20.0,2019JJ00
GM0983,20.0,2020JJ00
GM0983,21.0,2021JJ00
GM0983,21.0,2022JJ00
GM0983,22.0,2023JJ00
GM0984,8.0,2013JJ00
GM0984,8.0,2014JJ00
GM0984,8.0,2015JJ00
GM0984,8.0,2016JJ00
GM0984,8.0,2017JJ00
GM0984,8.0,2018JJ00
GM0984,8.0,2019JJ00
GM0984,8.0,2020JJ00
GM0984,8.0,2021JJ00
GM0984,9.0,2022JJ00
GM0984,9.0,2023JJ00
GM1961,11.0,2013JJ00
GM1961,11.0,2014JJ00
GM1961,11.0,2015JJ00
GM1961,11.0,2016JJ00
GM1961,11.0,2017JJ00
GM1961,11.0,2018JJ00
GM1961,11.0,2019JJ00
GM1961,12.0,2020JJ00
GM1961,12.0,2021JJ00
GM1961,13.0,2022JJ00
GM1961,13.0,2023JJ00
GM0622,15.0,2013JJ00
GM0622,15.0,2014JJ00
GM0622,14.0,2015JJ00
GM0622,14.0,2016JJ00
GM0622,14.0,2017JJ00
GM0622,15.0,2018JJ00
GM0622,15.0,2019JJ00
GM0622,15.0,2020JJ00
GM0622,16.0,2021JJ00
GM0622,16.0,2022JJ00
GM0622,17.0,2023JJ00
GM0096,0.0,2013JJ00
GM0096,0.0,2014JJ00
GM0096,0.0,2015JJ00
GM0096,0.0,2016JJ00
GM0096,0.0,2017JJ00
GM0096,0.0,2018JJ00
GM0096,0.0,2019JJ00
GM0096,0.0,2020JJ00
GM0096,0.0,2021JJ00
GM0096,0.0,2022JJ00
GM0096,0.0,2023JJ00
GM0718,9.0,2013JJ00
GM0718,9.0,2014JJ00
GM0718,9.0,2015JJ00
GM0718,9.0,2016JJ00
GM0718,8.0,2017JJ00
GM0718,8.0,2018JJ00
GM0718,8.0,2019JJ00
GM0718,8.0,2020JJ00
GM0718,9.0,2021JJ00
GM0718,9.0,2022JJ00
GM0718,9.0,2023JJ00
GM0986,2.0,2013JJ00
GM0986,2.0,2014JJ00
GM0986,2.0,2015JJ00
GM0986,2.0,2016JJ00
GM0986,2.0,2017JJ00
GM0986,2.0,2018JJ00
GM0986,2.0,2019JJ00
GM0986,2.0,2020JJ00
GM0986,2.0,2021JJ00
GM0986,2.0,2022JJ00
GM0986,2.0,2023JJ00
GM1992,14.0,2013JJ00
GM1992,13.0,2014JJ00
GM1992,13.0,2015JJ00
GM1992,13.0,2016JJ00
GM1992,13.0,2017JJ00
GM1992,14.0,2018JJ00
GM1992,14.0,2019JJ00
GM1992,14.0,2020JJ00
GM1992,14.0,2021JJ00
GM1992,14.0,2022JJ00
GM1992,14.0,2023JJ00
GM0626,5.0,2013JJ00
GM0626,5.0,2014JJ00
GM0626,5.0,2015JJ00
GM0626,5.0,2016JJ00
GM0626,5.0,2017JJ00
GM0626,5.0,2018JJ00
GM0626,5.0,2019JJ00
GM0626,5.0,2020JJ00
GM0626,5.0,2021JJ00
GM0626,5.0,2022JJ00
GM0626,5.0,2023JJ00
GM0285,4.0,2013JJ00
GM0285,4.0,2014JJ00
GM0285,4.0,2015JJ00
GM0285,4.0,2016JJ00
GM0285,4.0,2017JJ00
GM0285,4.0,2018JJ00
GM0285,4.0,2019JJ00
GM0285,4.0,2020JJ00
GM0285,4.0,2021JJ00
GM0285,4.0,2022JJ00
GM0285,4.0,2023JJ00
GM0865,6.0,2013JJ00
GM0865,6.0,2014JJ00
GM0865,5.0,2015JJ00
GM0865,6.0,2016JJ00
GM0865,6.0,2017JJ00
GM0865,6.0,2018JJ00
GM0865,6.0,2019JJ00
GM0865,6.0,2020JJ00
GM0865,6.0,2021JJ00
GM0865,6.0,2022JJ00
GM0865,6.0,2023JJ00
GM1949,9.0,2013JJ00
GM1949,9.0,2014JJ00
GM1949,9.0,2015JJ00
GM1949,8.0,2016JJ00
GM1949,8.0,2017JJ00
GM1949,8.0,2018JJ00
GM1949,8.0,2019JJ00
GM1949,8.0,2020JJ00
GM1949,8.0,2021JJ00
GM1949,8.0,2022JJ00
GM1949,9.0,2023JJ00
GM0866,3.0,2013JJ00
GM0866,3.0,2014JJ00
GM0866,3.0,2015JJ00
GM0866,3.0,2016JJ00
GM0866,3.0,2017JJ00
GM0866,3.0,2018JJ00
GM0866,3.0,2019JJ00
GM0866,3.0,2020JJ00
GM0866,3.0,2021JJ00
GM0866,3.0,2022JJ00
GM0866,3.0,2023JJ00
GM0867,10.0,2013JJ00
GM0867,10.0,2014JJ00
GM0867,10.0,2015JJ00
GM0867,10.0,2016JJ00
GM0867,10.0,2017JJ00
GM0867,10.0,2018JJ00
GM0867,10.0,2019JJ00
GM0867,10.0,2020JJ00
GM0867,11.0,2021JJ00
GM0867,11.0,2022JJ00
GM0867,11.0,2023JJ00
GM0627,5.0,2013JJ00
GM0627,5.0,2014JJ00
GM0627,5.0,2015JJ00
GM0627,5.0,2016JJ00
GM0627,5.0,2017JJ00
GM0627,6.0,2018JJ00
GM0627,6.0,2019JJ00
GM0627,7.0,2020JJ00
GM0627,7.0,2021JJ00
GM0627,8.0,2022JJ00
GM0627,8.0,2023JJ00
GM0289,9.0,2013JJ00
GM0289,8.0,2014JJ00
GM0289,8.0,2015JJ00
GM0289,8.0,2016JJ00
GM0289,8.0,2017JJ00
GM0289,8.0,2018JJ00
GM0289,8.0,2019JJ00
GM0289,9.0,2020JJ00
GM0289,9.0,2021JJ00
GM0289,10.0,2022JJ00
GM0289,10.0,2023JJ00
GM0629,4.0,2013JJ00
GM0629,4.0,2014JJ00
GM0629,4.0,2015JJ00
GM0629,4.0,2016JJ00
GM0629,4.0,2017JJ00
GM0629,4.0,2018JJ00
GM0629,4.0,2019JJ00
GM0629,4.0,2020JJ00
GM0629,4.0,2021JJ00
GM0629,4.0,2022JJ00
GM0629,4.0,2023JJ00
GM0852,3.0,2013JJ00
GM0852,3.0,2014JJ00
GM0852,3.0,2015JJ00
GM0852,3.0,2016JJ00
GM0852,3.0,2017JJ00
GM0852,3.0,2018JJ00
GM0852,3.0,2019JJ00
GM0852,3.0,2020JJ00
GM0852,3.0,2021JJ00
GM0852,3.0,2022JJ00
GM0852,3.0,2023JJ00
GM0988,10.0,2013JJ00
GM0988,9.0,2014JJ00
GM0988,9.0,2015JJ00
GM0988,9.0,2016JJ00
GM0988,9.0,2017JJ00
GM0988,9.0,2018JJ00
GM0988,10.0,2019JJ00
GM0988,10.0,2020JJ00
GM0988,10.0,2021JJ00
GM0988,10.0,2022JJ00
GM0988,11.0,2023JJ00
GM1960,10.0,2013JJ00
GM1960,10.0,2014JJ00
GM1960,9.0,2015JJ00
GM1960,9.0,2016JJ00
GM1960,10.0,2017JJ00
GM1960,10.0,2018JJ00
GM1960,10.0,2019JJ00
GM1960,10.0,2020JJ00
GM1960,10.0,2021JJ00
GM1960,10.0,2022JJ00
GM1960,10.0,2023JJ00
GM0668,4.0,2013JJ00
GM0668,3.0,2014JJ00
GM0668,3.0,2015JJ00
GM0668,3.0,2016JJ00
GM0668,3.0,2017JJ00
GM0668,3.0,2018JJ00
GM0668,4.0,2019JJ00
GM0668,4.0,2020JJ00
GM0668,4.0,2021JJ00
GM0668,4.0,2022JJ00
GM0668,4.0,2023JJ00
GM1969,12.0,2013JJ00
GM1969,12.0,2014JJ00
GM1969,12.0,2015JJ00
GM1969,12.0,2016JJ00
GM1969,12.0,2017JJ00
GM1969,12.0,2018JJ00
GM1969,12.0,2019JJ00
GM1969,12.0,2020JJ00
GM1969,12.0,2021JJ00
GM1969,12.0,2022JJ00
GM1969,13.0,2023JJ00
GM1701,3.0,2013JJ00
GM1701,3.0,2014JJ00
GM1701,3.0,2015JJ00
GM1701,3.0,2016JJ00
GM1701,3.0,2017JJ00
GM1701,3.0,2018JJ00
GM1701,3.0,2019JJ00
GM1701,3.0,2020JJ00
GM1701,3.0,2021JJ00
GM1701,3.0,2022JJ00
GM1701,3.0,2023JJ00
GM0293,3.0,2013JJ00
GM0293,3.0,2014JJ00
GM0293,3.0,2015JJ00
GM0293,3.0,2016JJ00
GM0293,3.0,2017JJ00
GM0293,3.0,2018JJ00
GM0293,3.0,2019JJ00
GM0293,3.0,2020JJ00
GM0293,3.0,2021JJ00
GM0293,3.0,2022JJ00
GM0293,3.0,2023JJ00
GM1950,4.0,2013JJ00
GM1950,4.0,2014JJ00
GM1950,4.0,2015JJ00
GM1950,4.0,2016JJ00
GM1950,4.0,2017JJ00
GM1950,4.0,2018JJ00
GM1950,4.0,2019JJ00
GM1950,4.0,2020JJ00
GM1950,4.0,2021JJ00
GM1950,4.0,2022JJ00
GM1950,4.0,2023JJ00
GM1783,22.0,2013JJ00
GM1783,22.0,2014JJ00
GM1783,22.0,2015JJ00
GM1783,22.0,2016JJ00
GM1783,22.0,2017JJ00
GM1783,23.0,2018JJ00
GM1783,24.0,2019JJ00
GM1783,24.0,2020JJ00
GM1783,25.0,2021JJ00
GM1783,25.0,2022JJ00
GM1783,26.0,2023JJ00
GM0098,5.0,2013JJ00
GM0098,5.0,2014JJ00
GM0098,5.0,2015JJ00
GM0098,5.0,2016JJ00
GM0098,5.0,2017JJ00
GM0098,5.0,2018JJ00
GM0098,5.0,2019JJ00
GM0098,5.0,2020JJ00
GM0098,5.0,2021JJ00
GM0098,5.0,2022JJ00
GM0098,5.0,2023JJ00
GM0189,5.0,2013JJ00
GM0189,5.0,2014JJ00
GM0189,5.0,2015JJ00
GM0189,5.0,2016JJ00
GM0189,5.0,2017JJ00
GM0189,5.0,2018JJ00
GM0189,5.0,2019JJ00
GM0189,5.0,2020JJ00
GM0189,5.0,2021JJ00
GM0189,5.0,2022JJ00
GM0189,5.0,2023JJ00
GM0296,9.0,2013JJ00
GM0296,8.0,2014JJ00
GM0296,8.0,2015JJ00
GM0296,8.0,2016JJ00
GM0296,8.0,2017JJ00
GM0296,8.0,2018JJ00
GM0296,8.0,2019JJ00
GM0296,8.0,2020JJ00
GM0296,8.0,2021JJ00
GM0296,8.0,2022JJ00
GM0296,8.0,2023JJ00
GM1696,4.0,2013JJ00
GM1696,4.0,2014JJ00
GM1696,4.0,2015JJ00
GM1696,4.0,2016JJ00
GM1696,4.0,2017JJ00
GM1696,4.0,2018JJ00
GM1696,4.0,2019JJ00
GM1696,4.0,2020JJ00
GM1696,4.0,2021JJ00
GM1696,4.0,2022JJ00
GM1696,4.0,2023JJ00
GM0352,5.0,2013JJ00
GM0352,4.0,2014JJ00
GM0352,4.0,2015JJ00
GM0352,4.0,2016JJ00
GM0352,4.0,2017JJ00
GM0352,4.0,2018JJ00
GM0352,4.0,2019JJ00
GM0352,4.0,2020JJ00
GM0352,4.0,2021JJ00
GM0352,5.0,2022JJ00
GM0352,5.0,2023JJ00
GM0294,5.0,2013JJ00
GM0294,5.0,2014JJ00
GM0294,5.0,2015JJ00
GM0294,5.0,2016JJ00
GM0294,5.0,2017JJ00
GM0294,5.0,2018JJ00
GM0294,5.0,2019JJ00
GM0294,5.0,2020JJ00
GM0294,5.0,2021JJ00
GM0294,5.0,2022JJ00
GM0294,5.0,2023JJ00
GM0873,4.0,2013JJ00
GM0873,4.0,2014JJ00
GM0873,4.0,2015JJ00
GM0873,4.0,2016JJ00
GM0873,4.0,2017JJ00
GM0873,4.0,2018JJ00
GM0873,4.0,2019JJ00
GM0873,4.0,2020JJ00
GM0873,4.0,2021JJ00
GM0873,4.0,2022JJ00
GM0873,4.0,2023JJ00
GM0632,11.0,2013JJ00
GM0632,11.0,2014JJ00
GM0632,11.0,2015JJ00
GM0632,11.0,2016JJ00
GM0632,11.0,2017JJ00
GM0632,11.0,2018JJ00
GM0632,11.0,2019JJ00
GM0632,11.0,2020JJ00
GM0632,11.0,2021JJ00
GM0632,11.0,2022JJ00
GM0632,11.0,2023JJ00
GM1690,4.0,2013JJ00
GM1690,4.0,2014JJ00
GM1690,4.0,2015JJ00
GM1690,4.0,2016JJ00
GM1690,4.0,2017JJ00
GM1690,4.0,2018JJ00
GM1690,4.0,2019JJ00
GM1690,4.0,2020JJ00
GM1690,4.0,2021JJ00
GM1690,4.0,2022JJ00
GM1690,4.0,2023JJ00
GM0880,3.0,2013JJ00
GM0880,3.0,2014JJ00
GM0880,3.0,2015JJ00
GM0880,3.0,2016JJ00
GM0880,3.0,2017JJ00
GM0880,3.0,2018JJ00
GM0880,3.0,2019JJ00
GM0880,3.0,2020JJ00
GM0880,3.0,2021JJ00
GM0880,3.0,2022JJ00
GM0880,3.0,2023JJ00
GM0351,3.0,2013JJ00
GM0351,2.0,2014JJ00
GM0351,2.0,2015JJ00
GM0351,2.0,2016JJ00
GM0351,3.0,2017JJ00
GM0351,3.0,2018JJ00
GM0351,3.0,2019JJ00
GM0351,3.0,2020JJ00
GM0351,3.0,2021JJ00
GM0351,3.0,2022JJ00
GM0351,3.0,2023JJ00
GM0479,34.0,2013JJ00
GM0479,32.0,2014JJ00
GM0479,32.0,2015JJ00
GM0479,32.0,2016JJ00
GM0479,32.0,2017JJ00
GM0479,33.0,2018JJ00
GM0479,33.0,2019JJ00
GM0479,33.0,2020JJ00
GM0479,34.0,2021JJ00
GM0479,35.0,2022JJ00
GM0479,36.0,2023JJ00
GM0297,6.0,2013JJ00
GM0297,6.0,2014JJ00
GM0297,6.0,2015JJ00
GM0297,6.0,2016JJ00
GM0297,6.0,2017JJ00
GM0297,6.0,2018JJ00
GM0297,6.0,2019JJ00
GM0297,6.0,2020JJ00
GM0297,6.0,2021JJ00
GM0297,6.0,2022JJ00
GM0297,6.0,2023JJ00
GM0473,3.0,2013JJ00
GM0473,3.0,2014JJ00
GM0473,3.0,2015JJ00
GM0473,3.0,2016JJ00
GM0473,3.0,2017JJ00
GM0473,3.0,2018JJ00
GM0473,3.0,2019JJ00
GM0473,3.0,2020JJ00
GM0473,3.0,2021JJ00
GM0473,3.0,2022JJ00
GM0473,3.0,2023JJ00
GM0050,5.0,2013JJ00
GM0050,5.0,2014JJ00
GM0050,5.0,2015JJ00
GM0050,5.0,2016JJ00
GM0050,5.0,2017JJ00
GM0050,5.0,2018JJ00
GM0050,5.0,2019JJ00
GM0050,5.0,2020JJ00
GM0050,5.0,2021JJ00
GM0050,5.0,2022JJ00
GM0050,5.0,2023JJ00
GM0355,12.0,2013JJ00
GM0355,11.0,2014JJ00
GM0355,11.0,2015JJ00
GM0355,11.0,2016JJ00
GM0355,11.0,2017JJ00
GM0355,12.0,2018JJ00
GM0355,12.0,2019JJ00
GM0355,12.0,2020JJ00
GM0355,12.0,2021JJ00
GM0355,13.0,2022JJ00
GM0355,13.0,2023JJ00
GM0299,9.0,2013JJ00
GM0299,8.0,2014JJ00
GM0299,8.0,2015JJ00
GM0299,8.0,2016JJ00
GM0299,8.0,2017JJ00
GM0299,8.0,2018JJ00
GM0299,8.0,2019JJ00
GM0299,8.0,2020JJ00
GM0299,8.0,2021JJ00
GM0299,9.0,2022JJ00
GM0299,9.0,2023JJ00
GM0637,26.0,2013JJ00
GM0637,26.0,2014JJ00
GM0637,25.0,2015JJ00
GM0637,25.0,2016JJ00
GM0637,26.0,2017JJ00
GM0637,26.0,2018JJ00
GM0637,27.0,2019JJ00
GM0637,26.0,2020JJ00
GM0637,27.0,2021JJ00
GM0637,27.0,2022JJ00
GM0637,28.0,2023JJ00
GM0638,1.0,2013JJ00
GM0638,1.0,2014JJ00
GM0638,1.0,2015JJ00
GM0638,1.0,2016JJ00
GM0638,1.0,2017JJ00
GM0638,2.0,2018JJ00
GM0638,2.0,2019JJ00
GM0638,2.0,2020JJ00
GM0638,2.0,2021JJ00
GM0638,2.0,2022JJ00
GM0638,2.0,2023JJ00
GM1892,8.0,2013JJ00
GM1892,8.0,2014JJ00
GM1892,8.0,2015JJ00
GM1892,8.0,2016JJ00
GM1892,8.0,2017JJ00
GM1892,8.0,2018JJ00
GM1892,9.0,2019JJ00
GM1892,9.0,2020JJ00
GM1892,10.0,2021JJ00
GM1892,10.0,2022JJ00
GM1892,10.0,2023JJ00
GM0879,4.0,2013JJ00
GM0879,4.0,2014JJ00
GM0879,4.0,2015JJ00
GM0879,4.0,2016JJ00
GM0879,4.0,2017JJ00
GM0879,4.0,2018JJ00
GM0879,4.0,2019JJ00
GM0879,4.0,2020JJ00
GM0879,4.0,2021JJ00
GM0879,4.0,2022JJ00
GM0879,5.0,2023JJ00
GM0301,9.0,2013JJ00
GM0301,9.0,2014JJ00
GM0301,9.0,2015JJ00
GM0301,8.0,2016JJ00
GM0301,8.0,2017JJ00
GM0301,8.0,2018JJ00
GM0301,8.0,2019JJ00
GM0301,8.0,2020JJ00
GM0301,8.0,2021JJ00
GM0301,8.0,2022JJ00
GM0301,9.0,2023JJ00
GM1896,5.0,2013JJ00
GM1896,5.0,2014JJ00
GM1896,5.0,2015JJ00
GM1896,5.0,2016JJ00
GM1896,5.0,2017JJ00
GM1896,5.0,2018JJ00
GM1896,5.0,2019JJ00
GM1896,5.0,2020JJ00
GM1896,5.0,2021JJ00
GM1896,5.0,2022JJ00
GM1896,5.0,2023JJ00
GM0642,9.0,2013JJ00
GM0642,9.0,2014JJ00
GM0642,9.0,2015JJ00
GM0642,9.0,2016JJ00
GM0642,9.0,2017JJ00
GM0642,9.0,2018JJ00
GM0642,9.0,2019JJ00
GM0642,9.0,2020JJ00
GM0642,9.0,2021JJ00
GM0642,9.0,2022JJ00
GM0642,9.0,2023JJ00
GM0193,31.0,2013JJ00
GM0193,31.0,2014JJ00
GM0193,31.0,2015JJ00
GM0193,31.0,2016JJ00
GM0193,30.0,2017JJ00
GM0193,31.0,2018JJ00
GM0193,32.0,2019JJ00
GM0193,31.0,2020JJ00
GM0193,32.0,2021JJ00
GM0193,33.0,2022JJ00
GM0193,33.0,2023JJ00
AM01  ,148.0,2013JJ00
AM01  ,143.0,2014JJ00
AM01  ,141.0,2015JJ00
AM01  ,141.0,2016JJ00
AM01  ,141.0,2017JJ00
AM01  ,141.0,2018JJ00
AM01  ,143.0,2019JJ00
AM01  ,144.0,2020JJ00
AM01  ,147.0,2021JJ00
AM01  ,152.0,2022JJ00
AM01  ,154.0,2023JJ00
AM02  ,128.0,2013JJ00
AM02  ,125.0,2014JJ00
AM02  ,123.0,2015JJ00
AM02  ,123.0,2016JJ00
AM02  ,122.0,2017JJ00
AM02  ,122.0,2018JJ00
AM02  ,121.0,2019JJ00
AM02  ,121.0,2020JJ00
AM02  ,122.0,2021JJ00
AM02  ,125.0,2022JJ00
AM02  ,127.0,2023JJ00
AM03  ,53.0,2013JJ00
AM03  ,51.0,2014JJ00
AM03  ,50.0,2015JJ00
AM03  ,50.0,2016JJ00
AM03  ,50.0,2017JJ00
AM03  ,49.0,2018JJ00
AM03  ,49.0,2019JJ00
AM03  ,49.0,2020JJ00
AM03  ,49.0,2021JJ00
AM03  ,51.0,2022JJ00
AM03  ,52.0,2023JJ00
AM05  ,129.0,2013JJ00
AM05  ,125.0,2014JJ00
AM05  ,124.0,2015JJ00
AM05  ,123.0,2016JJ00
AM05  ,122.0,2017JJ00
AM05  ,123.0,2018JJ00
AM05  ,124.0,2019JJ00
AM05  ,123.0,2020JJ00
AM05  ,125.0,2021JJ00
AM05  ,129.0,2022JJ00
AM05  ,130.0,2023JJ00
AM06  ,115.0,2013JJ00
AM06  ,112.0,2014JJ00
AM06  ,110.0,2015JJ00
AM06  ,109.0,2016JJ00
AM06  ,110.0,2017JJ00
AM06  ,110.0,2018JJ00
AM06  ,111.0,2019JJ00
AM06  ,111.0,2020JJ00
AM06  ,113.0,2021JJ00
AM06  ,115.0,2022JJ00
AM06  ,117.0,2023JJ00
AM07  ,83.0,2013JJ00
AM07  ,81.0,2014JJ00
AM07  ,79.0,2015JJ00
AM07  ,79.0,2016JJ00
AM07  ,80.0,2017JJ00
AM07  ,80.0,2018JJ00
AM07  ,81.0,2019JJ00
AM07  ,81.0,2020JJ00
AM07  ,82.0,2021JJ00
AM07  ,84.0,2022JJ00
AM07  ,86.0,2023JJ00
AM08  ,66.0,2013JJ00
AM08  ,65.0,2014JJ00
AM08  ,64.0,2015JJ00
AM08  ,64.0,2016JJ00
AM08  ,66.0,2017JJ00
AM08  ,67.0,2018JJ00
AM08  ,68.0,2019JJ00
AM08  ,69.0,2020JJ00
AM08  ,71.0,2021JJ00
AM08  ,73.0,2022JJ00
AM08  ,74.0,2023JJ00
AM09  ,56.0,2013JJ00
AM09  ,54.0,2014JJ00
AM09  ,53.0,2015JJ00
AM09  ,52.0,2016JJ00
AM09  ,52.0,2017JJ00
AM09  ,52.0,2018JJ00
AM09  ,52.0,2019JJ00
AM09  ,52.0,2020JJ00
AM09  ,53.0,2021JJ00
AM09  ,53.0,2022JJ00
AM09  ,54.0,2023JJ00
AM10  ,48.0,2013JJ00
AM10  ,47.0,2014JJ00
AM10  ,47.0,2015JJ00
AM10  ,46.0,2016JJ00
AM10  ,47.0,2017JJ00
AM10  ,47.0,2018JJ00
AM10  ,48.0,2019JJ00
AM10  ,49.0,2020JJ00
AM10  ,50.0,2021JJ00
AM10  ,52.0,2022JJ00
AM10  ,53.0,2023JJ00
AM11  ,84.0,2013JJ00
AM11  ,81.0,2014JJ00
AM11  ,80.0,2015JJ00
AM11  ,80.0,2016JJ00
AM11  ,82.0,2017JJ00
AM11  ,85.0,2018JJ00
AM11  ,86.0,2019JJ00
AM11  ,88.0,2020JJ00
AM11  ,92.0,2021JJ00
AM11  ,96.0,2022JJ00
AM11  ,99.0,2023JJ00
AM12  ,45.0,2013JJ00
AM12  ,44.0,2014JJ00
AM12  ,44.0,2015JJ00
AM12  ,44.0,2016JJ00
AM12  ,45.0,2017JJ00
AM12  ,46.0,2018JJ00
AM12  ,47.0,2019JJ00
AM12  ,47.0,2020JJ00
AM12  ,48.0,2021JJ00
AM12  ,50.0,2022JJ00
AM12  ,51.0,2023JJ00
AM13  ,197.0,2013JJ00
AM13  ,195.0,2014JJ00
AM13  ,193.0,2015JJ00
AM13  ,195.0,2016JJ00
AM13  ,199.0,2017JJ00
AM13  ,202.0,2018JJ00
AM13  ,206.0,2019JJ00
AM13  ,209.0,2020JJ00
AM13  ,213.0,2021JJ00
AM13  ,217.0,2022JJ00
AM13  ,220.0,2023JJ00
AM14  ,71.0,2013JJ00
AM14  ,70.0,2014JJ00
AM14  ,69.0,2015JJ00
AM14  ,70.0,2016JJ00
AM14  ,70.0,2017JJ00
AM14  ,70.0,2018JJ00
AM14  ,71.0,2019JJ00
AM14  ,71.0,2020JJ00
AM14  ,72.0,2021JJ00
AM14  ,74.0,2022JJ00
AM14  ,76.0,2023JJ00
AM15  ,135.0,2013JJ00
AM15  ,132.0,2014JJ00
AM15  ,130.0,2015JJ00
AM15  ,130.0,2016JJ00
AM15  ,129.0,2017JJ00
AM15  ,129.0,2018JJ00
AM15  ,131.0,2019JJ00
AM15  ,131.0,2020JJ00
AM15  ,134.0,2021JJ00
AM15  ,136.0,2022JJ00
AM15  ,139.0,2023JJ00
AM17  ,69.0,2013JJ00
AM17  ,67.0,2014JJ00
AM17  ,66.0,2015JJ00
AM17  ,66.0,2016JJ00
AM17  ,67.0,2017JJ00
AM17  ,67.0,2018JJ00
AM17  ,68.0,2019JJ00
AM17  ,68.0,2020JJ00
AM17  ,69.0,2021JJ00
AM17  ,71.0,2022JJ00
AM17  ,73.0,2023JJ00
AM18  ,308.0,2013JJ00
AM18  ,307.0,2014JJ00
AM18  ,311.0,2015JJ00
AM18  ,319.0,2016JJ00
AM18  ,321.0,2017JJ00
AM18  ,333.0,2018JJ00
AM18  ,342.0,2019JJ00
AM18  ,346.0,2020JJ00
AM18  ,348.0,2021JJ00
AM18  ,368.0,2022JJ00
AM18  ,380.0,2023JJ00
AM19  ,113.0,2013JJ00
AM19  ,112.0,2014JJ00
AM19  ,111.0,2015JJ00
AM19  ,111.0,2016JJ00
AM19  ,113.0,2017JJ00
AM19  ,115.0,2018JJ00
AM19  ,117.0,2019JJ00
AM19  ,118.0,2020JJ00
AM19  ,120.0,2021JJ00
AM19  ,123.0,2022JJ00
AM19  ,127.0,2023JJ00
AM20  ,37.0,2013JJ00
AM20  ,37.0,2014JJ00
AM20  ,36.0,2015JJ00
AM20  ,36.0,2016JJ00
AM20  ,37.0,2017JJ00
AM20  ,38.0,2018JJ00
AM20  ,40.0,2019JJ00
AM20  ,40.0,2020JJ00
AM20  ,41.0,2021JJ00
AM20  ,43.0,2022JJ00
AM20  ,44.0,2023JJ00
AM21  ,180.0,2013JJ00
AM21  ,175.0,2014JJ00
AM21  ,174.0,2015JJ00
AM21  ,175.0,2016JJ00
AM21  ,178.0,2017JJ00
AM21  ,188.0,2018JJ00
AM21  ,191.0,2019JJ00
AM21  ,191.0,2020JJ00
AM21  ,196.0,2021JJ00
AM21  ,205.0,2022JJ00
AM21  ,210.0,2023JJ00
AM22  ,285.0,2013JJ00
AM22  ,281.0,2014JJ00
AM22  ,278.0,2015JJ00
AM22  ,277.0,2016JJ00
AM22  ,285.0,2017JJ00
AM22  ,294.0,2018JJ00
AM22  ,301.0,2019JJ00
AM22  ,305.0,2020JJ00
AM22  ,313.0,2021JJ00
AM22  ,323.0,2022JJ00
AM22  ,332.0,2023JJ00
AM23  ,61.0,2013JJ00
AM23  ,60.0,2014JJ00
AM23  ,59.0,2015JJ00
AM23  ,59.0,2016JJ00
AM23  ,59.0,2017JJ00
AM23  ,60.0,2018JJ00
AM23  ,60.0,2019JJ00
AM23  ,60.0,2020JJ00
AM23  ,62.0,2021JJ00
AM23  ,63.0,2022JJ00
AM23  ,65.0,2023JJ00
AM24  ,74.0,2013JJ00
AM24  ,72.0,2014JJ00
AM24  ,71.0,2015JJ00
AM24  ,71.0,2016JJ00
AM24  ,70.0,2017JJ00
AM24  ,70.0,2018JJ00
AM24  ,70.0,2019JJ00
AM24  ,70.0,2020JJ00
AM24  ,72.0,2021JJ00
AM24  ,73.0,2022JJ00
AM24  ,75.0,2023JJ00
AM25  ,141.0,2013JJ00
AM25  ,138.0,2014JJ00
AM25  ,136.0,2015JJ00
AM25  ,136.0,2016JJ00
AM25  ,137.0,2017JJ00
AM25  ,138.0,2018JJ00
AM25  ,140.0,2019JJ00
AM25  ,140.0,2020JJ00
AM25  ,143.0,2021JJ00
AM25  ,146.0,2022JJ00
AM25  ,149.0,2023JJ00
AM26  ,99.0,2013JJ00
AM26  ,97.0,2014JJ00
AM26  ,96.0,2015JJ00
AM26  ,96.0,2016JJ00
AM26  ,98.0,2017JJ00
AM26  ,99.0,2018JJ00
AM26  ,100.0,2019JJ00
AM26  ,102.0,2020JJ00
AM26  ,105.0,2021JJ00
AM26  ,108.0,2022JJ00
AM26  ,109.0,2023JJ00
AM27  ,125.0,2013JJ00
AM27  ,123.0,2014JJ00
AM27  ,121.0,2015JJ00
AM27  ,121.0,2016JJ00
AM27  ,122.0,2017JJ00
AM27  ,122.0,2018JJ00
AM27  ,124.0,2019JJ00
AM27  ,125.0,2020JJ00
AM27  ,128.0,2021JJ00
AM27  ,132.0,2022JJ00
AM27  ,135.0,2023JJ00
AM28  ,104.0,2013JJ00
AM28  ,103.0,2014JJ00
AM28  ,103.0,2015JJ00
AM28  ,105.0,2016JJ00
AM28  ,107.0,2017JJ00
AM28  ,109.0,2018JJ00
AM28  ,112.0,2019JJ00
AM28  ,113.0,2020JJ00
AM28  ,117.0,2021JJ00
AM28  ,122.0,2022JJ00
AM28  ,126.0,2023JJ00
AM29  ,54.0,2013JJ00
