RegioS,Werkloosheidspercentage_13,Perioden
GM0327,2.6,2018JJ00
GM0327,2.5,2019JJ00
GM0327,2.6,2020JJ00
GM0327,1.9,2021JJ00
GM0327,2.2,2022JJ00
GM0327,2.3,2023JJ00
GM1705,4.8,2013JJ00
GM1705,4.1,2014JJ00
GM1705,3.8,2015JJ00
GM1705,4.0,2016JJ00
GM1705,3.7,2017JJ00
GM1705,3.7,2018JJ00
GM1705,2.9,2019JJ00
GM1705,3.1,2020JJ00
GM1705,2.2,2021JJ00
GM1705,2.4,2022JJ00
GM1705,1.9,2023JJ00
GM0553,,2013JJ00
GM0553,,2014JJ00
GM0553,,2015JJ00
GM0553,,2016JJ00
GM0553,,2017JJ00
GM0553,3.3,2018JJ00
GM0553,2.9,2019JJ00
GM0553,3.0,2020JJ00
GM0553,2.9,2021JJ00
GM0553,2.8,2022JJ00
GM0553,2.3,2023JJ00
GM0262,4.1,2013JJ00
GM0262,5.0,2014JJ00
GM0262,3.6,2015JJ00
GM0262,4.2,2016JJ00
GM0262,2.8,2017JJ00
GM0262,2.5,2018JJ00
GM0262,2.5,2019JJ00
GM0262,3.5,2020JJ00
GM0262,2.4,2021JJ00
GM0262,2.3,2022JJ00
GM0262,2.7,2023JJ00
GM0809,,2013JJ00
GM0809,,2014JJ00
GM0809,,2015JJ00
GM0809,,2016JJ00
GM0809,,2017JJ00
GM0809,3.2,2018JJ00
GM0809,,2019JJ00
GM0809,,2020JJ00
GM0809,,2021JJ00
GM0809,2.3,2022JJ00
GM0809,2.2,2023JJ00
GM0331,,2013JJ00
GM0331,,2014JJ00
GM0331,,2015JJ00
GM0331,,2016JJ00
GM0331,,2017JJ00
GM0331,,2018JJ00
GM0331,,2019JJ00
GM0331,,2020JJ00
GM0331,,2021JJ00
GM0331,,2022JJ00
GM0331,,2023JJ00
GM0168,,2013JJ00
GM0168,,2014JJ00
GM0168,,2015JJ00
GM0168,,2016JJ00
GM0168,,2017JJ00
GM0168,,2018JJ00
GM0168,,2019JJ00
GM0168,,2020JJ00
GM0168,2.9,2021JJ00
GM0168,,2022JJ00
GM0168,2.2,2023JJ00
GM0263,,2013JJ00
GM0263,,2014JJ00
GM0263,,2015JJ00
GM0263,,2016JJ00
GM0263,,2017JJ00
GM0263,3.4,2018JJ00
GM0263,,2019JJ00
GM0263,,2020JJ00
GM0263,2.5,2021JJ00
GM0263,2.3,2022JJ00
GM0263,2.9,2023JJ00
GM1641,,2013JJ00
GM1641,,2014JJ00
GM1641,,2015JJ00
GM1641,,2016JJ00
GM1641,3.6,2017JJ00
GM1641,3.3,2018JJ00
GM1641,3.0,2019JJ00
GM1641,2.8,2020JJ00
GM1641,2.5,2021JJ00
GM1641,2.9,2022JJ00
GM1641,2.6,2023JJ00
GM1991,4.5,2013JJ00
GM1991,4.3,2014JJ00
GM1991,4.0,2015JJ00
GM1991,4.1,2016JJ00
GM1991,3.9,2017JJ00
GM1991,3.7,2018JJ00
GM1991,4.1,2019JJ00
GM1991,4.0,2020JJ00
GM1991,2.1,2021JJ00
GM1991,2.2,2022JJ00
GM1991,2.5,2023JJ00
GM0556,,2013JJ00
GM0556,5.7,2014JJ00
GM0556,6.4,2015JJ00
GM0556,,2016JJ00
GM0556,5.0,2017JJ00
GM0556,4.6,2018JJ00
GM0556,3.7,2019JJ00
GM0556,4.3,2020JJ00
GM0556,3.5,2021JJ00
GM0556,3.0,2022JJ00
GM0556,3.0,2023JJ00
GM0935,4.9,2013JJ00
GM0935,5.1,2014JJ00
GM0935,5.1,2015JJ00
GM0935,3.4,2016JJ00
GM0935,3.9,2017JJ00
GM0935,3.4,2018JJ00
GM0935,3.6,2019JJ00
GM0935,4.0,2020JJ00
GM0935,2.7,2021JJ00
GM0935,3.3,2022JJ00
GM0935,3.0,2023JJ00
GM0420,6.9,2013JJ00
GM0420,5.5,2014JJ00
GM0420,4.8,2015JJ00
GM0420,4.2,2016JJ00
GM0420,4.6,2017JJ00
GM0420,4.0,2018JJ00
GM0420,3.7,2019JJ00
GM0420,4.0,2020JJ00
GM0420,2.2,2021JJ00
GM0420,2.8,2022JJ00
GM0420,3.6,2023JJ00
GM0938,,2013JJ00
GM0938,,2014JJ00
GM0938,,2015JJ00
GM0938,,2016JJ00
GM0938,,2017JJ00
GM0938,,2018JJ00
GM0938,,2019JJ00
GM0938,,2020JJ00
GM0938,1.9,2021JJ00
GM0938,2.1,2022JJ00
GM0938,,2023JJ00
GM1948,4.9,2013JJ00
GM1948,4.9,2014JJ00
GM1948,4.2,2015JJ00
GM1948,4.1,2016JJ00
GM1948,4.0,2017JJ00
GM1948,3.8,2018JJ00
GM1948,3.7,2019JJ00
GM1948,3.5,2020JJ00
GM1948,1.9,2021JJ00
GM1948,2.8,2022JJ00
GM1948,2.9,2023JJ00
GM0119,5.1,2013JJ00
GM0119,5.6,2014JJ00
GM0119,5.6,2015JJ00
GM0119,4.7,2016JJ00
GM0119,3.1,2017JJ00
GM0119,3.0,2018JJ00
GM0119,2.5,2019JJ00
GM0119,3.9,2020JJ00
GM0119,3.1,2021JJ00
GM0119,2.9,2022JJ00
GM0119,2.4,2023JJ00
GM0687,5.1,2013JJ00
GM0687,3.5,2014JJ00
GM0687,4.2,2015JJ00
GM0687,3.4,2016JJ00
GM0687,3.3,2017JJ00
GM0687,4.5,2018JJ00
GM0687,3.7,2019JJ00
GM0687,2.7,2020JJ00
GM0687,4.2,2021JJ00
GM0687,2.4,2022JJ00
GM0687,2.3,2023JJ00
GM1842,,2013JJ00
GM1842,2.5,2014JJ00
GM1842,,2015JJ00
GM1842,,2016JJ00
GM1842,,2017JJ00
GM1842,,2018JJ00
GM1842,2.4,2019JJ00
GM1842,2.4,2020JJ00
GM1842,1.7,2021JJ00
GM1842,1.8,2022JJ00
GM1842,1.9,2023JJ00
GM1731,5.8,2013JJ00
GM1731,5.3,2014JJ00
GM1731,4.4,2015JJ00
GM1731,4.1,2016JJ00
GM1731,3.4,2017JJ00
GM1731,3.4,2018JJ00
GM1731,3.3,2019JJ00
GM1731,3.2,2020JJ00
GM1731,2.1,2021JJ00
GM1731,2.7,2022JJ00
GM1731,2.8,2023JJ00
GM1952,8.6,2013JJ00
GM1952,7.9,2014JJ00
GM1952,6.2,2015JJ00
GM1952,5.8,2016JJ00
GM1952,5.5,2017JJ00
GM1952,4.5,2018JJ00
GM1952,4.9,2019JJ00
GM1952,4.5,2020JJ00
GM1952,4.6,2021JJ00
GM1952,3.3,2022JJ00
GM1952,2.9,2023JJ00
GM1709,5.6,2013JJ00
GM1709,4.9,2014JJ00
GM1709,4.9,2015JJ00
GM1709,4.8,2016JJ00
GM1709,3.8,2017JJ00
GM1709,4.2,2018JJ00
GM1709,3.6,2019JJ00
GM1709,4.1,2020JJ00
GM1709,2.3,2021JJ00
GM1709,2.6,2022JJ00
GM1709,2.5,2023JJ00
GM1978,,2013JJ00
GM1978,4.2,2014JJ00
GM1978,3.8,2015JJ00
GM1978,4.0,2016JJ00
GM1978,3.2,2017JJ00
GM1978,3.4,2018JJ00
GM1978,3.3,2019JJ00
GM1978,3.6,2020JJ00
GM1978,2.4,2021JJ00
GM1978,2.3,2022JJ00
GM1978,2.8,2023JJ00
GM1955,6.5,2013JJ00
GM1955,,2014JJ00
GM1955,,2015JJ00
GM1955,5.9,2016JJ00
GM1955,5.7,2017JJ00
GM1955,4.2,2018JJ00
GM1955,3.1,2019JJ00
GM1955,4.4,2020JJ00
GM1955,2.6,2021JJ00
GM1955,3.0,2022JJ00
GM1955,2.7,2023JJ00
GM0335,,2013JJ00
GM0335,,2014JJ00
GM0335,,2015JJ00
GM0335,,2016JJ00
GM0335,,2017JJ00
GM0335,,2018JJ00
GM0335,,2019JJ00
GM0335,,2020JJ00
GM0335,,2021JJ00
GM0335,,2022JJ00
GM0335,,2023JJ00
GM0944,,2013JJ00
GM0944,,2014JJ00
GM0944,,2015JJ00
GM0944,,2016JJ00
GM0944,,2017JJ00
GM0944,,2018JJ00
GM0944,,2019JJ00
GM0944,,2020JJ00
GM0944,,2021JJ00
GM0944,,2022JJ00
GM0944,,2023JJ00
GM1740,,2013JJ00
GM1740,,2014JJ00
GM1740,,2015JJ00
GM1740,,2016JJ00
GM1740,,2017JJ00
GM1740,,2018JJ00
GM1740,,2019JJ00
GM1740,,2020JJ00
GM1740,2.3,2021JJ00
GM1740,2.7,2022JJ00
GM1740,,2023JJ00
GM0946,,2013JJ00
GM0946,,2014JJ00
GM0946,,2015JJ00
GM0946,,2016JJ00
GM0946,,2017JJ00
GM0946,,2018JJ00
GM0946,,2019JJ00
GM0946,,2020JJ00
GM0946,,2021JJ00
GM0946,,2022JJ00
GM0946,,2023JJ00
GM0356,6.0,2013JJ00
GM0356,4.7,2014JJ00
GM0356,5.2,2015JJ00
GM0356,5.2,2016JJ00
GM0356,4.6,2017JJ00
GM0356,4.2,2018JJ00
GM0356,2.7,2019JJ00
GM0356,3.9,2020JJ00
GM0356,2.5,2021JJ00
GM0356,2.8,2022JJ00
GM0356,2.5,2023JJ00
GM0569,,2013JJ00
GM0569,,2014JJ00
GM0569,3.8,2015JJ00
GM0569,,2016JJ00
GM0569,3.7,2017JJ00
GM0569,3.3,2018JJ00
GM0569,2.9,2019JJ00
GM0569,3.2,2020JJ00
GM0569,2.3,2021JJ00
GM0569,2.2,2022JJ00
GM0569,3.2,2023JJ00
GM0267,5.1,2013JJ00
GM0267,4.6,2014JJ00
GM0267,4.0,2015JJ00
GM0267,4.4,2016JJ00
GM0267,3.5,2017JJ00
GM0267,3.9,2018JJ00
GM0267,3.2,2019JJ00
GM0267,3.0,2020JJ00
GM0267,2.2,2021JJ00
GM0267,2.0,2022JJ00
GM0267,2.0,2023JJ00
GM0268,4.8,2013JJ00
GM0268,4.5,2014JJ00
GM0268,4.7,2015JJ00
GM0268,4.9,2016JJ00
GM0268,2.9,2017JJ00
GM0268,3.6,2018JJ00
GM0268,2.9,2019JJ00
GM0268,2.9,2020JJ00
GM0268,2.9,2021JJ00
GM0268,2.8,2022JJ00
GM0268,2.6,2023JJ00
GM1930,5.7,2013JJ00
GM1930,6.2,2014JJ00
GM1930,6.1,2015JJ00
GM1930,6.0,2016JJ00
GM1930,5.7,2017JJ00
GM1930,5.8,2018JJ00
GM1930,5.6,2019JJ00
GM1930,5.4,2020JJ00
GM1930,3.7,2021JJ00
GM1930,3.7,2022JJ00
GM1930,3.1,2023JJ00
GM1970,6.4,2013JJ00
GM1970,7.3,2014JJ00
GM1970,7.0,2015JJ00
GM1970,6.1,2016JJ00
GM1970,6.0,2017JJ00
GM1970,4.5,2018JJ00
GM1970,4.0,2019JJ00
GM1970,4.5,2020JJ00
GM1970,3.9,2021JJ00
GM1970,3.1,2022JJ00
GM1970,3.3,2023JJ00
GM1695,,2013JJ00
GM1695,,2014JJ00
GM1695,,2015JJ00
GM1695,,2016JJ00
GM1695,,2017JJ00
GM1695,,2018JJ00
GM1695,,2019JJ00
GM1695,,2020JJ00
GM1695,,2021JJ00
GM1695,,2022JJ00
GM1695,,2023JJ00
GM1699,3.5,2013JJ00
GM1699,3.3,2014JJ00
GM1699,4.7,2015JJ00
GM1699,4.0,2016JJ00
GM1699,3.3,2017JJ00
GM1699,3.7,2018JJ00
GM1699,2.9,2019JJ00
GM1699,2.9,2020JJ00
GM1699,2.4,2021JJ00
GM1699,2.1,2022JJ00
GM1699,1.9,2023JJ00
GM0171,6.0,2013JJ00
GM0171,5.7,2014JJ00
GM0171,4.3,2015JJ00
GM0171,4.8,2016JJ00
GM0171,4.7,2017JJ00
GM0171,3.9,2018JJ00
GM0171,3.6,2019JJ00
GM0171,3.8,2020JJ00
GM0171,3.2,2021JJ00
GM0171,2.9,2022JJ00
GM0171,2.6,2023JJ00
GM0575,4.4,2013JJ00
GM0575,4.2,2014JJ00
GM0575,4.3,2015JJ00
GM0575,3.6,2016JJ00
GM0575,3.4,2017JJ00
GM0575,3.2,2018JJ00
GM0575,2.6,2019JJ00
GM0575,3.8,2020JJ00
GM0575,2.9,2021JJ00
GM0575,2.7,2022JJ00
GM0575,2.6,2023JJ00
GM0820,4.4,2013JJ00
GM0820,3.8,2014JJ00
GM0820,3.5,2015JJ00
GM0820,3.0,2016JJ00
GM0820,2.8,2017JJ00
GM0820,2.9,2018JJ00
GM0820,2.6,2019JJ00
GM0820,2.7,2020JJ00
GM0820,1.9,2021JJ00
GM0820,1.9,2022JJ00
GM0820,1.8,2023JJ00
GM0302,,2013JJ00
GM0302,,2014JJ00
GM0302,,2015JJ00
GM0302,,2016JJ00
GM0302,,2017JJ00
GM0302,,2018JJ00
GM0302,,2019JJ00
GM0302,3.1,2020JJ00
GM0302,2.1,2021JJ00
GM0302,2.2,2022JJ00
GM0302,2.1,2023JJ00
GM0579,3.1,2013JJ00
GM0579,2.7,2014JJ00
GM0579,2.6,2015JJ00
GM0579,2.5,2016JJ00
GM0579,2.7,2017JJ00
GM0579,2.5,2018JJ00
GM0579,2.0,2019JJ00
GM0579,2.1,2020JJ00
GM0579,1.7,2021JJ00
GM0579,1.8,2022JJ00
GM0579,2.0,2023JJ00
GM0823,,2013JJ00
GM0823,,2014JJ00
GM0823,,2015JJ00
GM0823,,2016JJ00
GM0823,,2017JJ00
GM0823,,2018JJ00
GM0823,2.5,2019JJ00
GM0823,3.0,2020JJ00
GM0823,,2021JJ00
GM0823,2.0,2022JJ00
GM0823,2.0,2023JJ00
GM0824,4.3,2013JJ00
GM0824,3.9,2014JJ00
GM0824,4.0,2015JJ00
GM0824,3.4,2016JJ00
GM0824,3.5,2017JJ00
GM0824,3.1,2018JJ00
GM0824,2.5,2019JJ00
GM0824,2.8,2020JJ00
GM0824,1.8,2021JJ00
GM0824,1.9,2022JJ00
GM0824,2.2,2023JJ00
GM1895,,2013JJ00
GM1895,,2014JJ00
GM1895,7.8,2015JJ00
GM1895,7.6,2016JJ00
GM1895,8.6,2017JJ00
GM1895,5.9,2018JJ00
GM1895,6.9,2019JJ00
GM1895,6.4,2020JJ00
GM1895,3.5,2021JJ00
GM1895,3.3,2022JJ00
GM1895,3.3,2023JJ00
GM0269,,2013JJ00
GM0269,,2014JJ00
GM0269,,2015JJ00
GM0269,,2016JJ00
GM0269,,2017JJ00
GM0269,,2018JJ00
GM0269,,2019JJ00
GM0269,,2020JJ00
GM0269,2.3,2021JJ00
GM0269,2.2,2022JJ00
GM0269,,2023JJ00
GM0173,4.1,2013JJ00
GM0173,4.4,2014JJ00
GM0173,4.5,2015JJ00
GM0173,5.5,2016JJ00
GM0173,4.1,2017JJ00
GM0173,3.6,2018JJ00
GM0173,3.2,2019JJ00
GM0173,3.0,2020JJ00
GM0173,2.7,2021JJ00
GM0173,2.3,2022JJ00
GM0173,2.1,2023JJ00
GM1773,,2013JJ00
GM1773,,2014JJ00
GM1773,,2015JJ00
GM1773,,2016JJ00
GM1773,,2017JJ00
GM1773,,2018JJ00
GM1773,,2019JJ00
GM1773,,2020JJ00
GM1773,,2021JJ00
GM1773,,2022JJ00
GM1773,,2023JJ00
GM0175,,2013JJ00
GM0175,,2014JJ00
GM0175,,2015JJ00
GM0175,,2016JJ00
GM0175,,2017JJ00
GM0175,,2018JJ00
GM0175,,2019JJ00
GM0175,,2020JJ00
GM0175,,2021JJ00
GM0175,,2022JJ00
GM0175,,2023JJ00
GM1586,,2013JJ00
GM1586,,2014JJ00
GM1586,4.0,2015JJ00
GM1586,4.1,2016JJ00
GM1586,3.6,2017JJ00
GM1586,,2018JJ00
GM1586,3.1,2019JJ00
GM1586,3.1,2020JJ00
GM1586,2.0,2021JJ00
GM1586,2.1,2022JJ00
GM1586,2.4,2023JJ00
GM0826,5.0,2013JJ00
GM0826,5.9,2014JJ00
GM0826,5.4,2015JJ00
GM0826,4.1,2016JJ00
GM0826,3.6,2017JJ00
GM0826,3.4,2018JJ00
GM0826,2.9,2019JJ00
GM0826,4.0,2020JJ00
GM0826,2.3,2021JJ00
GM0826,2.4,2022JJ00
GM0826,2.4,2023JJ00
GM0085,,2013JJ00
GM0085,,2014JJ00
GM0085,,2015JJ00
GM0085,,2016JJ00
GM0085,,2017JJ00
GM0085,,2018JJ00
GM0085,3.2,2019JJ00
GM0085,3.9,2020JJ00
GM0085,3.0,2021JJ00
GM0085,2.6,2022JJ00
GM0085,2.4,2023JJ00
GM0431,,2013JJ00
GM0431,,2014JJ00
GM0431,,2015JJ00
GM0431,,2016JJ00
GM0431,,2017JJ00
GM0431,,2018JJ00
GM0431,,2019JJ00
GM0431,,2020JJ00
GM0431,,2021JJ00
GM0431,,2022JJ00
GM0431,,2023JJ00
GM0432,,2013JJ00
GM0432,,2014JJ00
GM0432,,2015JJ00
GM0432,,2016JJ00
GM0432,,2017JJ00
GM0432,,2018JJ00
GM0432,,2019JJ00
GM0432,,2020JJ00
GM0432,,2021JJ00
GM0432,,2022JJ00
GM0432,,2023JJ00
GM0086,,2013JJ00
GM0086,,2014JJ00
GM0086,4.9,2015JJ00
GM0086,5.0,2016JJ00
GM0086,,2017JJ00
GM0086,3.8,2018JJ00
GM0086,3.6,2019JJ00
GM0086,4.2,2020JJ00
GM0086,3.3,2021JJ00
GM0086,2.3,2022JJ00
GM0086,2.8,2023JJ00
GM0828,5.7,2013JJ00
GM0828,6.6,2014JJ00
GM0828,5.0,2015JJ00
GM0828,4.9,2016JJ00
GM0828,4.1,2017JJ00
GM0828,3.7,2018JJ00
GM0828,3.4,2019JJ00
GM0828,3.8,2020JJ00
GM0828,2.2,2021JJ00
GM0828,2.4,2022JJ00
GM0828,2.8,2023JJ00
GM1509,6.1,2013JJ00
GM1509,5.7,2014JJ00
GM1509,5.6,2015JJ00
GM1509,6.7,2016JJ00
GM1509,4.3,2017JJ00
GM1509,5.3,2018JJ00
GM1509,4.9,2019JJ00
GM1509,4.3,2020JJ00
GM1509,2.9,2021JJ00
GM1509,2.8,2022JJ00
GM1509,3.0,2023JJ00
GM0437,,2013JJ00
GM0437,,2014JJ00
GM0437,,2015JJ00
GM0437,,2016JJ00
GM0437,,2017JJ00
GM0437,,2018JJ00
GM0437,,2019JJ00
GM0437,,2020JJ00
GM0437,,2021JJ00
GM0437,,2022JJ00
GM0437,,2023JJ00
GM0589,,2013JJ00
GM0589,,2014JJ00
GM0589,,2015JJ00
GM0589,,2016JJ00
GM0589,,2017JJ00
GM0589,,2018JJ00
GM0589,,2019JJ00
GM0589,,2020JJ00
GM0589,,2021JJ00
GM0589,,2022JJ00
GM0589,,2023JJ00
GM1734,4.4,2013JJ00
GM1734,3.7,2014JJ00
GM1734,3.9,2015JJ00
GM1734,4.1,2016JJ00
GM1734,3.4,2017JJ00
GM1734,3.4,2018JJ00
GM1734,2.6,2019JJ00
GM1734,2.5,2020JJ00
GM1734,2.5,2021JJ00
GM1734,2.5,2022JJ00
GM1734,2.0,2023JJ00
GM0590,5.1,2013JJ00
GM0590,4.6,2014JJ00
GM0590,3.8,2015JJ00
GM0590,4.0,2016JJ00
GM0590,3.6,2017JJ00
GM0590,3.2,2018JJ00
GM0590,3.2,2019JJ00
GM0590,3.5,2020JJ00
GM0590,3.2,2021JJ00
GM0590,2.7,2022JJ00
GM0590,2.6,2023JJ00
GM1894,6.1,2013JJ00
GM1894,7.1,2014JJ00
GM1894,5.2,2015JJ00
GM1894,4.0,2016JJ00
GM1894,4.2,2017JJ00
GM1894,4.1,2018JJ00
GM1894,3.4,2019JJ00
GM1894,3.7,2020JJ00
GM1894,2.9,2021JJ00
GM1894,2.5,2022JJ00
GM1894,2.4,2023JJ00
GM0765,,2013JJ00
GM0765,,2014JJ00
GM0765,,2015JJ00
GM0765,,2016JJ00
GM0765,,2017JJ00
GM0765,,2018JJ00
GM0765,,2019JJ00
GM0765,,2020JJ00
GM0765,,2021JJ00
GM0765,,2022JJ00
GM0765,,2023JJ00
GM1926,3.5,2013JJ00
GM1926,3.3,2014JJ00
GM1926,3.3,2015JJ00
GM1926,3.1,2016JJ00
GM1926,2.5,2017JJ00
GM1926,2.2,2018JJ00
GM1926,2.1,2019JJ00
GM1926,2.5,2020JJ00
GM1926,1.9,2021JJ00
GM1926,1.5,2022JJ00
GM1926,1.9,2023JJ00
GM0439,6.3,2013JJ00
GM0439,5.9,2014JJ00
GM0439,4.7,2015JJ00
GM0439,3.9,2016JJ00
GM0439,4.7,2017JJ00
GM0439,4.5,2018JJ00
GM0439,3.3,2019JJ00
GM0439,4.3,2020JJ00
GM0439,3.5,2021JJ00
GM0439,2.9,2022JJ00
GM0439,3.1,2023JJ00
GM0273,,2013JJ00
GM0273,,2014JJ00
GM0273,,2015JJ00
GM0273,,2016JJ00
GM0273,3.1,2017JJ00
GM0273,,2018JJ00
GM0273,,2019JJ00
GM0273,,2020JJ00
GM0273,2.0,2021JJ00
GM0273,2.1,2022JJ00
GM0273,2.4,2023JJ00
GM0177,5.2,2013JJ00
GM0177,,2014JJ00
GM0177,5.2,2015JJ00
GM0177,4.9,2016JJ00
GM0177,3.8,2017JJ00
GM0177,3.6,2018JJ00
GM0177,3.3,2019JJ00
GM0177,2.8,2020JJ00
GM0177,1.9,2021JJ00
GM0177,2.0,2022JJ00
GM0177,1.9,2023JJ00
GM0703,,2013JJ00
GM0703,,2014JJ00
GM0703,,2015JJ00
GM0703,,2016JJ00
GM0703,,2017JJ00
GM0703,,2018JJ00
GM0703,,2019JJ00
GM0703,,2020JJ00
GM0703,,2021JJ00
GM0703,,2022JJ00
GM0703,,2023JJ00
GM0274,4.1,2013JJ00
GM0274,4.4,2014JJ00
GM0274,3.9,2015JJ00
GM0274,3.2,2016JJ00
GM0274,3.7,2017JJ00
GM0274,2.6,2018JJ00
GM0274,2.3,2019JJ00
GM0274,2.9,2020JJ00
GM0274,2.0,2021JJ00
GM0274,1.8,2022JJ00
GM0274,1.9,2023JJ00
GM0339,,2013JJ00
GM0339,,2014JJ00
GM0339,,2015JJ00
GM0339,,2016JJ00
GM0339,,2017JJ00
GM0339,,2018JJ00
GM0339,,2019JJ00
GM0339,,2020JJ00
GM0339,,2021JJ00
GM0339,,2022JJ00
GM0339,,2023JJ00
GM1667,,2013JJ00
GM1667,,2014JJ00
GM1667,,2015JJ00
GM1667,,2016JJ00
GM1667,,2017JJ00
GM1667,,2018JJ00
GM1667,,2019JJ00
GM1667,,2020JJ00
GM1667,,2021JJ00
GM1667,,2022JJ00
GM1667,,2023JJ00
GM0275,5.3,2013JJ00
GM0275,4.9,2014JJ00
GM0275,4.6,2015JJ00
GM0275,5.2,2016JJ00
GM0275,3.6,2017JJ00
GM0275,3.4,2018JJ00
GM0275,3.5,2019JJ00
GM0275,3.6,2020JJ00
GM0275,2.9,2021JJ00
GM0275,2.6,2022JJ00
GM0275,2.2,2023JJ00
GM0340,,2013JJ00
GM0340,,2014JJ00
GM0340,,2015JJ00
GM0340,,2016JJ00
GM0340,,2017JJ00
GM0340,,2018JJ00
GM0340,,2019JJ00
GM0340,2.8,2020JJ00
GM0340,,2021JJ00
GM0340,2.6,2022JJ00
GM0340,3.1,2023JJ00
GM0597,6.2,2013JJ00
GM0597,6.1,2014JJ00
GM0597,6.2,2015JJ00
GM0597,6.2,2016JJ00
GM0597,4.7,2017JJ00
GM0597,4.0,2018JJ00
GM0597,4.1,2019JJ00
GM0597,4.6,2020JJ00
GM0597,4.3,2021JJ00
GM0597,2.7,2022JJ00
GM0597,2.9,2023JJ00
GM1742,5.1,2013JJ00
GM1742,4.8,2014JJ00
GM1742,4.5,2015JJ00
GM1742,3.8,2016JJ00
GM1742,3.6,2017JJ00
GM1742,3.3,2018JJ00
GM1742,2.9,2019JJ00
GM1742,3.6,2020JJ00
GM1742,2.3,2021JJ00
GM1742,2.0,2022JJ00
GM1742,2.1,2023JJ00
GM0603,5.5,2013JJ00
GM0603,5.3,2014JJ00
GM0603,5.2,2015JJ00
GM0603,4.0,2016JJ00
GM0603,3.4,2017JJ00
GM0603,3.3,2018JJ00
GM0603,2.9,2019JJ00
GM0603,3.2,2020JJ00
GM0603,3.2,2021JJ00
GM0603,2.7,2022JJ00
GM0603,2.5,2023JJ00
GM1669,,2013JJ00
GM1669,,2014JJ00
GM1669,,2015JJ00
GM1669,,2016JJ00
GM1669,,2017JJ00
GM1669,,2018JJ00
GM1669,,2019JJ00
GM1669,,2020JJ00
GM1669,,2021JJ00
GM1669,,2022JJ00
GM1669,,2023JJ00
GM0957,5.0,2013JJ00
GM0957,4.2,2014JJ00
GM0957,5.5,2015JJ00
GM0957,4.5,2016JJ00
GM0957,4.3,2017JJ00
GM0957,3.9,2018JJ00
GM0957,3.2,2019JJ00
GM0957,4.0,2020JJ00
GM0957,3.0,2021JJ00
GM0957,2.9,2022JJ00
GM0957,2.9,2023JJ00
GM0736,4.5,2013JJ00
GM0736,4.5,2014JJ00
GM0736,4.3,2015JJ00
GM0736,3.9,2016JJ00
GM0736,3.8,2017JJ00
GM0736,3.1,2018JJ00
GM0736,2.3,2019JJ00
GM0736,2.6,2020JJ00
GM0736,2.3,2021JJ00
GM0736,2.2,2022JJ00
GM0736,2.4,2023JJ00
GM1674,5.1,2013JJ00
GM1674,4.0,2014JJ00
GM1674,4.2,2015JJ00
GM1674,4.2,2016JJ00
GM1674,4.9,2017JJ00
GM1674,4.3,2018JJ00
GM1674,4.7,2019JJ00
GM1674,4.7,2020JJ00
GM1674,2.3,2021JJ00
GM1674,3.6,2022JJ00
GM1674,3.3,2023JJ00
GM0599,8.4,2013JJ00
GM0599,7.6,2014JJ00
GM0599,6.9,2015JJ00
GM0599,6.3,2016JJ00
GM0599,5.9,2017JJ00
GM0599,4.4,2018JJ00
GM0599,3.8,2019JJ00
GM0599,4.3,2020JJ00
GM0599,4.7,2021JJ00
GM0599,3.5,2022JJ00
GM0599,3.5,2023JJ00
GM0277,,2013JJ00
GM0277,,2014JJ00
GM0277,,2015JJ00
GM0277,,2016JJ00
GM0277,,2017JJ00
GM0277,,2018JJ00
GM0277,,2019JJ00
GM0277,,2020JJ00
GM0277,,2021JJ00
GM0277,,2022JJ00
GM0277,,2023JJ00
GM0840,,2013JJ00
GM0840,,2014JJ00
GM0840,,2015JJ00
GM0840,,2016JJ00
GM0840,,2017JJ00
GM0840,,2018JJ00
GM0840,,2019JJ00
GM0840,,2020JJ00
GM0840,,2021JJ00
GM0840,,2022JJ00
GM0840,,2023JJ00
GM0441,5.8,2013JJ00
GM0441,4.6,2014JJ00
GM0441,4.1,2015JJ00
GM0441,4.2,2016JJ00
GM0441,3.5,2017JJ00
GM0441,4.2,2018JJ00
GM0441,3.3,2019JJ00
GM0441,3.4,2020JJ00
GM0441,2.4,2021JJ00
GM0441,2.5,2022JJ00
GM0441,2.8,2023JJ00
GM0279,,2013JJ00
GM0279,,2014JJ00
GM0279,,2015JJ00
GM0279,,2016JJ00
GM0279,,2017JJ00
GM0279,,2018JJ00
GM0279,,2019JJ00
GM0279,,2020JJ00
GM0279,,2021JJ00
GM0279,,2022JJ00
GM0279,,2023JJ00
GM0606,7.4,2013JJ00
GM0606,6.8,2014JJ00
GM0606,7.3,2015JJ00
GM0606,7.0,2016JJ00
GM0606,6.9,2017JJ00
GM0606,4.2,2018JJ00
GM0606,3.8,2019JJ00
GM0606,5.2,2020JJ00
GM0606,4.7,2021JJ00
GM0606,3.2,2022JJ00
GM0606,3.4,2023JJ00
GM0088,,2013JJ00
GM0088,,2014JJ00
GM0088,,2015JJ00
GM0088,,2016JJ00
GM0088,,2017JJ00
GM0088,,2018JJ00
GM0088,,2019JJ00
GM0088,,2020JJ00
GM0088,,2021JJ00
GM0088,,2022JJ00
GM0088,,2023JJ00
GM1676,5.2,2013JJ00
GM1676,3.7,2014JJ00
GM1676,5.7,2015JJ00
GM1676,4.9,2016JJ00
GM1676,4.3,2017JJ00
GM1676,3.9,2018JJ00
