RegioS,Werkloosheidspercentage_13,Perioden
GM0627,2.7,2021JJ00
GM0627,2.6,2022JJ00
GM0627,2.6,2023JJ00
GM0289,8.2,2013JJ00
GM0289,7.9,2014JJ00
GM0289,7.5,2015JJ00
GM0289,7.2,2016JJ00
GM0289,5.6,2017JJ00
GM0289,5.3,2018JJ00
GM0289,4.9,2019JJ00
GM0289,5.0,2020JJ00
GM0289,4.1,2021JJ00
GM0289,3.9,2022JJ00
GM0289,4.4,2023JJ00
GM0629,6.9,2013JJ00
GM0629,6.9,2014JJ00
GM0629,6.4,2015JJ00
GM0629,5.6,2016JJ00
GM0629,4.8,2017JJ00
GM0629,4.2,2018JJ00
GM0629,3.9,2019JJ00
GM0629,4.3,2020JJ00
GM0629,3.4,2021JJ00
GM0629,3.0,2022JJ00
GM0629,3.2,2023JJ00
GM0852,6.1,2013JJ00
GM0852,5.6,2014JJ00
GM0852,5.6,2015JJ00
GM0852,4.9,2016JJ00
GM0852,4.4,2017JJ00
GM0852,3.9,2018JJ00
GM0852,3.4,2019JJ00
GM0852,3.8,2020JJ00
GM0852,3.0,2021JJ00
GM0852,2.6,2022JJ00
GM0852,2.6,2023JJ00
GM0988,7.6,2013JJ00
GM0988,7.2,2014JJ00
GM0988,6.5,2015JJ00
GM0988,6.2,2016JJ00
GM0988,5.3,2017JJ00
GM0988,4.5,2018JJ00
GM0988,4.1,2019JJ00
GM0988,4.5,2020JJ00
GM0988,3.6,2021JJ00
GM0988,3.3,2022JJ00
GM0988,3.1,2023JJ00
GM1960,6.2,2013JJ00
GM1960,6.1,2014JJ00
GM1960,5.5,2015JJ00
GM1960,4.6,2016JJ00
GM1960,3.8,2017JJ00
GM1960,3.6,2018JJ00
GM1960,3.2,2019JJ00
GM1960,3.8,2020JJ00
GM1960,2.9,2021JJ00
GM1960,2.6,2022JJ00
GM1960,2.6,2023JJ00
GM0668,6.6,2013JJ00
GM0668,7.0,2014JJ00
GM0668,6.2,2015JJ00
GM0668,5.2,2016JJ00
GM0668,4.1,2017JJ00
GM0668,3.8,2018JJ00
GM0668,3.3,2019JJ00
GM0668,3.7,2020JJ00
GM0668,2.6,2021JJ00
GM0668,2.5,2022JJ00
GM0668,2.5,2023JJ00
GM1969,7.3,2013JJ00
GM1969,7.3,2014JJ00
GM1969,6.8,2015JJ00
GM1969,5.8,2016JJ00
GM1969,4.8,2017JJ00
GM1969,4.2,2018JJ00
GM1969,4.1,2019JJ00
GM1969,4.0,2020JJ00
GM1969,3.8,2021JJ00
GM1969,2.8,2022JJ00
GM1969,2.8,2023JJ00
GM1701,7.3,2013JJ00
GM1701,7.0,2014JJ00
GM1701,6.9,2015JJ00
GM1701,5.5,2016JJ00
GM1701,4.6,2017JJ00
GM1701,4.0,2018JJ00
GM1701,3.4,2019JJ00
GM1701,3.9,2020JJ00
GM1701,3.1,2021JJ00
GM1701,2.6,2022JJ00
GM1701,2.5,2023JJ00
GM0293,8.4,2013JJ00
GM0293,8.1,2014JJ00
GM0293,7.6,2015JJ00
GM0293,6.4,2016JJ00
GM0293,5.5,2017JJ00
GM0293,4.6,2018JJ00
GM0293,4.0,2019JJ00
GM0293,4.2,2020JJ00
GM0293,3.5,2021JJ00
GM0293,3.0,2022JJ00
GM0293,3.1,2023JJ00
GM1950,8.0,2013JJ00
GM1950,8.3,2014JJ00
GM1950,8.1,2015JJ00
GM1950,7.4,2016JJ00
GM1950,6.0,2017JJ00
GM1950,5.1,2018JJ00
GM1950,4.5,2019JJ00
GM1950,4.8,2020JJ00
GM1950,3.5,2021JJ00
GM1950,3.1,2022JJ00
GM1950,3.0,2023JJ00
GM1783,6.0,2013JJ00
GM1783,5.9,2014JJ00
GM1783,5.3,2015JJ00
GM1783,4.8,2016JJ00
GM1783,3.9,2017JJ00
GM1783,3.7,2018JJ00
GM1783,3.4,2019JJ00
GM1783,3.4,2020JJ00
GM1783,2.5,2021JJ00
GM1783,2.3,2022JJ00
GM1783,2.4,2023JJ00
GM0098,7.7,2013JJ00
GM0098,8.0,2014JJ00
GM0098,7.1,2015JJ00
GM0098,6.3,2016JJ00
GM0098,4.9,2017JJ00
GM0098,4.1,2018JJ00
GM0098,3.7,2019JJ00
GM0098,4.0,2020JJ00
GM0098,3.2,2021JJ00
GM0098,2.7,2022JJ00
GM0098,2.9,2023JJ00
GM0189,6.7,2013JJ00
GM0189,6.6,2014JJ00
GM0189,5.9,2015JJ00
GM0189,5.2,2016JJ00
GM0189,3.9,2017JJ00
GM0189,3.4,2018JJ00
GM0189,3.3,2019JJ00
GM0189,3.5,2020JJ00
GM0189,2.7,2021JJ00
GM0189,2.4,2022JJ00
GM0189,2.4,2023JJ00
GM0296,7.5,2013JJ00
GM0296,7.1,2014JJ00
GM0296,6.4,2015JJ00
GM0296,5.5,2016JJ00
GM0296,4.6,2017JJ00
GM0296,4.0,2018JJ00
GM0296,3.8,2019JJ00
GM0296,4.2,2020JJ00
GM0296,3.4,2021JJ00
GM0296,2.7,2022JJ00
GM0296,2.8,2023JJ00
GM1696,6.6,2013JJ00
GM1696,6.3,2014JJ00
GM1696,5.9,2015JJ00
GM1696,4.9,2016JJ00
GM1696,4.2,2017JJ00
GM1696,3.8,2018JJ00
GM1696,3.5,2019JJ00
GM1696,3.9,2020JJ00
GM1696,3.3,2021JJ00
GM1696,2.8,2022JJ00
GM1696,2.6,2023JJ00
GM0352,6.4,2013JJ00
GM0352,6.0,2014JJ00
GM0352,5.5,2015JJ00
GM0352,4.8,2016JJ00
GM0352,4.2,2017JJ00
GM0352,3.7,2018JJ00
GM0352,3.4,2019JJ00
GM0352,3.7,2020JJ00
GM0352,3.2,2021JJ00
GM0352,2.6,2022JJ00
GM0352,2.6,2023JJ00
GM0294,7.8,2013JJ00
GM0294,7.6,2014JJ00
GM0294,6.8,2015JJ00
GM0294,5.7,2016JJ00
GM0294,4.9,2017JJ00
GM0294,4.2,2018JJ00
GM0294,4.0,2019JJ00
GM0294,4.2,2020JJ00
GM0294,3.0,2021JJ00
GM0294,2.9,2022JJ00
GM0294,2.9,2023JJ00
GM0873,6.0,2013JJ00
GM0873,6.2,2014JJ00
GM0873,6.3,2015JJ00
GM0873,5.5,2016JJ00
GM0873,4.4,2017JJ00
GM0873,3.7,2018JJ00
GM0873,3.7,2019JJ00
GM0873,4.3,2020JJ00
GM0873,3.1,2021JJ00
GM0873,2.7,2022JJ00
GM0873,2.7,2023JJ00
GM0632,6.2,2013JJ00
GM0632,6.0,2014JJ00
GM0632,5.5,2015JJ00
GM0632,5.2,2016JJ00
GM0632,4.0,2017JJ00
GM0632,3.8,2018JJ00
GM0632,3.6,2019JJ00
GM0632,3.8,2020JJ00
GM0632,3.3,2021JJ00
GM0632,2.5,2022JJ00
GM0632,2.7,2023JJ00
GM1690,6.6,2013JJ00
GM1690,6.6,2014JJ00
GM1690,6.2,2015JJ00
GM1690,4.9,2016JJ00
GM1690,4.1,2017JJ00
GM1690,3.6,2018JJ00
GM1690,3.2,2019JJ00
GM1690,3.7,2020JJ00
GM1690,3.0,2021JJ00
GM1690,2.4,2022JJ00
GM1690,2.5,2023JJ00
GM0880,6.7,2013JJ00
GM0880,6.6,2014JJ00
GM0880,6.2,2015JJ00
GM0880,5.3,2016JJ00
GM0880,4.5,2017JJ00
GM0880,4.0,2018JJ00
GM0880,3.5,2019JJ00
GM0880,3.9,2020JJ00
GM0880,3.0,2021JJ00
GM0880,2.8,2022JJ00
GM0880,2.8,2023JJ00
GM0351,6.2,2013JJ00
GM0351,6.2,2014JJ00
GM0351,5.6,2015JJ00
GM0351,4.9,2016JJ00
GM0351,3.9,2017JJ00
GM0351,3.4,2018JJ00
GM0351,3.3,2019JJ00
GM0351,3.5,2020JJ00
GM0351,2.6,2021JJ00
GM0351,2.4,2022JJ00
GM0351,2.6,2023JJ00
GM0479,8.4,2013JJ00
GM0479,7.9,2014JJ00
GM0479,7.5,2015JJ00
GM0479,6.6,2016JJ00
GM0479,5.4,2017JJ00
GM0479,4.9,2018JJ00
GM0479,4.4,2019JJ00
GM0479,4.9,2020JJ00
GM0479,4.0,2021JJ00
GM0479,3.4,2022JJ00
GM0479,3.5,2023JJ00
GM0297,6.7,2013JJ00
GM0297,6.5,2014JJ00
GM0297,6.2,2015JJ00
GM0297,5.0,2016JJ00
GM0297,4.2,2017JJ00
GM0297,3.7,2018JJ00
GM0297,3.4,2019JJ00
GM0297,3.9,2020JJ00
GM0297,2.9,2021JJ00
GM0297,2.6,2022JJ00
GM0297,2.9,2023JJ00
GM0473,7.6,2013JJ00
GM0473,7.6,2014JJ00
GM0473,7.0,2015JJ00
GM0473,6.0,2016JJ00
GM0473,5.4,2017JJ00
GM0473,4.6,2018JJ00
GM0473,4.2,2019JJ00
GM0473,4.6,2020JJ00
GM0473,3.8,2021JJ00
GM0473,3.5,2022JJ00
GM0473,3.4,2023JJ00
GM0050,6.6,2013JJ00
GM0050,6.6,2014JJ00
GM0050,6.3,2015JJ00
GM0050,6.1,2016JJ00
GM0050,4.7,2017JJ00
GM0050,3.9,2018JJ00
GM0050,3.7,2019JJ00
GM0050,3.9,2020JJ00
GM0050,3.0,2021JJ00
GM0050,2.7,2022JJ00
GM0050,2.8,2023JJ00
GM0355,7.6,2013JJ00
GM0355,7.4,2014JJ00
GM0355,7.2,2015JJ00
GM0355,6.2,2016JJ00
GM0355,5.3,2017JJ00
GM0355,4.8,2018JJ00
GM0355,4.3,2019JJ00
GM0355,4.6,2020JJ00
GM0355,3.4,2021JJ00
GM0355,3.2,2022JJ00
GM0355,3.6,2023JJ00
GM0299,7.6,2013JJ00
GM0299,7.8,2014JJ00
GM0299,6.6,2015JJ00
GM0299,6.1,2016JJ00
GM0299,4.9,2017JJ00
GM0299,4.2,2018JJ00
GM0299,3.9,2019JJ00
GM0299,4.3,2020JJ00
GM0299,3.2,2021JJ00
GM0299,3.0,2022JJ00
GM0299,3.1,2023JJ00
GM0637,8.7,2013JJ00
GM0637,8.4,2014JJ00
GM0637,8.1,2015JJ00
GM0637,7.1,2016JJ00
GM0637,6.0,2017JJ00
GM0637,4.5,2018JJ00
GM0637,4.5,2019JJ00
GM0637,5.0,2020JJ00
GM0637,4.7,2021JJ00
GM0637,3.5,2022JJ00
GM0637,3.4,2023JJ00
GM0638,6.1,2013JJ00
GM0638,6.2,2014JJ00
GM0638,5.6,2015JJ00
GM0638,4.9,2016JJ00
GM0638,4.0,2017JJ00
GM0638,3.5,2018JJ00
GM0638,3.2,2019JJ00
GM0638,3.5,2020JJ00
GM0638,2.8,2021JJ00
GM0638,2.5,2022JJ00
GM0638,2.5,2023JJ00
GM1892,6.4,2013JJ00
GM1892,6.8,2014JJ00
GM1892,6.2,2015JJ00
GM1892,5.2,2016JJ00
GM1892,4.3,2017JJ00
GM1892,3.6,2018JJ00
GM1892,3.5,2019JJ00
GM1892,3.9,2020JJ00
GM1892,2.8,2021JJ00
GM1892,2.6,2022JJ00
GM1892,2.7,2023JJ00
GM0879,6.0,2013JJ00
GM0879,6.3,2014JJ00
GM0879,6.0,2015JJ00
GM0879,5.2,2016JJ00
GM0879,4.2,2017JJ00
GM0879,3.6,2018JJ00
GM0879,3.4,2019JJ00
GM0879,3.7,2020JJ00
GM0879,2.7,2021JJ00
GM0879,2.6,2022JJ00
GM0879,2.5,2023JJ00
GM0301,8.6,2013JJ00
GM0301,9.1,2014JJ00
GM0301,8.0,2015JJ00
GM0301,7.5,2016JJ00
GM0301,6.1,2017JJ00
GM0301,5.8,2018JJ00
GM0301,4.3,2019JJ00
GM0301,4.9,2020JJ00
GM0301,3.7,2021JJ00
GM0301,3.3,2022JJ00
GM0301,3.4,2023JJ00
GM1896,6.5,2013JJ00
GM1896,6.2,2014JJ00
GM1896,5.7,2015JJ00
GM1896,4.9,2016JJ00
GM1896,4.0,2017JJ00
GM1896,3.5,2018JJ00
GM1896,3.3,2019JJ00
GM1896,3.5,2020JJ00
GM1896,2.7,2021JJ00
GM1896,2.4,2022JJ00
GM1896,2.6,2023JJ00
GM0642,7.4,2013JJ00
GM0642,7.2,2014JJ00
GM0642,7.5,2015JJ00
GM0642,6.0,2016JJ00
GM0642,5.0,2017JJ00
GM0642,4.6,2018JJ00
GM0642,4.4,2019JJ00
GM0642,4.7,2020JJ00
GM0642,3.6,2021JJ00
GM0642,3.1,2022JJ00
GM0642,3.2,2023JJ00
GM0193,7.6,2013JJ00
GM0193,7.7,2014JJ00
GM0193,7.6,2015JJ00
GM0193,7.1,2016JJ00
GM0193,5.2,2017JJ00
GM0193,4.6,2018JJ00
GM0193,4.7,2019JJ00
GM0193,4.8,2020JJ00
GM0193,3.4,2021JJ00
GM0193,3.1,2022JJ00
GM0193,3.3,2023JJ00
AM01  ,8.9,2013JJ00
AM01  ,9.3,2014JJ00
AM01  ,9.5,2015JJ00
AM01  ,7.9,2016JJ00
AM01  ,6.7,2017JJ00
AM01  ,5.9,2018JJ00
AM01  ,5.4,2019JJ00
AM01  ,5.3,2020JJ00
AM01  ,4.9,2021JJ00
AM01  ,3.7,2022JJ00
AM01  ,3.8,2023JJ00
AM02  ,8.7,2013JJ00
AM02  ,8.6,2014JJ00
AM02  ,8.3,2015JJ00
AM02  ,7.2,2016JJ00
AM02  ,5.7,2017JJ00
AM02  ,4.9,2018JJ00
AM02  ,4.2,2019JJ00
AM02  ,4.5,2020JJ00
AM02  ,3.8,2021JJ00
AM02  ,3.3,2022JJ00
AM02  ,3.5,2023JJ00
AM03  ,8.3,2013JJ00
AM03  ,8.2,2014JJ00
AM03  ,8.0,2015JJ00
AM03  ,6.1,2016JJ00
AM03  ,5.4,2017JJ00
AM03  ,4.8,2018JJ00
AM03  ,4.0,2019JJ00
AM03  ,4.6,2020JJ00
AM03  ,4.0,2021JJ00
AM03  ,2.9,2022JJ00
AM03  ,2.9,2023JJ00
AM05  ,8.3,2013JJ00
AM05  ,8.3,2014JJ00
AM05  ,7.6,2015JJ00
AM05  ,6.8,2016JJ00
AM05  ,5.5,2017JJ00
AM05  ,4.6,2018JJ00
AM05  ,4.1,2019JJ00
AM05  ,4.7,2020JJ00
AM05  ,3.8,2021JJ00
AM05  ,3.1,2022JJ00
AM05  ,3.3,2023JJ00
AM06  ,7.3,2013JJ00
AM06  ,7.4,2014JJ00
AM06  ,6.6,2015JJ00
AM06  ,6.1,2016JJ00
AM06  ,5.0,2017JJ00
AM06  ,4.5,2018JJ00
AM06  ,3.8,2019JJ00
AM06  ,4.3,2020JJ00
AM06  ,3.3,2021JJ00
AM06  ,2.9,2022JJ00
AM06  ,3.0,2023JJ00
AM07  ,8.5,2013JJ00
AM07  ,8.7,2014JJ00
AM07  ,7.9,2015JJ00
AM07  ,6.8,2016JJ00
AM07  ,5.6,2017JJ00
AM07  ,4.9,2018JJ00
AM07  ,4.3,2019JJ00
AM07  ,4.6,2020JJ00
AM07  ,4.3,2021JJ00
AM07  ,3.6,2022JJ00
AM07  ,3.4,2023JJ00
AM08  ,9.3,2013JJ00
AM08  ,8.8,2014JJ00
AM08  ,7.9,2015JJ00
AM08  ,7.1,2016JJ00
AM08  ,5.6,2017JJ00
AM08  ,5.2,2018JJ00
AM08  ,4.4,2019JJ00
AM08  ,4.8,2020JJ00
AM08  ,4.3,2021JJ00
AM08  ,3.7,2022JJ00
AM08  ,3.6,2023JJ00
AM09  ,7.2,2013JJ00
AM09  ,7.1,2014JJ00
AM09  ,6.6,2015JJ00
AM09  ,5.7,2016JJ00
AM09  ,4.6,2017JJ00
AM09  ,4.0,2018JJ00
AM09  ,3.5,2019JJ00
AM09  ,3.9,2020JJ00
AM09  ,2.9,2021JJ00
AM09  ,2.8,2022JJ00
AM09  ,2.8,2023JJ00
AM10  ,7.0,2013JJ00
AM10  ,7.0,2014JJ00
AM10  ,6.3,2015JJ00
AM10  ,5.4,2016JJ00
AM10  ,4.3,2017JJ00
AM10  ,3.9,2018JJ00
AM10  ,3.6,2019JJ00
AM10  ,4.0,2020JJ00
AM10  ,3.1,2021JJ00
AM10  ,2.8,2022JJ00
AM10  ,2.9,2023JJ00
AM11  ,9.6,2013JJ00
AM11  ,9.9,2014JJ00
AM11  ,7.9,2015JJ00
AM11  ,7.8,2016JJ00
AM11  ,6.1,2017JJ00
AM11  ,4.7,2018JJ00
AM11  ,4.4,2019JJ00
AM11  ,4.7,2020JJ00
AM11  ,4.2,2021JJ00
AM11  ,3.4,2022JJ00
AM11  ,3.4,2023JJ00
AM12  ,7.3,2013JJ00
AM12  ,7.5,2014JJ00
AM12  ,6.7,2015JJ00
AM12  ,5.9,2016JJ00
AM12  ,5.0,2017JJ00
AM12  ,4.4,2018JJ00
AM12  ,4.0,2019JJ00
AM12  ,4.2,2020JJ00
AM12  ,3.6,2021JJ00
AM12  ,3.0,2022JJ00
AM12  ,3.1,2023JJ00
AM13  ,7.3,2013JJ00
AM13  ,7.3,2014JJ00
AM13  ,7.0,2015JJ00
AM13  ,6.0,2016JJ00
AM13  ,4.8,2017JJ00
AM13  ,4.3,2018JJ00
AM13  ,4.1,2019JJ00
AM13  ,4.3,2020JJ00
AM13  ,3.3,2021JJ00
AM13  ,2.9,2022JJ00
AM13  ,3.4,2023JJ00
AM14  ,6.9,2013JJ00
AM14  ,7.0,2014JJ00
AM14  ,6.8,2015JJ00
AM14  ,5.4,2016JJ00
AM14  ,4.5,2017JJ00
AM14  ,3.9,2018JJ00
AM14  ,3.6,2019JJ00
AM14  ,3.9,2020JJ00
AM14  ,3.5,2021JJ00
AM14  ,2.8,2022JJ00
AM14  ,3.2,2023JJ00
AM15  ,6.9,2013JJ00
AM15  ,6.8,2014JJ00
AM15  ,6.1,2015JJ00
AM15  ,5.4,2016JJ00
AM15  ,4.7,2017JJ00
AM15  ,4.2,2018JJ00
AM15  ,3.8,2019JJ00
AM15  ,4.0,2020JJ00
AM15  ,3.1,2021JJ00
AM15  ,2.8,2022JJ00
AM15  ,2.9,2023JJ00
AM17  ,7.6,2013JJ00
AM17  ,7.3,2014JJ00
AM17  ,6.8,2015JJ00
AM17  ,6.1,2016JJ00
AM17  ,5.1,2017JJ00
AM17  ,4.5,2018JJ00
AM17  ,4.0,2019JJ00
AM17  ,4.5,2020JJ00
AM17  ,3.8,2021JJ00
AM17  ,3.2,2022JJ00
AM17  ,3.2,2023JJ00
AM18  ,9.1,2013JJ00
AM18  ,8.4,2014JJ00
AM18  ,8.0,2015JJ00
AM18  ,6.8,2016JJ00
AM18  ,6.1,2017JJ00
AM18  ,5.5,2018JJ00
AM18  ,5.1,2019JJ00
AM18  ,5.8,2020JJ00
AM18  ,5.4,2021JJ00
AM18  ,4.1,2022JJ00
AM18  ,4.4,2023JJ00
AM19  ,7.0,2013JJ00
AM19  ,6.7,2014JJ00
AM19  ,6.3,2015JJ00
AM19  ,5.8,2016JJ00
AM19  ,4.8,2017JJ00
AM19  ,4.2,2018JJ00
AM19  ,4.0,2019JJ00
AM19  ,4.2,2020JJ00
AM19  ,3.5,2021JJ00
AM19  ,3.0,2022JJ00
AM19  ,3.0,2023JJ00
AM20  ,7.2,2013JJ00
AM20  ,7.1,2014JJ00
AM20  ,6.7,2015JJ00
AM20  ,6.1,2016JJ00
AM20  ,4.7,2017JJ00
AM20  ,4.1,2018JJ00
AM20  ,4.0,2019JJ00
AM20  ,4.1,2020JJ00
AM20  ,3.3,2021JJ00
AM20  ,2.9,2022JJ00
AM20  ,2.9,2023JJ00
AM21  ,9.7,2013JJ00
AM21  ,10.0,2014JJ00
AM21  ,9.4,2015JJ00
AM21  ,8.1,2016JJ00
AM21  ,6.9,2017JJ00
AM21  ,5.6,2018JJ00
AM21  ,5.5,2019JJ00
AM21  ,5.4,2020JJ00
AM21  ,5.3,2021JJ00
AM21  ,3.9,2022JJ00
AM21  ,4.0,2023JJ00
AM22  ,9.9,2013JJ00
AM22  ,9.6,2014JJ00
AM22  ,9.4,2015JJ00
AM22  ,8.6,2016JJ00
AM22  ,6.8,2017JJ00
AM22  ,5.6,2018JJ00
AM22  ,5.4,2019JJ00
AM22  ,5.2,2020JJ00
AM22  ,5.5,2021JJ00
AM22  ,4.1,2022JJ00
AM22  ,4.1,2023JJ00
AM23  ,7.3,2013JJ00
AM23  ,7.3,2014JJ00
AM23  ,6.8,2015JJ00
AM23  ,5.9,2016JJ00
AM23  ,5.0,2017JJ00
AM23  ,4.6,2018JJ00
AM23  ,4.4,2019JJ00
AM23  ,4.6,2020JJ00
AM23  ,3.9,2021JJ00
AM23  ,3.1,2022JJ00
AM23  ,3.1,2023JJ00
AM24  ,6.5,2013JJ00
AM24  ,6.2,2014JJ00
AM24  ,6.0,2015JJ00
AM24  ,4.8,2016JJ00
AM24  ,4.2,2017JJ00
AM24  ,3.7,2018JJ00
AM24  ,3.7,2019JJ00
AM24  ,3.9,2020JJ00
AM24  ,3.2,2021JJ00
AM24  ,2.5,2022JJ00
AM24  ,2.6,2023JJ00
AM25  ,7.2,2013JJ00
AM25  ,7.3,2014JJ00
AM25  ,7.1,2015JJ00
AM25  ,5.9,2016JJ00
AM25  ,5.0,2017JJ00
AM25  ,4.1,2018JJ00
AM25  ,4.1,2019JJ00
AM25  ,4.3,2020JJ00
AM25  ,3.5,2021JJ00
AM25  ,3.0,2022JJ00
AM25  ,3.0,2023JJ00
AM26  ,7.6,2013JJ00
AM26  ,7.6,2014JJ00
AM26  ,7.2,2015JJ00
AM26  ,6.0,2016JJ00
AM26  ,5.1,2017JJ00
AM26  ,4.1,2018JJ00
AM26  ,4.1,2019JJ00
AM26  ,4.4,2020JJ00
AM26  ,3.5,2021JJ00
AM26  ,3.1,2022JJ00
AM26  ,3.2,2023JJ00
AM27  ,7.0,2013JJ00
AM27  ,7.3,2014JJ00
AM27  ,6.6,2015JJ00
AM27  ,5.7,2016JJ00
AM27  ,4.8,2017JJ00
AM27  ,3.8,2018JJ00
AM27  ,3.7,2019JJ00
AM27  ,4.1,2020JJ00
AM27  ,3.1,2021JJ00
AM27  ,2.8,2022JJ00
AM27  ,2.8,2023JJ00
AM28  ,7.6,2013JJ00
AM28  ,7.8,2014JJ00
AM28  ,7.0,2015JJ00
AM28  ,6.1,2016JJ00
AM28  ,5.2,2017JJ00
AM28  ,4.1,2018JJ00
AM28  ,4.1,2019JJ00
AM28  ,4.5,2020JJ00
AM28  ,3.9,2021JJ00
AM28  ,3.0,2022JJ00
AM28  ,3.1,2023JJ00
AM29  ,7.4,2013JJ00
AM29  ,7.6,2014JJ00
AM29  ,6.9,2015JJ00
AM29  ,5.7,2016JJ00
AM29  ,4.9,2017JJ00
AM29  ,4.2,2018JJ00
AM29  ,3.8,2019JJ00
AM29  ,4.5,2020JJ00
AM29  ,3.4,2021JJ00
AM29  ,3.2,2022JJ00
AM29  ,3.1,2023JJ00
AM30  ,8.6,2013JJ00
AM30  ,8.5,2014JJ00
AM30  ,7.7,2015JJ00
AM30  ,6.5,2016JJ00
AM30  ,5.6,2017JJ00
AM30  ,4.8,2018JJ00
AM30  ,4.5,2019JJ00
AM30  ,5.0,2020JJ00
AM30  ,4.0,2021JJ00
AM30  ,3.7,2022JJ00
AM30  ,3.4,2023JJ00
AM32  ,7.3,2013JJ00
AM32  ,7.6,2014JJ00
AM32  ,7.0,2015JJ00
AM32  ,6.0,2016JJ00
AM32  ,4.8,2017JJ00
AM32  ,4.1,2018JJ00
AM32  ,4.0,2019JJ00
AM32  ,4.5,2020JJ00
AM32  ,3.3,2021JJ00
AM32  ,2.9,2022JJ00
AM32  ,3.1,2023JJ00
AM33  ,7.1,2013JJ00
AM33  ,7.1,2014JJ00
AM33  ,6.4,2015JJ00
AM33  ,5.8,2016JJ00
AM33  ,4.9,2017JJ00
AM33  ,4.2,2018JJ00
AM33  ,3.9,2019JJ00
AM33  ,4.4,2020JJ00
AM33  ,3.3,2021JJ00
AM33  ,3.1,2022JJ00
AM33  ,3.0,2023JJ00
AM34  ,7.5,2013JJ00
AM34  ,7.2,2014JJ00
AM34  ,6.9,2015JJ00
AM34  ,6.1,2016JJ00
AM34  ,5.1,2017JJ00
AM34  ,4.1,2018JJ00
AM34  ,4.0,2019JJ00
AM34  ,4.4,2020JJ00
AM34  ,3.8,2021JJ00
AM34  ,3.0,2022JJ00
AM34  ,3.1,2023JJ00
AM35  ,6.6,2013JJ00
AM35  ,6.5,2014JJ00
AM35  ,6.0,2015JJ00
AM35  ,5.3,2016JJ00
AM35  ,4.3,2017JJ00
AM35  ,4.0,2018JJ00
AM35  ,3.6,2019JJ00
AM35  ,3.9,2020JJ00
AM35  ,3.1,2021JJ00
AM35  ,2.7,2022JJ00
AM35  ,2.8,2023JJ00
AM36  ,7.2,2013JJ00
AM36  ,7.0,2014JJ00
AM36  ,6.5,2015JJ00
AM36  ,5.9,2016JJ00
AM36  ,4.6,2017JJ00
AM36  ,4.0,2018JJ00
AM36  ,3.8,2019JJ00
AM36  ,4.1,2020JJ00
AM36  ,3.0,2021JJ00
AM36  ,2.7,2022JJ00
AM36  ,2.9,2023JJ00
AM37  ,7.4,2013JJ00
AM37  ,7.2,2014JJ00
AM37  ,6.6,2015JJ00
AM37  ,5.9,2016JJ00
AM37  ,5.2,2017JJ00
AM37  ,4.4,2018JJ00
AM37  ,4.2,2019JJ00
AM37  ,4.5,2020JJ00
AM37  ,3.6,2021JJ00
AM37  ,3.2,2022JJ00
AM37  ,3.4,2023JJ00
AM38  ,7.1,2013JJ00
AM38  ,7.0,2014JJ00
AM38  ,6.5,2015JJ00
AM38  ,5.8,2016JJ00
AM38  ,4.6,2017JJ00
AM38  ,4.0,2018JJ00
AM38  ,3.7,2019JJ00
AM38  ,4.0,2020JJ00
AM38  ,3.2,2021JJ00
AM38  ,2.9,2022JJ00
AM38  ,3.1,2023JJ00
AM99  ,,2013JJ00
AM99  ,,2014JJ00
AM99  ,,2015JJ00
AM99  ,,2016JJ00
AM99  ,,2017JJ00
AM99  ,,2018JJ00
AM99  ,,2019JJ00
AM99  ,,2020JJ00
AM99  ,,2021JJ00
AM99  ,,2022JJ00
AM99  ,,2023JJ00
NL01  ,8.4,2013JJ00
NL01  ,8.8,2014JJ00
NL01  ,8.4,2015JJ00
NL01  ,7.6,2016JJ00
NL01  ,6.4,2017JJ00
NL01  ,5.2,2018JJ00
NL01  ,4.6,2019JJ00
NL01  ,5.1,2020JJ00
NL01  ,4.5,2021JJ00
NL01  ,3.8,2022JJ00
NL01  ,3.8,2023JJ00
LD01  ,8.7,2013JJ00
LD01  ,8.9,2014JJ00
LD01  ,8.6,2015JJ00
LD01  ,7.9,2016JJ00
LD01  ,7.0,2017JJ00
LD01  ,5.7,2018JJ00
LD01  ,4.7,2019JJ00
LD01  ,5.3,2020JJ00
LD01  ,4.2,2021JJ00
LD01  ,3.8,2022JJ00
LD01  ,3.7,2023JJ00
LD02  ,8.2,2013JJ00
LD02  ,8.6,2014JJ00
LD02  ,8.2,2015JJ00
LD02  ,7.7,2016JJ00
LD02  ,6.4,2017JJ00
LD02  ,5.0,2018JJ00
LD02  ,4.4,2019JJ00
LD02  ,4.8,2020JJ00
LD02  ,4.2,2021JJ00
LD02  ,3.6,2022JJ00
LD02  ,3.4,2023JJ00
LD03  ,8.6,2013JJ00
LD03  ,9.0,2014JJ00
LD03  ,8.5,2015JJ00
LD03  ,7.7,2016JJ00
LD03  ,6.5,2017JJ00
LD03  ,5.2,2018JJ00
LD03  ,4.7,2019JJ00
LD03  ,5.4,2020JJ00
LD03  ,5.0,2021JJ00
LD03  ,4.0,2022JJ00
LD03  ,4.0,2023JJ00
LD04  ,8.1,2013JJ00
LD04  ,8.5,2014JJ00
LD04  ,8.2,2015JJ00
LD04  ,7.1,2016JJ00
LD04  ,6.0,2017JJ00
LD04  ,4.9,2018JJ00
LD04  ,4.4,2019JJ00
LD04  ,4.8,2020JJ00
