Regiokenmerken,VoortijdigSchoolverlaters_2,Perioden
GM0653 ,10.0,2013SJ00
GM0653 ,,2014SJ00
GM0653 ,,2015SJ00
GM0653 ,,2016SJ00
GM0653 ,,2017SJ00
GM0653 ,,2018SJ00
GM0653 ,,2019SJ00
GM0653 ,,2020SJ00
GM0653 ,,2021SJ00
GM0653 ,,2022SJ00
GM0779 ,20.0,2012SJ00
GM0779 ,20.0,2013SJ00
GM0779 ,30.0,2014SJ00
GM0779 ,20.0,2015SJ00
GM0779 ,20.0,2016SJ00
GM0779 ,20.0,2017SJ00
GM0779 ,20.0,2018SJ00
GM0779 ,20.0,2019SJ00
GM0779 ,20.0,2020SJ00
GM0779 ,20.0,2021SJ00
GM0779 ,30.0,2022SJ00
GM0236 ,20.0,2012SJ00
GM0236 ,10.0,2013SJ00
GM0236 ,30.0,2014SJ00
GM0236 ,20.0,2015SJ00
GM0236 ,20.0,2016SJ00
GM0236 ,20.0,2017SJ00
GM0236 ,20.0,2018SJ00
GM0236 ,,2019SJ00
GM0236 ,,2020SJ00
GM0236 ,,2021SJ00
GM0236 ,,2022SJ00
GM1771 ,40.0,2012SJ00
GM1771 ,50.0,2013SJ00
GM1771 ,50.0,2014SJ00
GM1771 ,30.0,2015SJ00
GM1771 ,30.0,2016SJ00
GM1771 ,50.0,2017SJ00
GM1771 ,40.0,2018SJ00
GM1771 ,30.0,2019SJ00
GM1771 ,50.0,2020SJ00
GM1771 ,40.0,2021SJ00
GM1771 ,40.0,2022SJ00
GM1652 ,30.0,2012SJ00
GM1652 ,20.0,2013SJ00
GM1652 ,20.0,2014SJ00
GM1652 ,20.0,2015SJ00
GM1652 ,20.0,2016SJ00
GM1652 ,20.0,2017SJ00
GM1652 ,30.0,2018SJ00
GM1652 ,10.0,2019SJ00
GM1652 ,30.0,2020SJ00
GM1652 ,30.0,2021SJ00
GM1652 ,30.0,2022SJ00
GM0907 ,20.0,2012SJ00
GM0907 ,20.0,2013SJ00
GM0907 ,20.0,2014SJ00
GM0907 ,10.0,2015SJ00
GM0907 ,10.0,2016SJ00
GM0907 ,10.0,2017SJ00
GM0907 ,10.0,2018SJ00
GM0907 ,10.0,2019SJ00
GM0907 ,20.0,2020SJ00
GM0907 ,20.0,2021SJ00
GM0907 ,20.0,2022SJ00
GM0689 ,20.0,2012SJ00
GM0689 ,10.0,2013SJ00
GM0689 ,20.0,2014SJ00
GM0689 ,10.0,2015SJ00
GM0689 ,20.0,2016SJ00
GM0689 ,10.0,2017SJ00
GM0689 ,10.0,2018SJ00
GM0689 ,,2019SJ00
GM0689 ,,2020SJ00
GM0689 ,,2021SJ00
GM0689 ,,2022SJ00
GM0784 ,30.0,2012SJ00
GM0784 ,20.0,2013SJ00
GM0784 ,20.0,2014SJ00
GM0784 ,30.0,2015SJ00
GM0784 ,20.0,2016SJ00
GM0784 ,30.0,2017SJ00
GM0784 ,30.0,2018SJ00
GM0784 ,10.0,2019SJ00
GM0784 ,30.0,2020SJ00
GM0784 ,30.0,2021SJ00
GM0784 ,40.0,2022SJ00
GM0511 ,10.0,2012SJ00
GM0511 ,,2013SJ00
GM0511 ,,2014SJ00
GM0511 ,,2015SJ00
GM0511 ,,2016SJ00
GM0511 ,,2017SJ00
GM0511 ,,2018SJ00
GM0511 ,,2019SJ00
GM0511 ,,2020SJ00
GM0511 ,,2021SJ00
GM0511 ,,2022SJ00
GM1924 ,,2012SJ00
GM1924 ,40.0,2013SJ00
GM1924 ,40.0,2014SJ00
GM1924 ,40.0,2015SJ00
GM1924 ,40.0,2016SJ00
GM1924 ,40.0,2017SJ00
GM1924 ,50.0,2018SJ00
GM1924 ,40.0,2019SJ00
GM1924 ,60.0,2020SJ00
GM1924 ,60.0,2021SJ00
GM1924 ,50.0,2022SJ00
GM0664 ,30.0,2012SJ00
GM0664 ,40.0,2013SJ00
GM0664 ,40.0,2014SJ00
GM0664 ,30.0,2015SJ00
GM0664 ,40.0,2016SJ00
GM0664 ,40.0,2017SJ00
GM0664 ,40.0,2018SJ00
GM0664 ,40.0,2019SJ00
GM0664 ,40.0,2020SJ00
GM0664 ,50.0,2021SJ00
GM0664 ,50.0,2022SJ00
GM0785 ,20.0,2012SJ00
GM0785 ,30.0,2013SJ00
GM0785 ,20.0,2014SJ00
GM0785 ,20.0,2015SJ00
GM0785 ,20.0,2016SJ00
GM0785 ,20.0,2017SJ00
GM0785 ,30.0,2018SJ00
GM0785 ,20.0,2019SJ00
GM0785 ,30.0,2020SJ00
GM0785 ,30.0,2021SJ00
GM0785 ,20.0,2022SJ00
GM1942 ,,2012SJ00
GM1942 ,,2013SJ00
GM1942 ,,2014SJ00
GM1942 ,,2015SJ00
GM1942 ,60.0,2016SJ00
GM1942 ,60.0,2017SJ00
GM1942 ,70.0,2018SJ00
GM1942 ,40.0,2019SJ00
GM1942 ,60.0,2020SJ00
GM1942 ,70.0,2021SJ00
GM1942 ,70.0,2022SJ00
GM0512 ,50.0,2012SJ00
GM0512 ,40.0,2013SJ00
GM0512 ,30.0,2014SJ00
GM0512 ,40.0,2015SJ00
GM0512 ,50.0,2016SJ00
GM0512 ,60.0,2017SJ00
GM0512 ,60.0,2018SJ00
GM0512 ,40.0,2019SJ00
GM0512 ,40.0,2020SJ00
GM0512 ,50.0,2021SJ00
GM0512 ,40.0,2022SJ00
GM0513 ,100.0,2012SJ00
GM0513 ,90.0,2013SJ00
GM0513 ,80.0,2014SJ00
GM0513 ,80.0,2015SJ00
GM0513 ,70.0,2016SJ00
GM0513 ,90.0,2017SJ00
GM0513 ,100.0,2018SJ00
GM0513 ,70.0,2019SJ00
GM0513 ,90.0,2020SJ00
GM0513 ,100.0,2021SJ00
GM0513 ,80.0,2022SJ00
GM0693 ,10.0,2012SJ00
GM0693 ,,2013SJ00
GM0693 ,,2014SJ00
GM0693 ,,2015SJ00
GM0693 ,,2016SJ00
GM0693 ,,2017SJ00
GM0693 ,,2018SJ00
GM0693 ,,2019SJ00
GM0693 ,,2020SJ00
GM0693 ,,2021SJ00
GM0693 ,,2022SJ00
GM0365 ,0.0,2012SJ00
GM0365 ,10.0,2013SJ00
GM0365 ,0.0,2014SJ00
GM0365 ,,2015SJ00
GM0365 ,,2016SJ00
GM0365 ,,2017SJ00
GM0365 ,,2018SJ00
GM0365 ,,2019SJ00
GM0365 ,,2020SJ00
GM0365 ,,2021SJ00
GM0365 ,,2022SJ00
GM0786 ,20.0,2012SJ00
GM0786 ,10.0,2013SJ00
GM0786 ,20.0,2014SJ00
GM0786 ,20.0,2015SJ00
GM0786 ,10.0,2016SJ00
GM0786 ,10.0,2017SJ00
GM0786 ,10.0,2018SJ00
GM0786 ,10.0,2019SJ00
GM0786 ,10.0,2020SJ00
GM0786 ,20.0,2021SJ00
GM0786 ,,2022SJ00
GM0518 ,880.0,2012SJ00
GM0518 ,830.0,2013SJ00
GM0518 ,750.0,2014SJ00
GM0518 ,790.0,2015SJ00
GM0518 ,740.0,2016SJ00
GM0518 ,750.0,2017SJ00
GM0518 ,810.0,2018SJ00
GM0518 ,720.0,2019SJ00
GM0518 ,720.0,2020SJ00
GM0518 ,850.0,2021SJ00
GM0518 ,830.0,2022SJ00
GM0241 ,20.0,2012SJ00
GM0241 ,20.0,2013SJ00
GM0241 ,10.0,2014SJ00
GM0241 ,40.0,2015SJ00
GM0241 ,,2016SJ00
GM0241 ,,2017SJ00
GM0241 ,,2018SJ00
GM0241 ,,2019SJ00
GM0241 ,,2020SJ00
GM0241 ,,2021SJ00
GM0241 ,,2022SJ00
GM0014 ,200.0,2012SJ00
GM0014 ,190.0,2013SJ00
GM0014 ,190.0,2014SJ00
GM0014 ,190.0,2015SJ00
GM0014 ,230.0,2016SJ00
GM0014 ,190.0,2017SJ00
GM0014 ,230.0,2018SJ00
GM0014 ,200.0,2019SJ00
GM0014 ,250.0,2020SJ00
GM0014 ,300.0,2021SJ00
GM0014 ,280.0,2022SJ00
GM0015 ,10.0,2012SJ00
GM0015 ,0.0,2013SJ00
GM0015 ,10.0,2014SJ00
GM0015 ,10.0,2015SJ00
GM0015 ,10.0,2016SJ00
GM0015 ,10.0,2017SJ00
GM0015 ,10.0,2018SJ00
GM0015 ,,2019SJ00
GM0015 ,,2020SJ00
GM0015 ,,2021SJ00
GM0015 ,,2022SJ00
GM1729 ,0.0,2012SJ00
GM1729 ,10.0,2013SJ00
GM1729 ,10.0,2014SJ00
GM1729 ,10.0,2015SJ00
GM1729 ,10.0,2016SJ00
GM1729 ,10.0,2017SJ00
GM1729 ,10.0,2018SJ00
GM1729 ,10.0,2019SJ00
GM1729 ,10.0,2020SJ00
GM1729 ,10.0,2021SJ00
GM1729 ,10.0,2022SJ00
GM0158 ,10.0,2012SJ00
GM0158 ,10.0,2013SJ00
GM0158 ,20.0,2014SJ00
GM0158 ,20.0,2015SJ00
GM0158 ,10.0,2016SJ00
GM0158 ,10.0,2017SJ00
GM0158 ,20.0,2018SJ00
GM0158 ,20.0,2019SJ00
GM0158 ,10.0,2020SJ00
GM0158 ,20.0,2021SJ00
GM0158 ,20.0,2022SJ00
GM0788 ,10.0,2012SJ00
GM0788 ,10.0,2013SJ00
GM0788 ,10.0,2014SJ00
GM0788 ,10.0,2015SJ00
GM0788 ,10.0,2016SJ00
GM0788 ,10.0,2017SJ00
GM0788 ,20.0,2018SJ00
GM0788 ,20.0,2019SJ00
GM0788 ,10.0,2020SJ00
GM0788 ,,2021SJ00
GM0788 ,,2022SJ00
GM0392 ,200.0,2012SJ00
GM0392 ,170.0,2013SJ00
GM0392 ,200.0,2014SJ00
GM0392 ,190.0,2015SJ00
GM0392 ,190.0,2016SJ00
GM0392 ,190.0,2017SJ00
GM0392 ,210.0,2018SJ00
GM0392 ,170.0,2019SJ00
GM0392 ,190.0,2020SJ00
GM0392 ,200.0,2021SJ00
GM0392 ,200.0,2022SJ00
GM0393 ,10.0,2012SJ00
GM0393 ,0.0,2013SJ00
GM0393 ,10.0,2014SJ00
GM0393 ,0.0,2015SJ00
GM0393 ,10.0,2016SJ00
GM0393 ,10.0,2017SJ00
GM0393 ,10.0,2018SJ00
GM0393 ,,2019SJ00
GM0393 ,,2020SJ00
GM0393 ,,2021SJ00
GM0393 ,,2022SJ00
GM0394 ,170.0,2012SJ00
GM0394 ,170.0,2013SJ00
GM0394 ,190.0,2014SJ00
GM0394 ,170.0,2015SJ00
GM0394 ,200.0,2016SJ00
GM0394 ,190.0,2017SJ00
GM0394 ,230.0,2018SJ00
GM0394 ,160.0,2019SJ00
GM0394 ,190.0,2020SJ00
GM0394 ,210.0,2021SJ00
GM0394 ,220.0,2022SJ00
GM1655 ,20.0,2012SJ00
GM1655 ,40.0,2013SJ00
GM1655 ,30.0,2014SJ00
GM1655 ,30.0,2015SJ00
GM1655 ,30.0,2016SJ00
GM1655 ,30.0,2017SJ00
GM1655 ,30.0,2018SJ00
GM1655 ,30.0,2019SJ00
GM1655 ,30.0,2020SJ00
GM1655 ,30.0,2021SJ00
GM1655 ,30.0,2022SJ00
GM0160 ,40.0,2012SJ00
GM0160 ,40.0,2013SJ00
GM0160 ,40.0,2014SJ00
GM0160 ,40.0,2015SJ00
GM0160 ,30.0,2016SJ00
GM0160 ,60.0,2017SJ00
GM0160 ,50.0,2018SJ00
GM0160 ,50.0,2019SJ00
GM0160 ,60.0,2020SJ00
GM0160 ,50.0,2021SJ00
GM0160 ,70.0,2022SJ00
GM0243 ,40.0,2012SJ00
GM0243 ,40.0,2013SJ00
GM0243 ,50.0,2014SJ00
GM0243 ,40.0,2015SJ00
GM0243 ,40.0,2016SJ00
GM0243 ,50.0,2017SJ00
GM0243 ,50.0,2018SJ00
GM0243 ,60.0,2019SJ00
GM0243 ,60.0,2020SJ00
GM0243 ,80.0,2021SJ00
GM0243 ,80.0,2022SJ00
GM0523 ,20.0,2012SJ00
GM0523 ,20.0,2013SJ00
GM0523 ,10.0,2014SJ00
GM0523 ,10.0,2015SJ00
GM0523 ,10.0,2016SJ00
GM0523 ,10.0,2017SJ00
GM0523 ,10.0,2018SJ00
GM0523 ,20.0,2019SJ00
GM0523 ,10.0,2020SJ00
GM0523 ,10.0,2021SJ00
GM0523 ,10.0,2022SJ00
GM0017 ,20.0,2012SJ00
GM0017 ,10.0,2013SJ00
GM0017 ,10.0,2014SJ00
GM0017 ,20.0,2015SJ00
GM0017 ,10.0,2016SJ00
GM0017 ,20.0,2017SJ00
GM0017 ,10.0,2018SJ00
GM0017 ,,2019SJ00
GM0017 ,,2020SJ00
GM0017 ,,2021SJ00
GM0017 ,,2022SJ00
GM0395 ,20.0,2012SJ00
GM0395 ,,2013SJ00
GM0395 ,,2014SJ00
GM0395 ,,2015SJ00
GM0395 ,,2016SJ00
GM0395 ,,2017SJ00
GM0395 ,,2018SJ00
GM0395 ,,2019SJ00
GM0395 ,,2020SJ00
GM0395 ,,2021SJ00
GM0395 ,,2022SJ00
GM0072 ,20.0,2012SJ00
GM0072 ,20.0,2013SJ00
GM0072 ,20.0,2014SJ00
GM0072 ,10.0,2015SJ00
GM0072 ,20.0,2016SJ00
GM0072 ,10.0,2017SJ00
GM0072 ,20.0,2018SJ00
GM0072 ,20.0,2019SJ00
GM0072 ,20.0,2020SJ00
GM0072 ,20.0,2021SJ00
GM0072 ,30.0,2022SJ00
GM0244 ,10.0,2012SJ00
GM0244 ,10.0,2013SJ00
GM0244 ,10.0,2014SJ00
GM0244 ,10.0,2015SJ00
GM0244 ,10.0,2016SJ00
GM0244 ,10.0,2017SJ00
GM0244 ,10.0,2018SJ00
GM0244 ,10.0,2019SJ00
GM0244 ,20.0,2020SJ00
GM0244 ,10.0,2021SJ00
GM0244 ,20.0,2022SJ00
GM0396 ,50.0,2012SJ00
GM0396 ,50.0,2013SJ00
GM0396 ,50.0,2014SJ00
GM0396 ,50.0,2015SJ00
GM0396 ,40.0,2016SJ00
GM0396 ,60.0,2017SJ00
GM0396 ,50.0,2018SJ00
GM0396 ,40.0,2019SJ00
GM0396 ,40.0,2020SJ00
GM0396 ,40.0,2021SJ00
GM0396 ,50.0,2022SJ00
GM0397 ,20.0,2012SJ00
GM0397 ,30.0,2013SJ00
GM0397 ,20.0,2014SJ00
GM0397 ,20.0,2015SJ00
GM0397 ,20.0,2016SJ00
GM0397 ,30.0,2017SJ00
GM0397 ,30.0,2018SJ00
GM0397 ,20.0,2019SJ00
GM0397 ,30.0,2020SJ00
GM0397 ,30.0,2021SJ00
GM0397 ,30.0,2022SJ00
GM0246 ,10.0,2012SJ00
GM0246 ,10.0,2013SJ00
GM0246 ,10.0,2014SJ00
GM0246 ,20.0,2015SJ00
GM0246 ,20.0,2016SJ00
GM0246 ,20.0,2017SJ00
GM0246 ,10.0,2018SJ00
GM0246 ,20.0,2019SJ00
GM0246 ,20.0,2020SJ00
GM0246 ,20.0,2021SJ00
GM0246 ,20.0,2022SJ00
GM0074 ,40.0,2012SJ00
GM0074 ,30.0,2013SJ00
GM0074 ,40.0,2014SJ00
GM0074 ,50.0,2015SJ00
GM0074 ,50.0,2016SJ00
GM0074 ,50.0,2017SJ00
GM0074 ,60.0,2018SJ00
GM0074 ,50.0,2019SJ00
GM0074 ,60.0,2020SJ00
GM0074 ,70.0,2021SJ00
GM0074 ,80.0,2022SJ00
GM0398 ,70.0,2012SJ00
GM0398 ,80.0,2013SJ00
GM0398 ,70.0,2014SJ00
GM0398 ,60.0,2015SJ00
GM0398 ,70.0,2016SJ00
GM0398 ,60.0,2017SJ00
GM0398 ,80.0,2018SJ00
GM0398 ,80.0,2019SJ00
GM0398 ,60.0,2020SJ00
GM0398 ,80.0,2021SJ00
GM0398 ,,2022SJ00
GM0917 ,110.0,2012SJ00
GM0917 ,90.0,2013SJ00
GM0917 ,120.0,2014SJ00
GM0917 ,130.0,2015SJ00
GM0917 ,120.0,2016SJ00
GM0917 ,110.0,2017SJ00
GM0917 ,130.0,2018SJ00
GM0917 ,120.0,2019SJ00
GM0917 ,130.0,2020SJ00
GM0917 ,150.0,2021SJ00
GM0917 ,120.0,2022SJ00
GM1658 ,10.0,2012SJ00
GM1658 ,10.0,2013SJ00
GM1658 ,10.0,2014SJ00
GM1658 ,10.0,2015SJ00
GM1658 ,10.0,2016SJ00
GM1658 ,10.0,2017SJ00
GM1658 ,10.0,2018SJ00
GM1658 ,0.0,2019SJ00
GM1658 ,10.0,2020SJ00
GM1658 ,10.0,2021SJ00
GM1658 ,10.0,2022SJ00
GM0399 ,20.0,2012SJ00
GM0399 ,20.0,2013SJ00
GM0399 ,20.0,2014SJ00
GM0399 ,10.0,2015SJ00
GM0399 ,10.0,2016SJ00
GM0399 ,10.0,2017SJ00
GM0399 ,20.0,2018SJ00
GM0399 ,20.0,2019SJ00
GM0399 ,30.0,2020SJ00
GM0399 ,20.0,2021SJ00
GM0399 ,20.0,2022SJ00
GM0400 ,110.0,2012SJ00
GM0400 ,90.0,2013SJ00
GM0400 ,60.0,2014SJ00
GM0400 ,60.0,2015SJ00
GM0400 ,90.0,2016SJ00
GM0400 ,100.0,2017SJ00
GM0400 ,110.0,2018SJ00
GM0400 ,60.0,2019SJ00
GM0400 ,90.0,2020SJ00
GM0400 ,80.0,2021SJ00
GM0400 ,90.0,2022SJ00
GM0163 ,20.0,2012SJ00
GM0163 ,20.0,2013SJ00
GM0163 ,20.0,2014SJ00
GM0163 ,20.0,2015SJ00
GM0163 ,20.0,2016SJ00
GM0163 ,30.0,2017SJ00
GM0163 ,20.0,2018SJ00
GM0163 ,30.0,2019SJ00
GM0163 ,20.0,2020SJ00
GM0163 ,40.0,2021SJ00
GM0163 ,30.0,2022SJ00
GM0530 ,50.0,2012SJ00
GM0530 ,40.0,2013SJ00
GM0530 ,60.0,2014SJ00
GM0530 ,50.0,2015SJ00
GM0530 ,50.0,2016SJ00
GM0530 ,50.0,2017SJ00
GM0530 ,50.0,2018SJ00
GM0530 ,50.0,2019SJ00
GM0530 ,40.0,2020SJ00
GM0530 ,60.0,2021SJ00
GM0530 ,60.0,2022SJ00
GM0794 ,130.0,2012SJ00
GM0794 ,90.0,2013SJ00
GM0794 ,110.0,2014SJ00
GM0794 ,100.0,2015SJ00
GM0794 ,110.0,2016SJ00
GM0794 ,160.0,2017SJ00
GM0794 ,100.0,2018SJ00
GM0794 ,110.0,2019SJ00
GM0794 ,110.0,2020SJ00
GM0794 ,150.0,2021SJ00
GM0794 ,130.0,2022SJ00
GM0531 ,30.0,2012SJ00
GM0531 ,20.0,2013SJ00
GM0531 ,20.0,2014SJ00
GM0531 ,20.0,2015SJ00
GM0531 ,30.0,2016SJ00
GM0531 ,30.0,2017SJ00
GM0531 ,30.0,2018SJ00
GM0531 ,30.0,2019SJ00
GM0531 ,30.0,2020SJ00
GM0531 ,30.0,2021SJ00
GM0531 ,50.0,2022SJ00
GM0164 ,80.0,2012SJ00
GM0164 ,70.0,2013SJ00
GM0164 ,70.0,2014SJ00
GM0164 ,90.0,2015SJ00
GM0164 ,80.0,2016SJ00
GM0164 ,120.0,2017SJ00
GM0164 ,80.0,2018SJ00
GM0164 ,90.0,2019SJ00
GM0164 ,90.0,2020SJ00
GM0164 ,100.0,2021SJ00
GM0164 ,110.0,2022SJ00
GM0796 ,170.0,2012SJ00
GM0796 ,160.0,2013SJ00
GM0796 ,180.0,2014SJ00
GM0796 ,170.0,2015SJ00
GM0796 ,150.0,2016SJ00
GM0796 ,190.0,2017SJ00
GM0796 ,180.0,2018SJ00
GM0796 ,180.0,2019SJ00
GM0796 ,160.0,2020SJ00
GM0796 ,220.0,2021SJ00
GM0796 ,180.0,2022SJ00
GM0252 ,20.0,2012SJ00
GM0252 ,10.0,2013SJ00
GM0252 ,10.0,2014SJ00
GM0252 ,10.0,2015SJ00
GM0252 ,20.0,2016SJ00
GM0252 ,10.0,2017SJ00
GM0252 ,20.0,2018SJ00
GM0252 ,10.0,2019SJ00
GM0252 ,10.0,2020SJ00
GM0252 ,10.0,2021SJ00
GM0252 ,10.0,2022SJ00
GM0797 ,50.0,2012SJ00
GM0797 ,50.0,2013SJ00
GM0797 ,40.0,2014SJ00
GM0797 ,60.0,2015SJ00
GM0797 ,30.0,2016SJ00
GM0797 ,30.0,2017SJ00
GM0797 ,40.0,2018SJ00
GM0797 ,40.0,2019SJ00
GM0797 ,40.0,2020SJ00
GM0797 ,40.0,2021SJ00
GM0797 ,60.0,2022SJ00
GM0534 ,20.0,2012SJ00
GM0534 ,20.0,2013SJ00
GM0534 ,20.0,2014SJ00
GM0534 ,20.0,2015SJ00
GM0534 ,30.0,2016SJ00
GM0534 ,20.0,2017SJ00
GM0534 ,30.0,2018SJ00
GM0534 ,20.0,2019SJ00
GM0534 ,30.0,2020SJ00
GM0534 ,20.0,2021SJ00
GM0534 ,30.0,2022SJ00
GM0798 ,10.0,2012SJ00
GM0798 ,10.0,2013SJ00
GM0798 ,10.0,2014SJ00
GM0798 ,10.0,2015SJ00
GM0798 ,10.0,2016SJ00
GM0798 ,10.0,2017SJ00
GM0798 ,10.0,2018SJ00
GM0798 ,10.0,2019SJ00
GM0798 ,0.0,2020SJ00
GM0798 ,20.0,2021SJ00
GM0798 ,20.0,2022SJ00
GM0402 ,70.0,2012SJ00
GM0402 ,100.0,2013SJ00
GM0402 ,90.0,2014SJ00
GM0402 ,70.0,2015SJ00
GM0402 ,90.0,2016SJ00
GM0402 ,110.0,2017SJ00
GM0402 ,100.0,2018SJ00
GM0402 ,70.0,2019SJ00
GM0402 ,90.0,2020SJ00
GM0402 ,110.0,2021SJ00
GM0402 ,100.0,2022SJ00
GM1963 ,,2012SJ00
GM1963 ,,2013SJ00
GM1963 ,,2014SJ00
GM1963 ,,2015SJ00
GM1963 ,,2016SJ00
GM1963 ,,2017SJ00
GM1963 ,,2018SJ00
GM1963 ,80.0,2019SJ00
GM1963 ,80.0,2020SJ00
GM1963 ,100.0,2021SJ00
GM1963 ,110.0,2022SJ00
GM1735 ,20.0,2012SJ00
GM1735 ,20.0,2013SJ00
GM1735 ,30.0,2014SJ00
GM1735 ,20.0,2015SJ00
GM1735 ,20.0,2016SJ00
GM1735 ,40.0,2017SJ00
GM1735 ,30.0,2018SJ00
GM1735 ,20.0,2019SJ00
GM1735 ,30.0,2020SJ00
GM1735 ,20.0,2021SJ00
GM1735 ,30.0,2022SJ00
GM1966 ,,2012SJ00
GM1966 ,,2013SJ00
GM1966 ,,2014SJ00
GM1966 ,,2015SJ00
GM1966 ,,2016SJ00
GM1966 ,,2017SJ00
GM1966 ,,2018SJ00
GM1966 ,50.0,2019SJ00
GM1966 ,40.0,2020SJ00
GM1966 ,70.0,2021SJ00
GM1966 ,50.0,2022SJ00
GM1911 ,50.0,2012SJ00
GM1911 ,40.0,2013SJ00
GM1911 ,40.0,2014SJ00
GM1911 ,30.0,2015SJ00
GM1911 ,40.0,2016SJ00
GM1911 ,50.0,2017SJ00
GM1911 ,60.0,2018SJ00
GM1911 ,80.0,2019SJ00
GM1911 ,50.0,2020SJ00
GM1911 ,60.0,2021SJ00
GM1911 ,60.0,2022SJ00
GM0118 ,60.0,2012SJ00
GM0118 ,60.0,2013SJ00
GM0118 ,60.0,2014SJ00
GM0118 ,70.0,2015SJ00
GM0118 ,70.0,2016SJ00
GM0118 ,60.0,2017SJ00
GM0118 ,70.0,2018SJ00
GM0118 ,70.0,2019SJ00
GM0118 ,80.0,2020SJ00
GM0118 ,100.0,2021SJ00
GM0118 ,90.0,2022SJ00
GM0018 ,40.0,2012SJ00
GM0018 ,40.0,2013SJ00
GM0018 ,30.0,2014SJ00
GM0018 ,30.0,2015SJ00
GM0018 ,40.0,2016SJ00
GM0018 ,50.0,2017SJ00
GM0018 ,,2018SJ00
GM0018 ,,2019SJ00
GM0018 ,,2020SJ00
GM0018 ,,2021SJ00
GM0018 ,,2022SJ00
GM0405 ,90.0,2012SJ00
GM0405 ,100.0,2013SJ00
GM0405 ,100.0,2014SJ00
GM0405 ,100.0,2015SJ00
GM0405 ,80.0,2016SJ00
GM0405 ,120.0,2017SJ00
GM0405 ,120.0,2018SJ00
GM0405 ,120.0,2019SJ00
GM0405 ,100.0,2020SJ00
GM0405 ,120.0,2021SJ00
GM0405 ,110.0,2022SJ00
GM1507 ,20.0,2012SJ00
GM1507 ,30.0,2013SJ00
GM1507 ,30.0,2014SJ00
GM1507 ,20.0,2015SJ00
GM1507 ,30.0,2016SJ00
GM1507 ,30.0,2017SJ00
GM1507 ,20.0,2018SJ00
GM1507 ,40.0,2019SJ00
GM1507 ,20.0,2020SJ00
GM1507 ,30.0,2021SJ00
GM1507 ,50.0,2022SJ00
GM0321 ,50.0,2012SJ00
GM0321 ,50.0,2013SJ00
GM0321 ,40.0,2014SJ00
GM0321 ,40.0,2015SJ00
GM0321 ,50.0,2016SJ00
GM0321 ,40.0,2017SJ00
GM0321 ,40.0,2018SJ00
GM0321 ,40.0,2019SJ00
GM0321 ,40.0,2020SJ00
GM0321 ,30.0,2021SJ00
GM0321 ,50.0,2022SJ00
GM0406 ,40.0,2012SJ00
GM0406 ,50.0,2013SJ00
GM0406 ,40.0,2014SJ00
GM0406 ,30.0,2015SJ00
GM0406 ,40.0,2016SJ00
GM0406 ,40.0,2017SJ00
GM0406 ,60.0,2018SJ00
GM0406 ,40.0,2019SJ00
GM0406 ,50.0,2020SJ00
GM0406 ,50.0,2021SJ00
GM0406 ,60.0,2022SJ00
GM0677 ,30.0,2012SJ00
GM0677 ,30.0,2013SJ00
GM0677 ,20.0,2014SJ00
GM0677 ,20.0,2015SJ00
GM0677 ,20.0,2016SJ00
GM0677 ,20.0,2017SJ00
GM0677 ,30.0,2018SJ00
GM0677 ,10.0,2019SJ00
GM0677 ,30.0,2020SJ00
GM0677 ,40.0,2021SJ00
GM0677 ,20.0,2022SJ00
GM0353 ,50.0,2012SJ00
GM0353 ,40.0,2013SJ00
GM0353 ,30.0,2014SJ00
GM0353 ,30.0,2015SJ00
GM0353 ,30.0,2016SJ00
GM0353 ,40.0,2017SJ00
GM0353 ,40.0,2018SJ00
GM0353 ,30.0,2019SJ00
GM0353 ,40.0,2020SJ00
GM0353 ,50.0,2021SJ00
GM0353 ,40.0,2022SJ00
GM1884 ,20.0,2012SJ00
GM1884 ,30.0,2013SJ00
GM1884 ,20.0,2014SJ00
GM1884 ,30.0,2015SJ00
GM1884 ,30.0,2016SJ00
GM1884 ,30.0,2017SJ00
GM1884 ,30.0,2018SJ00
GM1884 ,20.0,2019SJ00
GM1884 ,30.0,2020SJ00
GM1884 ,40.0,2021SJ00
GM1884 ,30.0,2022SJ00
GM0166 ,40.0,2012SJ00
GM0166 ,30.0,2013SJ00
GM0166 ,40.0,2014SJ00
GM0166 ,40.0,2015SJ00
GM0166 ,50.0,2016SJ00
GM0166 ,50.0,2017SJ00
GM0166 ,60.0,2018SJ00
GM0166 ,60.0,2019SJ00
GM0166 ,80.0,2020SJ00
GM0166 ,70.0,2021SJ00
GM0166 ,60.0,2022SJ00
GM0678 ,10.0,2012SJ00
GM0678 ,10.0,2013SJ00
GM0678 ,10.0,2014SJ00
GM0678 ,10.0,2015SJ00
GM0678 ,0.0,2016SJ00
GM0678 ,10.0,2017SJ00
GM0678 ,10.0,2018SJ00
GM0678 ,10.0,2019SJ00
GM0678 ,10.0,2020SJ00
GM0678 ,20.0,2021SJ00
GM0678 ,10.0,2022SJ00
GM0537 ,70.0,2012SJ00
GM0537 ,70.0,2013SJ00
GM0537 ,70.0,2014SJ00
GM0537 ,60.0,2015SJ00
GM0537 ,70.0,2016SJ00
GM0537 ,70.0,2017SJ00
GM0537 ,80.0,2018SJ00
GM0537 ,70.0,2019SJ00
GM0537 ,60.0,2020SJ00
GM0537 ,110.0,2021SJ00
GM0537 ,70.0,2022SJ00
GM0928 ,40.0,2012SJ00
GM0928 ,40.0,2013SJ00
