Regiokenmerken,VoortijdigSchoolverlaters_2,Perioden
GM0406 ,100.0,2022SJ00
GM0677 ,40.0,2012SJ00
GM0677 ,40.0,2013SJ00
GM0677 ,40.0,2014SJ00
GM0677 ,30.0,2015SJ00
GM0677 ,30.0,2016SJ00
GM0677 ,30.0,2017SJ00
GM0677 ,40.0,2018SJ00
GM0677 ,20.0,2019SJ00
GM0677 ,40.0,2020SJ00
GM0677 ,50.0,2021SJ00
GM0677 ,30.0,2022SJ00
GM0353 ,90.0,2012SJ00
GM0353 ,60.0,2013SJ00
GM0353 ,50.0,2014SJ00
GM0353 ,50.0,2015SJ00
GM0353 ,50.0,2016SJ00
GM0353 ,60.0,2017SJ00
GM0353 ,60.0,2018SJ00
GM0353 ,40.0,2019SJ00
GM0353 ,60.0,2020SJ00
GM0353 ,70.0,2021SJ00
GM0353 ,70.0,2022SJ00
GM1884 ,30.0,2012SJ00
GM1884 ,30.0,2013SJ00
GM1884 ,30.0,2014SJ00
GM1884 ,40.0,2015SJ00
GM1884 ,50.0,2016SJ00
GM1884 ,40.0,2017SJ00
GM1884 ,50.0,2018SJ00
GM1884 ,40.0,2019SJ00
GM1884 ,40.0,2020SJ00
GM1884 ,60.0,2021SJ00
GM1884 ,50.0,2022SJ00
GM0166 ,70.0,2012SJ00
GM0166 ,60.0,2013SJ00
GM0166 ,70.0,2014SJ00
GM0166 ,60.0,2015SJ00
GM0166 ,90.0,2016SJ00
GM0166 ,80.0,2017SJ00
GM0166 ,90.0,2018SJ00
GM0166 ,90.0,2019SJ00
GM0166 ,100.0,2020SJ00
GM0166 ,120.0,2021SJ00
GM0166 ,110.0,2022SJ00
GM0678 ,20.0,2012SJ00
GM0678 ,20.0,2013SJ00
GM0678 ,10.0,2014SJ00
GM0678 ,10.0,2015SJ00
GM0678 ,10.0,2016SJ00
GM0678 ,20.0,2017SJ00
GM0678 ,20.0,2018SJ00
GM0678 ,10.0,2019SJ00
GM0678 ,30.0,2020SJ00
GM0678 ,20.0,2021SJ00
GM0678 ,20.0,2022SJ00
GM0537 ,120.0,2012SJ00
GM0537 ,100.0,2013SJ00
GM0537 ,120.0,2014SJ00
GM0537 ,100.0,2015SJ00
GM0537 ,120.0,2016SJ00
GM0537 ,110.0,2017SJ00
GM0537 ,120.0,2018SJ00
GM0537 ,110.0,2019SJ00
GM0537 ,100.0,2020SJ00
GM0537 ,160.0,2021SJ00
GM0537 ,140.0,2022SJ00
GM0928 ,70.0,2012SJ00
GM0928 ,70.0,2013SJ00
GM0928 ,90.0,2014SJ00
GM0928 ,70.0,2015SJ00
GM0928 ,70.0,2016SJ00
GM0928 ,70.0,2017SJ00
GM0928 ,70.0,2018SJ00
GM0928 ,70.0,2019SJ00
GM0928 ,90.0,2020SJ00
GM0928 ,100.0,2021SJ00
GM0928 ,110.0,2022SJ00
GM1598 ,20.0,2012SJ00
GM1598 ,30.0,2013SJ00
GM1598 ,20.0,2014SJ00
GM1598 ,30.0,2015SJ00
GM1598 ,30.0,2016SJ00
GM1598 ,30.0,2017SJ00
GM1598 ,40.0,2018SJ00
GM1598 ,40.0,2019SJ00
GM1598 ,40.0,2020SJ00
GM1598 ,40.0,2021SJ00
GM1598 ,50.0,2022SJ00
GM0079 ,10.0,2012SJ00
GM0079 ,10.0,2013SJ00
GM0079 ,20.0,2014SJ00
GM0079 ,10.0,2015SJ00
GM0079 ,10.0,2016SJ00
GM0079 ,10.0,2017SJ00
GM0079 ,20.0,2018SJ00
GM0079 ,,2019SJ00
GM0079 ,,2020SJ00
GM0079 ,,2021SJ00
GM0079 ,,2022SJ00
GM0588 ,10.0,2012SJ00
GM0588 ,10.0,2013SJ00
GM0588 ,10.0,2014SJ00
GM0588 ,10.0,2015SJ00
GM0588 ,20.0,2016SJ00
GM0588 ,20.0,2017SJ00
GM0588 ,20.0,2018SJ00
GM0588 ,,2019SJ00
GM0588 ,,2020SJ00
GM0588 ,,2021SJ00
GM0588 ,,2022SJ00
GM0542 ,40.0,2012SJ00
GM0542 ,50.0,2013SJ00
GM0542 ,50.0,2014SJ00
GM0542 ,40.0,2015SJ00
GM0542 ,50.0,2016SJ00
GM0542 ,60.0,2017SJ00
GM0542 ,60.0,2018SJ00
GM0542 ,70.0,2019SJ00
GM0542 ,50.0,2020SJ00
GM0542 ,80.0,2021SJ00
GM0542 ,80.0,2022SJ00
GM1931 ,,2012SJ00
GM1931 ,,2013SJ00
GM1931 ,,2014SJ00
GM1931 ,80.0,2015SJ00
GM1931 ,60.0,2016SJ00
GM1931 ,70.0,2017SJ00
GM1931 ,80.0,2018SJ00
GM1931 ,80.0,2019SJ00
GM1931 ,90.0,2020SJ00
GM1931 ,100.0,2021SJ00
GM1931 ,90.0,2022SJ00
GM1659 ,20.0,2012SJ00
GM1659 ,20.0,2013SJ00
GM1659 ,20.0,2014SJ00
GM1659 ,20.0,2015SJ00
GM1659 ,30.0,2016SJ00
GM1659 ,30.0,2017SJ00
GM1659 ,30.0,2018SJ00
GM1659 ,30.0,2019SJ00
GM1659 ,20.0,2020SJ00
GM1659 ,30.0,2021SJ00
GM1659 ,50.0,2022SJ00
GM1982 ,,2012SJ00
GM1982 ,,2013SJ00
GM1982 ,,2014SJ00
GM1982 ,,2015SJ00
GM1982 ,,2016SJ00
GM1982 ,,2017SJ00
GM1982 ,,2018SJ00
GM1982 ,,2019SJ00
GM1982 ,,2020SJ00
GM1982 ,,2021SJ00
GM1982 ,130.0,2022SJ00
GM1685 ,20.0,2012SJ00
GM1685 ,20.0,2013SJ00
GM1685 ,20.0,2014SJ00
GM1685 ,20.0,2015SJ00
GM1685 ,10.0,2016SJ00
GM1685 ,20.0,2017SJ00
GM1685 ,20.0,2018SJ00
GM1685 ,10.0,2019SJ00
GM1685 ,20.0,2020SJ00
GM1685 ,10.0,2021SJ00
GM1685 ,,2022SJ00
GM0882 ,50.0,2012SJ00
GM0882 ,50.0,2013SJ00
GM0882 ,60.0,2014SJ00
GM0882 ,70.0,2015SJ00
GM0882 ,60.0,2016SJ00
GM0882 ,50.0,2017SJ00
GM0882 ,60.0,2018SJ00
GM0882 ,60.0,2019SJ00
GM0882 ,60.0,2020SJ00
GM0882 ,80.0,2021SJ00
GM0882 ,90.0,2022SJ00
GM0415 ,30.0,2012SJ00
GM0415 ,20.0,2013SJ00
GM0415 ,20.0,2014SJ00
GM0415 ,30.0,2015SJ00
GM0415 ,30.0,2016SJ00
GM0415 ,20.0,2017SJ00
GM0415 ,30.0,2018SJ00
GM0415 ,20.0,2019SJ00
GM0415 ,20.0,2020SJ00
GM0415 ,30.0,2021SJ00
GM0415 ,20.0,2022SJ00
GM0416 ,60.0,2012SJ00
GM0416 ,60.0,2013SJ00
GM0416 ,30.0,2014SJ00
GM0416 ,40.0,2015SJ00
GM0416 ,40.0,2016SJ00
GM0416 ,40.0,2017SJ00
GM0416 ,40.0,2018SJ00
GM0416 ,50.0,2019SJ00
GM0416 ,60.0,2020SJ00
GM0416 ,60.0,2021SJ00
GM0416 ,,2022SJ00
GM1621 ,70.0,2012SJ00
GM1621 ,80.0,2013SJ00
GM1621 ,100.0,2014SJ00
GM1621 ,100.0,2015SJ00
GM1621 ,90.0,2016SJ00
GM1621 ,90.0,2017SJ00
GM1621 ,80.0,2018SJ00
GM1621 ,90.0,2019SJ00
GM1621 ,100.0,2020SJ00
GM1621 ,140.0,2021SJ00
GM1621 ,110.0,2022SJ00
GM0417 ,20.0,2012SJ00
GM0417 ,30.0,2013SJ00
GM0417 ,20.0,2014SJ00
GM0417 ,20.0,2015SJ00
GM0417 ,20.0,2016SJ00
GM0417 ,30.0,2017SJ00
GM0417 ,20.0,2018SJ00
GM0417 ,10.0,2019SJ00
GM0417 ,20.0,2020SJ00
GM0417 ,30.0,2021SJ00
GM0417 ,20.0,2022SJ00
GM0022 ,30.0,2012SJ00
GM0022 ,30.0,2013SJ00
GM0022 ,20.0,2014SJ00
GM0022 ,20.0,2015SJ00
GM0022 ,20.0,2016SJ00
GM0022 ,30.0,2017SJ00
GM0022 ,30.0,2018SJ00
GM0022 ,,2019SJ00
GM0022 ,,2020SJ00
GM0022 ,,2021SJ00
GM0022 ,,2022SJ00
GM0545 ,50.0,2012SJ00
GM0545 ,50.0,2013SJ00
GM0545 ,50.0,2014SJ00
GM0545 ,30.0,2015SJ00
GM0545 ,50.0,2016SJ00
GM0545 ,40.0,2017SJ00
GM0545 ,50.0,2018SJ00
GM0545 ,,2019SJ00
GM0545 ,,2020SJ00
GM0545 ,,2021SJ00
GM0545 ,,2022SJ00
GM0080 ,210.0,2012SJ00
GM0080 ,180.0,2013SJ00
GM0080 ,180.0,2014SJ00
GM0080 ,170.0,2015SJ00
GM0080 ,180.0,2016SJ00
GM0080 ,250.0,2017SJ00
GM0080 ,280.0,2018SJ00
GM0080 ,240.0,2019SJ00
GM0080 ,240.0,2020SJ00
GM0080 ,330.0,2021SJ00
GM0080 ,330.0,2022SJ00
GM0081 ,10.0,2012SJ00
GM0081 ,20.0,2013SJ00
GM0081 ,10.0,2014SJ00
GM0081 ,10.0,2015SJ00
GM0081 ,0.0,2016SJ00
GM0081 ,10.0,2017SJ00
GM0081 ,,2018SJ00
GM0081 ,,2019SJ00
GM0081 ,,2020SJ00
GM0081 ,,2021SJ00
GM0081 ,,2022SJ00
GM0546 ,200.0,2012SJ00
GM0546 ,230.0,2013SJ00
GM0546 ,240.0,2014SJ00
GM0546 ,210.0,2015SJ00
GM0546 ,220.0,2016SJ00
GM0546 ,220.0,2017SJ00
GM0546 ,220.0,2018SJ00
GM0546 ,170.0,2019SJ00
GM0546 ,200.0,2020SJ00
GM0546 ,240.0,2021SJ00
GM0546 ,210.0,2022SJ00
GM0547 ,40.0,2012SJ00
GM0547 ,40.0,2013SJ00
GM0547 ,50.0,2014SJ00
GM0547 ,50.0,2015SJ00
GM0547 ,50.0,2016SJ00
GM0547 ,50.0,2017SJ00
GM0547 ,60.0,2018SJ00
GM0547 ,40.0,2019SJ00
GM0547 ,40.0,2020SJ00
GM0547 ,50.0,2021SJ00
GM0547 ,60.0,2022SJ00
GM1916 ,110.0,2012SJ00
GM1916 ,110.0,2013SJ00
GM1916 ,120.0,2014SJ00
GM1916 ,120.0,2015SJ00
GM1916 ,100.0,2016SJ00
GM1916 ,130.0,2017SJ00
GM1916 ,150.0,2018SJ00
GM1916 ,100.0,2019SJ00
GM1916 ,120.0,2020SJ00
GM1916 ,140.0,2021SJ00
GM1916 ,120.0,2022SJ00
GM0995 ,170.0,2012SJ00
GM0995 ,210.0,2013SJ00
GM0995 ,170.0,2014SJ00
GM0995 ,190.0,2015SJ00
GM0995 ,180.0,2016SJ00
GM0995 ,230.0,2017SJ00
GM0995 ,210.0,2018SJ00
GM0995 ,190.0,2019SJ00
GM0995 ,200.0,2020SJ00
GM0995 ,280.0,2021SJ00
GM0995 ,280.0,2022SJ00
GM0082 ,10.0,2012SJ00
GM0082 ,20.0,2013SJ00
GM0082 ,,2014SJ00
GM0082 ,,2015SJ00
GM0082 ,,2016SJ00
GM0082 ,,2017SJ00
GM0082 ,,2018SJ00
GM0082 ,,2019SJ00
GM0082 ,,2020SJ00
GM0082 ,,2021SJ00
GM0082 ,,2022SJ00
GM1640 ,40.0,2012SJ00
GM1640 ,40.0,2013SJ00
GM1640 ,40.0,2014SJ00
GM1640 ,40.0,2015SJ00
GM1640 ,40.0,2016SJ00
GM1640 ,30.0,2017SJ00
GM1640 ,40.0,2018SJ00
GM1640 ,30.0,2019SJ00
GM1640 ,40.0,2020SJ00
GM1640 ,50.0,2021SJ00
GM1640 ,40.0,2022SJ00
GM0327 ,50.0,2012SJ00
GM0327 ,40.0,2013SJ00
GM0327 ,40.0,2014SJ00
GM0327 ,30.0,2015SJ00
GM0327 ,40.0,2016SJ00
GM0327 ,40.0,2017SJ00
GM0327 ,60.0,2018SJ00
GM0327 ,40.0,2019SJ00
GM0327 ,40.0,2020SJ00
GM0327 ,60.0,2021SJ00
GM0327 ,60.0,2022SJ00
GM0694 ,10.0,2012SJ00
GM0694 ,,2013SJ00
GM0694 ,,2014SJ00
GM0694 ,,2015SJ00
GM0694 ,,2016SJ00
GM0694 ,,2017SJ00
GM0694 ,,2018SJ00
GM0694 ,,2019SJ00
GM0694 ,,2020SJ00
GM0694 ,,2021SJ00
GM0694 ,,2022SJ00
GM0733 ,20.0,2012SJ00
GM0733 ,20.0,2013SJ00
GM0733 ,20.0,2014SJ00
GM0733 ,20.0,2015SJ00
GM0733 ,20.0,2016SJ00
GM0733 ,20.0,2017SJ00
GM0733 ,20.0,2018SJ00
GM0733 ,,2019SJ00
GM0733 ,,2020SJ00
GM0733 ,,2021SJ00
GM0733 ,,2022SJ00
GM1705 ,60.0,2012SJ00
GM1705 ,60.0,2013SJ00
GM1705 ,50.0,2014SJ00
GM1705 ,50.0,2015SJ00
GM1705 ,50.0,2016SJ00
GM1705 ,70.0,2017SJ00
GM1705 ,80.0,2018SJ00
GM1705 ,60.0,2019SJ00
GM1705 ,50.0,2020SJ00
GM1705 ,60.0,2021SJ00
GM1705 ,100.0,2022SJ00
GM0553 ,40.0,2012SJ00
GM0553 ,40.0,2013SJ00
GM0553 ,30.0,2014SJ00
GM0553 ,30.0,2015SJ00
GM0553 ,20.0,2016SJ00
GM0553 ,40.0,2017SJ00
GM0553 ,40.0,2018SJ00
GM0553 ,20.0,2019SJ00
GM0553 ,30.0,2020SJ00
GM0553 ,30.0,2021SJ00
GM0553 ,40.0,2022SJ00
GM0140 ,10.0,2012SJ00
GM0140 ,10.0,2013SJ00
GM0140 ,10.0,2014SJ00
GM0140 ,10.0,2015SJ00
GM0140 ,10.0,2016SJ00
GM0140 ,10.0,2017SJ00
GM0140 ,,2018SJ00
GM0140 ,,2019SJ00
GM0140 ,,2020SJ00
GM0140 ,,2021SJ00
GM0140 ,,2022SJ00
GM0262 ,50.0,2012SJ00
GM0262 ,40.0,2013SJ00
GM0262 ,40.0,2014SJ00
GM0262 ,50.0,2015SJ00
GM0262 ,30.0,2016SJ00
GM0262 ,40.0,2017SJ00
GM0262 ,50.0,2018SJ00
GM0262 ,30.0,2019SJ00
GM0262 ,40.0,2020SJ00
GM0262 ,50.0,2021SJ00
GM0262 ,50.0,2022SJ00
GM0809 ,30.0,2012SJ00
GM0809 ,30.0,2013SJ00
GM0809 ,40.0,2014SJ00
GM0809 ,30.0,2015SJ00
GM0809 ,30.0,2016SJ00
GM0809 ,40.0,2017SJ00
GM0809 ,30.0,2018SJ00
GM0809 ,30.0,2019SJ00
GM0809 ,40.0,2020SJ00
GM0809 ,40.0,2021SJ00
GM0809 ,40.0,2022SJ00
GM0331 ,30.0,2012SJ00
GM0331 ,20.0,2013SJ00
GM0331 ,30.0,2014SJ00
GM0331 ,20.0,2015SJ00
GM0331 ,20.0,2016SJ00
GM0331 ,30.0,2017SJ00
GM0331 ,30.0,2018SJ00
GM0331 ,20.0,2019SJ00
GM0331 ,20.0,2020SJ00
GM0331 ,30.0,2021SJ00
GM0331 ,30.0,2022SJ00
GM0024 ,10.0,2012SJ00
GM0024 ,20.0,2013SJ00
GM0024 ,10.0,2014SJ00
GM0024 ,10.0,2015SJ00
GM0024 ,10.0,2016SJ00
GM0024 ,10.0,2017SJ00
GM0024 ,20.0,2018SJ00
GM0024 ,10.0,2019SJ00
GM0024 ,10.0,2020SJ00
GM0024 ,,2021SJ00
GM0024 ,,2022SJ00
GM0168 ,20.0,2012SJ00
GM0168 ,20.0,2013SJ00
GM0168 ,20.0,2014SJ00
GM0168 ,20.0,2015SJ00
GM0168 ,20.0,2016SJ00
GM0168 ,20.0,2017SJ00
GM0168 ,30.0,2018SJ00
GM0168 ,30.0,2019SJ00
GM0168 ,30.0,2020SJ00
GM0168 ,30.0,2021SJ00
GM0168 ,40.0,2022SJ00
GM1671 ,20.0,2012SJ00
GM1671 ,10.0,2013SJ00
GM1671 ,20.0,2014SJ00
GM1671 ,,2015SJ00
GM1671 ,,2016SJ00
GM1671 ,,2017SJ00
GM1671 ,,2018SJ00
GM1671 ,,2019SJ00
GM1671 ,,2020SJ00
GM1671 ,,2021SJ00
GM1671 ,,2022SJ00
GM0263 ,30.0,2012SJ00
GM0263 ,40.0,2013SJ00
GM0263 ,40.0,2014SJ00
GM0263 ,30.0,2015SJ00
GM0263 ,40.0,2016SJ00
GM0263 ,30.0,2017SJ00
GM0263 ,40.0,2018SJ00
GM0263 ,40.0,2019SJ00
GM0263 ,30.0,2020SJ00
GM0263 ,40.0,2021SJ00
GM0263 ,60.0,2022SJ00
GM1641 ,20.0,2012SJ00
GM1641 ,20.0,2013SJ00
GM1641 ,30.0,2014SJ00
GM1641 ,30.0,2015SJ00
GM1641 ,20.0,2016SJ00
GM1641 ,30.0,2017SJ00
GM1641 ,30.0,2018SJ00
GM1641 ,30.0,2019SJ00
GM1641 ,20.0,2020SJ00
GM1641 ,30.0,2021SJ00
GM1641 ,30.0,2022SJ00
GM1991 ,,2012SJ00
GM1991 ,,2013SJ00
GM1991 ,,2014SJ00
GM1991 ,,2015SJ00
GM1991 ,,2016SJ00
GM1991 ,,2017SJ00
GM1991 ,,2018SJ00
GM1991 ,,2019SJ00
GM1991 ,,2020SJ00
GM1991 ,,2021SJ00
GM1991 ,100.0,2022SJ00
GM0556 ,60.0,2012SJ00
GM0556 ,70.0,2013SJ00
GM0556 ,50.0,2014SJ00
GM0556 ,50.0,2015SJ00
GM0556 ,50.0,2016SJ00
GM0556 ,50.0,2017SJ00
GM0556 ,70.0,2018SJ00
GM0556 ,50.0,2019SJ00
GM0556 ,50.0,2020SJ00
GM0556 ,70.0,2021SJ00
GM0556 ,50.0,2022SJ00
GM0935 ,220.0,2012SJ00
GM0935 ,200.0,2013SJ00
GM0935 ,210.0,2014SJ00
GM0935 ,230.0,2015SJ00
GM0935 ,220.0,2016SJ00
GM0935 ,210.0,2017SJ00
GM0935 ,200.0,2018SJ00
GM0935 ,190.0,2019SJ00
GM0935 ,160.0,2020SJ00
GM0935 ,220.0,2021SJ00
GM0935 ,210.0,2022SJ00
GM1663 ,10.0,2012SJ00
GM1663 ,20.0,2013SJ00
GM1663 ,20.0,2014SJ00
GM1663 ,10.0,2015SJ00
GM1663 ,20.0,2016SJ00
GM1663 ,20.0,2017SJ00
GM1663 ,10.0,2018SJ00
GM1663 ,,2019SJ00
GM1663 ,,2020SJ00
GM1663 ,,2021SJ00
GM1663 ,,2022SJ00
GM0025 ,10.0,2012SJ00
GM0025 ,10.0,2013SJ00
GM0025 ,10.0,2014SJ00
GM0025 ,20.0,2015SJ00
GM0025 ,20.0,2016SJ00
GM0025 ,20.0,2017SJ00
GM0025 ,20.0,2018SJ00
GM0025 ,,2019SJ00
GM0025 ,,2020SJ00
GM0025 ,,2021SJ00
GM0025 ,,2022SJ00
GM0420 ,80.0,2012SJ00
GM0420 ,50.0,2013SJ00
GM0420 ,50.0,2014SJ00
GM0420 ,60.0,2015SJ00
GM0420 ,70.0,2016SJ00
GM0420 ,60.0,2017SJ00
GM0420 ,60.0,2018SJ00
GM0420 ,50.0,2019SJ00
GM0420 ,60.0,2020SJ00
GM0420 ,100.0,2021SJ00
GM0420 ,90.0,2022SJ00
GM0938 ,20.0,2012SJ00
GM0938 ,30.0,2013SJ00
GM0938 ,30.0,2014SJ00
GM0938 ,30.0,2015SJ00
GM0938 ,20.0,2016SJ00
GM0938 ,30.0,2017SJ00
GM0938 ,30.0,2018SJ00
GM0938 ,20.0,2019SJ00
GM0938 ,20.0,2020SJ00
GM0938 ,20.0,2021SJ00
GM0938 ,30.0,2022SJ00
GM1948 ,,2012SJ00
GM1948 ,,2013SJ00
GM1948 ,,2014SJ00
GM1948 ,,2015SJ00
GM1948 ,,2016SJ00
GM1948 ,110.0,2017SJ00
GM1948 ,110.0,2018SJ00
GM1948 ,120.0,2019SJ00
GM1948 ,110.0,2020SJ00
GM1948 ,140.0,2021SJ00
GM1948 ,150.0,2022SJ00
GM1908 ,20.0,2012SJ00
GM1908 ,10.0,2013SJ00
GM1908 ,20.0,2014SJ00
GM1908 ,10.0,2015SJ00
GM1908 ,10.0,2016SJ00
GM1908 ,10.0,2017SJ00
GM1908 ,,2018SJ00
GM1908 ,,2019SJ00
GM1908 ,,2020SJ00
GM1908 ,,2021SJ00
GM1908 ,,2022SJ00
GM1987 ,30.0,2012SJ00
GM1987 ,20.0,2013SJ00
GM1987 ,20.0,2014SJ00
GM1987 ,20.0,2015SJ00
GM1987 ,20.0,2016SJ00
GM1987 ,20.0,2017SJ00
GM1987 ,,2018SJ00
GM1987 ,,2019SJ00
GM1987 ,,2020SJ00
GM1987 ,,2021SJ00
GM1987 ,,2022SJ00
GM0119 ,50.0,2012SJ00
GM0119 ,40.0,2013SJ00
GM0119 ,50.0,2014SJ00
GM0119 ,50.0,2015SJ00
GM0119 ,50.0,2016SJ00
GM0119 ,60.0,2017SJ00
GM0119 ,60.0,2018SJ00
GM0119 ,50.0,2019SJ00
GM0119 ,70.0,2020SJ00
GM0119 ,70.0,2021SJ00
GM0119 ,80.0,2022SJ00
GM0687 ,110.0,2012SJ00
GM0687 ,70.0,2013SJ00
GM0687 ,100.0,2014SJ00
GM0687 ,80.0,2015SJ00
GM0687 ,80.0,2016SJ00
GM0687 ,90.0,2017SJ00
GM0687 ,90.0,2018SJ00
GM0687 ,90.0,2019SJ00
GM0687 ,90.0,2020SJ00
GM0687 ,110.0,2021SJ00
GM0687 ,90.0,2022SJ00
GM0559 ,30.0,2012SJ00
GM0559 ,,2013SJ00
GM0559 ,,2014SJ00
GM0559 ,,2015SJ00
GM0559 ,,2016SJ00
GM0559 ,,2017SJ00
GM0559 ,,2018SJ00
GM0559 ,,2019SJ00
GM0559 ,,2020SJ00
GM0559 ,,2021SJ00
GM0559 ,,2022SJ00
GM1842 ,20.0,2012SJ00
GM1842 ,30.0,2013SJ00
GM1842 ,20.0,2014SJ00
GM1842 ,10.0,2015SJ00
GM1842 ,30.0,2016SJ00
GM1842 ,20.0,2017SJ00
GM1842 ,20.0,2018SJ00
GM1842 ,10.0,2019SJ00
GM1842 ,20.0,2020SJ00
GM1842 ,20.0,2021SJ00
GM1842 ,30.0,2022SJ00
GM1731 ,40.0,2012SJ00
GM1731 ,40.0,2013SJ00
GM1731 ,40.0,2014SJ00
GM1731 ,40.0,2015SJ00
GM1731 ,40.0,2016SJ00
GM1731 ,50.0,2017SJ00
GM1731 ,40.0,2018SJ00
GM1731 ,50.0,2019SJ00
GM1731 ,60.0,2020SJ00
GM1731 ,60.0,2021SJ00
GM1731 ,50.0,2022SJ00
GM1952 ,,2012SJ00
GM1952 ,,2013SJ00
GM1952 ,,2014SJ00
GM1952 ,,2015SJ00
GM1952 ,,2016SJ00
GM1952 ,,2017SJ00
GM1952 ,110.0,2018SJ00
GM1952 ,110.0,2019SJ00
GM1952 ,110.0,2020SJ00
GM1952 ,130.0,2021SJ00
GM1952 ,120.0,2022SJ00
GM0815 ,10.0,2012SJ00
GM0815 ,20.0,2013SJ00
GM0815 ,20.0,2014SJ00
GM0815 ,10.0,2015SJ00
GM0815 ,10.0,2016SJ00
GM0815 ,10.0,2017SJ00
GM0815 ,10.0,2018SJ00
GM0815 ,10.0,2019SJ00
GM0815 ,10.0,2020SJ00
GM0815 ,10.0,2021SJ00
GM0815 ,,2022SJ00
GM0265 ,10.0,2012SJ00
GM0265 ,10.0,2013SJ00
GM0265 ,10.0,2014SJ00
GM0265 ,,2015SJ00
GM0265 ,,2016SJ00
GM0265 ,,2017SJ00
GM0265 ,,2018SJ00
GM0265 ,,2019SJ00
GM0265 ,,2020SJ00
GM0265 ,,2021SJ00
GM0265 ,,2022SJ00
GM1709 ,60.0,2012SJ00
GM1709 ,50.0,2013SJ00
GM1709 ,60.0,2014SJ00
GM1709 ,50.0,2015SJ00
GM1709 ,50.0,2016SJ00
GM1709 ,50.0,2017SJ00
GM1709 ,40.0,2018SJ00
GM1709 ,50.0,2019SJ00
GM1709 ,70.0,2020SJ00
GM1709 ,50.0,2021SJ00
GM1709 ,60.0,2022SJ00
GM1978 ,,2012SJ00
GM1978 ,,2013SJ00
GM1978 ,,2014SJ00
GM1978 ,,2015SJ00
GM1978 ,,2016SJ00
GM1978 ,,2017SJ00
GM1978 ,,2018SJ00
GM1978 ,50.0,2019SJ00
GM1978 ,50.0,2020SJ00
GM1978 ,90.0,2021SJ00
GM1978 ,70.0,2022SJ00
GM1927 ,,2012SJ00
GM1927 ,50.0,2013SJ00
GM1927 ,50.0,2014SJ00
GM1927 ,30.0,2015SJ00
GM1927 ,50.0,2016SJ00
GM1927 ,50.0,2017SJ00
GM1927 ,40.0,2018SJ00
GM1927 ,,2019SJ00
GM1927 ,,2020SJ00
GM1927 ,,2021SJ00
GM1927 ,,2022SJ00
GM1955 ,50.0,2012SJ00
GM1955 ,40.0,2013SJ00
GM1955 ,50.0,2014SJ00
GM1955 ,30.0,2015SJ00
GM1955 ,50.0,2016SJ00
GM1955 ,50.0,2017SJ00
GM1955 ,60.0,2018SJ00
GM1955 ,30.0,2019SJ00
GM1955 ,50.0,2020SJ00
GM1955 ,80.0,2021SJ00
GM1955 ,80.0,2022SJ00
GM0335 ,20.0,2012SJ00
GM0335 ,10.0,2013SJ00
GM0335 ,10.0,2014SJ00
GM0335 ,10.0,2015SJ00
GM0335 ,10.0,2016SJ00
GM0335 ,20.0,2017SJ00
GM0335 ,20.0,2018SJ00
GM0335 ,10.0,2019SJ00
GM0335 ,20.0,2020SJ00
GM0335 ,20.0,2021SJ00
GM0335 ,20.0,2022SJ00
GM0944 ,10.0,2012SJ00
GM0944 ,10.0,2013SJ00
GM0944 ,10.0,2014SJ00
GM0944 ,10.0,2015SJ00
GM0944 ,0.0,2016SJ00
GM0944 ,10.0,2017SJ00
GM0944 ,10.0,2018SJ00
GM0944 ,10.0,2019SJ00
GM0944 ,10.0,2020SJ00
GM0944 ,10.0,2021SJ00
GM0944 ,10.0,2022SJ00
GM0424 ,10.0,2012SJ00
GM0424 ,10.0,2013SJ00
GM0424 ,10.0,2014SJ00
GM0424 ,10.0,2015SJ00
GM0424 ,,2016SJ00
GM0424 ,,2017SJ00
GM0424 ,,2018SJ00
GM0424 ,,2019SJ00
GM0424 ,,2020SJ00
GM0424 ,,2021SJ00
GM0424 ,,2022SJ00
GM0425 ,30.0,2012SJ00
GM0425 ,20.0,2013SJ00
GM0425 ,30.0,2014SJ00
GM0425 ,30.0,2015SJ00
GM0425 ,,2016SJ00
GM0425 ,,2017SJ00
GM0425 ,,2018SJ00
GM0425 ,,2019SJ00
GM0425 ,,2020SJ00
GM0425 ,,2021SJ00
GM0425 ,,2022SJ00
GM1740 ,50.0,2012SJ00
GM1740 ,40.0,2013SJ00
GM1740 ,60.0,2014SJ00
GM1740 ,50.0,2015SJ00
GM1740 ,40.0,2016SJ00
GM1740 ,40.0,2017SJ00
GM1740 ,40.0,2018SJ00
GM1740 ,30.0,2019SJ00
GM1740 ,40.0,2020SJ00
GM1740 ,40.0,2021SJ00
GM1740 ,40.0,2022SJ00
GM0643 ,10.0,2012SJ00
GM0643 ,30.0,2013SJ00
GM0643 ,20.0,2014SJ00
GM0643 ,,2015SJ00
GM0643 ,,2016SJ00
GM0643 ,,2017SJ00
GM0643 ,,2018SJ00
GM0643 ,,2019SJ00
GM0643 ,,2020SJ00
GM0643 ,,2021SJ00
GM0643 ,,2022SJ00
GM0946 ,20.0,2012SJ00
GM0946 ,20.0,2013SJ00
GM0946 ,20.0,2014SJ00
GM0946 ,10.0,2015SJ00
GM0946 ,20.0,2016SJ00
GM0946 ,20.0,2017SJ00
GM0946 ,20.0,2018SJ00
GM0946 ,20.0,2019SJ00
GM0946 ,20.0,2020SJ00
GM0946 ,20.0,2021SJ00
