RegioS,LevendGeborenKinderenRelatief_2,Perioden
GM0370,13.0,1998JJ00
GM0370,14.5,1999JJ00
GM0370,12.1,2000JJ00
GM0370,12.2,2001JJ00
GM0370,10.6,2002JJ00
GM0370,10.4,2003JJ00
GM0370,10.0,2004JJ00
GM0370,10.3,2005JJ00
GM0370,9.3,2006JJ00
GM0370,9.8,2007JJ00
GM0370,8.8,2008JJ00
GM0370,8.5,2009JJ00
GM0370,9.4,2010JJ00
GM0370,8.7,2011JJ00
GM0370,8.2,2012JJ00
GM0370,8.9,2013JJ00
GM0370,8.3,2014JJ00
GM0370,9.2,2015JJ00
GM0370,10.8,2016JJ00
GM0370,11.0,2017JJ00
GM0370,10.2,2018JJ00
GM0370,10.7,2019JJ00
GM0370,9.0,2020JJ00
GM0370,11.5,2021JJ00
GM0370,,2022JJ00
GM0747,12.8,1988JJ00
GM0747,8.6,1989JJ00
GM0747,11.5,1990JJ00
GM0747,13.1,1991JJ00
GM0747,14.7,1992JJ00
GM0747,12.1,1993JJ00
GM0747,,1994JJ00
GM0747,,1995JJ00
GM0747,,1996JJ00
GM0747,,1997JJ00
GM0747,,1998JJ00
GM0747,,1999JJ00
GM0747,,2000JJ00
GM0747,,2001JJ00
GM0747,,2002JJ00
GM0747,,2003JJ00
GM0747,,2004JJ00
GM0747,,2005JJ00
GM0747,,2006JJ00
GM0747,,2007JJ00
GM0747,,2008JJ00
GM0747,,2009JJ00
GM0747,,2010JJ00
GM0747,,2011JJ00
GM0747,,2012JJ00
GM0747,,2013JJ00
GM0747,,2014JJ00
GM0747,,2015JJ00
GM0747,,2016JJ00
GM0747,,2017JJ00
GM0747,,2018JJ00
GM0747,,2019JJ00
GM0747,,2020JJ00
GM0747,,2021JJ00
GM0747,,2022JJ00
GM0006,13.9,1988JJ00
GM0006,12.1,1989JJ00
GM0006,10.2,1990JJ00
GM0006,9.8,1991JJ00
GM0006,,1992JJ00
GM0006,,1993JJ00
GM0006,,1994JJ00
GM0006,,1995JJ00
GM0006,,1996JJ00
GM0006,,1997JJ00
GM0006,,1998JJ00
GM0006,,1999JJ00
GM0006,,2000JJ00
GM0006,,2001JJ00
GM0006,,2002JJ00
GM0006,,2003JJ00
GM0006,,2004JJ00
GM0006,,2005JJ00
GM0006,,2006JJ00
GM0006,,2007JJ00
GM0006,,2008JJ00
GM0006,,2009JJ00
GM0006,,2010JJ00
GM0006,,2011JJ00
GM0006,,2012JJ00
GM0006,,2013JJ00
GM0006,,2014JJ00
GM0006,,2015JJ00
GM0006,,2016JJ00
GM0006,,2017JJ00
GM0006,,2018JJ00
GM0006,,2019JJ00
GM0006,,2020JJ00
GM0006,,2021JJ00
GM0006,,2022JJ00
GM0889,14.2,1988JJ00
GM0889,13.8,1989JJ00
GM0889,14.0,1990JJ00
GM0889,11.9,1991JJ00
GM0889,11.9,1992JJ00
GM0889,12.5,1993JJ00
GM0889,12.2,1994JJ00
GM0889,12.0,1995JJ00
GM0889,13.0,1996JJ00
GM0889,11.7,1997JJ00
GM0889,12.2,1998JJ00
GM0889,11.5,1999JJ00
GM0889,13.4,2000JJ00
GM0889,11.8,2001JJ00
GM0889,12.4,2002JJ00
GM0889,10.4,2003JJ00
GM0889,11.1,2004JJ00
GM0889,10.9,2005JJ00
GM0889,10.1,2006JJ00
GM0889,10.3,2007JJ00
GM0889,9.6,2008JJ00
GM0889,9.9,2009JJ00
GM0889,8.8,2010JJ00
GM0889,7.8,2011JJ00
GM0889,8.7,2012JJ00
GM0889,8.4,2013JJ00
GM0889,7.7,2014JJ00
GM0889,7.4,2015JJ00
GM0889,7.5,2016JJ00
GM0889,8.0,2017JJ00
GM0889,8.6,2018JJ00
GM0889,7.1,2019JJ00
GM0889,7.6,2020JJ00
GM0889,7.4,2021JJ00
GM0889,8.9,2022JJ00
GM0107,11.8,1988JJ00
GM0107,11.4,1989JJ00
GM0107,11.8,1990JJ00
GM0107,11.8,1991JJ00
GM0107,10.3,1992JJ00
GM0107,14.1,1993JJ00
GM0107,12.7,1994JJ00
GM0107,11.4,1995JJ00
GM0107,13.6,1996JJ00
GM0107,10.4,1997JJ00
GM0107,,1998JJ00
GM0107,,1999JJ00
GM0107,,2000JJ00
GM0107,,2001JJ00
GM0107,,2002JJ00
GM0107,,2003JJ00
GM0107,,2004JJ00
GM0107,,2005JJ00
GM0107,,2006JJ00
GM0107,,2007JJ00
GM0107,,2008JJ00
GM0107,,2009JJ00
GM0107,,2010JJ00
GM0107,,2011JJ00
GM0107,,2012JJ00
GM0107,,2013JJ00
GM0107,,2014JJ00
GM0107,,2015JJ00
GM0107,,2016JJ00
GM0107,,2017JJ00
GM0107,,2018JJ00
GM0107,,2019JJ00
GM0107,,2020JJ00
GM0107,,2021JJ00
GM0107,,2022JJ00
GM0890,10.7,1988JJ00
GM0890,13.9,1989JJ00
GM0890,11.9,1990JJ00
GM0890,13.2,1991JJ00
GM0890,15.3,1992JJ00
GM0890,11.8,1993JJ00
GM0890,12.5,1994JJ00
GM0890,10.8,1995JJ00
GM0890,8.6,1996JJ00
GM0890,9.5,1997JJ00
GM0890,10.3,1998JJ00
GM0890,11.6,1999JJ00
GM0890,11.6,2000JJ00
GM0890,,2001JJ00
GM0890,,2002JJ00
GM0890,,2003JJ00
GM0890,,2004JJ00
GM0890,,2005JJ00
GM0890,,2006JJ00
GM0890,,2007JJ00
GM0890,,2008JJ00
GM0890,,2009JJ00
GM0890,,2010JJ00
GM0890,,2011JJ00
GM0890,,2012JJ00
GM0890,,2013JJ00
GM0890,,2014JJ00
GM0890,,2015JJ00
GM0890,,2016JJ00
GM0890,,2017JJ00
GM0890,,2018JJ00
GM0890,,2019JJ00
GM0890,,2020JJ00
GM0890,,2021JJ00
GM0890,,2022JJ00
GM0007,10.7,1988JJ00
GM0007,12.2,1989JJ00
GM0007,9.3,1990JJ00
GM0007,11.9,1991JJ00
GM0007,10.3,1992JJ00
GM0007,10.5,1993JJ00
GM0007,10.8,1994JJ00
GM0007,10.1,1995JJ00
GM0007,9.2,1996JJ00
GM0007,9.3,1997JJ00
GM0007,10.3,1998JJ00
GM0007,9.9,1999JJ00
GM0007,8.4,2000JJ00
GM0007,9.9,2001JJ00
GM0007,8.6,2002JJ00
GM0007,8.6,2003JJ00
GM0007,7.4,2004JJ00
GM0007,7.4,2005JJ00
GM0007,6.4,2006JJ00
GM0007,7.5,2007JJ00
GM0007,8.4,2008JJ00
GM0007,6.6,2009JJ00
GM0007,8.5,2010JJ00
GM0007,7.9,2011JJ00
GM0007,7.3,2012JJ00
GM0007,6.1,2013JJ00
GM0007,7.5,2014JJ00
GM0007,6.6,2015JJ00
GM0007,6.8,2016JJ00
GM0007,7.3,2017JJ00
GM0007,,2018JJ00
GM0007,,2019JJ00
GM0007,,2020JJ00
GM0007,,2021JJ00
GM0007,,2022JJ00
GM0206,12.7,1988JJ00
GM0206,12.5,1989JJ00
GM0206,11.8,1990JJ00
GM0206,12.2,1991JJ00
GM0206,11.6,1992JJ00
GM0206,11.6,1993JJ00
GM0206,12.2,1994JJ00
GM0206,12.2,1995JJ00
GM0206,11.4,1996JJ00
GM0206,11.1,1997JJ00
GM0206,12.8,1998JJ00
GM0206,13.3,1999JJ00
GM0206,14.5,2000JJ00
GM0206,12.7,2001JJ00
GM0206,14.0,2002JJ00
GM0206,,2003JJ00
GM0206,,2004JJ00
GM0206,,2005JJ00
GM0206,,2006JJ00
GM0206,,2007JJ00
GM0206,,2008JJ00
GM0206,,2009JJ00
GM0206,,2010JJ00
GM0206,,2011JJ00
GM0206,,2012JJ00
GM0206,,2013JJ00
GM0206,,2014JJ00
GM0206,,2015JJ00
GM0206,,2016JJ00
GM0206,,2017JJ00
GM0206,,2018JJ00
GM0206,,2019JJ00
GM0206,,2020JJ00
GM0206,,2021JJ00
GM0206,,2022JJ00
GM0372,8.2,1988JJ00
GM0372,7.2,1989JJ00
GM0372,9.5,1990JJ00
GM0372,7.2,1991JJ00
GM0372,9.5,1992JJ00
GM0372,9.5,1993JJ00
GM0372,8.7,1994JJ00
GM0372,12.5,1995JJ00
GM0372,7.7,1996JJ00
GM0372,8.4,1997JJ00
GM0372,8.4,1998JJ00
GM0372,10.4,1999JJ00
GM0372,9.9,2000JJ00
GM0372,8.7,2001JJ00
GM0372,11.3,2002JJ00
GM0372,6.3,2003JJ00
GM0372,6.4,2004JJ00
GM0372,8.2,2005JJ00
GM0372,7.8,2006JJ00
GM0372,6.2,2007JJ00
GM0372,5.4,2008JJ00
GM0372,,2009JJ00
GM0372,,2010JJ00
GM0372,,2011JJ00
GM0372,,2012JJ00
GM0372,,2013JJ00
GM0372,,2014JJ00
GM0372,,2015JJ00
GM0372,,2016JJ00
GM0372,,2017JJ00
GM0372,,2018JJ00
GM0372,,2019JJ00
GM0372,,2020JJ00
GM0372,,2021JJ00
GM0372,,2022JJ00
GM0309,12.6,1988JJ00
GM0309,,1989JJ00
GM0309,,1990JJ00
GM0309,,1991JJ00
GM0309,,1992JJ00
GM0309,,1993JJ00
GM0309,,1994JJ00
GM0309,,1995JJ00
GM0309,,1996JJ00
GM0309,,1997JJ00
GM0309,,1998JJ00
GM0309,,1999JJ00
GM0309,,2000JJ00
GM0309,,2001JJ00
GM0309,,2002JJ00
GM0309,,2003JJ00
GM0309,,2004JJ00
GM0309,,2005JJ00
GM0309,,2006JJ00
GM0309,,2007JJ00
GM0309,,2008JJ00
GM0309,,2009JJ00
GM0309,,2010JJ00
GM0309,,2011JJ00
GM0309,,2012JJ00
GM0309,,2013JJ00
GM0309,,2014JJ00
GM0309,,2015JJ00
GM0309,,2016JJ00
GM0309,,2017JJ00
GM0309,,2018JJ00
GM0309,,2019JJ00
GM0309,,2020JJ00
GM0309,,2021JJ00
GM0309,,2022JJ00
GM0490,19.5,1988JJ00
GM0490,17.5,1989JJ00
GM0490,16.4,1990JJ00
GM0490,,1991JJ00
GM0490,,1992JJ00
GM0490,,1993JJ00
GM0490,,1994JJ00
GM0490,,1995JJ00
GM0490,,1996JJ00
GM0490,,1997JJ00
GM0490,,1998JJ00
GM0490,,1999JJ00
GM0490,,2000JJ00
GM0490,,2001JJ00
GM0490,,2002JJ00
GM0490,,2003JJ00
GM0490,,2004JJ00
GM0490,,2005JJ00
GM0490,,2006JJ00
GM0490,,2007JJ00
GM0490,,2008JJ00
GM0490,,2009JJ00
GM0490,,2010JJ00
GM0490,,2011JJ00
GM0490,,2012JJ00
GM0490,,2013JJ00
GM0490,,2014JJ00
GM0490,,2015JJ00
GM0490,,2016JJ00
GM0490,,2017JJ00
GM0490,,2018JJ00
GM0490,,2019JJ00
GM0490,,2020JJ00
GM0490,,2021JJ00
GM0490,,2022JJ00
GM1945,,1988JJ00
GM1945,,1989JJ00
GM1945,,1990JJ00
GM1945,,1991JJ00
GM1945,,1992JJ00
GM1945,,1993JJ00
GM1945,,1994JJ00
GM1945,,1995JJ00
GM1945,,1996JJ00
GM1945,,1997JJ00
GM1945,,1998JJ00
GM1945,,1999JJ00
GM1945,,2000JJ00
GM1945,,2001JJ00
GM1945,,2002JJ00
GM1945,,2003JJ00
GM1945,,2004JJ00
GM1945,,2005JJ00
GM1945,,2006JJ00
GM1945,,2007JJ00
GM1945,,2008JJ00
GM1945,,2009JJ00
GM1945,,2010JJ00
GM1945,,2011JJ00
GM1945,,2012JJ00
GM1945,,2013JJ00
GM1945,,2014JJ00
GM1945,,2015JJ00
GM1945,7.6,2016JJ00
GM1945,7.2,2017JJ00
GM1945,7.2,2018JJ00
GM1945,8.2,2019JJ00
GM1945,8.3,2020JJ00
GM1945,8.7,2021JJ00
GM1945,8.0,2022JJ00
GM0491,14.2,1988JJ00
GM0491,13.9,1989JJ00
GM0491,15.6,1990JJ00
GM0491,14.6,1991JJ00
GM0491,13.0,1992JJ00
GM0491,12.4,1993JJ00
GM0491,14.7,1994JJ00
GM0491,13.2,1995JJ00
GM0491,14.4,1996JJ00
GM0491,12.5,1997JJ00
GM0491,14.1,1998JJ00
GM0491,13.4,1999JJ00
GM0491,12.6,2000JJ00
GM0491,14.9,2001JJ00
GM0491,14.6,2002JJ00
GM0491,14.2,2003JJ00
GM0491,11.1,2004JJ00
GM0491,13.1,2005JJ00
GM0491,13.5,2006JJ00
GM0491,10.9,2007JJ00
GM0491,12.4,2008JJ00
GM0491,13.3,2009JJ00
GM0491,12.9,2010JJ00
GM0491,12.4,2011JJ00
GM0491,9.1,2012JJ00
GM0491,8.3,2013JJ00
GM0491,11.2,2014JJ00
GM0491,,2015JJ00
GM0491,,2016JJ00
GM0491,,2017JJ00
GM0491,,2018JJ00
GM0491,,2019JJ00
GM0491,,2020JJ00
GM0491,,2021JJ00
GM0491,,2022JJ00
GM1724,,1988JJ00
GM1724,,1989JJ00
GM1724,,1990JJ00
GM1724,,1991JJ00
GM1724,,1992JJ00
GM1724,,1993JJ00
GM1724,,1994JJ00
GM1724,,1995JJ00
GM1724,,1996JJ00
GM1724,,1997JJ00
GM1724,,1998JJ00
GM1724,12.3,1999JJ00
GM1724,13.4,2000JJ00
GM1724,12.0,2001JJ00
GM1724,12.6,2002JJ00
GM1724,12.3,2003JJ00
GM1724,9.8,2004JJ00
GM1724,10.2,2005JJ00
GM1724,11.3,2006JJ00
GM1724,10.3,2007JJ00
GM1724,9.9,2008JJ00
GM1724,7.7,2009JJ00
GM1724,9.1,2010JJ00
GM1724,8.4,2011JJ00
GM1724,7.9,2012JJ00
GM1724,7.4,2013JJ00
GM1724,8.5,2014JJ00
GM1724,7.9,2015JJ00
GM1724,8.4,2016JJ00
GM1724,7.5,2017JJ00
GM1724,9.1,2018JJ00
GM1724,7.9,2019JJ00
GM1724,9.7,2020JJ00
GM1724,9.5,2021JJ00
GM1724,7.8,2022JJ00
GM0893,12.1,1988JJ00
GM0893,13.2,1989JJ00
GM0893,14.1,1990JJ00
GM0893,13.1,1991JJ00
GM0893,14.6,1992JJ00
GM0893,13.2,1993JJ00
GM0893,11.9,1994JJ00
GM0893,11.7,1995JJ00
GM0893,11.1,1996JJ00
GM0893,13.0,1997JJ00
GM0893,12.8,1998JJ00
GM0893,12.2,1999JJ00
GM0893,12.3,2000JJ00
GM0893,11.6,2001JJ00
GM0893,10.7,2002JJ00
GM0893,9.3,2003JJ00
GM0893,10.6,2004JJ00
GM0893,8.2,2005JJ00
GM0893,9.3,2006JJ00
GM0893,9.2,2007JJ00
GM0893,8.8,2008JJ00
GM0893,9.9,2009JJ00
GM0893,7.9,2010JJ00
GM0893,7.2,2011JJ00
GM0893,8.3,2012JJ00
GM0893,6.7,2013JJ00
GM0893,8.5,2014JJ00
GM0893,8.3,2015JJ00
GM0893,7.0,2016JJ00
GM0893,8.2,2017JJ00
GM0893,6.8,2018JJ00
GM0893,7.2,2019JJ00
GM0893,6.3,2020JJ00
GM0893,8.7,2021JJ00
GM0893,6.5,2022JJ00
GM0373,7.7,1988JJ00
GM0373,6.7,1989JJ00
GM0373,7.6,1990JJ00
GM0373,7.7,1991JJ00
GM0373,8.1,1992JJ00
GM0373,7.4,1993JJ00
GM0373,9.2,1994JJ00
GM0373,7.7,1995JJ00
GM0373,7.0,1996JJ00
GM0373,7.3,1997JJ00
GM0373,7.2,1998JJ00
GM0373,6.5,1999JJ00
GM0373,8.8,2000JJ00
GM0373,9.4,2001JJ00
GM0373,8.4,2002JJ00
GM0373,8.2,2003JJ00
GM0373,7.4,2004JJ00
GM0373,7.4,2005JJ00
GM0373,7.4,2006JJ00
GM0373,6.8,2007JJ00
GM0373,6.8,2008JJ00
GM0373,6.8,2009JJ00
GM0373,5.3,2010JJ00
GM0373,5.1,2011JJ00
GM0373,5.0,2012JJ00
GM0373,5.1,2013JJ00
GM0373,5.4,2014JJ00
GM0373,4.6,2015JJ00
GM0373,5.3,2016JJ00
GM0373,5.1,2017JJ00
GM0373,4.9,2018JJ00
GM0373,4.8,2019JJ00
GM0373,5.0,2020JJ00
GM0373,5.2,2021JJ00
GM0373,4.7,2022JJ00
GM0748,13.5,1988JJ00
GM0748,12.6,1989JJ00
GM0748,13.4,1990JJ00
GM0748,12.7,1991JJ00
GM0748,13.8,1992JJ00
GM0748,11.9,1993JJ00
GM0748,12.6,1994JJ00
GM0748,11.5,1995JJ00
GM0748,11.6,1996JJ00
GM0748,12.2,1997JJ00
GM0748,12.1,1998JJ00
GM0748,12.6,1999JJ00
GM0748,12.3,2000JJ00
GM0748,11.6,2001JJ00
GM0748,11.6,2002JJ00
GM0748,11.7,2003JJ00
GM0748,11.0,2004JJ00
GM0748,9.9,2005JJ00
GM0748,9.7,2006JJ00
GM0748,8.5,2007JJ00
GM0748,10.1,2008JJ00
GM0748,9.6,2009JJ00
GM0748,9.6,2010JJ00
GM0748,10.0,2011JJ00
GM0748,9.3,2012JJ00
GM0748,9.7,2013JJ00
GM0748,9.4,2014JJ00
GM0748,9.2,2015JJ00
GM0748,9.7,2016JJ00
GM0748,9.5,2017JJ00
GM0748,8.9,2018JJ00
GM0748,9.4,2019JJ00
GM0748,9.2,2020JJ00
GM0748,9.9,2021JJ00
GM0748,8.9,2022JJ00
GM0749,11.9,1988JJ00
GM0749,11.4,1989JJ00
GM0749,14.3,1990JJ00
GM0749,12.5,1991JJ00
GM0749,13.8,1992JJ00
GM0749,13.3,1993JJ00
GM0749,13.6,1994JJ00
GM0749,13.4,1995JJ00
GM0749,13.2,1996JJ00
GM0749,13.0,1997JJ00
GM0749,14.3,1998JJ00
GM0749,,1999JJ00
GM0749,,2000JJ00
GM0749,,2001JJ00
GM0749,,2002JJ00
GM0749,,2003JJ00
GM0749,,2004JJ00
GM0749,,2005JJ00
GM0749,,2006JJ00
GM0749,,2007JJ00
GM0749,,2008JJ00
GM0749,,2009JJ00
GM0749,,2010JJ00
GM0749,,2011JJ00
GM0749,,2012JJ00
GM0749,,2013JJ00
GM0749,,2014JJ00
GM0749,,2015JJ00
GM0749,,2016JJ00
GM0749,,2017JJ00
GM0749,,2018JJ00
GM0749,,2019JJ00
GM0749,,2020JJ00
GM0749,,2021JJ00
GM0749,,2022JJ00
GM0207,9.8,1988JJ00
GM0207,12.3,1989JJ00
GM0207,11.9,1990JJ00
GM0207,11.3,1991JJ00
GM0207,12.7,1992JJ00
GM0207,11.0,1993JJ00
GM0207,12.7,1994JJ00
GM0207,11.9,1995JJ00
GM0207,12.1,1996JJ00
GM0207,11.7,1997JJ00
GM0207,11.4,1998JJ00
GM0207,13.3,1999JJ00
GM0207,13.1,2000JJ00
GM0207,11.7,2001JJ00
GM0207,13.0,2002JJ00
GM0207,12.1,2003JJ00
GM0207,12.0,2004JJ00
GM0207,,2005JJ00
GM0207,,2006JJ00
GM0207,,2007JJ00
GM0207,,2008JJ00
GM0207,,2009JJ00
GM0207,,2010JJ00
GM0207,,2011JJ00
GM0207,,2012JJ00
GM0207,,2013JJ00
GM0207,,2014JJ00
GM0207,,2015JJ00
GM0207,,2016JJ00
GM0207,,2017JJ00
GM0207,,2018JJ00
GM0207,,2019JJ00
GM0207,,2020JJ00
GM0207,,2021JJ00
GM0207,,2022JJ00
GM0750,14.0,1988JJ00
GM0750,11.1,1989JJ00
GM0750,18.2,1990JJ00
GM0750,12.6,1991JJ00
GM0750,15.0,1992JJ00
GM0750,9.0,1993JJ00
GM0750,,1994JJ00
GM0750,,1995JJ00
GM0750,,1996JJ00
GM0750,,1997JJ00
GM0750,,1998JJ00
GM0750,,1999JJ00
GM0750,,2000JJ00
GM0750,,2001JJ00
GM0750,,2002JJ00
GM0750,,2003JJ00
GM0750,,2004JJ00
GM0750,,2005JJ00
GM0750,,2006JJ00
GM0750,,2007JJ00
GM0750,,2008JJ00
GM0750,,2009JJ00
GM0750,,2010JJ00
GM0750,,2011JJ00
GM0750,,2012JJ00
GM0750,,2013JJ00
GM0750,,2014JJ00
GM0750,,2015JJ00
GM0750,,2016JJ00
GM0750,,2017JJ00
GM0750,,2018JJ00
GM0750,,2019JJ00
GM0750,,2020JJ00
GM0750,,2021JJ00
GM0750,,2022JJ00
GM0492,16.1,1988JJ00
GM0492,13.3,1989JJ00
GM0492,14.2,1990JJ00
GM0492,13.5,1991JJ00
GM0492,16.7,1992JJ00
GM0492,13.5,1993JJ00
GM0492,17.9,1994JJ00
GM0492,13.8,1995JJ00
GM0492,18.0,1996JJ00
GM0492,15.0,1997JJ00
GM0492,20.4,1998JJ00
GM0492,23.1,1999JJ00
GM0492,20.8,2000JJ00
GM0492,19.5,2001JJ00
GM0492,19.8,2002JJ00
GM0492,21.1,2003JJ00
GM0492,17.5,2004JJ00
GM0492,15.4,2005JJ00
GM0492,15.7,2006JJ00
GM0492,,2007JJ00
GM0492,,2008JJ00
GM0492,,2009JJ00
GM0492,,2010JJ00
GM0492,,2011JJ00
GM0492,,2012JJ00
GM0492,,2013JJ00
GM0492,,2014JJ00
GM0492,,2015JJ00
GM0492,,2016JJ00
GM0492,,2017JJ00
GM0492,,2018JJ00
GM0492,,2019JJ00
GM0492,,2020JJ00
GM0492,,2021JJ00
GM0492,,2022JJ00
GM0493,15.2,1988JJ00
GM0493,13.0,1989JJ00
GM0493,15.8,1990JJ00
GM0493,14.5,1991JJ00
GM0493,15.2,1992JJ00
GM0493,12.9,1993JJ00
GM0493,14.3,1994JJ00
GM0493,12.0,1995JJ00
GM0493,13.0,1996JJ00
GM0493,12.9,1997JJ00
GM0493,14.4,1998JJ00
GM0493,16.1,1999JJ00
GM0493,13.4,2000JJ00
GM0493,13.7,2001JJ00
GM0493,13.9,2002JJ00
GM0493,11.0,2003JJ00
GM0493,13.1,2004JJ00
GM0493,12.0,2005JJ00
GM0493,14.7,2006JJ00
GM0493,,2007JJ00
GM0493,,2008JJ00
GM0493,,2009JJ00
GM0493,,2010JJ00
GM0493,,2011JJ00
GM0493,,2012JJ00
GM0493,,2013JJ00
GM0493,,2014JJ00
GM0493,,2015JJ00
GM0493,,2016JJ00
GM0493,,2017JJ00
GM0493,,2018JJ00
GM0493,,2019JJ00
GM0493,,2020JJ00
GM0493,,2021JJ00
GM0493,,2022JJ00
GM0751,12.3,1988JJ00
GM0751,12.7,1989JJ00
GM0751,14.5,1990JJ00
GM0751,13.7,1991JJ00
GM0751,14.2,1992JJ00
GM0751,12.7,1993JJ00
GM0751,11.7,1994JJ00
GM0751,13.2,1995JJ00
GM0751,11.1,1996JJ00
GM0751,,1997JJ00
GM0751,,1998JJ00
GM0751,,1999JJ00
GM0751,,2000JJ00
GM0751,,2001JJ00
GM0751,,2002JJ00
GM0751,,2003JJ00
GM0751,,2004JJ00
GM0751,,2005JJ00
GM0751,,2006JJ00
GM0751,,2007JJ00
GM0751,,2008JJ00
GM0751,,2009JJ00
GM0751,,2010JJ00
GM0751,,2011JJ00
GM0751,,2012JJ00
GM0751,,2013JJ00
GM0751,,2014JJ00
GM0751,,2015JJ00
GM0751,,2016JJ00
GM0751,,2017JJ00
GM0751,,2018JJ00
GM0751,,2019JJ00
GM0751,,2020JJ00
GM0751,,2021JJ00
GM0751,,2022JJ00
GM1859,,1988JJ00
GM1859,,1989JJ00
GM1859,,1990JJ00
GM1859,,1991JJ00
GM1859,,1992JJ00
GM1859,,1993JJ00
GM1859,,1994JJ00
GM1859,,1995JJ00
GM1859,,1996JJ00
GM1859,,1997JJ00
GM1859,,1998JJ00
GM1859,,1999JJ00
GM1859,,2000JJ00
GM1859,,2001JJ00
GM1859,,2002JJ00
GM1859,,2003JJ00
GM1859,,2004JJ00
GM1859,11.1,2005JJ00
GM1859,10.6,2006JJ00
GM1859,10.0,2007JJ00
GM1859,10.1,2008JJ00
GM1859,9.6,2009JJ00
GM1859,9.2,2010JJ00
GM1859,8.7,2011JJ00
GM1859,7.8,2012JJ00
GM1859,7.4,2013JJ00
GM1859,7.3,2014JJ00
GM1859,7.4,2015JJ00
GM1859,7.7,2016JJ00
GM1859,7.1,2017JJ00
GM1859,7.3,2018JJ00
GM1859,7.4,2019JJ00
GM1859,7.1,2020JJ00
GM1859,8.2,2021JJ00
GM1859,7.7,2022JJ00
GM0752,14.5,1988JJ00
GM0752,11.9,1989JJ00
GM0752,13.2,1990JJ00
GM0752,11.8,1991JJ00
GM0752,14.2,1992JJ00
GM0752,11.4,1993JJ00
GM0752,12.2,1994JJ00
GM0752,11.6,1995JJ00
GM0752,,1996JJ00
GM0752,,1997JJ00
GM0752,,1998JJ00
GM0752,,1999JJ00
GM0752,,2000JJ00
GM0752,,2001JJ00
GM0752,,2002JJ00
GM0752,,2003JJ00
GM0752,,2004JJ00
GM0752,,2005JJ00
GM0752,,2006JJ00
GM0752,,2007JJ00
GM0752,,2008JJ00
GM0752,,2009JJ00
GM0752,,2010JJ00
GM0752,,2011JJ00
GM0752,,2012JJ00
GM0752,,2013JJ00
GM0752,,2014JJ00
GM0752,,2015JJ00
GM0752,,2016JJ00
GM0752,,2017JJ00
GM0752,,2018JJ00
GM0752,,2019JJ00
GM0752,,2020JJ00
GM0752,,2021JJ00
GM0752,,2022JJ00
GM1721,,1988JJ00
GM1721,,1989JJ00
GM1721,,1990JJ00
GM1721,,1991JJ00
GM1721,,1992JJ00
GM1721,,1993JJ00
GM1721,,1994JJ00
GM1721,,1995JJ00
GM1721,14.6,1996JJ00
GM1721,14.3,1997JJ00
GM1721,12.8,1998JJ00
GM1721,13.8,1999JJ00
GM1721,14.6,2000JJ00
GM1721,14.0,2001JJ00
GM1721,12.6,2002JJ00
GM1721,12.7,2003JJ00
GM1721,12.6,2004JJ00
GM1721,11.4,2005JJ00
GM1721,11.1,2006JJ00
GM1721,11.0,2007JJ00
GM1721,10.7,2008JJ00
GM1721,10.7,2009JJ00
GM1721,10.1,2010JJ00
GM1721,10.3,2011JJ00
GM1721,9.0,2012JJ00
GM1721,9.1,2013JJ00
GM1721,8.7,2014JJ00
GM1721,7.6,2015JJ00
GM1721,8.9,2016JJ00
GM1721,9.2,2017JJ00
GM1721,9.3,2018JJ00
GM1721,9.3,2019JJ00
GM1721,10.0,2020JJ00
GM1721,9.2,2021JJ00
GM1721,9.2,2022JJ00
GM0568,11.9,1988JJ00
GM0568,14.4,1989JJ00
GM0568,12.0,1990JJ00
GM0568,12.8,1991JJ00
GM0568,12.2,1992JJ00
GM0568,11.7,1993JJ00
GM0568,13.2,1994JJ00
GM0568,12.6,1995JJ00
GM0568,11.2,1996JJ00
GM0568,11.3,1997JJ00
GM0568,14.6,1998JJ00
GM0568,13.0,1999JJ00
GM0568,10.9,2000JJ00
GM0568,12.9,2001JJ00
GM0568,8.9,2002JJ00
GM0568,11.2,2003JJ00
GM0568,10.3,2004JJ00
GM0568,9.5,2005JJ00
GM0568,8.3,2006JJ00
GM0568,7.5,2007JJ00
GM0568,8.2,2008JJ00
GM0568,8.7,2009JJ00
GM0568,8.4,2010JJ00
GM0568,8.0,2011JJ00
GM0568,7.2,2012JJ00
GM0568,8.6,2013JJ00
GM0568,8.6,2014JJ00
GM0568,,2015JJ00
GM0568,,2016JJ00
GM0568,,2017JJ00
GM0568,,2018JJ00
GM0568,,2019JJ00
GM0568,,2020JJ00
GM0568,,2021JJ00
GM0568,,2022JJ00
GM0753,15.6,1988JJ00
GM0753,15.6,1989JJ00
GM0753,15.2,1990JJ00
GM0753,14.8,1991JJ00
GM0753,14.9,1992JJ00
GM0753,15.1,1993JJ00
GM0753,14.8,1994JJ00
GM0753,12.0,1995JJ00
GM0753,13.5,1996JJ00
GM0753,13.5,1997JJ00
GM0753,14.2,1998JJ00
GM0753,14.5,1999JJ00
GM0753,14.8,2000JJ00
GM0753,14.1,2001JJ00
GM0753,14.1,2002JJ00
GM0753,14.7,2003JJ00
GM0753,13.4,2004JJ00
GM0753,12.7,2005JJ00
GM0753,12.6,2006JJ00
GM0753,11.7,2007JJ00
GM0753,10.8,2008JJ00
GM0753,10.2,2009JJ00
