RegioS,Beroepsbevolking_2,Perioden
GM1735,8.0,2021JJ00
GM1735,8.0,2022JJ00
GM1735,8.0,2023JJ00
GM1966,12.0,2013JJ00
GM1966,12.0,2014JJ00
GM1966,12.0,2015JJ00
GM1966,12.0,2016JJ00
GM1966,11.0,2017JJ00
GM1966,12.0,2018JJ00
GM1966,12.0,2019JJ00
GM1966,13.0,2020JJ00
GM1966,12.0,2021JJ00
GM1966,11.0,2022JJ00
GM1966,12.0,2023JJ00
GM1911,14.0,2013JJ00
GM1911,14.0,2014JJ00
GM1911,14.0,2015JJ00
GM1911,13.0,2016JJ00
GM1911,13.0,2017JJ00
GM1911,12.0,2018JJ00
GM1911,14.0,2019JJ00
GM1911,15.0,2020JJ00
GM1911,13.0,2021JJ00
GM1911,12.0,2022JJ00
GM1911,12.0,2023JJ00
GM0118,14.0,2013JJ00
GM0118,14.0,2014JJ00
GM0118,13.0,2015JJ00
GM0118,15.0,2016JJ00
GM0118,14.0,2017JJ00
GM0118,14.0,2018JJ00
GM0118,14.0,2019JJ00
GM0118,14.0,2020JJ00
GM0118,12.0,2021JJ00
GM0118,14.0,2022JJ00
GM0118,13.0,2023JJ00
GM0405,19.0,2013JJ00
GM0405,18.0,2014JJ00
GM0405,18.0,2015JJ00
GM0405,17.0,2016JJ00
GM0405,18.0,2017JJ00
GM0405,18.0,2018JJ00
GM0405,17.0,2019JJ00
GM0405,17.0,2020JJ00
GM0405,17.0,2021JJ00
GM0405,17.0,2022JJ00
GM0405,16.0,2023JJ00
GM1507,12.0,2013JJ00
GM1507,12.0,2014JJ00
GM1507,11.0,2015JJ00
GM1507,11.0,2016JJ00
GM1507,11.0,2017JJ00
GM1507,11.0,2018JJ00
GM1507,12.0,2019JJ00
GM1507,11.0,2020JJ00
GM1507,10.0,2021JJ00
GM1507,11.0,2022JJ00
GM1507,11.0,2023JJ00
GM0321,12.0,2013JJ00
GM0321,11.0,2014JJ00
GM0321,10.0,2015JJ00
GM0321,12.0,2016JJ00
GM0321,10.0,2017JJ00
GM0321,10.0,2018JJ00
GM0321,10.0,2019JJ00
GM0321,9.0,2020JJ00
GM0321,11.0,2021JJ00
GM0321,10.0,2022JJ00
GM0321,9.0,2023JJ00
GM0406,11.0,2013JJ00
GM0406,10.0,2014JJ00
GM0406,9.0,2015JJ00
GM0406,10.0,2016JJ00
GM0406,9.0,2017JJ00
GM0406,10.0,2018JJ00
GM0406,9.0,2019JJ00
GM0406,9.0,2020JJ00
GM0406,10.0,2021JJ00
GM0406,9.0,2022JJ00
GM0406,9.0,2023JJ00
GM0677,7.0,2013JJ00
GM0677,7.0,2014JJ00
GM0677,7.0,2015JJ00
GM0677,6.0,2016JJ00
GM0677,6.0,2017JJ00
GM0677,7.0,2018JJ00
GM0677,6.0,2019JJ00
GM0677,6.0,2020JJ00
GM0677,6.0,2021JJ00
GM0677,6.0,2022JJ00
GM0677,6.0,2023JJ00
GM0353,9.0,2013JJ00
GM0353,9.0,2014JJ00
GM0353,8.0,2015JJ00
GM0353,7.0,2016JJ00
GM0353,9.0,2017JJ00
GM0353,9.0,2018JJ00
GM0353,7.0,2019JJ00
GM0353,7.0,2020JJ00
GM0353,8.0,2021JJ00
GM0353,8.0,2022JJ00
GM0353,8.0,2023JJ00
GM1884,6.0,2013JJ00
GM1884,6.0,2014JJ00
GM1884,7.0,2015JJ00
GM1884,7.0,2016JJ00
GM1884,7.0,2017JJ00
GM1884,7.0,2018JJ00
GM1884,7.0,2019JJ00
GM1884,7.0,2020JJ00
GM1884,7.0,2021JJ00
GM1884,7.0,2022JJ00
GM1884,7.0,2023JJ00
GM0166,12.0,2013JJ00
GM0166,13.0,2014JJ00
GM0166,13.0,2015JJ00
GM0166,13.0,2016JJ00
GM0166,15.0,2017JJ00
GM0166,14.0,2018JJ00
GM0166,14.0,2019JJ00
GM0166,12.0,2020JJ00
GM0166,14.0,2021JJ00
GM0166,13.0,2022JJ00
GM0166,14.0,2023JJ00
GM0678,3.0,2013JJ00
GM0678,3.0,2014JJ00
GM0678,3.0,2015JJ00
GM0678,3.0,2016JJ00
GM0678,3.0,2017JJ00
GM0678,3.0,2018JJ00
GM0678,3.0,2019JJ00
GM0678,3.0,2020JJ00
GM0678,3.0,2021JJ00
GM0678,3.0,2022JJ00
GM0678,3.0,2023JJ00
GM0537,16.0,2013JJ00
GM0537,18.0,2014JJ00
GM0537,17.0,2015JJ00
GM0537,17.0,2016JJ00
GM0537,16.0,2017JJ00
GM0537,18.0,2018JJ00
GM0537,16.0,2019JJ00
GM0537,18.0,2020JJ00
GM0537,15.0,2021JJ00
GM0537,15.0,2022JJ00
GM0537,15.0,2023JJ00
GM0928,12.0,2013JJ00
GM0928,11.0,2014JJ00
GM0928,11.0,2015JJ00
GM0928,11.0,2016JJ00
GM0928,10.0,2017JJ00
GM0928,11.0,2018JJ00
GM0928,10.0,2019JJ00
GM0928,10.0,2020JJ00
GM0928,10.0,2021JJ00
GM0928,10.0,2022JJ00
GM0928,10.0,2023JJ00
GM1598,6.0,2013JJ00
GM1598,6.0,2014JJ00
GM1598,6.0,2015JJ00
GM1598,6.0,2016JJ00
GM1598,6.0,2017JJ00
GM1598,6.0,2018JJ00
GM1598,6.0,2019JJ00
GM1598,7.0,2020JJ00
GM1598,6.0,2021JJ00
GM1598,6.0,2022JJ00
GM1598,6.0,2023JJ00
GM0542,6.0,2013JJ00
GM0542,7.0,2014JJ00
GM0542,6.0,2015JJ00
GM0542,6.0,2016JJ00
GM0542,7.0,2017JJ00
GM0542,6.0,2018JJ00
GM0542,7.0,2019JJ00
GM0542,6.0,2020JJ00
GM0542,7.0,2021JJ00
GM0542,7.0,2022JJ00
GM0542,6.0,2023JJ00
GM1931,13.0,2013JJ00
GM1931,13.0,2014JJ00
GM1931,13.0,2015JJ00
GM1931,14.0,2016JJ00
GM1931,14.0,2017JJ00
GM1931,14.0,2018JJ00
GM1931,14.0,2019JJ00
GM1931,13.0,2020JJ00
GM1931,14.0,2021JJ00
GM1931,14.0,2022JJ00
GM1931,13.0,2023JJ00
GM1659,5.0,2013JJ00
GM1659,5.0,2014JJ00
GM1659,5.0,2015JJ00
GM1659,5.0,2016JJ00
GM1659,5.0,2017JJ00
GM1659,5.0,2018JJ00
GM1659,5.0,2019JJ00
GM1659,6.0,2020JJ00
GM1659,5.0,2021JJ00
GM1659,5.0,2022JJ00
GM1659,5.0,2023JJ00
GM1982,23.0,2013JJ00
GM1982,22.0,2014JJ00
GM1982,21.0,2015JJ00
GM1982,22.0,2016JJ00
GM1982,23.0,2017JJ00
GM1982,22.0,2018JJ00
GM1982,21.0,2019JJ00
GM1982,23.0,2020JJ00
GM1982,22.0,2021JJ00
GM1982,21.0,2022JJ00
GM1982,22.0,2023JJ00
GM0882,10.0,2013JJ00
GM0882,9.0,2014JJ00
GM0882,9.0,2015JJ00
GM0882,9.0,2016JJ00
GM0882,9.0,2017JJ00
GM0882,9.0,2018JJ00
GM0882,9.0,2019JJ00
GM0882,9.0,2020JJ00
GM0882,8.0,2021JJ00
GM0882,8.0,2022JJ00
GM0882,8.0,2023JJ00
GM0415,3.0,2013JJ00
GM0415,2.0,2014JJ00
GM0415,2.0,2015JJ00
GM0415,3.0,2016JJ00
GM0415,2.0,2017JJ00
GM0415,2.0,2018JJ00
GM0415,2.0,2019JJ00
GM0415,2.0,2020JJ00
GM0415,3.0,2021JJ00
GM0415,2.0,2022JJ00
GM0415,2.0,2023JJ00
GM1621,12.0,2013JJ00
GM1621,12.0,2014JJ00
GM1621,13.0,2015JJ00
GM1621,13.0,2016JJ00
GM1621,12.0,2017JJ00
GM1621,12.0,2018JJ00
GM1621,14.0,2019JJ00
GM1621,14.0,2020JJ00
GM1621,15.0,2021JJ00
GM1621,14.0,2022JJ00
GM1621,13.0,2023JJ00
GM0417,2.0,2013JJ00
GM0417,2.0,2014JJ00
GM0417,2.0,2015JJ00
GM0417,2.0,2016JJ00
GM0417,2.0,2017JJ00
GM0417,2.0,2018JJ00
GM0417,2.0,2019JJ00
GM0417,2.0,2020JJ00
GM0417,2.0,2021JJ00
GM0417,2.0,2022JJ00
GM0417,2.0,2023JJ00
GM0080,29.0,2013JJ00
GM0080,31.0,2014JJ00
GM0080,30.0,2015JJ00
GM0080,29.0,2016JJ00
GM0080,30.0,2017JJ00
GM0080,28.0,2018JJ00
GM0080,27.0,2019JJ00
GM0080,29.0,2020JJ00
GM0080,28.0,2021JJ00
GM0080,30.0,2022JJ00
GM0080,29.0,2023JJ00
GM0546,24.0,2013JJ00
GM0546,25.0,2014JJ00
GM0546,23.0,2015JJ00
GM0546,23.0,2016JJ00
GM0546,23.0,2017JJ00
GM0546,24.0,2018JJ00
GM0546,23.0,2019JJ00
GM0546,22.0,2020JJ00
GM0546,23.0,2021JJ00
GM0546,23.0,2022JJ00
GM0546,22.0,2023JJ00
GM0547,5.0,2013JJ00
GM0547,5.0,2014JJ00
GM0547,5.0,2015JJ00
GM0547,6.0,2016JJ00
GM0547,6.0,2017JJ00
GM0547,6.0,2018JJ00
GM0547,5.0,2019JJ00
GM0547,5.0,2020JJ00
GM0547,6.0,2021JJ00
GM0547,6.0,2022JJ00
GM0547,5.0,2023JJ00
GM1916,13.0,2013JJ00
GM1916,15.0,2014JJ00
GM1916,13.0,2015JJ00
GM1916,13.0,2016JJ00
GM1916,14.0,2017JJ00
GM1916,13.0,2018JJ00
GM1916,14.0,2019JJ00
GM1916,14.0,2020JJ00
GM1916,13.0,2021JJ00
GM1916,12.0,2022JJ00
GM1916,12.0,2023JJ00
GM0995,18.0,2013JJ00
GM0995,19.0,2014JJ00
GM0995,18.0,2015JJ00
GM0995,17.0,2016JJ00
GM0995,18.0,2017JJ00
GM0995,19.0,2018JJ00
GM0995,19.0,2019JJ00
GM0995,18.0,2020JJ00
GM0995,19.0,2021JJ00
GM0995,19.0,2022JJ00
GM0995,19.0,2023JJ00
GM1640,9.0,2013JJ00
GM1640,9.0,2014JJ00
GM1640,9.0,2015JJ00
GM1640,9.0,2016JJ00
GM1640,9.0,2017JJ00
GM1640,9.0,2018JJ00
GM1640,9.0,2019JJ00
GM1640,9.0,2020JJ00
GM1640,8.0,2021JJ00
GM1640,8.0,2022JJ00
GM1640,9.0,2023JJ00
GM0327,6.0,2013JJ00
GM0327,7.0,2014JJ00
GM0327,7.0,2015JJ00
GM0327,7.0,2016JJ00
GM0327,7.0,2017JJ00
GM0327,7.0,2018JJ00
GM0327,7.0,2019JJ00
GM0327,7.0,2020JJ00
GM0327,6.0,2021JJ00
GM0327,6.0,2022JJ00
GM0327,7.0,2023JJ00
GM1705,11.0,2013JJ00
GM1705,11.0,2014JJ00
GM1705,12.0,2015JJ00
GM1705,12.0,2016JJ00
GM1705,11.0,2017JJ00
GM1705,11.0,2018JJ00
GM1705,12.0,2019JJ00
GM1705,12.0,2020JJ00
GM1705,11.0,2021JJ00
GM1705,13.0,2022JJ00
GM1705,11.0,2023JJ00
GM0553,6.0,2013JJ00
GM0553,6.0,2014JJ00
GM0553,5.0,2015JJ00
GM0553,6.0,2016JJ00
GM0553,6.0,2017JJ00
GM0553,5.0,2018JJ00
GM0553,5.0,2019JJ00
GM0553,5.0,2020JJ00
GM0553,6.0,2021JJ00
GM0553,6.0,2022JJ00
GM0553,5.0,2023JJ00
GM0262,7.0,2013JJ00
GM0262,7.0,2014JJ00
GM0262,7.0,2015JJ00
GM0262,7.0,2016JJ00
GM0262,7.0,2017JJ00
GM0262,6.0,2018JJ00
GM0262,7.0,2019JJ00
GM0262,7.0,2020JJ00
GM0262,7.0,2021JJ00
GM0262,7.0,2022JJ00
GM0262,7.0,2023JJ00
GM0809,6.0,2013JJ00
GM0809,6.0,2014JJ00
GM0809,6.0,2015JJ00
GM0809,6.0,2016JJ00
GM0809,6.0,2017JJ00
GM0809,5.0,2018JJ00
GM0809,6.0,2019JJ00
GM0809,7.0,2020JJ00
GM0809,7.0,2021JJ00
GM0809,6.0,2022JJ00
GM0809,5.0,2023JJ00
GM0331,4.0,2013JJ00
GM0331,4.0,2014JJ00
GM0331,4.0,2015JJ00
GM0331,4.0,2016JJ00
GM0331,4.0,2017JJ00
GM0331,4.0,2018JJ00
GM0331,4.0,2019JJ00
GM0331,4.0,2020JJ00
GM0331,4.0,2021JJ00
GM0331,4.0,2022JJ00
GM0331,4.0,2023JJ00
GM0168,6.0,2013JJ00
GM0168,6.0,2014JJ00
GM0168,6.0,2015JJ00
GM0168,6.0,2016JJ00
GM0168,5.0,2017JJ00
GM0168,5.0,2018JJ00
GM0168,5.0,2019JJ00
GM0168,6.0,2020JJ00
GM0168,5.0,2021JJ00
GM0168,6.0,2022JJ00
GM0168,5.0,2023JJ00
GM0263,6.0,2013JJ00
GM0263,6.0,2014JJ00
GM0263,6.0,2015JJ00
GM0263,6.0,2016JJ00
GM0263,6.0,2017JJ00
GM0263,6.0,2018JJ00
GM0263,7.0,2019JJ00
GM0263,7.0,2020JJ00
GM0263,6.0,2021JJ00
GM0263,6.0,2022JJ00
GM0263,7.0,2023JJ00
GM1641,6.0,2013JJ00
GM1641,6.0,2014JJ00
GM1641,5.0,2015JJ00
GM1641,6.0,2016JJ00
GM1641,5.0,2017JJ00
GM1641,5.0,2018JJ00
GM1641,5.0,2019JJ00
GM1641,5.0,2020JJ00
GM1641,5.0,2021JJ00
GM1641,5.0,2022JJ00
GM1641,5.0,2023JJ00
GM1991,14.0,2013JJ00
GM1991,14.0,2014JJ00
GM1991,14.0,2015JJ00
GM1991,14.0,2016JJ00
GM1991,14.0,2017JJ00
GM1991,13.0,2018JJ00
GM1991,14.0,2019JJ00
GM1991,14.0,2020JJ00
GM1991,13.0,2021JJ00
GM1991,15.0,2022JJ00
GM1991,14.0,2023JJ00
GM0556,8.0,2013JJ00
GM0556,8.0,2014JJ00
GM0556,8.0,2015JJ00
GM0556,8.0,2016JJ00
GM0556,8.0,2017JJ00
GM0556,8.0,2018JJ00
GM0556,7.0,2019JJ00
GM0556,7.0,2020JJ00
GM0556,8.0,2021JJ00
GM0556,8.0,2022JJ00
GM0556,8.0,2023JJ00
GM0935,26.0,2013JJ00
GM0935,26.0,2014JJ00
GM0935,24.0,2015JJ00
GM0935,24.0,2016JJ00
GM0935,21.0,2017JJ00
GM0935,23.0,2018JJ00
GM0935,24.0,2019JJ00
GM0935,25.0,2020JJ00
GM0935,19.0,2021JJ00
GM0935,21.0,2022JJ00
GM0935,22.0,2023JJ00
GM0420,12.0,2013JJ00
GM0420,11.0,2014JJ00
GM0420,12.0,2015JJ00
GM0420,11.0,2016JJ00
GM0420,11.0,2017JJ00
GM0420,11.0,2018JJ00
GM0420,11.0,2019JJ00
GM0420,11.0,2020JJ00
GM0420,11.0,2021JJ00
GM0420,11.0,2022JJ00
GM0420,12.0,2023JJ00
GM0938,4.0,2013JJ00
GM0938,4.0,2014JJ00
GM0938,4.0,2015JJ00
GM0938,5.0,2016JJ00
GM0938,4.0,2017JJ00
GM0938,4.0,2018JJ00
GM0938,4.0,2019JJ00
GM0938,4.0,2020JJ00
GM0938,4.0,2021JJ00
GM0938,4.0,2022JJ00
GM0938,4.0,2023JJ00
GM1948,20.0,2013JJ00
GM1948,19.0,2014JJ00
GM1948,20.0,2015JJ00
GM1948,20.0,2016JJ00
GM1948,20.0,2017JJ00
GM1948,20.0,2018JJ00
GM1948,21.0,2019JJ00
GM1948,21.0,2020JJ00
GM1948,21.0,2021JJ00
GM1948,21.0,2022JJ00
GM1948,21.0,2023JJ00
GM0119,8.0,2013JJ00
GM0119,8.0,2014JJ00
GM0119,8.0,2015JJ00
GM0119,8.0,2016JJ00
GM0119,7.0,2017JJ00
GM0119,7.0,2018JJ00
GM0119,7.0,2019JJ00
GM0119,8.0,2020JJ00
GM0119,9.0,2021JJ00
GM0119,9.0,2022JJ00
GM0119,9.0,2023JJ00
GM0687,11.0,2013JJ00
GM0687,11.0,2014JJ00
GM0687,11.0,2015JJ00
GM0687,11.0,2016JJ00
GM0687,11.0,2017JJ00
GM0687,11.0,2018JJ00
GM0687,11.0,2019JJ00
GM0687,10.0,2020JJ00
GM0687,12.0,2021JJ00
GM0687,12.0,2022JJ00
GM0687,11.0,2023JJ00
GM1842,4.0,2013JJ00
GM1842,4.0,2014JJ00
GM1842,4.0,2015JJ00
GM1842,5.0,2016JJ00
GM1842,5.0,2017JJ00
GM1842,5.0,2018JJ00
GM1842,5.0,2019JJ00
GM1842,4.0,2020JJ00
GM1842,4.0,2021JJ00
GM1842,4.0,2022JJ00
GM1842,4.0,2023JJ00
GM1731,9.0,2013JJ00
GM1731,8.0,2014JJ00
GM1731,8.0,2015JJ00
GM1731,9.0,2016JJ00
GM1731,8.0,2017JJ00
GM1731,8.0,2018JJ00
GM1731,9.0,2019JJ00
GM1731,9.0,2020JJ00
GM1731,8.0,2021JJ00
GM1731,9.0,2022JJ00
GM1731,9.0,2023JJ00
GM1952,16.0,2013JJ00
GM1952,16.0,2014JJ00
GM1952,15.0,2015JJ00
GM1952,16.0,2016JJ00
GM1952,16.0,2017JJ00
GM1952,15.0,2018JJ00
GM1952,16.0,2019JJ00
GM1952,15.0,2020JJ00
GM1952,15.0,2021JJ00
GM1952,17.0,2022JJ00
GM1952,15.0,2023JJ00
GM1709,10.0,2013JJ00
GM1709,9.0,2014JJ00
GM1709,9.0,2015JJ00
GM1709,10.0,2016JJ00
GM1709,9.0,2017JJ00
GM1709,9.0,2018JJ00
GM1709,10.0,2019JJ00
GM1709,10.0,2020JJ00
GM1709,8.0,2021JJ00
GM1709,8.0,2022JJ00
GM1709,9.0,2023JJ00
GM1978,12.0,2013JJ00
GM1978,11.0,2014JJ00
GM1978,11.0,2015JJ00
GM1978,12.0,2016JJ00
GM1978,12.0,2017JJ00
GM1978,12.0,2018JJ00
GM1978,11.0,2019JJ00
GM1978,11.0,2020JJ00
GM1978,11.0,2021JJ00
GM1978,13.0,2022JJ00
GM1978,14.0,2023JJ00
GM1955,9.0,2013JJ00
GM1955,9.0,2014JJ00
GM1955,8.0,2015JJ00
GM1955,9.0,2016JJ00
GM1955,10.0,2017JJ00
GM1955,9.0,2018JJ00
GM1955,8.0,2019JJ00
GM1955,9.0,2020JJ00
GM1955,9.0,2021JJ00
GM1955,9.0,2022JJ00
GM1955,9.0,2023JJ00
GM0335,3.0,2013JJ00
GM0335,3.0,2014JJ00
GM0335,3.0,2015JJ00
GM0335,4.0,2016JJ00
GM0335,3.0,2017JJ00
GM0335,3.0,2018JJ00
GM0335,3.0,2019JJ00
GM0335,3.0,2020JJ00
GM0335,4.0,2021JJ00
GM0335,4.0,2022JJ00
GM0335,3.0,2023JJ00
GM0944,2.0,2013JJ00
GM0944,2.0,2014JJ00
GM0944,2.0,2015JJ00
GM0944,2.0,2016JJ00
GM0944,2.0,2017JJ00
GM0944,2.0,2018JJ00
GM0944,2.0,2019JJ00
GM0944,2.0,2020JJ00
GM0944,2.0,2021JJ00
GM0944,2.0,2022JJ00
GM0944,2.0,2023JJ00
GM1740,5.0,2013JJ00
GM1740,6.0,2014JJ00
GM1740,6.0,2015JJ00
GM1740,5.0,2016JJ00
GM1740,6.0,2017JJ00
GM1740,6.0,2018JJ00
GM1740,6.0,2019JJ00
GM1740,6.0,2020JJ00
GM1740,6.0,2021JJ00
GM1740,6.0,2022JJ00
GM1740,6.0,2023JJ00
GM0946,4.0,2013JJ00
GM0946,4.0,2014JJ00
GM0946,4.0,2015JJ00
GM0946,4.0,2016JJ00
GM0946,4.0,2017JJ00
GM0946,4.0,2018JJ00
GM0946,4.0,2019JJ00
GM0946,4.0,2020JJ00
GM0946,4.0,2021JJ00
GM0946,4.0,2022JJ00
GM0946,4.0,2023JJ00
GM0356,15.0,2013JJ00
GM0356,15.0,2014JJ00
GM0356,13.0,2015JJ00
GM0356,14.0,2016JJ00
GM0356,15.0,2017JJ00
GM0356,15.0,2018JJ00
GM0356,15.0,2019JJ00
GM0356,15.0,2020JJ00
GM0356,14.0,2021JJ00
GM0356,14.0,2022JJ00
GM0356,15.0,2023JJ00
GM0569,7.0,2013JJ00
GM0569,7.0,2014JJ00
GM0569,7.0,2015JJ00
GM0569,8.0,2016JJ00
GM0569,8.0,2017JJ00
GM0569,8.0,2018JJ00
GM0569,8.0,2019JJ00
GM0569,7.0,2020JJ00
GM0569,7.0,2021JJ00
GM0569,8.0,2022JJ00
GM0569,8.0,2023JJ00
GM0267,10.0,2013JJ00
GM0267,10.0,2014JJ00
GM0267,11.0,2015JJ00
GM0267,11.0,2016JJ00
GM0267,11.0,2017JJ00
GM0267,11.0,2018JJ00
GM0267,10.0,2019JJ00
GM0267,10.0,2020JJ00
GM0267,11.0,2021JJ00
GM0267,11.0,2022JJ00
GM0267,10.0,2023JJ00
GM0268,31.0,2013JJ00
GM0268,33.0,2014JJ00
GM0268,34.0,2015JJ00
GM0268,32.0,2016JJ00
GM0268,32.0,2017JJ00
GM0268,31.0,2018JJ00
GM0268,33.0,2019JJ00
GM0268,30.0,2020JJ00
GM0268,30.0,2021JJ00
GM0268,31.0,2022JJ00
GM0268,34.0,2023JJ00
GM1930,23.0,2013JJ00
GM1930,24.0,2014JJ00
GM1930,24.0,2015JJ00
GM1930,23.0,2016JJ00
GM1930,23.0,2017JJ00
GM1930,23.0,2018JJ00
GM1930,23.0,2019JJ00
GM1930,24.0,2020JJ00
GM1930,21.0,2021JJ00
GM1930,21.0,2022JJ00
GM1930,21.0,2023JJ00
GM1970,12.0,2013JJ00
GM1970,12.0,2014JJ00
GM1970,12.0,2015JJ00
GM1970,12.0,2016JJ00
GM1970,12.0,2017JJ00
GM1970,11.0,2018JJ00
GM1970,11.0,2019JJ00
GM1970,11.0,2020JJ00
GM1970,12.0,2021JJ00
GM1970,13.0,2022JJ00
GM1970,12.0,2023JJ00
GM1695,2.0,2013JJ00
GM1695,2.0,2014JJ00
GM1695,2.0,2015JJ00
GM1695,2.0,2016JJ00
GM1695,2.0,2017JJ00
GM1695,2.0,2018JJ00
GM1695,2.0,2019JJ00
GM1695,2.0,2020JJ00
GM1695,2.0,2021JJ00
GM1695,2.0,2022JJ00
GM1695,2.0,2023JJ00
GM1699,7.0,2013JJ00
GM1699,7.0,2014JJ00
GM1699,7.0,2015JJ00
GM1699,7.0,2016JJ00
GM1699,7.0,2017JJ00
GM1699,7.0,2018JJ00
GM1699,7.0,2019JJ00
GM1699,6.0,2020JJ00
GM1699,7.0,2021JJ00
GM1699,6.0,2022JJ00
GM1699,6.0,2023JJ00
GM0171,12.0,2013JJ00
GM0171,12.0,2014JJ00
GM0171,11.0,2015JJ00
GM0171,12.0,2016JJ00
GM0171,12.0,2017JJ00
GM0171,11.0,2018JJ00
GM0171,12.0,2019JJ00
GM0171,12.0,2020JJ00
GM0171,11.0,2021JJ00
GM0171,12.0,2022JJ00
GM0171,12.0,2023JJ00
GM0575,11.0,2013JJ00
GM0575,10.0,2014JJ00
GM0575,10.0,2015JJ00
GM0575,10.0,2016JJ00
GM0575,10.0,2017JJ00
GM0575,10.0,2018JJ00
GM0575,9.0,2019JJ00
GM0575,11.0,2020JJ00
GM0575,11.0,2021JJ00
GM0575,11.0,2022JJ00
GM0575,11.0,2023JJ00
GM0820,5.0,2013JJ00
GM0820,4.0,2014JJ00
GM0820,5.0,2015JJ00
GM0820,5.0,2016JJ00
GM0820,4.0,2017JJ00
GM0820,5.0,2018JJ00
GM0820,5.0,2019JJ00
GM0820,5.0,2020JJ00
GM0820,4.0,2021JJ00
GM0820,4.0,2022JJ00
GM0820,4.0,2023JJ00
GM0302,7.0,2013JJ00
GM0302,7.0,2014JJ00
GM0302,7.0,2015JJ00
GM0302,6.0,2016JJ00
GM0302,7.0,2017JJ00
GM0302,7.0,2018JJ00
GM0302,7.0,2019JJ00
GM0302,7.0,2020JJ00
GM0302,7.0,2021JJ00
GM0302,6.0,2022JJ00
GM0302,7.0,2023JJ00
GM0579,4.0,2013JJ00
GM0579,4.0,2014JJ00
GM0579,4.0,2015JJ00
GM0579,4.0,2016JJ00
GM0579,4.0,2017JJ00
GM0579,4.0,2018JJ00
GM0579,5.0,2019JJ00
GM0579,4.0,2020JJ00
GM0579,4.0,2021JJ00
GM0579,4.0,2022JJ00
GM0579,4.0,2023JJ00
GM0823,5.0,2013JJ00
GM0823,5.0,2014JJ00
GM0823,5.0,2015JJ00
GM0823,5.0,2016JJ00
GM0823,5.0,2017JJ00
GM0823,4.0,2018JJ00
GM0823,5.0,2019JJ00
GM0823,5.0,2020JJ00
GM0823,5.0,2021JJ00
GM0823,4.0,2022JJ00
GM0823,4.0,2023JJ00
GM0824,7.0,2013JJ00
GM0824,7.0,2014JJ00
GM0824,7.0,2015JJ00
GM0824,7.0,2016JJ00
GM0824,7.0,2017JJ00
GM0824,7.0,2018JJ00
GM0824,7.0,2019JJ00
GM0824,7.0,2020JJ00
GM0824,7.0,2021JJ00
GM0824,6.0,2022JJ00
GM0824,7.0,2023JJ00
GM1895,9.0,2013JJ00
GM1895,9.0,2014JJ00
GM1895,9.0,2015JJ00
GM1895,9.0,2016JJ00
GM1895,10.0,2017JJ00
GM1895,9.0,2018JJ00
GM1895,9.0,2019JJ00
GM1895,9.0,2020JJ00
GM1895,9.0,2021JJ00
GM1895,9.0,2022JJ00
GM1895,9.0,2023JJ00
GM0269,6.0,2013JJ00
GM0269,6.0,2014JJ00
GM0269,6.0,2015JJ00
GM0269,6.0,2016JJ00
GM0269,6.0,2017JJ00
GM0269,5.0,2018JJ00
GM0269,6.0,2019JJ00
GM0269,6.0,2020JJ00
GM0269,5.0,2021JJ00
GM0269,5.0,2022JJ00
GM0269,6.0,2023JJ00
GM0173,7.0,2013JJ00
GM0173,8.0,2014JJ00
GM0173,8.0,2015JJ00
GM0173,8.0,2016JJ00
GM0173,8.0,2017JJ00
GM0173,8.0,2018JJ00
GM0173,8.0,2019JJ00
GM0173,7.0,2020JJ00
GM0173,7.0,2021JJ00
GM0173,7.0,2022JJ00
GM0173,8.0,2023JJ00
GM1773,5.0,2013JJ00
GM1773,5.0,2014JJ00
GM1773,4.0,2015JJ00
GM1773,4.0,2016JJ00
GM1773,4.0,2017JJ00
GM1773,4.0,2018JJ00
GM1773,4.0,2019JJ00
GM1773,4.0,2020JJ00
GM1773,4.0,2021JJ00
GM1773,5.0,2022JJ00
GM1773,5.0,2023JJ00
GM0175,4.0,2013JJ00
GM0175,4.0,2014JJ00
GM0175,4.0,2015JJ00
GM0175,4.0,2016JJ00
GM0175,4.0,2017JJ00
GM0175,5.0,2018JJ00
GM0175,4.0,2019JJ00
GM0175,4.0,2020JJ00
GM0175,4.0,2021JJ00
GM0175,4.0,2022JJ00
GM0175,5.0,2023JJ00
GM1586,8.0,2013JJ00
GM1586,8.0,2014JJ00
GM1586,8.0,2015JJ00
GM1586,8.0,2016JJ00
GM1586,8.0,2017JJ00
GM1586,8.0,2018JJ00
GM1586,8.0,2019JJ00
GM1586,8.0,2020JJ00
GM1586,7.0,2021JJ00
GM1586,7.0,2022JJ00
GM1586,8.0,2023JJ00
GM0826,12.0,2013JJ00
GM0826,12.0,2014JJ00
GM0826,13.0,2015JJ00
GM0826,12.0,2016JJ00
GM0826,13.0,2017JJ00
GM0826,13.0,2018JJ00
GM0826,12.0,2019JJ00
GM0826,13.0,2020JJ00
GM0826,14.0,2021JJ00
GM0826,13.0,2022JJ00
GM0826,12.0,2023JJ00
GM0085,7.0,2013JJ00
GM0085,7.0,2014JJ00
GM0085,6.0,2015JJ00
GM0085,7.0,2016JJ00
GM0085,6.0,2017JJ00
GM0085,6.0,2018JJ00
GM0085,6.0,2019JJ00
GM0085,6.0,2020JJ00
GM0085,6.0,2021JJ00
GM0085,6.0,2022JJ00
GM0085,6.0,2023JJ00
GM0431,2.0,2013JJ00
