RegioS,Beroepsbevolking_2,Perioden
GM0603,12.0,2015JJ00
GM0603,13.0,2016JJ00
GM0603,13.0,2017JJ00
GM0603,13.0,2018JJ00
GM0603,13.0,2019JJ00
GM0603,14.0,2020JJ00
GM0603,14.0,2021JJ00
GM0603,15.0,2022JJ00
GM0603,15.0,2023JJ00
GM1669,5.0,2013JJ00
GM1669,5.0,2014JJ00
GM1669,5.0,2015JJ00
GM1669,5.0,2016JJ00
GM1669,5.0,2017JJ00
GM1669,5.0,2018JJ00
GM1669,5.0,2019JJ00
GM1669,5.0,2020JJ00
GM1669,5.0,2021JJ00
GM1669,5.0,2022JJ00
GM1669,5.0,2023JJ00
GM0957,14.0,2013JJ00
GM0957,14.0,2014JJ00
GM0957,14.0,2015JJ00
GM0957,14.0,2016JJ00
GM0957,14.0,2017JJ00
GM0957,14.0,2018JJ00
GM0957,15.0,2019JJ00
GM0957,15.0,2020JJ00
GM0957,15.0,2021JJ00
GM0957,15.0,2022JJ00
GM0957,15.0,2023JJ00
GM0736,11.0,2013JJ00
GM0736,11.0,2014JJ00
GM0736,11.0,2015JJ00
GM0736,11.0,2016JJ00
GM0736,11.0,2017JJ00
GM0736,12.0,2018JJ00
GM0736,12.0,2019JJ00
GM0736,12.0,2020JJ00
GM0736,12.0,2021JJ00
GM0736,12.0,2022JJ00
GM0736,12.0,2023JJ00
GM1674,19.0,2013JJ00
GM1674,19.0,2014JJ00
GM1674,19.0,2015JJ00
GM1674,19.0,2016JJ00
GM1674,18.0,2017JJ00
GM1674,19.0,2018JJ00
GM1674,19.0,2019JJ00
GM1674,19.0,2020JJ00
GM1674,19.0,2021JJ00
GM1674,19.0,2022JJ00
GM1674,20.0,2023JJ00
GM0599,147.0,2013JJ00
GM0599,147.0,2014JJ00
GM0599,149.0,2015JJ00
GM0599,148.0,2016JJ00
GM0599,152.0,2017JJ00
GM0599,155.0,2018JJ00
GM0599,159.0,2019JJ00
GM0599,162.0,2020JJ00
GM0599,170.0,2021JJ00
GM0599,174.0,2022JJ00
GM0599,178.0,2023JJ00
GM0277,0.0,2013JJ00
GM0277,0.0,2014JJ00
GM0277,0.0,2015JJ00
GM0277,0.0,2016JJ00
GM0277,0.0,2017JJ00
GM0277,0.0,2018JJ00
GM0277,0.0,2019JJ00
GM0277,0.0,2020JJ00
GM0277,0.0,2021JJ00
GM0277,0.0,2022JJ00
GM0277,0.0,2023JJ00
GM0840,6.0,2013JJ00
GM0840,6.0,2014JJ00
GM0840,6.0,2015JJ00
GM0840,6.0,2016JJ00
GM0840,6.0,2017JJ00
GM0840,6.0,2018JJ00
GM0840,6.0,2019JJ00
GM0840,6.0,2020JJ00
GM0840,6.0,2021JJ00
GM0840,6.0,2022JJ00
GM0840,6.0,2023JJ00
GM0441,12.0,2013JJ00
GM0441,11.0,2014JJ00
GM0441,12.0,2015JJ00
GM0441,12.0,2016JJ00
GM0441,12.0,2017JJ00
GM0441,12.0,2018JJ00
GM0441,12.0,2019JJ00
GM0441,12.0,2020JJ00
GM0441,12.0,2021JJ00
GM0441,12.0,2022JJ00
GM0441,12.0,2023JJ00
GM0279,2.0,2013JJ00
GM0279,2.0,2014JJ00
GM0279,2.0,2015JJ00
GM0279,2.0,2016JJ00
GM0279,2.0,2017JJ00
GM0279,2.0,2018JJ00
GM0279,3.0,2019JJ00
GM0279,3.0,2020JJ00
GM0279,3.0,2021JJ00
GM0279,3.0,2022JJ00
GM0279,3.0,2023JJ00
GM0606,19.0,2013JJ00
GM0606,19.0,2014JJ00
GM0606,19.0,2015JJ00
GM0606,19.0,2016JJ00
GM0606,19.0,2017JJ00
GM0606,19.0,2018JJ00
GM0606,20.0,2019JJ00
GM0606,21.0,2020JJ00
GM0606,21.0,2021JJ00
GM0606,21.0,2022JJ00
GM0606,22.0,2023JJ00
GM0088,0.0,2013JJ00
GM0088,0.0,2014JJ00
GM0088,0.0,2015JJ00
GM0088,0.0,2016JJ00
GM0088,0.0,2017JJ00
GM0088,0.0,2018JJ00
GM0088,0.0,2019JJ00
GM0088,0.0,2020JJ00
GM0088,0.0,2021JJ00
GM0088,0.0,2022JJ00
GM0088,0.0,2023JJ00
GM1676,8.0,2013JJ00
GM1676,8.0,2014JJ00
GM1676,8.0,2015JJ00
GM1676,8.0,2016JJ00
GM1676,8.0,2017JJ00
GM1676,8.0,2018JJ00
GM1676,8.0,2019JJ00
GM1676,8.0,2020JJ00
GM1676,8.0,2021JJ00
GM1676,9.0,2022JJ00
GM1676,9.0,2023JJ00
GM0965,3.0,2013JJ00
GM0965,3.0,2014JJ00
GM0965,3.0,2015JJ00
GM0965,3.0,2016JJ00
GM0965,3.0,2017JJ00
GM0965,3.0,2018JJ00
GM0965,3.0,2019JJ00
GM0965,3.0,2020JJ00
GM0965,3.0,2021JJ00
GM0965,3.0,2022JJ00
GM0965,3.0,2023JJ00
GM0845,7.0,2013JJ00
GM0845,7.0,2014JJ00
GM0845,7.0,2015JJ00
GM0845,7.0,2016JJ00
GM0845,7.0,2017JJ00
GM0845,7.0,2018JJ00
GM0845,8.0,2019JJ00
GM0845,8.0,2020JJ00
GM0845,8.0,2021JJ00
GM0845,8.0,2022JJ00
GM0845,8.0,2023JJ00
GM1883,22.0,2013JJ00
GM1883,22.0,2014JJ00
GM1883,22.0,2015JJ00
GM1883,22.0,2016JJ00
GM1883,22.0,2017JJ00
GM1883,22.0,2018JJ00
GM1883,22.0,2019JJ00
GM1883,22.0,2020JJ00
GM1883,22.0,2021JJ00
GM1883,22.0,2022JJ00
GM1883,22.0,2023JJ00
GM0610,6.0,2013JJ00
GM0610,6.0,2014JJ00
GM0610,6.0,2015JJ00
GM0610,6.0,2016JJ00
GM0610,6.0,2017JJ00
GM0610,6.0,2018JJ00
GM0610,6.0,2019JJ00
GM0610,6.0,2020JJ00
GM0610,6.0,2021JJ00
GM0610,7.0,2022JJ00
GM0610,7.0,2023JJ00
GM1714,5.0,2013JJ00
GM1714,5.0,2014JJ00
GM1714,6.0,2015JJ00
GM1714,5.0,2016JJ00
GM1714,5.0,2017JJ00
GM1714,6.0,2018JJ00
GM1714,5.0,2019JJ00
GM1714,5.0,2020JJ00
GM1714,5.0,2021JJ00
GM1714,5.0,2022JJ00
GM1714,5.0,2023JJ00
GM0090,13.0,2013JJ00
GM0090,14.0,2014JJ00
GM0090,13.0,2015JJ00
GM0090,13.0,2016JJ00
GM0090,14.0,2017JJ00
GM0090,14.0,2018JJ00
GM0090,14.0,2019JJ00
GM0090,14.0,2020JJ00
GM0090,14.0,2021JJ00
GM0090,14.0,2022JJ00
GM0090,14.0,2023JJ00
GM0342,11.0,2013JJ00
GM0342,11.0,2014JJ00
GM0342,11.0,2015JJ00
GM0342,11.0,2016JJ00
GM0342,11.0,2017JJ00
GM0342,11.0,2018JJ00
GM0342,12.0,2019JJ00
GM0342,12.0,2020JJ00
GM0342,12.0,2021JJ00
GM0342,12.0,2022JJ00
GM0342,12.0,2023JJ00
GM0847,5.0,2013JJ00
GM0847,5.0,2014JJ00
GM0847,5.0,2015JJ00
GM0847,5.0,2016JJ00
GM0847,5.0,2017JJ00
GM0847,5.0,2018JJ00
GM0847,5.0,2019JJ00
GM0847,5.0,2020JJ00
GM0847,5.0,2021JJ00
GM0847,5.0,2022JJ00
GM0847,5.0,2023JJ00
GM0848,4.0,2013JJ00
GM0848,4.0,2014JJ00
GM0848,4.0,2015JJ00
GM0848,4.0,2016JJ00
GM0848,4.0,2017JJ00
GM0848,4.0,2018JJ00
GM0848,4.0,2019JJ00
GM0848,4.0,2020JJ00
GM0848,4.0,2021JJ00
GM0848,5.0,2022JJ00
GM0848,5.0,2023JJ00
GM0037,8.0,2013JJ00
GM0037,7.0,2014JJ00
GM0037,7.0,2015JJ00
GM0037,7.0,2016JJ00
GM0037,7.0,2017JJ00
GM0037,8.0,2018JJ00
GM0037,8.0,2019JJ00
GM0037,7.0,2020JJ00
GM0037,7.0,2021JJ00
GM0037,8.0,2022JJ00
GM0037,8.0,2023JJ00
GM0180,4.0,2013JJ00
GM0180,4.0,2014JJ00
GM0180,4.0,2015JJ00
GM0180,4.0,2016JJ00
GM0180,4.0,2017JJ00
GM0180,4.0,2018JJ00
GM0180,4.0,2019JJ00
GM0180,4.0,2020JJ00
GM0180,4.0,2021JJ00
GM0180,5.0,2022JJ00
GM0180,5.0,2023JJ00
GM0532,5.0,2013JJ00
GM0532,5.0,2014JJ00
GM0532,5.0,2015JJ00
GM0532,5.0,2016JJ00
GM0532,5.0,2017JJ00
GM0532,6.0,2018JJ00
GM0532,6.0,2019JJ00
GM0532,6.0,2020JJ00
GM0532,6.0,2021JJ00
GM0532,6.0,2022JJ00
GM0532,6.0,2023JJ00
GM0851,6.0,2013JJ00
GM0851,6.0,2014JJ00
GM0851,6.0,2015JJ00
GM0851,6.0,2016JJ00
GM0851,6.0,2017JJ00
GM0851,6.0,2018JJ00
GM0851,7.0,2019JJ00
GM0851,6.0,2020JJ00
GM0851,6.0,2021JJ00
GM0851,6.0,2022JJ00
GM0851,6.0,2023JJ00
GM1708,10.0,2013JJ00
GM1708,10.0,2014JJ00
GM1708,10.0,2015JJ00
GM1708,11.0,2016JJ00
GM1708,11.0,2017JJ00
GM1708,11.0,2018JJ00
GM1708,11.0,2019JJ00
GM1708,11.0,2020JJ00
GM1708,11.0,2021JJ00
GM1708,11.0,2022JJ00
GM1708,12.0,2023JJ00
GM0971,6.0,2013JJ00
GM0971,6.0,2014JJ00
GM0971,6.0,2015JJ00
GM0971,6.0,2016JJ00
GM0971,6.0,2017JJ00
GM0971,6.0,2018JJ00
GM0971,6.0,2019JJ00
GM0971,6.0,2020JJ00
GM0971,6.0,2021JJ00
GM0971,6.0,2022JJ00
GM0971,6.0,2023JJ00
GM1904,17.0,2013JJ00
GM1904,17.0,2014JJ00
GM1904,17.0,2015JJ00
GM1904,17.0,2016JJ00
GM1904,17.0,2017JJ00
GM1904,17.0,2018JJ00
GM1904,17.0,2019JJ00
GM1904,17.0,2020JJ00
GM1904,17.0,2021JJ00
GM1904,17.0,2022JJ00
GM1904,18.0,2023JJ00
GM1900,22.0,2013JJ00
GM1900,22.0,2014JJ00
GM1900,22.0,2015JJ00
GM1900,22.0,2016JJ00
GM1900,22.0,2017JJ00
GM1900,23.0,2018JJ00
GM1900,23.0,2019JJ00
GM1900,22.0,2020JJ00
GM1900,23.0,2021JJ00
GM1900,23.0,2022JJ00
GM1900,23.0,2023JJ00
GM0715,12.0,2013JJ00
GM0715,12.0,2014JJ00
GM0715,13.0,2015JJ00
GM0715,13.0,2016JJ00
GM0715,12.0,2017JJ00
GM0715,13.0,2018JJ00
GM0715,13.0,2019JJ00
GM0715,13.0,2020JJ00
GM0715,13.0,2021JJ00
GM0715,13.0,2022JJ00
GM0715,13.0,2023JJ00
GM0093,1.0,2013JJ00
GM0093,1.0,2014JJ00
GM0093,1.0,2015JJ00
GM0093,1.0,2016JJ00
GM0093,1.0,2017JJ00
GM0093,1.0,2018JJ00
GM0093,1.0,2019JJ00
GM0093,1.0,2020JJ00
GM0093,1.0,2021JJ00
GM0093,1.0,2022JJ00
GM0093,1.0,2023JJ00
GM0448,3.0,2013JJ00
GM0448,3.0,2014JJ00
GM0448,3.0,2015JJ00
GM0448,3.0,2016JJ00
GM0448,4.0,2017JJ00
GM0448,3.0,2018JJ00
GM0448,3.0,2019JJ00
GM0448,3.0,2020JJ00
GM0448,3.0,2021JJ00
GM0448,4.0,2022JJ00
GM0448,4.0,2023JJ00
GM1525,9.0,2013JJ00
GM1525,9.0,2014JJ00
GM1525,9.0,2015JJ00
GM1525,10.0,2016JJ00
GM1525,10.0,2017JJ00
GM1525,10.0,2018JJ00
GM1525,10.0,2019JJ00
GM1525,10.0,2020JJ00
GM1525,10.0,2021JJ00
GM1525,11.0,2022JJ00
GM1525,11.0,2023JJ00
GM0716,6.0,2013JJ00
GM0716,6.0,2014JJ00
GM0716,6.0,2015JJ00
GM0716,6.0,2016JJ00
GM0716,6.0,2017JJ00
GM0716,6.0,2018JJ00
GM0716,6.0,2019JJ00
GM0716,6.0,2020JJ00
GM0716,7.0,2021JJ00
GM0716,7.0,2022JJ00
GM0716,7.0,2023JJ00
GM0281,11.0,2013JJ00
GM0281,10.0,2014JJ00
GM0281,10.0,2015JJ00
GM0281,10.0,2016JJ00
GM0281,11.0,2017JJ00
GM0281,11.0,2018JJ00
GM0281,11.0,2019JJ00
GM0281,11.0,2020JJ00
GM0281,11.0,2021JJ00
GM0281,11.0,2022JJ00
GM0281,11.0,2023JJ00
GM0855,57.0,2013JJ00
GM0855,56.0,2014JJ00
GM0855,56.0,2015JJ00
GM0855,57.0,2016JJ00
GM0855,58.0,2017JJ00
GM0855,57.0,2018JJ00
GM0855,60.0,2019JJ00
GM0855,62.0,2020JJ00
GM0855,60.0,2021JJ00
GM0855,62.0,2022JJ00
GM0855,63.0,2023JJ00
GM0183,5.0,2013JJ00
GM0183,5.0,2014JJ00
GM0183,5.0,2015JJ00
GM0183,5.0,2016JJ00
GM0183,5.0,2017JJ00
GM0183,6.0,2018JJ00
GM0183,6.0,2019JJ00
GM0183,6.0,2020JJ00
GM0183,6.0,2021JJ00
GM0183,6.0,2022JJ00
GM0183,6.0,2023JJ00
GM1700,8.0,2013JJ00
GM1700,8.0,2014JJ00
GM1700,8.0,2015JJ00
GM1700,8.0,2016JJ00
GM1700,8.0,2017JJ00
GM1700,8.0,2018JJ00
GM1700,8.0,2019JJ00
GM1700,8.0,2020JJ00
GM1700,8.0,2021JJ00
GM1700,9.0,2022JJ00
GM1700,9.0,2023JJ00
GM1730,8.0,2013JJ00
GM1730,8.0,2014JJ00
GM1730,8.0,2015JJ00
GM1730,8.0,2016JJ00
GM1730,8.0,2017JJ00
GM1730,8.0,2018JJ00
GM1730,8.0,2019JJ00
GM1730,8.0,2020JJ00
GM1730,8.0,2021JJ00
GM1730,8.0,2022JJ00
GM1730,9.0,2023JJ00
GM0737,8.0,2013JJ00
GM0737,7.0,2014JJ00
GM0737,8.0,2015JJ00
GM0737,8.0,2016JJ00
GM0737,8.0,2017JJ00
GM0737,8.0,2018JJ00
GM0737,8.0,2019JJ00
GM0737,8.0,2020JJ00
GM0737,8.0,2021JJ00
GM0737,8.0,2022JJ00
GM0737,8.0,2023JJ00
GM0450,4.0,2013JJ00
GM0450,4.0,2014JJ00
GM0450,4.0,2015JJ00
GM0450,4.0,2016JJ00
GM0450,4.0,2017JJ00
GM0450,4.0,2018JJ00
GM0450,4.0,2019JJ00
GM0450,4.0,2020JJ00
GM0450,4.0,2021JJ00
GM0450,4.0,2022JJ00
GM0450,4.0,2023JJ00
GM0451,8.0,2013JJ00
GM0451,7.0,2014JJ00
GM0451,8.0,2015JJ00
GM0451,8.0,2016JJ00
GM0451,8.0,2017JJ00
GM0451,8.0,2018JJ00
GM0451,8.0,2019JJ00
GM0451,8.0,2020JJ00
GM0451,8.0,2021JJ00
GM0451,9.0,2022JJ00
GM0451,9.0,2023JJ00
GM0184,5.0,2013JJ00
GM0184,5.0,2014JJ00
GM0184,5.0,2015JJ00
GM0184,5.0,2016JJ00
GM0184,5.0,2017JJ00
GM0184,5.0,2018JJ00
GM0184,5.0,2019JJ00
GM0184,5.0,2020JJ00
GM0184,5.0,2021JJ00
GM0184,6.0,2022JJ00
GM0184,6.0,2023JJ00
GM0344,96.0,2013JJ00
GM0344,96.0,2014JJ00
GM0344,100.0,2015JJ00
GM0344,100.0,2016JJ00
GM0344,100.0,2017JJ00
GM0344,102.0,2018JJ00
GM0344,105.0,2019JJ00
GM0344,106.0,2020JJ00
GM0344,109.0,2021JJ00
GM0344,112.0,2022JJ00
GM0344,114.0,2023JJ00
GM1581,11.0,2013JJ00
GM1581,11.0,2014JJ00
GM1581,12.0,2015JJ00
GM1581,11.0,2016JJ00
GM1581,12.0,2017JJ00
GM1581,12.0,2018JJ00
GM1581,12.0,2019JJ00
GM1581,12.0,2020JJ00
GM1581,12.0,2021JJ00
GM1581,12.0,2022JJ00
GM1581,13.0,2023JJ00
GM0981,2.0,2013JJ00
GM0981,2.0,2014JJ00
GM0981,2.0,2015JJ00
GM0981,2.0,2016JJ00
GM0981,2.0,2017JJ00
GM0981,2.0,2018JJ00
GM0981,2.0,2019JJ00
GM0981,2.0,2020JJ00
GM0981,2.0,2021JJ00
GM0981,2.0,2022JJ00
GM0981,2.0,2023JJ00
GM0994,4.0,2013JJ00
GM0994,4.0,2014JJ00
GM0994,4.0,2015JJ00
GM0994,4.0,2016JJ00
GM0994,4.0,2017JJ00
GM0994,4.0,2018JJ00
GM0994,4.0,2019JJ00
GM0994,4.0,2020JJ00
GM0994,4.0,2021JJ00
GM0994,4.0,2022JJ00
GM0994,4.0,2023JJ00
GM0858,8.0,2013JJ00
GM0858,8.0,2014JJ00
GM0858,8.0,2015JJ00
GM0858,8.0,2016JJ00
GM0858,8.0,2017JJ00
GM0858,8.0,2018JJ00
GM0858,8.0,2019JJ00
GM0858,8.0,2020JJ00
GM0858,8.0,2021JJ00
GM0858,8.0,2022JJ00
GM0858,8.0,2023JJ00
GM0047,7.0,2013JJ00
GM0047,6.0,2014JJ00
GM0047,6.0,2015JJ00
GM0047,6.0,2016JJ00
GM0047,6.0,2017JJ00
GM0047,7.0,2018JJ00
GM0047,7.0,2019JJ00
GM0047,7.0,2020JJ00
GM0047,7.0,2021JJ00
GM0047,7.0,2022JJ00
GM0047,7.0,2023JJ00
GM0345,16.0,2013JJ00
GM0345,16.0,2014JJ00
GM0345,16.0,2015JJ00
GM0345,16.0,2016JJ00
GM0345,16.0,2017JJ00
GM0345,17.0,2018JJ00
GM0345,17.0,2019JJ00
GM0345,17.0,2020JJ00
GM0345,18.0,2021JJ00
GM0345,18.0,2022JJ00
GM0345,18.0,2023JJ00
GM0717,5.0,2013JJ00
GM0717,5.0,2014JJ00
GM0717,5.0,2015JJ00
GM0717,5.0,2016JJ00
GM0717,5.0,2017JJ00
GM0717,5.0,2018JJ00
GM0717,5.0,2019JJ00
GM0717,5.0,2020JJ00
GM0717,5.0,2021JJ00
GM0717,5.0,2022JJ00
GM0717,5.0,2023JJ00
GM0861,11.0,2013JJ00
GM0861,11.0,2014JJ00
GM0861,11.0,2015JJ00
GM0861,11.0,2016JJ00
GM0861,12.0,2017JJ00
GM0861,12.0,2018JJ00
GM0861,12.0,2019JJ00
GM0861,12.0,2020JJ00
GM0861,12.0,2021JJ00
GM0861,12.0,2022JJ00
GM0861,12.0,2023JJ00
GM0453,17.0,2013JJ00
GM0453,17.0,2014JJ00
GM0453,17.0,2015JJ00
GM0453,17.0,2016JJ00
GM0453,18.0,2017JJ00
GM0453,18.0,2018JJ00
GM0453,18.0,2019JJ00
GM0453,18.0,2020JJ00
GM0453,18.0,2021JJ00
GM0453,18.0,2022JJ00
GM0453,18.0,2023JJ00
GM0983,25.0,2013JJ00
GM0983,24.0,2014JJ00
GM0983,25.0,2015JJ00
GM0983,25.0,2016JJ00
GM0983,25.0,2017JJ00
GM0983,25.0,2018JJ00
GM0983,26.0,2019JJ00
GM0983,26.0,2020JJ00
GM0983,25.0,2021JJ00
GM0983,26.0,2022JJ00
GM0983,27.0,2023JJ00
GM0984,11.0,2013JJ00
GM0984,11.0,2014JJ00
GM0984,11.0,2015JJ00
GM0984,11.0,2016JJ00
GM0984,11.0,2017JJ00
GM0984,11.0,2018JJ00
GM0984,11.0,2019JJ00
GM0984,11.0,2020JJ00
GM0984,11.0,2021JJ00
GM0984,11.0,2022JJ00
GM0984,12.0,2023JJ00
GM1961,14.0,2013JJ00
GM1961,13.0,2014JJ00
GM1961,13.0,2015JJ00
GM1961,14.0,2016JJ00
GM1961,14.0,2017JJ00
GM1961,14.0,2018JJ00
GM1961,15.0,2019JJ00
GM1961,15.0,2020JJ00
GM1961,15.0,2021JJ00
GM1961,15.0,2022JJ00
GM1961,16.0,2023JJ00
GM0622,18.0,2013JJ00
GM0622,18.0,2014JJ00
GM0622,18.0,2015JJ00
GM0622,18.0,2016JJ00
GM0622,17.0,2017JJ00
GM0622,18.0,2018JJ00
GM0622,18.0,2019JJ00
GM0622,18.0,2020JJ00
GM0622,19.0,2021JJ00
GM0622,19.0,2022JJ00
GM0622,20.0,2023JJ00
GM0096,0.0,2013JJ00
GM0096,0.0,2014JJ00
GM0096,0.0,2015JJ00
GM0096,0.0,2016JJ00
GM0096,0.0,2017JJ00
GM0096,0.0,2018JJ00
GM0096,0.0,2019JJ00
GM0096,0.0,2020JJ00
GM0096,0.0,2021JJ00
GM0096,0.0,2022JJ00
GM0096,0.0,2023JJ00
GM0718,11.0,2013JJ00
GM0718,11.0,2014JJ00
GM0718,11.0,2015JJ00
GM0718,11.0,2016JJ00
GM0718,10.0,2017JJ00
GM0718,11.0,2018JJ00
GM0718,11.0,2019JJ00
GM0718,11.0,2020JJ00
GM0718,11.0,2021JJ00
GM0718,11.0,2022JJ00
GM0718,11.0,2023JJ00
GM0986,3.0,2013JJ00
GM0986,3.0,2014JJ00
GM0986,3.0,2015JJ00
GM0986,3.0,2016JJ00
GM0986,3.0,2017JJ00
GM0986,3.0,2018JJ00
GM0986,3.0,2019JJ00
GM0986,3.0,2020JJ00
GM0986,3.0,2021JJ00
GM0986,3.0,2022JJ00
GM0986,3.0,2023JJ00
GM1992,18.0,2013JJ00
GM1992,17.0,2014JJ00
GM1992,17.0,2015JJ00
GM1992,17.0,2016JJ00
GM1992,18.0,2017JJ00
GM1992,18.0,2018JJ00
GM1992,18.0,2019JJ00
GM1992,19.0,2020JJ00
GM1992,19.0,2021JJ00
GM1992,19.0,2022JJ00
GM1992,19.0,2023JJ00
GM0626,6.0,2013JJ00
GM0626,6.0,2014JJ00
GM0626,6.0,2015JJ00
GM0626,6.0,2016JJ00
GM0626,7.0,2017JJ00
GM0626,6.0,2018JJ00
GM0626,6.0,2019JJ00
GM0626,7.0,2020JJ00
GM0626,7.0,2021JJ00
GM0626,7.0,2022JJ00
GM0626,7.0,2023JJ00
GM0285,6.0,2013JJ00
GM0285,6.0,2014JJ00
GM0285,6.0,2015JJ00
GM0285,6.0,2016JJ00
GM0285,6.0,2017JJ00
GM0285,6.0,2018JJ00
GM0285,6.0,2019JJ00
GM0285,6.0,2020JJ00
GM0285,6.0,2021JJ00
GM0285,6.0,2022JJ00
GM0285,6.0,2023JJ00
GM0865,8.0,2013JJ00
GM0865,8.0,2014JJ00
GM0865,8.0,2015JJ00
GM0865,8.0,2016JJ00
GM0865,8.0,2017JJ00
GM0865,8.0,2018JJ00
GM0865,8.0,2019JJ00
GM0865,8.0,2020JJ00
GM0865,8.0,2021JJ00
GM0865,8.0,2022JJ00
GM0865,8.0,2023JJ00
GM1949,11.0,2013JJ00
GM1949,11.0,2014JJ00
GM1949,11.0,2015JJ00
GM1949,11.0,2016JJ00
GM1949,11.0,2017JJ00
GM1949,11.0,2018JJ00
GM1949,11.0,2019JJ00
GM1949,11.0,2020JJ00
GM1949,12.0,2021JJ00
GM1949,12.0,2022JJ00
GM1949,12.0,2023JJ00
GM0866,4.0,2013JJ00
GM0866,4.0,2014JJ00
GM0866,4.0,2015JJ00
GM0866,4.0,2016JJ00
GM0866,4.0,2017JJ00
GM0866,4.0,2018JJ00
GM0866,4.0,2019JJ00
GM0866,4.0,2020JJ00
GM0866,4.0,2021JJ00
GM0866,4.0,2022JJ00
GM0866,5.0,2023JJ00
GM0867,12.0,2013JJ00
GM0867,12.0,2014JJ00
GM0867,12.0,2015JJ00
GM0867,12.0,2016JJ00
GM0867,12.0,2017JJ00
GM0867,12.0,2018JJ00
GM0867,13.0,2019JJ00
GM0867,13.0,2020JJ00
GM0867,13.0,2021JJ00
GM0867,13.0,2022JJ00
GM0867,13.0,2023JJ00
GM0627,6.0,2013JJ00
GM0627,6.0,2014JJ00
GM0627,6.0,2015JJ00
GM0627,7.0,2016JJ00
GM0627,7.0,2017JJ00
GM0627,7.0,2018JJ00
GM0627,7.0,2019JJ00
GM0627,8.0,2020JJ00
GM0627,8.0,2021JJ00
GM0627,8.0,2022JJ00
GM0627,9.0,2023JJ00
GM0289,11.0,2013JJ00
GM0289,10.0,2014JJ00
GM0289,10.0,2015JJ00
GM0289,10.0,2016JJ00
GM0289,11.0,2017JJ00
GM0289,11.0,2018JJ00
GM0289,11.0,2019JJ00
GM0289,11.0,2020JJ00
GM0289,11.0,2021JJ00
GM0289,12.0,2022JJ00
GM0289,12.0,2023JJ00
GM0629,6.0,2013JJ00
GM0629,6.0,2014JJ00
GM0629,6.0,2015JJ00
GM0629,6.0,2016JJ00
GM0629,6.0,2017JJ00
GM0629,6.0,2018JJ00
GM0629,6.0,2019JJ00
GM0629,6.0,2020JJ00
GM0629,6.0,2021JJ00
GM0629,6.0,2022JJ00
GM0629,7.0,2023JJ00
GM0852,4.0,2013JJ00
GM0852,4.0,2014JJ00
GM0852,4.0,2015JJ00
GM0852,4.0,2016JJ00
GM0852,4.0,2017JJ00
GM0852,4.0,2018JJ00
GM0852,4.0,2019JJ00
GM0852,4.0,2020JJ00
GM0852,4.0,2021JJ00
GM0852,4.0,2022JJ00
GM0852,5.0,2023JJ00
GM0988,12.0,2013JJ00
GM0988,12.0,2014JJ00
GM0988,12.0,2015JJ00
GM0988,12.0,2016JJ00
GM0988,12.0,2017JJ00
GM0988,12.0,2018JJ00
GM0988,12.0,2019JJ00
GM0988,13.0,2020JJ00
GM0988,12.0,2021JJ00
GM0988,13.0,2022JJ00
GM0988,13.0,2023JJ00
GM1960,12.0,2013JJ00
GM1960,12.0,2014JJ00
GM1960,12.0,2015JJ00
GM1960,13.0,2016JJ00
GM1960,13.0,2017JJ00
GM1960,13.0,2018JJ00
GM1960,13.0,2019JJ00
GM1960,14.0,2020JJ00
GM1960,13.0,2021JJ00
GM1960,14.0,2022JJ00
GM1960,14.0,2023JJ00
GM0668,5.0,2013JJ00
GM0668,5.0,2014JJ00
GM0668,5.0,2015JJ00
GM0668,5.0,2016JJ00
GM0668,5.0,2017JJ00
GM0668,5.0,2018JJ00
GM0668,5.0,2019JJ00
GM0668,5.0,2020JJ00
GM0668,5.0,2021JJ00
GM0668,5.0,2022JJ00
GM0668,5.0,2023JJ00
GM1969,15.0,2013JJ00
GM1969,15.0,2014JJ00
GM1969,15.0,2015JJ00
GM1969,15.0,2016JJ00
GM1969,16.0,2017JJ00
GM1969,16.0,2018JJ00
GM1969,16.0,2019JJ00
GM1969,16.0,2020JJ00
GM1969,16.0,2021JJ00
GM1969,17.0,2022JJ00
GM1969,17.0,2023JJ00
GM1701,4.0,2013JJ00
GM1701,4.0,2014JJ00
GM1701,4.0,2015JJ00
GM1701,4.0,2016JJ00
GM1701,4.0,2017JJ00
GM1701,5.0,2018JJ00
GM1701,5.0,2019JJ00
GM1701,5.0,2020JJ00
GM1701,5.0,2021JJ00
GM1701,5.0,2022JJ00
GM1701,5.0,2023JJ00
GM0293,4.0,2013JJ00
GM0293,4.0,2014JJ00
GM0293,4.0,2015JJ00
GM0293,4.0,2016JJ00
GM0293,4.0,2017JJ00
GM0293,4.0,2018JJ00
GM0293,4.0,2019JJ00
GM0293,4.0,2020JJ00
GM0293,4.0,2021JJ00
GM0293,4.0,2022JJ00
GM0293,4.0,2023JJ00
GM1950,6.0,2013JJ00
GM1950,6.0,2014JJ00
GM1950,6.0,2015JJ00
GM1950,6.0,2016JJ00
GM1950,6.0,2017JJ00
GM1950,6.0,2018JJ00
GM1950,6.0,2019JJ00
GM1950,6.0,2020JJ00
GM1950,6.0,2021JJ00
GM1950,6.0,2022JJ00
GM1950,6.0,2023JJ00
GM1783,27.0,2013JJ00
GM1783,27.0,2014JJ00
GM1783,28.0,2015JJ00
GM1783,28.0,2016JJ00
GM1783,29.0,2017JJ00
GM1783,29.0,2018JJ00
