RegioS,k_40Tot45Jaar_14,Perioden
GM0273,6.0,2017JJ00
GM0273,10.0,2018JJ00
GM0273,8.0,2019JJ00
GM0273,12.0,2020JJ00
GM0273,8.0,2021JJ00
GM0273,9.0,2022JJ00
GM0273,9.0,2023JJ00
GM0177,1.0,1988JJ00
GM0177,1.0,1989JJ00
GM0177,1.0,1990JJ00
GM0177,1.0,1991JJ00
GM0177,1.0,1992JJ00
GM0177,2.0,1993JJ00
GM0177,3.0,1994JJ00
GM0177,1.0,1995JJ00
GM0177,5.0,1996JJ00
GM0177,3.0,1997JJ00
GM0177,3.0,1998JJ00
GM0177,3.0,1999JJ00
GM0177,8.0,2000JJ00
GM0177,7.0,2001JJ00
GM0177,6.0,2002JJ00
GM0177,13.0,2003JJ00
GM0177,12.0,2004JJ00
GM0177,9.0,2005JJ00
GM0177,10.0,2006JJ00
GM0177,7.0,2007JJ00
GM0177,15.0,2008JJ00
GM0177,6.0,2009JJ00
GM0177,10.0,2010JJ00
GM0177,14.0,2011JJ00
GM0177,10.0,2012JJ00
GM0177,14.0,2013JJ00
GM0177,11.0,2014JJ00
GM0177,5.0,2015JJ00
GM0177,7.0,2016JJ00
GM0177,8.0,2017JJ00
GM0177,6.0,2018JJ00
GM0177,3.0,2019JJ00
GM0177,5.0,2020JJ00
GM0177,10.0,2021JJ00
GM0177,10.0,2022JJ00
GM0177,13.0,2023JJ00
GM0834,0.0,1988JJ00
GM0834,0.0,1989JJ00
GM0834,1.0,1990JJ00
GM0834,1.0,1991JJ00
GM0834,2.0,1992JJ00
GM0834,5.0,1993JJ00
GM0834,1.0,1994JJ00
GM0834,2.0,1995JJ00
GM0834,2.0,1996JJ00
GM0834,,1997JJ00
GM0834,,1998JJ00
GM0834,,1999JJ00
GM0834,,2000JJ00
GM0834,,2001JJ00
GM0834,,2002JJ00
GM0834,,2003JJ00
GM0834,,2004JJ00
GM0834,,2005JJ00
GM0834,,2006JJ00
GM0834,,2007JJ00
GM0834,,2008JJ00
GM0834,,2009JJ00
GM0834,,2010JJ00
GM0834,,2011JJ00
GM0834,,2012JJ00
GM0834,,2013JJ00
GM0834,,2014JJ00
GM0834,,2015JJ00
GM0834,,2016JJ00
GM0834,,2017JJ00
GM0834,,2018JJ00
GM0834,,2019JJ00
GM0834,,2020JJ00
GM0834,,2021JJ00
GM0834,,2022JJ00
GM0834,,2023JJ00
GM0835,3.0,1988JJ00
GM0835,1.0,1989JJ00
GM0835,3.0,1990JJ00
GM0835,2.0,1991JJ00
GM0835,1.0,1992JJ00
GM0835,0.0,1993JJ00
GM0835,1.0,1994JJ00
GM0835,3.0,1995JJ00
GM0835,6.0,1996JJ00
GM0835,3.0,1997JJ00
GM0835,4.0,1998JJ00
GM0835,2.0,1999JJ00
GM0835,0.0,2000JJ00
GM0835,4.0,2001JJ00
GM0835,6.0,2002JJ00
GM0835,,2003JJ00
GM0835,,2004JJ00
GM0835,,2005JJ00
GM0835,,2006JJ00
GM0835,,2007JJ00
GM0835,,2008JJ00
GM0835,,2009JJ00
GM0835,,2010JJ00
GM0835,,2011JJ00
GM0835,,2012JJ00
GM0835,,2013JJ00
GM0835,,2014JJ00
GM0835,,2015JJ00
GM0835,,2016JJ00
GM0835,,2017JJ00
GM0835,,2018JJ00
GM0835,,2019JJ00
GM0835,,2020JJ00
GM0835,,2021JJ00
GM0835,,2022JJ00
GM0835,,2023JJ00
GM0595,1.0,1988JJ00
GM0595,3.0,1989JJ00
GM0595,1.0,1990JJ00
GM0595,4.0,1991JJ00
GM0595,4.0,1992JJ00
GM0595,3.0,1993JJ00
GM0595,5.0,1994JJ00
GM0595,5.0,1995JJ00
GM0595,2.0,1996JJ00
GM0595,5.0,1997JJ00
GM0595,6.0,1998JJ00
GM0595,2.0,1999JJ00
GM0595,3.0,2000JJ00
GM0595,6.0,2001JJ00
GM0595,4.0,2002JJ00
GM0595,10.0,2003JJ00
GM0595,5.0,2004JJ00
GM0595,3.0,2005JJ00
GM0595,4.0,2006JJ00
GM0595,4.0,2007JJ00
GM0595,4.0,2008JJ00
GM0595,6.0,2009JJ00
GM0595,5.0,2010JJ00
GM0595,,2011JJ00
GM0595,,2012JJ00
GM0595,,2013JJ00
GM0595,,2014JJ00
GM0595,,2015JJ00
GM0595,,2016JJ00
GM0595,,2017JJ00
GM0595,,2018JJ00
GM0595,,2019JJ00
GM0595,,2020JJ00
GM0595,,2021JJ00
GM0595,,2022JJ00
GM0595,,2023JJ00
GM1661,,1988JJ00
GM1661,,1989JJ00
GM1661,,1990JJ00
GM1661,,1991JJ00
GM1661,0.0,1992JJ00
GM1661,1.0,1993JJ00
GM1661,1.0,1994JJ00
GM1661,1.0,1995JJ00
GM1661,2.0,1996JJ00
GM1661,1.0,1997JJ00
GM1661,0.0,1998JJ00
GM1661,1.0,1999JJ00
GM1661,0.0,2000JJ00
GM1661,1.0,2001JJ00
GM1661,1.0,2002JJ00
GM1661,2.0,2003JJ00
GM1661,0.0,2004JJ00
GM1661,1.0,2005JJ00
GM1661,0.0,2006JJ00
GM1661,4.0,2007JJ00
GM1661,2.0,2008JJ00
GM1661,4.0,2009JJ00
GM1661,,2010JJ00
GM1661,,2011JJ00
GM1661,,2012JJ00
GM1661,,2013JJ00
GM1661,,2014JJ00
GM1661,,2015JJ00
GM1661,,2016JJ00
GM1661,,2017JJ00
GM1661,,2018JJ00
GM1661,,2019JJ00
GM1661,,2020JJ00
GM1661,,2021JJ00
GM1661,,2022JJ00
GM1661,,2023JJ00
GM0703,5.0,1988JJ00
GM0703,6.0,1989JJ00
GM0703,3.0,1990JJ00
GM0703,7.0,1991JJ00
GM0703,7.0,1992JJ00
GM0703,5.0,1993JJ00
GM0703,10.0,1994JJ00
GM0703,2.0,1995JJ00
GM0703,7.0,1996JJ00
GM0703,5.0,1997JJ00
GM0703,8.0,1998JJ00
GM0703,11.0,1999JJ00
GM0703,9.0,2000JJ00
GM0703,5.0,2001JJ00
GM0703,8.0,2002JJ00
GM0703,12.0,2003JJ00
GM0703,8.0,2004JJ00
GM0703,7.0,2005JJ00
GM0703,10.0,2006JJ00
GM0703,10.0,2007JJ00
GM0703,11.0,2008JJ00
GM0703,13.0,2009JJ00
GM0703,13.0,2010JJ00
GM0703,7.0,2011JJ00
GM0703,12.0,2012JJ00
GM0703,6.0,2013JJ00
GM0703,10.0,2014JJ00
GM0703,4.0,2015JJ00
GM0703,14.0,2016JJ00
GM0703,10.0,2017JJ00
GM0703,8.0,2018JJ00
GM0703,8.0,2019JJ00
GM0703,9.0,2020JJ00
GM0703,10.0,2021JJ00
GM0703,7.0,2022JJ00
GM0703,1.0,2023JJ00
GM0274,3.0,1988JJ00
GM0274,5.0,1989JJ00
GM0274,4.0,1990JJ00
GM0274,5.0,1991JJ00
GM0274,4.0,1992JJ00
GM0274,7.0,1993JJ00
GM0274,10.0,1994JJ00
GM0274,14.0,1995JJ00
GM0274,11.0,1996JJ00
GM0274,3.0,1997JJ00
GM0274,8.0,1998JJ00
GM0274,12.0,1999JJ00
GM0274,15.0,2000JJ00
GM0274,14.0,2001JJ00
GM0274,10.0,2002JJ00
GM0274,7.0,2003JJ00
GM0274,11.0,2004JJ00
GM0274,22.0,2005JJ00
GM0274,13.0,2006JJ00
GM0274,13.0,2007JJ00
GM0274,16.0,2008JJ00
GM0274,9.0,2009JJ00
GM0274,23.0,2010JJ00
GM0274,17.0,2011JJ00
GM0274,19.0,2012JJ00
GM0274,22.0,2013JJ00
GM0274,19.0,2014JJ00
GM0274,10.0,2015JJ00
GM0274,14.0,2016JJ00
GM0274,18.0,2017JJ00
GM0274,11.0,2018JJ00
GM0274,14.0,2019JJ00
GM0274,18.0,2020JJ00
GM0274,12.0,2021JJ00
GM0274,13.0,2022JJ00
GM0274,11.0,2023JJ00
GM0339,3.0,1988JJ00
GM0339,1.0,1989JJ00
GM0339,0.0,1990JJ00
GM0339,3.0,1991JJ00
GM0339,1.0,1992JJ00
GM0339,3.0,1993JJ00
GM0339,0.0,1994JJ00
GM0339,0.0,1995JJ00
GM0339,0.0,1996JJ00
GM0339,1.0,1997JJ00
GM0339,3.0,1998JJ00
GM0339,3.0,1999JJ00
GM0339,1.0,2000JJ00
GM0339,4.0,2001JJ00
GM0339,5.0,2002JJ00
GM0339,3.0,2003JJ00
GM0339,2.0,2004JJ00
GM0339,1.0,2005JJ00
GM0339,3.0,2006JJ00
GM0339,1.0,2007JJ00
GM0339,0.0,2008JJ00
GM0339,1.0,2009JJ00
GM0339,0.0,2010JJ00
GM0339,2.0,2011JJ00
GM0339,2.0,2012JJ00
GM0339,3.0,2013JJ00
GM0339,3.0,2014JJ00
GM0339,1.0,2015JJ00
GM0339,5.0,2016JJ00
GM0339,4.0,2017JJ00
GM0339,3.0,2018JJ00
GM0339,2.0,2019JJ00
GM0339,3.0,2020JJ00
GM0339,5.0,2021JJ00
GM0339,1.0,2022JJ00
GM0339,2.0,2023JJ00
GM0836,0.0,1988JJ00
GM0836,1.0,1989JJ00
GM0836,0.0,1990JJ00
GM0836,0.0,1991JJ00
GM0836,1.0,1992JJ00
GM0836,0.0,1993JJ00
GM0836,0.0,1994JJ00
GM0836,0.0,1995JJ00
GM0836,0.0,1996JJ00
GM0836,,1997JJ00
GM0836,,1998JJ00
GM0836,,1999JJ00
GM0836,,2000JJ00
GM0836,,2001JJ00
GM0836,,2002JJ00
GM0836,,2003JJ00
GM0836,,2004JJ00
GM0836,,2005JJ00
GM0836,,2006JJ00
GM0836,,2007JJ00
GM0836,,2008JJ00
GM0836,,2009JJ00
GM0836,,2010JJ00
GM0836,,2011JJ00
GM0836,,2012JJ00
GM0836,,2013JJ00
GM0836,,2014JJ00
GM0836,,2015JJ00
GM0836,,2016JJ00
GM0836,,2017JJ00
GM0836,,2018JJ00
GM0836,,2019JJ00
GM0836,,2020JJ00
GM0836,,2021JJ00
GM0836,,2022JJ00
GM0836,,2023JJ00
GM1667,,1988JJ00
GM1667,,1989JJ00
GM1667,,1990JJ00
GM1667,,1991JJ00
GM1667,,1992JJ00
GM1667,,1993JJ00
GM1667,,1994JJ00
GM1667,,1995JJ00
GM1667,,1996JJ00
GM1667,3.0,1997JJ00
GM1667,1.0,1998JJ00
GM1667,2.0,1999JJ00
GM1667,2.0,2000JJ00
GM1667,1.0,2001JJ00
GM1667,1.0,2002JJ00
GM1667,1.0,2003JJ00
GM1667,1.0,2004JJ00
GM1667,0.0,2005JJ00
GM1667,0.0,2006JJ00
GM1667,1.0,2007JJ00
GM1667,1.0,2008JJ00
GM1667,2.0,2009JJ00
GM1667,3.0,2010JJ00
GM1667,4.0,2011JJ00
GM1667,2.0,2012JJ00
GM1667,3.0,2013JJ00
GM1667,3.0,2014JJ00
GM1667,3.0,2015JJ00
GM1667,5.0,2016JJ00
GM1667,1.0,2017JJ00
GM1667,2.0,2018JJ00
GM1667,0.0,2019JJ00
GM1667,3.0,2020JJ00
GM1667,2.0,2021JJ00
GM1667,2.0,2022JJ00
GM1667,4.0,2023JJ00
GM0275,2.0,1988JJ00
GM0275,8.0,1989JJ00
GM0275,4.0,1990JJ00
GM0275,6.0,1991JJ00
GM0275,6.0,1992JJ00
GM0275,9.0,1993JJ00
GM0275,11.0,1994JJ00
GM0275,8.0,1995JJ00
GM0275,5.0,1996JJ00
GM0275,15.0,1997JJ00
GM0275,17.0,1998JJ00
GM0275,11.0,1999JJ00
GM0275,15.0,2000JJ00
GM0275,16.0,2001JJ00
GM0275,16.0,2002JJ00
GM0275,11.0,2003JJ00
GM0275,17.0,2004JJ00
GM0275,20.0,2005JJ00
GM0275,11.0,2006JJ00
GM0275,10.0,2007JJ00
GM0275,21.0,2008JJ00
GM0275,9.0,2009JJ00
GM0275,15.0,2010JJ00
GM0275,18.0,2011JJ00
GM0275,13.0,2012JJ00
GM0275,11.0,2013JJ00
GM0275,12.0,2014JJ00
GM0275,20.0,2015JJ00
GM0275,14.0,2016JJ00
GM0275,19.0,2017JJ00
GM0275,15.0,2018JJ00
GM0275,16.0,2019JJ00
GM0275,19.0,2020JJ00
GM0275,12.0,2021JJ00
GM0275,20.0,2022JJ00
GM0275,15.0,2023JJ00
GM0340,2.0,1988JJ00
GM0340,4.0,1989JJ00
GM0340,0.0,1990JJ00
GM0340,9.0,1991JJ00
GM0340,4.0,1992JJ00
GM0340,1.0,1993JJ00
GM0340,4.0,1994JJ00
GM0340,9.0,1995JJ00
GM0340,5.0,1996JJ00
GM0340,9.0,1997JJ00
GM0340,5.0,1998JJ00
GM0340,8.0,1999JJ00
GM0340,7.0,2000JJ00
GM0340,9.0,2001JJ00
GM0340,3.0,2002JJ00
GM0340,12.0,2003JJ00
GM0340,12.0,2004JJ00
GM0340,10.0,2005JJ00
GM0340,12.0,2006JJ00
GM0340,11.0,2007JJ00
GM0340,14.0,2008JJ00
GM0340,12.0,2009JJ00
GM0340,14.0,2010JJ00
GM0340,7.0,2011JJ00
GM0340,10.0,2012JJ00
GM0340,10.0,2013JJ00
GM0340,11.0,2014JJ00
GM0340,6.0,2015JJ00
GM0340,5.0,2016JJ00
GM0340,15.0,2017JJ00
GM0340,11.0,2018JJ00
GM0340,10.0,2019JJ00
GM0340,3.0,2020JJ00
GM0340,14.0,2021JJ00
GM0340,10.0,2022JJ00
GM0340,11.0,2023JJ00
GM0597,7.0,1988JJ00
GM0597,4.0,1989JJ00
GM0597,10.0,1990JJ00
GM0597,6.0,1991JJ00
GM0597,7.0,1992JJ00
GM0597,3.0,1993JJ00
GM0597,11.0,1994JJ00
GM0597,6.0,1995JJ00
GM0597,8.0,1996JJ00
GM0597,13.0,1997JJ00
GM0597,8.0,1998JJ00
GM0597,9.0,1999JJ00
GM0597,10.0,2000JJ00
GM0597,11.0,2001JJ00
GM0597,16.0,2002JJ00
GM0597,15.0,2003JJ00
GM0597,16.0,2004JJ00
GM0597,12.0,2005JJ00
GM0597,17.0,2006JJ00
GM0597,15.0,2007JJ00
GM0597,12.0,2008JJ00
GM0597,13.0,2009JJ00
GM0597,24.0,2010JJ00
GM0597,17.0,2011JJ00
GM0597,15.0,2012JJ00
GM0597,17.0,2013JJ00
GM0597,10.0,2014JJ00
GM0597,10.0,2015JJ00
GM0597,14.0,2016JJ00
GM0597,14.0,2017JJ00
GM0597,10.0,2018JJ00
GM0597,22.0,2019JJ00
GM0597,13.0,2020JJ00
GM0597,16.0,2021JJ00
GM0597,23.0,2022JJ00
GM0597,18.0,2023JJ00
GM0837,1.0,1988JJ00
GM0837,0.0,1989JJ00
GM0837,0.0,1990JJ00
GM0837,1.0,1991JJ00
GM0837,0.0,1992JJ00
GM0837,0.0,1993JJ00
GM0837,0.0,1994JJ00
GM0837,0.0,1995JJ00
GM0837,0.0,1996JJ00
GM0837,,1997JJ00
GM0837,,1998JJ00
GM0837,,1999JJ00
GM0837,,2000JJ00
GM0837,,2001JJ00
GM0837,,2002JJ00
GM0837,,2003JJ00
GM0837,,2004JJ00
GM0837,,2005JJ00
GM0837,,2006JJ00
GM0837,,2007JJ00
GM0837,,2008JJ00
GM0837,,2009JJ00
GM0837,,2010JJ00
GM0837,,2011JJ00
GM0837,,2012JJ00
GM0837,,2013JJ00
GM0837,,2014JJ00
GM0837,,2015JJ00
GM0837,,2016JJ00
GM0837,,2017JJ00
GM0837,,2018JJ00
GM0837,,2019JJ00
GM0837,,2020JJ00
GM0837,,2021JJ00
GM0837,,2022JJ00
GM0837,,2023JJ00
GM0646,,1988JJ00
GM0646,,1989JJ00
GM0646,,1990JJ00
GM0646,6.0,1991JJ00
GM0646,6.0,1992JJ00
GM0646,,1993JJ00
GM0646,,1994JJ00
GM0646,,1995JJ00
GM0646,,1996JJ00
GM0646,,1997JJ00
GM0646,,1998JJ00
GM0646,,1999JJ00
GM0646,,2000JJ00
GM0646,,2001JJ00
GM0646,,2002JJ00
GM0646,,2003JJ00
GM0646,,2004JJ00
GM0646,,2005JJ00
GM0646,,2006JJ00
GM0646,,2007JJ00
GM0646,,2008JJ00
GM0646,,2009JJ00
GM0646,,2010JJ00
GM0646,,2011JJ00
GM0646,,2012JJ00
GM0646,,2013JJ00
GM0646,,2014JJ00
GM0646,,2015JJ00
GM0646,,2016JJ00
GM0646,,2017JJ00
GM0646,,2018JJ00
GM0646,,2019JJ00
GM0646,,2020JJ00
GM0646,,2021JJ00
GM0646,,2022JJ00
GM0646,,2023JJ00
GM0601,0.0,1988JJ00
GM0601,1.0,1989JJ00
GM0601,1.0,1990JJ00
GM0601,,1991JJ00
GM0601,,1992JJ00
GM0601,,1993JJ00
GM0601,,1994JJ00
GM0601,,1995JJ00
GM0601,,1996JJ00
GM0601,,1997JJ00
GM0601,,1998JJ00
GM0601,,1999JJ00
GM0601,,2000JJ00
GM0601,,2001JJ00
GM0601,,2002JJ00
GM0601,,2003JJ00
GM0601,,2004JJ00
GM0601,,2005JJ00
GM0601,,2006JJ00
GM0601,,2007JJ00
GM0601,,2008JJ00
GM0601,,2009JJ00
GM0601,,2010JJ00
GM0601,,2011JJ00
GM0601,,2012JJ00
GM0601,,2013JJ00
GM0601,,2014JJ00
GM0601,,2015JJ00
GM0601,,2016JJ00
GM0601,,2017JJ00
GM0601,,2018JJ00
GM0601,,2019JJ00
GM0601,,2020JJ00
GM0601,,2021JJ00
GM0601,,2022JJ00
GM0601,,2023JJ00
GM0602,2.0,1988JJ00
GM0602,3.0,1989JJ00
GM0602,2.0,1990JJ00
GM0602,2.0,1991JJ00
GM0602,5.0,1992JJ00
GM0602,2.0,1993JJ00
GM0602,3.0,1994JJ00
GM0602,0.0,1995JJ00
GM0602,2.0,1996JJ00
GM0602,1.0,1997JJ00
GM0602,4.0,1998JJ00
GM0602,4.0,1999JJ00
GM0602,0.0,2000JJ00
GM0602,0.0,2001JJ00
GM0602,4.0,2002JJ00
GM0602,3.0,2003JJ00
GM0602,3.0,2004JJ00
GM0602,7.0,2005JJ00
GM0602,,2006JJ00
GM0602,,2007JJ00
GM0602,,2008JJ00
GM0602,,2009JJ00
GM0602,,2010JJ00
GM0602,,2011JJ00
GM0602,,2012JJ00
GM0602,,2013JJ00
GM0602,,2014JJ00
GM0602,,2015JJ00
GM0602,,2016JJ00
GM0602,,2017JJ00
GM0602,,2018JJ00
GM0602,,2019JJ00
GM0602,,2020JJ00
GM0602,,2021JJ00
GM0602,,2022JJ00
GM0602,,2023JJ00
GM0196,0.0,1988JJ00
GM0196,1.0,1989JJ00
GM0196,1.0,1990JJ00
GM0196,2.0,1991JJ00
GM0196,4.0,1992JJ00
GM0196,1.0,1993JJ00
GM0196,2.0,1994JJ00
GM0196,0.0,1995JJ00
GM0196,3.0,1996JJ00
GM0196,3.0,1997JJ00
GM0196,1.0,1998JJ00
GM0196,4.0,1999JJ00
GM0196,1.0,2000JJ00
GM0196,5.0,2001JJ00
GM0196,5.0,2002JJ00
GM0196,4.0,2003JJ00
GM0196,6.0,2004JJ00
GM0196,4.0,2005JJ00
GM0196,4.0,2006JJ00
GM0196,7.0,2007JJ00
GM0196,8.0,2008JJ00
GM0196,1.0,2009JJ00
GM0196,6.0,2010JJ00
GM0196,5.0,2011JJ00
GM0196,0.0,2012JJ00
GM0196,2.0,2013JJ00
GM0196,2.0,2014JJ00
GM0196,3.0,2015JJ00
GM0196,0.0,2016JJ00
GM0196,2.0,2017JJ00
GM0196,,2018JJ00
GM0196,,2019JJ00
GM0196,,2020JJ00
GM0196,,2021JJ00
GM0196,,2022JJ00
GM0196,,2023JJ00
GM1672,,1988JJ00
GM1672,,1989JJ00
GM1672,,1990JJ00
GM1672,,1991JJ00
GM1672,,1992JJ00
GM1672,3.0,1993JJ00
GM1672,5.0,1994JJ00
GM1672,3.0,1995JJ00
GM1672,4.0,1996JJ00
GM1672,6.0,1997JJ00
GM1672,3.0,1998JJ00
GM1672,6.0,1999JJ00
GM1672,5.0,2000JJ00
GM1672,2.0,2001JJ00
GM1672,4.0,2002JJ00
GM1672,1.0,2003JJ00
GM1672,9.0,2004JJ00
GM1672,8.0,2005JJ00
GM1672,1.0,2006JJ00
GM1672,7.0,2007JJ00
GM1672,4.0,2008JJ00
GM1672,5.0,2009JJ00
GM1672,9.0,2010JJ00
GM1672,12.0,2011JJ00
GM1672,4.0,2012JJ00
GM1672,3.0,2013JJ00
GM1672,,2014JJ00
GM1672,,2015JJ00
GM1672,,2016JJ00
GM1672,,2017JJ00
GM1672,,2018JJ00
GM1672,,2019JJ00
GM1672,,2020JJ00
GM1672,,2021JJ00
GM1672,,2022JJ00
GM1672,,2023JJ00
GM0841,0.0,1988JJ00
GM0841,0.0,1989JJ00
GM0841,0.0,1990JJ00
GM0841,0.0,1991JJ00
GM0841,1.0,1992JJ00
GM0841,2.0,1993JJ00
GM0841,1.0,1994JJ00
GM0841,0.0,1995JJ00
GM0841,0.0,1996JJ00
GM0841,,1997JJ00
GM0841,,1998JJ00
GM0841,,1999JJ00
GM0841,,2000JJ00
GM0841,,2001JJ00
GM0841,,2002JJ00
GM0841,,2003JJ00
GM0841,,2004JJ00
GM0841,,2005JJ00
GM0841,,2006JJ00
GM0841,,2007JJ00
GM0841,,2008JJ00
GM0841,,2009JJ00
GM0841,,2010JJ00
GM0841,,2011JJ00
GM0841,,2012JJ00
GM0841,,2013JJ00
GM0841,,2014JJ00
GM0841,,2015JJ00
GM0841,,2016JJ00
GM0841,,2017JJ00
GM0841,,2018JJ00
GM0841,,2019JJ00
GM0841,,2020JJ00
GM0841,,2021JJ00
GM0841,,2022JJ00
GM0841,,2023JJ00
GM0178,10.0,1988JJ00
GM0178,7.0,1989JJ00
GM0178,7.0,1990JJ00
GM0178,6.0,1991JJ00
GM0178,7.0,1992JJ00
GM0178,13.0,1993JJ00
GM0178,10.0,1994JJ00
GM0178,9.0,1995JJ00
GM0178,8.0,1996JJ00
GM0178,12.0,1997JJ00
GM0178,8.0,1998JJ00
GM0178,11.0,1999JJ00
GM0178,10.0,2000JJ00
GM0178,12.0,2001JJ00
GM0178,7.0,2002JJ00
GM0178,12.0,2003JJ00
GM0178,,2004JJ00
GM0178,,2005JJ00
GM0178,,2006JJ00
GM0178,,2007JJ00
GM0178,,2008JJ00
GM0178,,2009JJ00
GM0178,,2010JJ00
GM0178,,2011JJ00
GM0178,,2012JJ00
GM0178,,2013JJ00
GM0178,,2014JJ00
GM0178,,2015JJ00
GM0178,,2016JJ00
GM0178,,2017JJ00
GM0178,,2018JJ00
GM0178,,2019JJ00
GM0178,,2020JJ00
GM0178,,2021JJ00
GM0178,,2022JJ00
GM0178,,2023JJ00
GM1742,,1988JJ00
GM1742,,1989JJ00
GM1742,,1990JJ00
GM1742,,1991JJ00
GM1742,,1992JJ00
GM1742,,1993JJ00
GM1742,,1994JJ00
GM1742,,1995JJ00
GM1742,,1996JJ00
GM1742,,1997JJ00
GM1742,,1998JJ00
GM1742,,1999JJ00
GM1742,,2000JJ00
GM1742,,2001JJ00
GM1742,,2002JJ00
GM1742,,2003JJ00
GM1742,11.0,2004JJ00
GM1742,14.0,2005JJ00
GM1742,15.0,2006JJ00
GM1742,11.0,2007JJ00
GM1742,12.0,2008JJ00
GM1742,15.0,2009JJ00
GM1742,13.0,2010JJ00
GM1742,18.0,2011JJ00
GM1742,7.0,2012JJ00
GM1742,14.0,2013JJ00
GM1742,10.0,2014JJ00
GM1742,10.0,2015JJ00
GM1742,8.0,2016JJ00
GM1742,8.0,2017JJ00
GM1742,14.0,2018JJ00
GM1742,16.0,2019JJ00
GM1742,19.0,2020JJ00
GM1742,10.0,2021JJ00
GM1742,15.0,2022JJ00
GM1742,15.0,2023JJ00
GM0603,5.0,1988JJ00
GM0603,11.0,1989JJ00
GM0603,12.0,1990JJ00
GM0603,14.0,1991JJ00
GM0603,11.0,1992JJ00
GM0603,12.0,1993JJ00
GM0603,12.0,1994JJ00
GM0603,4.0,1995JJ00
GM0603,12.0,1996JJ00
GM0603,12.0,1997JJ00
GM0603,12.0,1998JJ00
GM0603,8.0,1999JJ00
GM0603,20.0,2000JJ00
GM0603,19.0,2001JJ00
GM0603,19.0,2002JJ00
GM0603,23.0,2003JJ00
GM0603,20.0,2004JJ00
GM0603,21.0,2005JJ00
GM0603,23.0,2006JJ00
GM0603,16.0,2007JJ00
GM0603,26.0,2008JJ00
GM0603,22.0,2009JJ00
GM0603,30.0,2010JJ00
GM0603,28.0,2011JJ00
GM0603,20.0,2012JJ00
GM0603,21.0,2013JJ00
GM0603,35.0,2014JJ00
GM0603,29.0,2015JJ00
GM0603,22.0,2016JJ00
GM0603,25.0,2017JJ00
GM0603,25.0,2018JJ00
GM0603,36.0,2019JJ00
GM0603,31.0,2020JJ00
GM0603,36.0,2021JJ00
GM0603,42.0,2022JJ00
GM0603,39.0,2023JJ00
GM0125,2.0,1988JJ00
GM0125,4.0,1989JJ00
GM0125,2.0,1990JJ00
GM0125,1.0,1991JJ00
GM0125,5.0,1992JJ00
GM0125,4.0,1993JJ00
GM0125,1.0,1994JJ00
GM0125,1.0,1995JJ00
GM0125,2.0,1996JJ00
GM0125,3.0,1997JJ00
GM0125,,1998JJ00
GM0125,,1999JJ00
GM0125,,2000JJ00
GM0125,,2001JJ00
GM0125,,2002JJ00
GM0125,,2003JJ00
GM0125,,2004JJ00
GM0125,,2005JJ00
GM0125,,2006JJ00
GM0125,,2007JJ00
GM0125,,2008JJ00
GM0125,,2009JJ00
GM0125,,2010JJ00
GM0125,,2011JJ00
GM0125,,2012JJ00
GM0125,,2013JJ00
GM0125,,2014JJ00
GM0125,,2015JJ00
GM0125,,2016JJ00
GM0125,,2017JJ00
GM0125,,2018JJ00
GM0125,,2019JJ00
GM0125,,2020JJ00
GM0125,,2021JJ00
GM0125,,2022JJ00
GM0125,,2023JJ00
GM1669,,1988JJ00
GM1669,,1989JJ00
GM1669,,1990JJ00
GM1669,,1991JJ00
GM1669,,1992JJ00
GM1669,2.0,1993JJ00
GM1669,0.0,1994JJ00
GM1669,2.0,1995JJ00
GM1669,0.0,1996JJ00
GM1669,0.0,1997JJ00
GM1669,1.0,1998JJ00
GM1669,1.0,1999JJ00
GM1669,1.0,2000JJ00
GM1669,5.0,2001JJ00
GM1669,4.0,2002JJ00
GM1669,1.0,2003JJ00
GM1669,1.0,2004JJ00
GM1669,4.0,2005JJ00
GM1669,1.0,2006JJ00
GM1669,6.0,2007JJ00
GM1669,13.0,2008JJ00
GM1669,7.0,2009JJ00
GM1669,4.0,2010JJ00
GM1669,8.0,2011JJ00
GM1669,10.0,2012JJ00
GM1669,3.0,2013JJ00
GM1669,3.0,2014JJ00
GM1669,2.0,2015JJ00
GM1669,5.0,2016JJ00
GM1669,3.0,2017JJ00
GM1669,4.0,2018JJ00
GM1669,3.0,2019JJ00
GM1669,4.0,2020JJ00
GM1669,4.0,2021JJ00
GM1669,6.0,2022JJ00
GM1669,3.0,2023JJ00
GM0957,13.0,1988JJ00
GM0957,9.0,1989JJ00
GM0957,6.0,1990JJ00
GM0957,7.0,1991JJ00
GM0957,11.0,1992JJ00
GM0957,9.0,1993JJ00
GM0957,8.0,1994JJ00
GM0957,14.0,1995JJ00
GM0957,7.0,1996JJ00
GM0957,5.0,1997JJ00
GM0957,13.0,1998JJ00
GM0957,10.0,1999JJ00
GM0957,10.0,2000JJ00
GM0957,21.0,2001JJ00
GM0957,17.0,2002JJ00
GM0957,19.0,2003JJ00
GM0957,15.0,2004JJ00
GM0957,17.0,2005JJ00
GM0957,12.0,2006JJ00
GM0957,17.0,2007JJ00
GM0957,13.0,2008JJ00
GM0957,11.0,2009JJ00
GM0957,15.0,2010JJ00
GM0957,12.0,2011JJ00
GM0957,25.0,2012JJ00
GM0957,17.0,2013JJ00
GM0957,20.0,2014JJ00
GM0957,15.0,2015JJ00
GM0957,25.0,2016JJ00
GM0957,23.0,2017JJ00
